ACCOUNTCLIENTCATEGORY,ACCOUNTID,ACCOUNTINDUSTRY,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,ACTIVITYID,AMOUNT,CLOSEDATE,CREATEDDATE,DAYSSINCELASTACTIVITY,EXPECTEDREVENUE,FORECASTCATEGORY,ID,ISCLOSED,ISWON,LEADSOURCE,OPPORTUNITYAGE,OPPORTUNITYNAME,OPPORTUNITYOWNER,OWNERCITY,OWNERID,OWNERSMALLPHOTOURL,OWNERSTATE,PROBABILITY,RECORDTYPENAME,STAGE,STAGENAME,STAGESORTORDER,TIMEINSTAGEDURATIONSECONDS,LastProcessedDate
Silver,001B000000SS4m6IAD,Construction,Millennials,Attorneys.Com/PCNA Communications,Activity 651,52500,2018-11-22,2019-10-07,822,52500,Omitted,006B0000004t2QgIAI,true,false,Other,274,Attorneys.Com/PCNA Communications - 52.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,0,Channel (Partner),Closed Lost,Closed Lost,9,27199525,2020-05-25
Silver,001B000000WJE9JIAX,Hospitality,Retired,ORBIS Corporation,Activity 219,55000,2020-03-11,2019-11-28,345,55000,Closed,006B00000049V8PIAU,true,true,Fields Sales,222,ORBIS Corporation - 55k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,100,Simple,Closed Won,Closed Won,8,59254136,2020-05-25
Silver,001B000000bwMcwIAE,Retail,Retired,T G Missouri Corp,Activity 149,30600,2020-02-19,2019-07-16,463,30600,Omitted,006B00000049VRAIA2,true,false,Reseller,357,T G Missouri Corp - 30.6k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,0,Simple,Closed Lost,Closed Lost,9,25830871,2020-05-25
Gold,001B000000SS51dIAD,Machinery,Affluent Professionals,Searcy Uniform and Mat Service,Activity 156,50000,2020-07-29,2019-07-05,242,50000,Best Case,006B00000049VTDIA2,false,false,Fields Sales,368,Searcy Uniform and Mat Service - 50k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,90,Simple,Negotiation,Negotiation,7,54942929,2020-05-25
Platinum,001B000000lwNtFIAU,Construction,High Net Worth Families,The Netkitchen,Activity 14,69500,2020-05-23,2019-10-02,328,69500,Closed,006B00000049VCBIA2,true,true,Fields Sales,279,The Netkitchen - 69.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,100,Channel (Partner),Closed Won,Closed Won,8,43518105,2020-05-25
Platinum,001B000000lwNsJIAU,Chemicals,Affluent Professionals,The Brooks Group,Activity 225,58800,2020-01-23,2019-12-11,380,58800,Omitted,006B00000049V4kIAE,true,false,Reseller,209,The Brooks Group - 58.8k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,15816969,2020-05-25
Silver,001B000000SS4KqIAL,Entertainment,Mass Market,Iris Ink,Activity 108,100000,2020-08-06,2019-09-13,240,100000,Best Case,006B00000049ViOIAU,false,false,Fields Sales,298,Iris Ink - 100k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,FL,0,Simple,Discovery,Discovery,0,56153887,2020-05-25
Gold,001B000000WJECkIAP,Retail,High Net Worth Families,J R S Foundation,Activity 444,88500,2019-10-11,2019-09-09,525,88500,Omitted,006B0000003n2qtIAA,true,false,Reseller,302,J R S Foundation - 88.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,30750093,2020-05-25
Silver,001B000000SS4FQIA1,Education,High Net Worth Families,Workspeed Management,Activity 607,22000,2019-12-09,2019-08-01,493,22000,Closed,006B0000003X12iIAC,true,true,Reseller,341,Workspeed Management - 22k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,100,Advanced,Closed Won,Closed Won,8,59343944,2020-05-25
Silver,001B000000SS4lSIAT,Shipping,Retired,Auxilio,Activity 475,52000,2019-05-21,2019-10-13,640,52000,Omitted,006B00000049V0FIAU,true,false,Fields Sales,268,Auxilio - 52k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,0,Simple,Closed Lost,Closed Lost,9,31068286,2020-05-25
Platinum,001B000000SS4vDIAT,Banking,High Net Worth Families,BrightStreet.com,Activity 192,50500,2020-09-20,2019-09-02,235,50500,Best Case,006B00000049VITIA2,false,false,Reseller,309,BrightStreet.com - 50.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,75,Simple,Proposal/Quote,Proposal/Quote,5,25775188,2020-05-25
Silver,001B000000lwNwWIAU,Construction,Affluent Professionals,Qlan Corp,Activity 105,37500,2020-10-11,2019-10-05,222,37500,Best Case,006B00000049Vl2IAE,false,false,Fields Sales,276,Qlan Corp - 37.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,0,Channel (Partner),Discovery,Discovery,0,41703872,2020-05-25
Platinum,001B000000SS4yOIAT,Agriculture,Mass Market,American Century Services,Activity 735,25500,2018-09-03,2019-12-06,895,25500,Omitted,006B0000003WbnUIAS,true,false,Reseller,214,American Century Services - 25.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Simple,Closed Lost,Closed Lost,9,5973141,2020-05-25
Platinum,001B000000SS3nmIAD,Telecommunications,Millennials,Compulan,Activity 128,70000,2020-04-09,2019-09-15,322,70000,Omitted,006B00000049VcEIAU,true,false,Fields Sales,296,Compulan - 70k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,40908004,2020-05-25
Gold,001B000000SS47yIAD,Media,Retired,Gladstone,Activity 615,151500,2020-03-28,2019-06-01,366,151500,Best Case,006B0000003WbhlIAC,false,false,Reseller,402,Gladstone - 151.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,75,Simple,Proposal/Quote,Proposal/Quote,5,61435560,2020-05-25
Platinum,001B000000lwNnZIAU,Electronics,Affluent Professionals,U.S. Shuttle,Activity 370,37000,2019-08-19,2019-08-16,551,37000,Omitted,006B00000049UghIAE,true,false,Reseller,326,U.S. Shuttle - 37k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,30087950,2020-05-25
Gold,001B000000UkRyAIAV,Machinery,Mass Market,SDI Industries,Activity 578,30000,2020-07-15,2019-07-07,360,30000,Best Case,006B0000003X13JIAS,false,false,Fields Sales,366,SDI Industries - 30k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,NY,20,Advanced,Qualification,Qualification,2,55726649,2020-05-25
Gold,001B000000SS452IAD,Government,Affluent Professionals,Jones Plastic and Engineering Company,Activity 452,47000,2019-01-13,2019-06-25,906,47000,Closed,006B0000003n2mBIAQ,true,true,Reseller,378,Jones Plastic and Engineering Company - 47k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Channel (Partner),Closed Won,Closed Won,8,43791927,2020-05-25
Platinum,001B000000SS4EVIA1,Banking,Retired,FileFish,Activity 161,55000,2020-08-20,2019-09-20,260,55000,Commit,006B00000049VP4IAM,false,false,Fields Sales,291,FileFish - 55k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,75,Simple,Proposal/Quote,Proposal/Quote,5,24070914,2020-05-25
Silver,001B000000SS3qsIAD,Food & Beverage,Retired,Techspace,Activity 228,21000,2020-04-19,2019-09-29,326,21000,Closed,006B00000049Uz9IAE,true,true,Fields Sales,282,Techspace - 21k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,100,Simple,Closed Won,Closed Won,8,28991172,2020-05-25
Silver,001B000000SS4lVIAT,Government,Affluent Professionals,Babbage Simmel,Activity 414,71000,2019-05-08,2019-11-14,668,71000,Omitted,006B00000049V0QIAU,true,false,Fields Sales,236,Babbage Simmel - 71k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,40889930,2020-05-25
Platinum,001B000000SS4l6IAD,Entertainment,Mass Market,Barr Systems,Activity 58,175000,2020-03-08,2019-11-18,357,175000,Omitted,006B00000049UzdIAE,true,false,Reseller,232,Barr Systems - 175k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,41091060,2020-05-25
Gold,001B000000SS4GxIAL,Financial Services,Affluent Professionals,ADSI,Activity 664,62500,2019-12-21,2019-11-03,443,62500,Omitted,006B0000003WbsfIAC,true,false,Reseller,247,ADSI - 62.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,8835282,2020-05-25
Platinum,001B000000lwNwgIAE,Engineering,Affluent Professionals,Business Integration Group,Activity 381,50500,2019-07-12,2019-08-14,640,50500,Omitted,006B0000003hh6GIAQ,true,false,Fields Sales,328,Business Integration Group - 50.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,FL,0,Simple,Closed Lost,Closed Lost,9,28914621,2020-05-25
Gold,001B000000lwNpoIAE,Recreation,Mass Market,BotTechnology.com,Activity 390,65000,2019-05-31,2019-11-18,626,65000,Omitted,006B00000049UwkIAE,true,false,Fields Sales,232,BotTechnology.com - 65k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Channel (Partner),Closed Lost,Closed Lost,9,39674036,2020-05-25
Silver,001B000000sxHl2IAE,Government,Millennials,LOGIZARD,Activity 519,78500,2019-02-28,2019-10-25,727,78500,Omitted,006B0000004t2M5IAI,true,false,Fields Sales,256,LOGIZARD - 78.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,33063713,2020-05-25
Silver,001B000000WJECvIAP,Hospitality,Mass Market,Topsider Building Systems,Activity 566,22500,2019-02-23,2019-06-26,766,22500,Closed,006B0000004t2VxIAI,true,true,Fields Sales,377,Topsider Building Systems - 22.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,3884248,2020-05-25
Silver,001B000000SS3pcIAD,Food & Beverage,Mass Market,Re:Launch Division,Activity 33,121500,2020-05-27,2019-09-09,296,121500,Omitted,006B00000049VeRIAU,true,false,Fields Sales,302,Re:Launch Division - 121.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,12786274,2020-05-25
Gold,001B000000SS3quIAD,Retail,Affluent Professionals,Inter-Con Security Systems,Activity 619,23300,2018-10-22,2019-09-20,887,23300,Omitted,006B0000003X0ycIAC,true,false,Fields Sales,291,Inter-Con Security Systems - 23.3k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Simple,Closed Lost,Closed Lost,9,3425797,2020-05-25
Gold,001B000000SS3zYIAT,Consulting,Millennials,eConvergent,Activity 588,125000,2020-02-19,2019-07-20,353,125000,Commit,006B0000003X10DIAS,false,false,Fields Sales,353,eConvergent - 125k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,35,Simple,Needs Analysis,Needs Analysis,3,22736758,2020-05-25
Silver,001B000000SS47vIAD,Hospitality,Millennials,Resource Development Service,Activity 649,84000,2018-12-08,2019-09-25,870,84000,Closed,006B0000004t2VMIAY,true,true,Fields Sales,286,Resource Development Service - 84k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,100,Simple,Closed Won,Closed Won,8,43151794,2020-05-25
Gold,001B000000SS4D8IAL,Telecommunications,Affluent Professionals,New Horizons Computer Learning Center of Chicago,Activity 689,23000,2019-09-22,2019-09-01,590,23000,Omitted,006B0000003WboAIAS,true,false,Reseller,310,New Horizons Computer Learning Center of Chicago - 23k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,4533793,2020-05-25
Platinum,001B000000lwNuiIAE,Shipping,Retired,Parallel Products,Activity 308,26500,2019-11-19,2019-10-05,469,26500,Closed,006B00000049VNRIA2,true,true,Reseller,276,Parallel Products - 26.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,100,Simple,Closed Won,Closed Won,8,47812109,2020-05-25
Platinum,001B000000SS493IAD,Telecommunications,Millennials,Blitz Systems,Activity 194,45000,2020-10-24,2019-10-10,235,45000,Best Case,006B00000049VJMIA2,false,false,Reseller,271,Blitz Systems - 45k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Discovery,Discovery,0,6534219,2020-05-25
Silver,001B000000SS3hiIAD,Energy,High Net Worth Families,The Cadent Companies,Activity 556,24000,2019-01-10,2019-11-14,791,24000,Omitted,006B0000004t2NcIAI,true,false,Fields Sales,236,The Cadent Companies - 24k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,0,Simple,Closed Lost,Closed Lost,9,50971289,2020-05-25
Platinum,001B000000SS4GDIA1,Retail,Mass Market,Innovation X,Activity 36,55500,2020-05-09,2019-10-31,273,55500,Omitted,006B00000049VQuIAM,true,false,Fields Sales,250,Innovation X - 55.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,47051672,2020-05-25
Gold,001B000000lwNnsIAE,Energy,Millennials,Trillion Digital Communication,Activity 532,88300,2019-03-09,2019-08-02,772,88300,Closed,006B0000004t2JRIAY,true,true,Reseller,340,Trillion Digital Communication - 88.3k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,100,Simple,Closed Won,Closed Won,8,55572180,2020-05-25
Platinum,001B000000SS3qkIAD,Construction,Affluent Professionals,Safenet Inc,Activity 97,120000,2020-01-19,2019-09-29,392,120000,Omitted,006B00000049Uz0IAE,true,false,Fields Sales,282,Safenet Inc - 120k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,24489528,2020-05-25
Platinum,001B000000SS3bAIAT,Insurance,High Net Worth Families,SE Research,Activity 731,51500,2018-09-30,2019-10-18,904,51500,Omitted,006B0000004t2LUIAY,true,false,Fields Sales,263,SE Research - 51.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,59783004,2020-05-25
Gold,001B000000SS46xIAD,Communications,Retired,Aspect Consulting,Activity 185,52500,2020-10-15,2019-11-14,220,52500,Best Case,006B00000049VH4IAM,false,false,Fields Sales,236,Aspect Consulting - 52.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,20,Channel (Partner),Qualification,Qualification,2,31740273,2020-05-25
Silver,001B000000SS4sQIAT,Agriculture,Retired,University.com,Activity 540,89400,2019-02-17,2019-10-03,771,89400,Closed,006B0000004t2UJIAY,true,true,Fields Sales,278,University.com - 89.4k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,FL,100,Channel (Partner),Closed Won,Closed Won,8,29256930,2020-05-25
Platinum,001B000000SS4t9IAD,Not For Profit,High Net Worth Families,Sunbelt,Activity 567,25500,2018-12-14,2019-12-02,787,25500,Closed,006B0000004t2UUIAY,true,true,Fields Sales,218,Sunbelt - 25.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,IL,100,Channel (Partner),Closed Won,Closed Won,8,17612414,2020-05-25
Gold,001B000000SS52QIAT,Food & Beverage,Mass Market,The Heritage Co.,Activity 570,175000,2018-12-21,2019-10-11,805,175000,Omitted,006B0000003hh1BIAQ,true,false,Fields Sales,270,The Heritage Co. - 175k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,33838707,2020-05-25
Gold,001B000000SS4M2IAL,Biotechnology,Affluent Professionals,Citizens Communications  Cabs,Activity 50,77000,2020-04-19,2019-11-08,324,77000,Closed,006B00000049VjgIAE,true,true,Reseller,242,Citizens Communications  Cabs - 77k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,100,Channel (Partner),Closed Won,Closed Won,8,32319344,2020-05-25
Platinum,001B000000SS3WEIA1,Chemicals,Millennials,Merit Medical Systems,Activity 274,49500,2020-05-20,2019-08-26,354,49500,Omitted,006B00000049UmEIAU,true,false,Fields Sales,316,Merit Medical Systems - 49.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,41015735,2020-05-25
Platinum,001B000000SS4qHIAT,Government,Retired,Symech,Activity 505,30000,2019-02-25,2019-12-16,713,30000,Closed,006B00000049V9gIAE,true,true,Telesales,204,Symech - 30k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,100,Simple,Closed Won,Closed Won,8,20236912,2020-05-25
Platinum,001B000000SS3YiIAL,Environmental,High Net Worth Families,5i Solutions.,Activity 265,75000,2020-08-09,2019-10-15,228,75000,Best Case,006B00000049Up4IAE,false,false,Fields Sales,266,5i Solutions. - 75k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,FL,0,Channel (Partner),Discovery,Discovery,0,17843600,2020-05-25
Silver,001B000000SS4JEIA1,Insurance,Mass Market,Tru Vue,Activity 10,37500,2020-06-27,2019-08-11,306,37500,Omitted,006B00000049VU2IAM,true,false,Fields Sales,331,Tru Vue - 37.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,60113363,2020-05-25
Gold,001B000000SS4KwIAL,Communications,Mass Market,ExxonMobil Oil Corporation Research and Development,Activity 418,68000,2019-01-16,2019-06-21,876,68000,Omitted,006B0000003n32ZIAQ,true,false,Fields Sales,382,ExxonMobil Oil Corporation Research and Development - 68k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,0,Simple,Closed Lost,Closed Lost,9,53512911,2020-05-25
Silver,001B000000SS3vyIAD,Apparel,Millennials,Advanced Technology Management,Activity 467,50000,2020-01-28,2019-12-12,378,50000,Omitted,006B0000003n2bHIAQ,true,false,Reseller,208,Advanced Technology Management - 50k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,1953672,2020-05-25
Platinum,001B000000sxKEzIAM,Agriculture,Affluent Professionals,SilverBack Technologies,Activity 551,91500,2019-01-21,2019-11-18,759,91500,Omitted,006B0000004t2ShIAI,true,false,Reseller,232,SilverBack Technologies - 91.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,0,Channel (Partner),Closed Lost,Closed Lost,9,40728501,2020-05-25
Platinum,001B000000SS4rNIAT,Banking,Mass Market,New Internet Computer,Activity 32,155800,2020-04-18,2019-12-19,292,155800,Closed,006B00000049VBlIAM,true,true,Reseller,201,New Internet Computer - 155.8k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,NY,100,Simple,Closed Won,Closed Won,8,47764572,2020-05-25
Silver,001B000000SS3njIAD,Hospitality,High Net Worth Families,ChicagOne Developers,Activity 375,50500,2019-08-10,2019-09-03,557,50500,Omitted,006B00000049VcDIAU,true,false,Fields Sales,308,ChicagOne Developers - 50.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,8134595,2020-05-25
Platinum,001B000000SS43HIAT,Technology,Mass Market,Berger Group Holdings,Activity 99,73000,2020-03-17,2019-07-18,354,73000,Closed,006B0000003X10dIAC,true,true,Fields Sales,355,Berger Group Holdings - 73k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,100,Simple,Closed Won,Closed Won,8,38735416,2020-05-25
