"Emission_Category","AccountId","Energy_Consumption","Ground_Travel_Emissions_Category","LastProcessedDate","Consumption_Type","City","RenewalEnergy","Vendor","Date","Business_Travel_Type","Emission_Type","Emission_Source","Country","AccountExternalId","GTE_Value","Cost_Center_Name","AccountName","Electricity_Consumption_Value","Energy_Consumption_Value","Emission_Value","Emissions_from_Business_Travel","Carbon_Intensity"
"Vehicle","001B000001SklaOIAR","Cooling","#N/A","2023-03-24","Electricity",,"False","United Airlines","2023-01-01","Ground Travel","Air Travel","Vehicle","Brazil","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",11,0,20,31000,0.01
"Data Center Facility","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","United Airlines","2023-02-19","Private Jet","Data Center Facility","Data Center Facility","Brazil","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",13,0,28,31000,0.08
"Data Center Facility","001B000001SklaOIAR","Fuel Oil","#N/A","2023-03-24","Energy",,"False","Delta","2023-03-07","Private Jet","Data Center Facility","Equipment","Argentina","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",0,11,56,31000,0.13
"Data Center Facility","001B000001SklaOIAR","Biomass","#N/A","2023-03-24","Electricity",,"True","United Airlines","2023-02-24","Ground Travel","Data Center Facility","Equipment","Argentina","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",22,0,28,31000,0.09
"Equipment","001B000001SklaOIAR","Fuel Oil","#N/A","2023-03-24","Energy",,"False","United Airlines","2023-02-16","Ground Travel","Equipment","Equipment","Argentina","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",0,3,28,31000,0.01
"Data Center Facility","001B000001SklaOIAR","Geothermal","#N/A","2023-03-24","Electricity",,"True","British Airways","2023-02-01","Ground Travel","Data Center Facility","Equipment","Argentina","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",11,0,28,31000,0.13
"Equipment","001B000001SklaOIAR","Fuel Oil","#N/A","2023-03-24","Energy",,"False","United Airlines","2023-01-13","Private Jet","Equipment","Equipment","Argentina","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",0,4,56,31000,0.08
"Travel","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","British Airways","2023-04-20","Air Travel","Private Jet","Travel","Argentina","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",13,0,22,31000,0.12
"Travel","001B000001SklaOIAR","Wind","Taxi","2023-03-24","Electricity",,"True","KLM","2023-03-17","Private Jet","Fleet Vehicle","Travel","Argentina","SupplierAcct204","1500","LATAM Sales","Yubo LATAM",23,0,11,31000,0.09
"Travel","001B000001SklaOIAR","Heat","#N/A","2023-03-24","Electricity",,"False","KLM","2023-03-16","Air Travel","Other","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",7,0,11,31000,0.13
"Vehicle","001B000001SklaOIAR","Hydroelectricity","Rental Car","2023-03-24","Electricity",,"True","United Airlines","2023-04-29","Ground Travel","Ground Travel","Vehicle","Argentina","SupplierAcct204","1500","LATAM Sales","Yubo LATAM",16,0,39,31000,0.02
"Vehicle","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","British Airways","2023-04-28","Air Travel","Air Travel","Vehicle","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",4,0,39,31000,0.13
"Vehicle","001B000001SklaOIAR","Geothermal","Personal Car","2023-03-24","Electricity",,"True","Delta","2023-04-17","Ground Travel","Hotel Stay","Vehicle","Argentina","SupplierAcct204","1000","LATAM Sales","Yubo LATAM",12,0,20,31000,0.08
"Vehicle","001B000001SklaOIAR","Solar","Taxi","2023-03-24","Electricity",,"True","United Airlines","2023-02-11","Private Jet","Hotel Stay","Vehicle","Argentina","SupplierAcct204","1500","LATAM Sales","Yubo LATAM",20,0,20,31000,0.12
"Data Center Facility","001B000001SklaOIAR","Diesel","#N/A","2023-03-24","Energy",,"False","United Airlines","2022-04-20","Air Travel","Data Center Facility","Data Center Facility","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",0,7,28,15000,0.05
"Vehicle","001B000001SklaOIAR","Biomass","#N/A","2023-03-24","Electricity",,"True","United Airlines","2022-11-02","Air Travel","Air Travel","Vehicle","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",7,0,28,15000,0.05
"Vehicle","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","United Airlines","2022-06-18","Hotel Stay","Air Travel","Vehicle","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",20,0,28,15000,0.09
"Commercial Building","001B000001SklaOIAR","Natural Gas","#N/A","2023-03-24","Energy",,"False","United Airlines","2022-02-14","Ground Travel","Commercial Building","Commercial Building","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",0,8,56,15000,0.05
"Commercial Building","001B000001SklaOIAR","Wind","#N/A","2023-03-24","Electricity",,"True","United Airlines","2022-05-31"," Rental Car","Commercial Building","Commercial Building","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",1,0,56,15000,0.02
"Commercial Building","001B000001SklaOIAR","Cooling","#N/A","2023-03-24","Electricity",,"False","United Airlines","2022-01-26"," Rental Car","Commercial Building","Commercial Building","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",16,0,28,15000,0.13
"Data Center Facility","001B000001SklaOIAR","Fuel Oil","#N/A","2023-03-24","Energy",,"False","United Airlines","2022-11-13","Ground Travel","Data Center Facility","Data Center Facility","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",0,13,28,15000,0.04
"Data Center Facility","001B000001SklaOIAR","Hydroelectricity","#N/A","2023-03-24","Electricity",,"True","United Airlines","2022-02-14","Ground Travel","Data Center Facility","Data Center Facility","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",16,0,56,15000,0.08
"Data Center Facility","001B000001SklaOIAR","Wind","#N/A","2023-03-24","Electricity",,"True","Delta","2022-06-06","Private Jet","Data Center Facility","Equipment","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",11,0,28,15000,0.08
"Travel","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","United Airlines","2022-07-25","Private Jet","Private Jet","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",17,0,28,15000,0.13
"Travel","001B000001SklaOIAR","Solar","Taxi","2023-03-24","Electricity",,"True","United Airlines","2022-02-28","Air Travel","Fleet Vehicle","Travel","Argentina","SupplierAcct204","1000","LATAM Sales","Yubo LATAM",2,0,56,15000,0.02
"Travel","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","Delta","2022-01-20"," Rental Car","Other","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",7,0,112,15000,0.13
"Vehicle","001B000001SklaOIAR","Diesel","#N/A","2023-03-24","Energy",,"False","British Airways","2022-12-05","Private Jet","Air Travel","Vehicle","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",0,7,56,15000,0.08
"Vehicle","001B000001SklaOIAR","Solar","Personal Car","2023-03-24","Electricity",,"True","United Airlines","2022-10-25","Ground Travel","Ground Travel","Vehicle","Argentina","SupplierAcct204","2000","LATAM Sales","Yubo LATAM",14,0,28,15000,0.08
"Vehicle","001B000001SklaOIAR","Wind","Personal Car","2023-03-24","Electricity",,"True","KLM","2022-09-15","Air Travel","Ground Travel","Vehicle","Argentina","SupplierAcct204","900","LATAM Sales","Yubo LATAM",19,0,28,15000,0.13
"Vehicle","001B000001SklaOIAR","Fuel Oil","Personal Car","2023-03-24","Energy",,"False","KLM","2022-06-07","Ground Travel","Hotel Stay","Vehicle","Argentina","SupplierAcct204","1200","LATAM Sales","Yubo LATAM",0,6,28,15000,0.13
"Vehicle","001B000001SklaOIAR","Fuel Oil","#N/A","2023-03-24","Energy",,"False","British Airways","2022-04-05","Air Travel","Air Travel","Vehicle","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",0,6,28,15000,0.12
"Vehicle","001B000001SklaOIAR","Cooling","Subway","2023-03-24","Electricity",,"False","Delta","2022-01-18","Private Jet","Ground Travel","Vehicle","Argentina","SupplierAcct204","1000","LATAM Sales","Yubo LATAM",1,0,28,15000,0.13
"Commercial Building","001B000001SklaOIAR","Biomass","#N/A","2023-03-24","Electricity",,"True","Delta","2022-12-12","Air Travel","Commercial Building","Commercial Building","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",4,0,56,15000,0.05
"Commercial Building","001B000001SklaOIAR","Biomass","#N/A","2023-03-24","Electricity",,"True","United Airlines","2022-05-15","Air Travel","Commercial Building","Commercial Building","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",22,0,56,15000,0.04
"Commercial Building","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","British Airways","2022-05-13","Ground Travel","Commercial Building","Commercial Building","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",9,0,28,15000,0.13
"Equipment","001B000001SklaOIAR","Cooling","#N/A","2023-03-24","Electricity",,"False","KLM","2022-10-19","Air Travel","Equipment","Equipment","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",21,0,28,15000,0.09
"Equipment","001B000001SklaOIAR","Diesel","#N/A","2023-03-24","Energy",,"False","United Airlines","2022-06-25","Ground Travel","Equipment","Equipment","Brazil","SupplierAcct204","#N/A","AMER HR","Yubo LATAM",0,6,28,15000,0.11
"Travel","001B000001SklaOIAR","Hydroelectricity","#N/A","2023-03-24","Electricity",,"True","United Airlines","2022-06-15","Ground Travel","Other","Travel","Brazil","SupplierAcct204","#N/A","AMER HR","Yubo LATAM",8,0,28,15000,0.08
"Travel","001B000001SklaOIAR","Fuel Oil","#N/A","2023-03-24","Energy",,"False","KLM","2022-03-27","Ground Travel","Private Jet","Travel","Brazil","SupplierAcct204","#N/A","AMER HR","Yubo LATAM",0,9,28,15000,0.12
"Travel","001B000001SklaOIAR","Biomass","#N/A","2023-03-24","Electricity",,"True","United Airlines","2022-02-21","Air Travel","Other","Travel","Brazil","SupplierAcct204","#N/A","AMER HR","Yubo LATAM",13,0,28,15000,0.12
"Travel","001B000001SklaOIAR","Wind","Personal Car","2023-03-24","Electricity",,"True","United Airlines","2022-02-20","Air Travel","Fleet Vehicle","Travel","Brazil","SupplierAcct204","2000","AMER HR","Yubo LATAM",7,0,56,15000,0.04
"Travel","001B000001SklaOIAR","Biomass","#N/A","2023-03-24","Electricity",,"True","Delta","2022-01-21","Air Travel","Private Jet","Travel","Brazil","SupplierAcct204","#N/A","AMER HR","Yubo LATAM",21,0,28,15000,0.13
"Vehicle","001B000001SklaOIAR","Natural Gas","Personal Car","2023-03-24","Energy",,"False","United Airlines","2022-12-21","Private Jet","Ground Travel","Vehicle","Brazil","SupplierAcct204","2000","AMER HR","Yubo LATAM",0,13,28,15000,0.13
"Vehicle","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","United Airlines","2022-12-19","Air Travel","Air Travel","Vehicle","Brazil","SupplierAcct204","#N/A","AMER HR","Yubo LATAM",7,0,28,15000,0.13
"Vehicle","001B000001SklaOIAR","Hydroelectricity","Personal Car","2023-03-24","Electricity",,"True","Delta","2022-10-06","Air Travel","Ground Travel","Vehicle","Brazil","SupplierAcct204","1500","AMER HR","Yubo LATAM",16,0,112,15000,0.08
"Vehicle","001B000001SklaOIAR","Hydroelectricity","Subway","2023-03-24","Electricity",,"True","United Airlines","2022-09-23","Ground Travel","Hotel Stay","Vehicle","Brazil","SupplierAcct204","1500","AMER HR","Yubo LATAM",20,0,28,15000,0.04
"Vehicle","001B000001SklaOIAR","Fuel Oil","#N/A","2023-03-24","Energy",,"False","United Airlines","2022-07-19","Air Travel","Air Travel","Vehicle","Brazil","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",0,9,56,15000,0.08
"Vehicle","001B000001SklaOIAR","Hydroelectricity","#N/A","2023-03-24","Electricity",,"True","Delta","2022-06-17","Air Travel","Air Travel","Vehicle","Brazil","SupplierAcct204","#N/A","AMER HR","Yubo LATAM",21,0,28,15000,0.13
"Vehicle","001B000001SklaOIAR","Fuel Oil","Subway","2023-03-24","Energy",,"False","United Airlines","2022-03-17","Air Travel","Hotel Stay","Vehicle","Brazil","SupplierAcct204","2000","AMER HR","Yubo LATAM",0,2,28,15000,0.02
"Vehicle","001B000001SklaOIAR","Hydroelectricity","Subway","2023-03-24","Electricity",,"True","United Airlines","2022-02-27","Private Jet","Ground Travel","Vehicle","Brazil","SupplierAcct204","1000","AMER HR","Yubo LATAM",3,0,56,15000,0.13
"Commercial Building","001B000001SklaOIAR","Diesel","#N/A","2023-03-24","Energy",,"False","United Airlines","2022-02-05","Air Travel","Commercial Building","Commercial Building","Brazil","SupplierAcct204","#N/A","AMER HR","Yubo LATAM",0,7,28,15000,0.13
"Data Center Facility","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","United Airlines","2022-08-06","Air Travel","Data Center Facility","Data Center Facility","Brazil","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",12,0,112,15000,0.08
"Travel","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","United Airlines","2022-12-28","Ground Travel","Private Jet","Travel","Brazil","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",21,0,28,15000,0.13
"Travel","001B000001SklaOIAR","Diesel","Subway","2023-03-24","Energy",,"False","Emirates","2022-04-04","Private Jet","Fleet Vehicle","Travel","Brazil","SupplierAcct204","900","AMER Sales","Yubo LATAM",0,3,28,15000,0.13
"Travel","001B000001SklaOIAR","Biomass","Taxi","2023-03-24","Electricity",,"True","Delta","2022-03-11","Ground Travel","Fleet Vehicle","Travel","Brazil","SupplierAcct204","2000","AMER Sales","Yubo LATAM",12,0,56,15000,0.13
"Vehicle","001B000001SklaOIAR","Solar","Limousine","2023-03-24","Electricity",,"True","United Airlines","2022-10-13","Private Jet","Ground Travel","Vehicle","Brazil","SupplierAcct204","900","AMER Sales","Yubo LATAM",22,0,28,15000,0.12
"Vehicle","001B000001SklaOIAR","Natural Gas","Subway","2023-03-24","Energy",,"False","United Airlines","2021-04-17","Private Jet","Hotel Stay","Vehicle","Brazil","SupplierAcct204","900","AMER Sales","Yubo LATAM",0,11,28,7000,0.13
"Data Center Facility","001B000001SklaOIAR","Fuel Oil","#N/A","2023-03-24","Energy",,"False","British Airways","2021-07-26","Hotel Stay","Data Center Facility","Data Center Facility","Brazil","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",0,10,28,7000,0.12
"Travel","001B000001SklaOIAR","Biomass","#N/A","2023-03-24","Electricity",,"True","United Airlines","2021-02-25","Air Travel","Other","Travel","Argentina","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",17,0,112,7000,0.09
"Travel","001B000001SklaOIAR","Biomass","Personal Car","2023-03-24","Electricity",,"True","Delta","2021-01-20","Ground Travel","Fleet Vehicle","Travel","Argentina","SupplierAcct204","1000","AMER Sales","Yubo LATAM",18,0,112,7000,0
"Commercial Building","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","United Airlines","2021-04-03","Air Travel","Commercial Building","Commercial Building","Argentina","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",10,0,28,7000,0.11
"Data Center Facility","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","Delta","2021-03-20","Air Travel","Data Center Facility","Equipment","Argentina","SupplierAcct204","#N/A","AMER Sales","Yubo LATAM",8,0,28,7000,0.12
"Travel","001B000001SklaOIAR","Biomass","Subway","2023-03-24","Electricity",,"True","KLM","2021-10-22","Air Travel","Fleet Vehicle","Travel","Argentina","SupplierAcct204","2300","AMER Sales","Yubo LATAM",15,0,28,7000,0.04
"Travel","001B000001SklaOIAR","Hydroelectricity","Subway","2023-03-24","Electricity",,"True","British Airways","2021-04-21","Air Travel","Fleet Vehicle","Travel","Argentina","SupplierAcct204","2300","AMER Sales","Yubo LATAM",6,0,56,7000,0.01
"Travel","001B000001SklaOIAR","Biomass","#N/A","2023-03-24","Electricity",,"True","United Airlines","2021-02-05","Air Travel","Other","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",11,0,56,7000,0.12
"Vehicle","001B000001SklaOIAR","Diesel","#N/A","2023-03-24","Energy",,"False","Delta","2021-08-24","Ground Travel","Air Travel","Vehicle","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",0,6,28,7000,0.13
"Vehicle","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","Delta","2021-07-28","Air Travel","Air Travel","Vehicle","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",5,0,28,7000,0.12
"Vehicle","001B000001SklaOIAR","Biomass","Subway","2023-03-24","Electricity",,"True","British Airways","2021-05-29","Private Jet","Ground Travel","Vehicle","Argentina","SupplierAcct204","2000","LATAM Sales","Yubo LATAM",21,0,28,7000,0.13
"Vehicle","001B000001SklaOIAR","Biomass","Personal Car","2023-03-24","Electricity",,"True","Delta","2021-03-17","Air Travel","Ground Travel","Vehicle","Argentina","SupplierAcct204","1500","LATAM Sales","Yubo LATAM",23,0,28,7000,0.11
"Commercial Building","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","KLM","2021-01-06"," Rental Car","Commercial Building","Commercial Building","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",22,0,28,7000,0.13
"Commercial Building","001B000001SklaOIAR","Cooling","#N/A","2023-03-24","Electricity",,"False","Delta","2021-01-04"," Rental Car","Commercial Building","Commercial Building","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",8,0,56,7000,0.08
"Data Center Facility","001B000001SklaOIAR","Hydroelectricity","#N/A","2023-03-24","Electricity",,"True","Delta","2021-08-15","Air Travel","Data Center Facility","Data Center Facility","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",7,0,56,7000,0.11
"Data Center Facility","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","KLM","2021-03-29","Air Travel","Data Center Facility","Data Center Facility","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",2,0,28,7000,0.12
"Equipment","001B000001SklaOIAR","Fuel Oil","#N/A","2023-03-24","Energy",,"False","Delta","2021-08-30","Private Jet","Equipment","Equipment","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",0,1,28,7000,0.11
"Equipment","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","Delta","2021-07-01"," Rental Car","Equipment","Equipment","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",14,0,28,7000,0.06
"Equipment","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","KLM","2021-03-28","Ground Travel","Equipment","Equipment","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",3,0,56,7000,0.08
"Company Shuttle","001B000001SklaOIAR","Wind","Personal Car","2023-03-24","Electricity",,"True","KLM","2021-12-29","Air Travel","Company Shuttle ","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",22,0,56,7000,0.09
"Travel","001B000001SklaOIAR","Cooling","#N/A","2023-03-24","Electricity",,"False","Delta","2021-11-27"," Rental Car","Other","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",8,0,28,7000,0.04
"Travel","001B000001SklaOIAR","Solar","#N/A","2023-03-24","Electricity",,"True","KLM","2021-07-12","Air Travel","Private Jet","Travel","Argentina","SupplierAcct204","#N/A","LATAM Sales","Yubo LATAM",1,0,56,7000,0.11
"Travel","001B000001SklaOIAR","Cooling","Taxi","2023-03-24","Electricity",,"False","KLM","2021-04-15","Ground Travel","Fleet Vehicle","Travel","Argentina","SupplierAcct204","1000","LATAM Sales","Yubo LATAM",22,0,56,7000,0.09
