"AccountId","ReportPeriod","LastProcessedDate","BusinessRegion","CountryCode3Digits","AssetType","ReportPeriodBucket","Asset","Country","AssetExternalId","AccountExternalId","AssetId","IsUnitedStatesBuilding","AccountName","EnergyIntensity","EnergyIntensityVariance","CarbonEmission"
,"2021-11-01","2023-03-24","EMEA","GRB","Restaurant","2 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
"001B000001SklaOIAR","2021-10-08","2023-03-24","AMER","MEX","Restaurant","2 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2023-01-17","2023-03-24","APAC","IND","Generator","Current Year","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2023-06-30","2023-03-24","EMEA","GRB","Restaurant","Current Year","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2021-09-26","2023-03-24","EMEA","GRB","Restaurant","2 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2020-03-25","2023-03-24","APAC","IND","Generator","3 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
"001B000001SklaOIAR","2020-04-28","2023-03-24","AMER","MEX","Restaurant","3 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2020-09-20","2023-03-24","EMEA","GRB","Restaurant","3 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2021-10-29","2023-03-24","APAC","IND","Generator","2 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,20,5.6
"001B000001SklaOIAR","2020-03-14","2023-03-24","AMER","MEX","Restaurant","3 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2021-03-07","2023-03-24","EMEA","GRB","Restaurant","2 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2022-08-26","2023-03-24","APAC","IND","Generator","1 Year Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,20,5.6
"001B000001SklaOIAR","2022-10-11","2023-03-24","AMER","MEX","Restaurant","1 Year Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
"001B000001SklaOIAR","2023-01-24","2023-03-24","AMER","MEX","Restaurant","Current Year","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2020-03-05","2023-03-24","APAC","IND","Generator","3 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,20,5.6
,"2022-12-07","2023-03-24","EMEA","GRB","Restaurant","1 Year Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
"001B000001SklaOIAR","2020-01-18","2023-03-24","AMER","MEX","Restaurant","3 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2023-10-15","2023-03-24","EMEA","GRB","Restaurant","Current Year","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2023-03-24","2023-03-24","APAC","IND","Generator","Current Year","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2022-07-04","2023-03-24","EMEA","GRB","Restaurant","1 Year Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2023-07-14","2023-03-24","APAC","IND","Generator","Current Year","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
"001B000001SklaOIAR","2020-01-24","2023-03-24","AMER","MEX","Restaurant","3 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
"001B000001SklaOIAR","2020-05-22","2023-03-24","AMER","MEX","Restaurant","3 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2020-02-23","2023-03-24","EMEA","GRB","Restaurant","3 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
,"2021-09-09","2023-03-24","APAC","IND","Generator","2 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
"001B000001SklaOIAR","2022-02-05","2023-03-24","AMER","MEX","Restaurant","1 Year Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2020-03-11","2023-03-24","APAC","IND","Generator","3 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,20,5.6
,"2021-11-13","2023-03-24","EMEA","GRB","Restaurant","2 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
"001B000001SklaOIAR","2020-08-16","2023-03-24","AMER","MEX","Restaurant","3 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2021-03-18","2023-03-24","APAC","IND","Generator","2 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2020-11-19","2023-03-24","EMEA","GRB","Restaurant","3 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
,"2022-08-02","2023-03-24","EMEA","GRB","Restaurant","1 Year Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
"001B000001SklaOIAR","2022-02-09","2023-03-24","AMER","MEX","Restaurant","1 Year Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2021-09-21","2023-03-24","APAC","IND","Generator","2 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
"001B000001SklaOIAR","2020-10-03","2023-03-24","AMER","MEX","Restaurant","3 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2020-02-17","2023-03-24","EMEA","GRB","Restaurant","3 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2022-07-06","2023-03-24","APAC","IND","Generator","1 Year Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
"001B000001SklaOIAR","2021-06-21","2023-03-24","AMER","MEX","Restaurant","2 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2023-12-26","2023-03-24","EMEA","GRB","Restaurant","Current Year","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2020-04-08","2023-03-24","APAC","IND","Generator","3 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,20,5.6
,"2023-01-28","2023-03-24","APAC","IND","Generator","Current Year","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2020-02-21","2023-03-24","EMEA","GRB","Restaurant","3 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
"001B000001SklaOIAR","2022-07-08","2023-03-24","AMER","MEX","Restaurant","1 Year Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2023-07-30","2023-03-24","APAC","IND","Generator","Current Year","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2020-06-07","2023-03-24","EMEA","GRB","Restaurant","3 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
"001B000001SklaOIAR","2023-05-13","2023-03-24","AMER","MEX","Restaurant","Current Year","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
"001B000001SklaOIAR","2022-10-18","2023-03-24","AMER","MEX","Restaurant","1 Year Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2021-12-26","2023-03-24","EMEA","GRB","Restaurant","2 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
,"2023-03-26","2023-03-24","APAC","IND","Generator","Current Year","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
"001B000001SklaOIAR","2023-06-17","2023-03-24","AMER","MEX","Restaurant","Current Year","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2021-05-25","2023-03-24","EMEA","GRB","Restaurant","2 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2023-07-02","2023-03-24","APAC","IND","Generator","Current Year","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2023-06-25","2023-03-24","EMEA","GRB","Restaurant","Current Year","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2021-12-05","2023-03-24","APAC","IND","Generator","2 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
"001B000001SklaOIAR","2022-12-19","2023-03-24","AMER","MEX","Restaurant","1 Year Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2021-10-09","2023-03-24","EMEA","GRB","Other","2 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2023-04-22","2023-03-24","Africa","ZAF","Other","Current Year","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,20,5.6
,"2022-05-25","2023-03-24","EMEA","GRB","Other","1 Year Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2022-07-18","2023-03-24","Africa","ZAF","Other","1 Year Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2023-09-20","2023-03-24","Africa","ZAF","Other","Current Year","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2020-10-26","2023-03-24","EMEA","GRB","Other","3 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
,"2020-03-11","2023-03-24","EMEA","GRB","Other","3 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2020-10-31","2023-03-24","Africa","ZAF","Other","3 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2022-07-15","2023-03-24","Africa","ZAF","Other","1 Year Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2022-09-28","2023-03-24","EMEA","GRB","Other","1 Year Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
,"2023-12-16","2023-03-24","EMEA","GRB","Other","Current Year","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2022-01-10","2023-03-24","Africa","ZAF","Other","1 Year Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2023-03-26","2023-03-24","Africa","ZAF","Other","Current Year","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,20,5.6
,"2023-10-06","2023-03-24","EMEA","GRB","Other","Current Year","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2021-02-17","2023-03-24","Africa","ZAF","Other","2 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2021-03-08","2023-03-24","EMEA","GRB","Other","2 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2023-01-11","2023-03-24","Africa","ZAF","Other","Current Year","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2021-10-26","2023-03-24","EMEA","GRB","Other","2 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
,"2020-09-07","2023-03-24","EMEA","GRB","Other","3 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2020-02-04","2023-03-24","Africa","ZAF","Other","3 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2021-07-26","2023-03-24","EMEA","GRB","Other","2 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2020-09-29","2023-03-24","Africa","ZAF","Other","3 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2021-06-26","2023-03-24","Africa","ZAF","Other","2 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2023-05-10","2023-03-24","EMEA","GRB","Other","Current Year","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
,"2022-04-16","2023-03-24","EMEA","GRB","Other","1 Year Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2021-09-08","2023-03-24","Africa","ZAF","Other","2 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2023-01-04","2023-03-24","Africa","ZAF","Other","Current Year","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2021-05-12","2023-03-24","EMEA","GRB","Other","2 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
,"2023-07-16","2023-03-24","EMEA","GRB","Other","Current Year","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2022-01-10","2023-03-24","Africa","ZAF","Other","1 Year Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2023-05-13","2023-03-24","Africa","ZAF","Other","Current Year","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2020-02-28","2023-03-24","EMEA","GRB","Other","3 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2020-06-10","2023-03-24","Africa","ZAF","Other","3 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2022-06-02","2023-03-24","EMEA","GRB","Other","1 Year Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2021-07-01","2023-03-24","Africa","ZAF","Other","2 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2023-03-08","2023-03-24","EMEA","GRB","Other","Current Year","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
,"2023-08-10","2023-03-24","EMEA","GRB","Other","Current Year","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2023-03-20","2023-03-24","Africa","ZAF","Other","Current Year","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2020-08-26","2023-03-24","EMEA","GRB","Other","3 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2022-11-20","2023-03-24","Africa","ZAF","Other","1 Year Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,20,5.6
,"2022-12-28","2023-03-24","EMEA","GRB","Other","1 Year Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2022-07-05","2023-03-24","Africa","ZAF","Other","1 Year Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2023-05-02","2023-03-24","Africa","ZAF","Other","Current Year","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2023-12-28","2023-03-24","EMEA","GRB","Other","Current Year","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2020-09-19","2023-03-24","Africa","ZAF","Other","3 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2021-08-15","2023-03-24","EMEA","GRB","Other","2 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2021-08-15","2023-03-24","Africa","ZAF","Other","2 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2022-01-21","2023-03-24","EMEA","GRB","Other","1 Year Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2021-02-28","2023-03-24","Africa","ZAF","Other","2 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2023-06-17","2023-03-24","EMEA","GRB","Other","Current Year","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2023-12-14","2023-03-24","Africa","ZAF","Other","Current Year","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,20,5.6
,"2020-08-23","2023-03-24","EMEA","GRB","Other","3 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
,"2021-10-17","2023-03-24","EMEA","GRB","Other","2 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2021-10-21","2023-03-24","Africa","ZAF","Other","2 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2022-10-01","2023-03-24","Africa","ZAF","Other","1 Year Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,20,5.6
,"2020-06-16","2023-03-24","EMEA","GRB","Other","3 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
,"2021-11-05","2023-03-24","EMEA","GRB","Other","2 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2023-04-20","2023-03-24","Africa","ZAF","Other","Current Year","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2022-08-25","2023-03-24","Africa","ZAF","Other","1 Year Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,20,5.6
,"2023-08-17","2023-03-24","EMEA","GRB","Other","Current Year","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
,"2020-04-24","2023-03-24","EMEA","GRB","Other","3 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2021-05-16","2023-03-24","Africa","ZAF","Other","2 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2023-03-23","2023-03-24","EMEA","GRB","Other","Current Year","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2020-03-28","2023-03-24","Africa","ZAF","Other","3 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2022-12-06","2023-03-24","EMEA","GRB","Other","1 Year Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2023-01-27","2023-03-24","Africa","ZAF","Other","Current Year","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2020-10-30","2023-03-24","Africa","ZAF","Other","3 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,20,5.6
,"2020-02-28","2023-03-24","EMEA","GRB","Other","3 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2022-02-10","2023-03-24","Africa","ZAF","Other","1 Year Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2022-11-19","2023-03-24","EMEA","GRB","Other","1 Year Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
,"2023-09-28","2023-03-24","EMEA","GRB","Other","Current Year","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2022-06-06","2023-03-24","Africa","ZAF","Other","1 Year Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2022-10-09","2023-03-24","Africa","ZAF","Other","1 Year Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2021-07-28","2023-03-24","EMEA","GRB","Other","2 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
,"2022-11-13","2023-03-24","EMEA","GRB","Other","1 Year Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2022-02-27","2023-03-24","Africa","ZAF","Other","1 Year Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2020-05-22","2023-03-24","Africa","ZAF","Other","3 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2020-11-24","2023-03-24","EMEA","GRB","Other","3 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
,"2020-10-14","2023-03-24","EMEA","GRB","Other","3 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2022-03-17","2023-03-24","Africa","ZAF","Other","1 Year Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2020-04-11","2023-03-24","Africa","ZAF","Other","3 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2023-07-26","2023-03-24","EMEA","GRB","Other","Current Year","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
,"2022-10-25","2023-03-24","EMEA","GRB","Other","1 Year Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2023-10-12","2023-03-24","Africa","ZAF","Other","Current Year","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2020-07-15","2023-03-24","EMEA","GRB","Other","3 Years Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2022-10-27","2023-03-24","Africa","ZAF","Other","1 Year Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,20,5.6
,"2022-05-19","2023-03-24","EMEA","GRB","Other","1 Year Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2020-11-30","2023-03-24","Africa","ZAF","Other","3 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
,"2022-05-12","2023-03-24","EMEA","GRB","Other","1 Year Ago","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2023-09-26","2023-03-24","Africa","ZAF","Other","Current Year","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2020-10-14","2023-03-24","Africa","ZAF","Other","3 Years Ago","Cirrus Tower","South Africa","SDO.011","SupplierAcct203","0phB00000004MmxIAE","No","Yubo Corporation",0.11,20,5.6
,"2023-01-09","2023-03-24","EMEA","GRB","Other","Current Year","Bremington Commons","United Kingdom","SDO.005",,"0phB00000004MmrIAE","No",,0.11,15,5.6
