Emission_Category,Energy_Consumption,Ground_Travel_Emissions_Category,Consumption_Type,City,RenewalEnergy,Vendor,Date,Business_Travel_Type,Emission_Type,Emission_Source,Country,Cost_Center_Name,Electricity_Consumption_Value,Energy_Consumption_Value,Emission_Value,Emissions_from_Business_Travel,GTE_Value,Carbon_Intensity
Travel,Heat,,Electricity,Paris,False,KLM,2022-03-16,Air Travel,Other,Travel,France,General COO,7,0,100,31000,,0.69
Equipment,Geothermal,,Electricity,New York,True,British Airways,2021-01-16,Ground Travel,Equipment,Equipment,United States of America,APAC Sales,15,0,500,15000,,0.65
Comercial Building,Steam,,Electricity,Tokyo,False,United Airlines,2020-01-06,Ground Travel,Comercial Building,Comercial Building,Japan,LATAM Sales,22,0,200,7000,,0.62
Data Center Facility,Fuel Oil,,Energy,Paris,False,Delta,2022-03-17,Private Jet,Data Center Facility,Data Center Facility,France,EMEA Sales,0,3,400,31000,,0.21
Vehicle,Wind,Rental Car,Electricity,San Fransisco ,True,United Airlines,2022-02-16,Air Travel,Ground Travel,Vehicle,United States of America,APAC Sales,15,0,400,31000,900,0.4
Travel,Biomass,,Electricity,New York,True,Delta,2020-11-08,Ground Travel,Other,Travel,United States of America,EMEA Sales,5,0,400,7000,,0.28
Travel,Hydroelectricity,Subway,Electricity,Dublin,True,United Airlines,2022-03-23,Private Jet,Fleet Vehicle,Travel,Ireland,EMEA Sales,19,0,150,31000,2300,0.01
Data Center Facility,Diesel,,Energy,Tokyo,False,Emirates,2021-10-09, Rental Car,Data Center Facility,Equipment,Japan,General COO,0,13,150,15000,,0.48
Travel,Hydroelectricity,,Electricity,San Fransisco ,True,Delta,2022-03-31,Air Travel,Private Jet,Travel,United States of America,AMER HR,6,0,500,31000,,0.67
Vehicle,Solar,Taxi,Electricity,San Fransisco ,True,United Airlines,2020-07-19,Hotel Stay,Hotel Stay,Vehicle,United States of America,AMER Sales,9,0,500,7000,1500,0.41
Comercial Building,Biomass,,Electricity,New York,True,British Airways,2021-11-11,Ground Travel,Comercial Building,Comercial Building,United States of America,APAC Sales,23,0,400,15000,,0.41
Company Shuttle,Wind,Personal Car,Electricity,San Fransisco ,True,KLM,2022-02-19,Air Travel,Company Shuttle ,Travel,United States of America,EMEA Sales,4,0,500,31000,,0.66
Vehicle,Fuel Oil,,Energy,Paris,False,United Airlines,2022-01-26,Air Travel,Air Travel,Vehicle,France,APAC Sales,0,13,200,31000,,0.6
Equipment,Solar,,Electricity,Tokyo,True,Delta,2022-04-12,Private Jet,Equipment,Equipment,Japan,LATAM Sales,23,0,200,31000,,0.25
Vehicle,Cooling,,Electricity,San Fransisco ,False,United Airlines,2020-02-28,Private Jet,Air Travel,Vehicle,United States of America,EMEA Sales,6,0,400,7000,,0.45
Vehicle,Natural Gas,Personal Car,Energy,New York,False,Delta,2021-12-18,Ground Travel,Ground Travel,Vehicle,United States of America,EMEA Sales,0,12,400,15000,900,0.63
Company Shuttle,Hydroelectricity,Personal Car,Electricity,Paris,True,United Airlines,2022-01-24,Air Travel,Company Shuttle ,Travel,France,EMEA Sales,21,0,100,31000,,0.43
Travel,Biomass,,Electricity,San Fransisco ,True,British Airways,2022-02-02,Private Jet,Other,Travel,United States of America,APAC Sales,23,0,500,31000,,0.67
Vehicle,Wind,Limousine,Electricity,Tokyo,True,Delta,2020-01-24, Rental Car,Hotel Stay,Vehicle,Japan,General COO,17,0,200,7000,1200,0.6
Comercial Building,Diesel,,Energy,Dublin,False,United Airlines,2022-04-23,Ground Travel,Comercial Building,Comercial Building,Ireland,APAC Marketing,0,6,100,31000,,0.61
Travel,Biomass,,Electricity,Tokyo,True,Delta,2021-01-17,Air Travel,Private Jet,Travel,Japan,APAC Sales,15,0,200,15000,,0.24
Equipment,Solar,,Electricity,San Fransisco ,True,Emirates,2022-01-03,Private Jet,Equipment,Equipment,United States of America,EMEA Sales,17,0,500,31000,,0.69
Travel,Solar,Taxi,Electricity,New York,True,United Airlines,2021-11-11,Ground Travel,Fleet Vehicle,Travel,United States of America,LATAM Sales,13,0,400,15000,2000,0.23
Data Center Facility,Solar,,Electricity,Paris,True,KLM,2020-03-29,Air Travel,Data Center Facility,Data Center Facility,France,EMEA Sales,2,0,100,7000,,0.63
Company Shuttle,Solar,Personal Car,Electricity,Tokyo,True,United Airlines,2022-02-11,Ground Travel,Company Shuttle ,Travel,Japan,APAC Sales,22,0,150,31000,,0.6
Vehicle,Hydroelectricity,Subway,Electricity,Dublin,True,Delta,2022-01-14,Ground Travel,Hotel Stay,Vehicle,Ireland,EMEA Sales,18,0,150,31000,1200,0.41
Travel,Biomass,Subway,Electricity,New York,True,British Airways,2020-10-13,Private Jet,Fleet Vehicle,Travel,United States of America,AMER HR,23,0,400,7000,2300,0.63
Travel,Cooling,,Electricity,San Fransisco ,False,Delta,2022-01-22,Air Travel,Other,Travel,United States of America,APAC Sales,3,0,500,31000,,0.46
Travel,Fuel Oil,,Energy,Paris,False,KLM,2021-03-27,Ground Travel,Private Jet,Travel,France,EMEA Sales,0,9,100,15000,,0.61
Vehicle,Wind,,Electricity,Tokyo,True,United Airlines,2022-04-30,Air Travel,Air Travel,Vehicle,Japan,General COO,1,0,100,31000,,0.07
Vehicle,Solar,Personal Car,Electricity,New York,True,Delta,2021-07-23,Hotel Stay,Ground Travel,Vehicle,United States of America,EMEA Sales,2,0,500,15000,1500,0.43
Equipment,Wind,,Electricity,San Fransisco ,True,Delta,2020-06-25,Private Jet,Equipment,Equipment,United States of America,General COO,18,0,500,7000,,0.62
Comercial Building,Solar,,Electricity,San Fransisco ,True,British Airways,2022-03-27,Air Travel,Comercial Building,Comercial Building,United States of America,LATAM Sales,16,0,400,31000,,0.49
Data Center Facility,Solar,,Electricity,San Fransisco ,True,United Airlines,2022-01-21,Ground Travel,Data Center Facility,Equipment,United States of America,AMER Sales,14,0,500,31000,,0.67
Vehicle,Biomass,Subway,Electricity,Dublin,True,United Airlines,2022-04-12,Private Jet,Ground Travel,Vehicle,Ireland,EMEA Sales,7,0,100,31000,1000,0.06
Vehicle,Hydroelectricity,Subway,Electricity,Paris,True,United Airlines,2021-09-23,Ground Travel,Hotel Stay,Vehicle,France,EMEA Sales,20,0,100,15000,1500,0.21
Travel,Fuel Oil,Rental Car,Energy,New York,False,Delta,2020-06-09, Rental Car,Fleet Vehicle,Travel,United States of America,APAC Sales,0,12,400,7000,2000,0.64
Equipment,Solar,,Electricity,San Fransisco ,True,Delta,2022-02-15,Air Travel,Equipment,Equipment,United States of America,General COO,21,0,500,31000,,0.43
Travel,Solar,,Electricity,Tokyo,True,Emirates,2022-01-04,Private Jet,Private Jet,Travel,Japan,APAC Sales,20,0,200,31000,,0.47
Vehicle,Diesel,,Energy,San Fransisco ,False,United Airlines,2021-10-18,Ground Travel,Air Travel,Vehicle,United States of America,EMEA Sales,0,2,500,15000,,0.6
Company Shuttle,Wind,Taxi,Electricity,New York,True,KLM,2022-04-30,Air Travel,Company Shuttle ,Travel,United States of America,EMEA Sales,10,0,400,31000,,0.22
Comercial Building,Cooling,,Electricity,Paris,False,United Airlines,2020-08-15,Private Jet,Comercial Building,Comercial Building,France,LATAM Sales,5,0,200,7000,,0.04
Data Center Facility,Biomass,,Electricity,Tokyo,True,British Airways,2022-02-12, Rental Car,Data Center Facility,Data Center Facility,Japan,AMER HR,19,0,150,31000,,0.4
Travel,Solar,,Electricity,Dublin,True,Delta,2021-03-10,Ground Travel,Other,Travel,Ireland,EMEA Sales,6,0,100,15000,,0.07
Data Center Facility,Natural Gas,,Energy,Tokyo,False,United Airlines,2020-03-28,Air Travel,Data Center Facility,Data Center Facility,Japan,EMEA Sales,0,5,400,7000,,0.2
Company Shuttle,Solar,Subway,Electricity,San Fransisco ,True,Delta,2022-04-07,Private Jet,Company Shuttle ,Travel,United States of America,APAC Sales,8,0,400,31000,,0.46
Travel,Solar,,Electricity,New York,True,United Airlines,2022-02-19,Ground Travel,Other,Travel,United States of America,APAC Marketing,15,0,400,31000,,0.63
Travel,Diesel,Personal Car,Energy,San Fransisco ,False,United Airlines,2021-10-09,Private Jet,Fleet Vehicle,Travel,United States of America,General COO,0,12,500,15000,900,0.69
Vehicle,Wind,Personal Car,Electricity,Paris,True,KLM,2022-04-01,Air Travel,Hotel Stay,Vehicle,France,APAC Sales,6,0,100,31000,2300,0.41
Vehicle,Solar,,Electricity,New York,True,United Airlines,2020-03-02,Hotel Stay,Air Travel,Vehicle,United States of America,APAC Sales,19,0,400,7000,,0.43
Equipment,Hydroelectricity,,Electricity,San Fransisco ,True,British Airways,2022-01-15, Rental Car,Equipment,Equipment,United States of America,LATAM Sales,18,0,500,31000,,0.42
Comercial Building,Solar,,Electricity,Tokyo,True,Delta,2020-03-16,Private Jet,Comercial Building,Comercial Building,Japan,APAC Sales,22,0,200,7000,,0.67
Vehicle,Wind,Personal Car,Electricity,Paris,True,United Airlines,2022-03-08,Air Travel,Ground Travel,Vehicle,France,EMEA Sales,12,0,100,31000,1000,0.65
Travel,Solar,,Electricity,New York,True,Emirates,2021-12-11,Air Travel,Private Jet,Travel,United States of America,EMEA Sales,4,0,500,15000,,0.66
Vehicle,Solar,,Electricity,Dublin,True,Delta,2022-03-03,Private Jet,Air Travel,Vehicle,Ireland,EMEA Sales,16,0,150,31000,,0.21
Company Shuttle,Biomass,Limousine,Electricity,San Fransisco ,True,Delta,2021-09-26,Ground Travel,Company Shuttle ,Travel,United States of America,APAC Sales,14,0,500,15000,,0.67
Vehicle,Cooling,Subway,Electricity,Tokyo,False,British Airways,2022-02-16,Air Travel,Ground Travel,Vehicle,Japan,General COO,5,0,200,31000,1500,0.44
Equipment,Solar,,Electricity,Paris,True,KLM,2020-03-28,Ground Travel,Equipment,Equipment,France,EMEA Sales,3,0,200,7000,,0.42
Vehicle,Biomass,Personal Car,Electricity,San Fransisco ,True,Delta,2022-04-02,Private Jet,Hotel Stay,Vehicle,United States of America,EMEA Sales,16,0,400,31000,900,0.61
Comercial Building,Wind,,Electricity,New York,True,United Airlines,2022-04-17,Ground Travel,Comercial Building,Comercial Building,United States of America,APAC Marketing,11,0,400,31000,,0.29
Travel,Fuel Oil,,Energy,San Fransisco ,False,Delta,2020-05-25, Rental Car,Other,Travel,United States of America,EMEA Sales,0,12,500,7000,,0.42
Travel,Fuel Oil,,Energy,San Fransisco ,False,United Airlines,2022-04-05,Air Travel,Private Jet,Travel,United States of America,APAC Sales,0,1,500,31000,,0.63
Travel,Hydroelectricity,Subway,Electricity,Tokyo,True,United Airlines,2021-08-19,Ground Travel,Fleet Vehicle,Travel,Japan,EMEA Sales,19,0,200,15000,1000,0.62
Data Center Facility,Biomass,,Electricity,Paris,True,United Airlines,2022-02-04,Ground Travel,Data Center Facility,Equipment,France,AMER Sales,3,0,200,31000,,0.68
Travel,Diesel,,Energy,Tokyo,False,British Airways,2021-03-03,Air Travel,Other,Travel,Japan,General COO,0,7,200,15000,,0.63
Vehicle,Wind,,Electricity,New York,True,Delta,2020-10-27,Private Jet,Air Travel,Vehicle,United States of America,AMER HR,10,0,400,7000,,0.48
Company Shuttle,Hydroelectricity,Taxi,Electricity,Dublin,True,Delta,2022-01-22,Ground Travel,Company Shuttle ,Travel,Ireland,EMEA Sales,21,0,100,31000,,0.68
Vehicle,Natural Gas,Taxi,Energy,San Fransisco ,False,United Airlines,2022-03-16,Air Travel,Hotel Stay,Vehicle,United States of America,General COO,0,5,500,31000,1200,0.48
Comercial Building,Steam,,Electricity,San Fransisco ,False,United Airlines,2020-09-14,Private Jet,Comercial Building,Comercial Building,United States of America,EMEA Sales,16,0,400,7000,,0.63
Travel,Fuel Oil,,Energy,Tokyo,False,KLM,2022-02-14,Private Jet,Private Jet,Travel,Japan,LATAM Sales,0,13,150,31000,,0.27
Data Center Facility,Solar,,Electricity,New York,True,Emirates,2021-11-25,Hotel Stay,Data Center Facility,Data Center Facility,United States of America,LATAM Sales,11,0,400,15000,,0.68
Equipment,Diesel,,Energy,Paris,False,Delta,2022-04-26, Rental Car,Equipment,Equipment,France,APAC Sales,0,12,100,31000,,0.69
Travel,Biomass,Personal Car,Electricity,San Fransisco ,True,United Airlines,2021-08-20,Air Travel,Fleet Vehicle,Travel,United States of America,APAC Sales,13,0,500,15000,2300,0.42
Vehicle,Hydroelectricity,Subway,Electricity,Tokyo,True,United Airlines,2020-05-01,Air Travel,Ground Travel,Vehicle,Japan,APAC Sales,6,0,150,7000,1200,0.48
Travel,Solar,Subway,Electricity,San Fransisco ,True,Delta,2022-02-09,Ground Travel,Fleet Vehicle,Travel,United States of America,General COO,10,0,500,31000,1500,0.64
Data Center Facility,Solar,,Electricity,New York,True,British Airways,2022-01-28,Ground Travel,Data Center Facility,Equipment,United States of America,EMEA Sales,13,0,400,31000,,0.43
Travel,Solar,,Electricity,Dublin,True,Delta,2020-08-08,Private Jet,Private Jet,Travel,Ireland,EMEA Sales,20,0,150,7000,,0.03
Vehicle,Biomass,,Electricity,Paris,True,United Airlines,2021-11-02,Air Travel,Air Travel,Vehicle,France,AMER HR,7,0,100,15000,,0.27
Equipment,Solar,,Electricity,Tokyo,True,United Airlines,2022-03-02,Private Jet,Equipment,Equipment,Japan,EMEA Sales,19,0,200,31000,,0.03
Travel,Cooling,,Electricity,San Fransisco ,False,Delta,2022-02-27,Ground Travel,Other,Travel,United States of America,APAC Sales,2,0,500,31000,,0.44
Vehicle,Wind,Personal Car,Electricity,Paris,True,KLM,2021-09-15,Air Travel,Ground Travel,Vehicle,France,APAC Sales,19,0,100,15000,900,0.69
Comercial Building,Wind,,Electricity,San Fransisco ,True,British Airways,2020-01-25,Ground Travel,Comercial Building,Comercial Building,United States of America,APAC Marketing,15,0,400,7000,,0.66
Company Shuttle,Diesel,Taxi,Energy,New York,False,Delta,2022-02-20,Private Jet,Company Shuttle ,Travel,United States of America,EMEA Sales,0,4,500,31000,,0.22
Vehicle,Fuel Oil,Subway,Energy,Tokyo,False,United Airlines,2022-04-15,Ground Travel,Hotel Stay,Vehicle,Japan,EMEA Sales,0,5,200,31000,2000,0.68
Data Center Facility,Heat,,Electricity,New York,False,United Airlines,2021-06-08,Private Jet,Data Center Facility,Data Center Facility,United States of America,EMEA Sales,18,0,400,15000,,0.41
Travel,Hydroelectricity,Limousine,Electricity,Dublin,True,Emirates,2022-04-13,Air Travel,Fleet Vehicle,Travel,Ireland,APAC Sales,10,0,100,31000,2000,0.46
Travel,Wind,,Electricity,Paris,True,Delta,2022-04-27,Ground Travel,Private Jet,Travel,France,AMER Sales,21,0,200,31000,,0.43
Comercial Building,Biomass,,Electricity,Tokyo,True,KLM,2020-11-16,Air Travel,Comercial Building,Comercial Building,Japan,EMEA Sales,19,0,400,7000,,0.22
Travel,Cooling,,Electricity,San Fransisco ,False,United Airlines,2022-01-18, Rental Car,Other,Travel,United States of America,LATAM Sales,15,0,500,31000,,0.69
Vehicle,Natural Gas,Rental Car,Energy,San Fransisco ,False,British Airways,2020-12-19,Hotel Stay,Ground Travel,Vehicle,United States of America,LATAM Sales,0,9,500,7000,1200,0.43
Vehicle,Solar,,Electricity,New York,True,Delta,2021-11-01,Ground Travel,Air Travel,Vehicle,United States of America,APAC Sales,4,0,400,15000,,0.6
Company Shuttle,Biomass,Taxi,Electricity,San Fransisco ,True,United Airlines,2022-04-29,Air Travel,Company Shuttle ,Travel,United States of America,General COO,19,0,500,31000,,0.61
Vehicle,Fuel Oil,Subway,Energy,Tokyo,False,United Airlines,2022-04-18, Rental Car,Hotel Stay,Vehicle,Japan,General COO,0,2,200,31000,1000,0.42
Equipment,Solar,,Electricity,San Fransisco ,True,United Airlines,2020-01-23,Ground Travel,Equipment,Equipment,United States of America,APAC Sales,19,0,400,7000,,0.44
Equipment,Diesel,,Energy,New York,False,Delta,2021-11-28,Private Jet,Equipment,Equipment,United States of America,EMEA Sales,0,11,400,15000,,0.67
Vehicle,Solar,Personal Car,Electricity,Paris,True,Delta,2022-01-19,Private Jet,Hotel Stay,Vehicle,France,AMER HR,1,0,100,31000,2300,0.62
Travel,Wind,Personal Car,Electricity,Dublin,True,KLM,2022-02-27,Ground Travel,Fleet Vehicle,Travel,Ireland,APAC Sales,12,0,150,31000,1000,0.01
Vehicle,Solar,,Electricity,Tokyo,True,United Airlines,2020-04-06,Private Jet,Air Travel,Vehicle,Japan,General COO,13,0,150,7000,,0.24
Vehicle,Hydroelectricity,Personal Car,Electricity,Paris,True,Delta,2021-10-06,Air Travel,Ground Travel,Vehicle,France,EMEA Sales,16,0,400,15000,1500,0.4
Travel,Solar,,Electricity,New York,True,United Airlines,2022-02-07,Air Travel,Private Jet,Travel,United States of America,LATAM Sales,23,0,400,31000,,0.4
Data Center Facility,Wind,,Electricity,San Fransisco ,True,United Airlines,2022-03-21,Private Jet,Data Center Facility,Equipment,United States of America,EMEA Sales,6,0,500,31000,,0.62
Travel,Biomass,,Electricity,San Fransisco ,True,Emirates,2021-10-27,Ground Travel,Other,Travel,United States of America,EMEA Sales,9,0,500,15000,,0.44
Company Shuttle,Solar,Subway,Electricity,Tokyo,True,British Airways,2022-02-10,Air Travel,Company Shuttle ,Travel,Japan,APAC Sales,21,0,200,31000,,0.48
Comercial Building,Cooling,,Electricity,New York,False,United Airlines,2020-05-31, Rental Car,Comercial Building,Comercial Building,United States of America,EMEA Sales,21,0,500,7000,,0.6
Vehicle,Solar,Personal Car,Electricity,Dublin,True,British Airways,2022-03-20,Private Jet,Ground Travel,Vehicle,Ireland,APAC Marketing,3,0,100,31000,1200,0.29
Vehicle,Fuel Oil,Subway,Energy,Paris,False,United Airlines,2021-03-17,Air Travel,Hotel Stay,Vehicle,France,EMEA Sales,0,2,100,15000,2000,0.1
Data Center Facility,Diesel,,Energy,Tokyo,False,Delta,2020-04-18,Ground Travel,Data Center Facility,Data Center Facility,Japan,EMEA Sales,0,10,100,7000,,0.69
Comercial Building,Wind,,Electricity,San Fransisco ,True,Delta,2022-02-05,Private Jet,Comercial Building,Comercial Building,United States of America,General COO,20,0,500,31000,,0.69
Equipment,Hydroelectricity,,Electricity,San Fransisco ,True,KLM,2022-04-29,Hotel Stay,Equipment,Equipment,United States of America,LATAM Sales,1,0,400,31000,,0.4
Travel,Biomass,,Electricity,New York,True,United Airlines,2022-01-04,Ground Travel,Private Jet,Travel,United States of America,APAC Sales,18,0,400,31000,,0.21
Travel,Solar,Limousine,Electricity,San Fransisco ,True,United Airlines,2020-12-20,Ground Travel,Fleet Vehicle,Travel,United States of America,APAC Sales,4,0,500,7000,900,0.61
Vehicle,Geothermal,,Electricity,Tokyo,True,Delta,2022-02-06,Air Travel,Air Travel,Vehicle,Japan,EMEA Sales,10,0,150,31000,,0.61
Company Shuttle,Solar,Taxi,Electricity,San Fransisco ,True,Delta,2021-11-15,Air Travel,Company Shuttle ,Travel,United States of America,AMER HR,14,0,500,15000,,0.69
Travel,Solar,,Electricity,Dublin,True,British Airways,2022-02-14,Private Jet,Other,Travel,Ireland,APAC Sales,1,0,150,31000,,0.07
Travel,Wind,Personal Car,Electricity,Paris,True,United Airlines,2021-02-20,Air Travel,Fleet Vehicle,Travel,France,EMEA Sales,7,0,200,15000,2000,0.2
Company Shuttle,Solar,Subway,Electricity,New York,True,Delta,2020-01-05, Rental Car,Company Shuttle ,Travel,United States of America,AMER Sales,12,0,400,7000,,0.49
Travel,Natural Gas,,Energy,San Fransisco ,False,KLM,2022-04-27,Private Jet,Other,Travel,United States of America,EMEA Sales,0,1,500,31000,,0.47
Vehicle,Biomass,,Electricity,Paris,True,United Airlines,2022-02-07,Ground Travel,Air Travel,Vehicle,France,APAC Sales,3,0,100,31000,,0.48
Vehicle,Fuel Oil,Personal Car,Energy,New York,False,United Airlines,2020-04-27,Ground Travel,Hotel Stay,Vehicle,United States of America,General COO,0,2,400,7000,1000,0.61
Data Center Facility,Hydroelectricity,,Electricity,Tokyo,True,Emirates,2021-07-12,Ground Travel,Data Center Facility,Equipment,Japan,General COO,11,0,200,15000,,0.49
Comercial Building,Cooling,,Electricity,San Fransisco ,False,Delta,2022-03-02,Private Jet,Comercial Building,Comercial Building,United States of America,APAC Marketing,3,0,400,31000,,0.63
Vehicle,Solar,Subway,Electricity,Tokyo,True,British Airways,2022-01-10,Air Travel,Ground Travel,Vehicle,Japan,APAC Sales,18,0,150,31000,1500,0.24
Travel,Biomass,,Electricity,Paris,True,Delta,2021-01-21,Air Travel,Private Jet,Travel,France,EMEA Sales,21,0,100,15000,,0.68
Equipment,Diesel,,Energy,New York,False,United Airlines,2020-07-15,Private Jet,Equipment,Equipment,United States of America,EMEA Sales,0,2,400,7000,,0.26
Comercial Building,Solar,,Electricity,Dublin,True,Delta,2022-01-09,Ground Travel,Comercial Building,Comercial Building,Ireland,LATAM Sales,7,0,100,31000,,0.62
Vehicle,Solar,Rental Car,Electricity,San Fransisco ,True,KLM,2022-04-08, Rental Car,Hotel Stay,Vehicle,United States of America,EMEA Sales,15,0,500,31000,1200,0.42
Travel,Hydroelectricity,,Electricity,Tokyo,True,United Airlines,2020-07-31,Private Jet,Private Jet,Travel,Japan,EMEA Sales,14,0,200,7000,,0.66
Vehicle,Solar,Taxi,Electricity,San Fransisco ,True,Delta,2022-02-20,Ground Travel,Ground Travel,Vehicle,United States of America,APAC Sales,21,0,500,31000,900,0.6
Vehicle,Fuel Oil,,Energy,Paris,False,British Airways,2021-04-05,Air Travel,Air Travel,Vehicle,France,APAC Sales,0,6,100,15000,,0.61
Travel,Solar,,Electricity,New York,True,United Airlines,2022-02-21,Air Travel,Other,Travel,United States of America,LATAM Sales,17,0,500,31000,,0.43
Equipment,Wind,,Electricity,San Fransisco ,True,United Airlines,2021-12-25,Ground Travel,Equipment,Equipment,United States of America,EMEA Sales,13,0,500,15000,,0.42
Travel,Wind,Personal Car,Electricity,New York,True,United Airlines,2020-07-22,Private Jet,Fleet Vehicle,Travel,United States of America,AMER HR,23,0,400,7000,2300,0.63
Data Center Facility,Biomass,,Electricity,Tokyo,True,Emirates,2022-04-15,Air Travel,Data Center Facility,Equipment,Japan,EMEA Sales,12,0,200,31000,,0.6
Company Shuttle,Solar,Taxi,Electricity,Dublin,True,Delta,2022-03-20,Private Jet,Company Shuttle ,Travel,Ireland,EMEA Sales,20,0,100,31000,,0.45
Vehicle,Cooling,Personal Car,Electricity,San Fransisco ,False,Delta,2020-07-17,Ground Travel,Ground Travel,Vehicle,United States of America,APAC Sales,4,0,400,7000,1500,0.65
Equipment,Biomass,,Electricity,New York,True,United Airlines,2021-06-16,Hotel Stay,Equipment,Equipment,United States of America,EMEA Sales,22,0,400,15000,,0.64
Vehicle,Wind,,Electricity,Paris,True,KLM,2022-04-10,Ground Travel,Air Travel,Vehicle,France,APAC Sales,15,0,200,31000,,0.67
Travel,Diesel,,Energy,Tokyo,False,British Airways,2022-03-01,Air Travel,Private Jet,Travel,Japan,General COO,0,1,200,31000,,0.03
Travel,Steam,,Electricity,San Fransisco ,False,United Airlines,2022-03-25, Rental Car,Other,Travel,United States of America,EMEA Sales,10,0,500,31000,,0.63
Travel,Hydroelectricity,Subway,Electricity,San Fransisco ,True,Delta,2021-06-19,Air Travel,Fleet Vehicle,Travel,United States of America,General COO,11,0,500,15000,1000,0.46
Vehicle,Natural Gas,Subway,Energy,Paris,False,United Airlines,2020-04-17,Private Jet,Hotel Stay,Vehicle,France,AMER Sales,0,11,100,7000,900,0.67
Company Shuttle,Solar,Taxi,Electricity,Tokyo,True,United Airlines,2022-01-14,Air Travel,Company Shuttle ,Travel,Japan,APAC Marketing,6,0,150,31000,,0.21
Comercial Building,Solar,,Electricity,San Fransisco ,True,Delta,2022-04-19,Private Jet,Comercial Building,Comercial Building,United States of America,General COO,7,0,500,31000,,0.62
Data Center Facility,Fuel Oil,,Energy,New York,False,Delta,2020-02-21,Ground Travel,Data Center Facility,Data Center Facility,United States of America,APAC Sales,0,7,400,7000,,0.26
Vehicle,Wind,,Electricity,Dublin,True,KLM,2022-03-20,Ground Travel,Air Travel,Vehicle,Ireland,APAC Sales,3,0,150,31000,,0.22
Travel,Hydroelectricity,Subway,Electricity,Tokyo,True,United Airlines,2021-12-16,Air Travel,Fleet Vehicle,Travel,Japan,LATAM Sales,17,0,200,15000,2300,0.4
Company Shuttle,Diesel,Limousine,Energy,Paris,False,United Airlines,2022-04-09, Rental Car,Company Shuttle ,Travel,France,LATAM Sales,0,9,200,31000,,0.2
Travel,Solar,,Electricity,San Fransisco ,True,Delta,2020-05-11,Ground Travel,Private Jet,Travel,United States of America,AMER HR,7,0,400,7000,,0.49
Travel,Solar,,Electricity,New York,True,British Airways,2022-01-16,Private Jet,Other,Travel,United States of America,EMEA Sales,1,0,400,31000,,0.43
Vehicle,Solar,Personal Car,Electricity,San Fransisco ,True,United Airlines,2021-02-16,Private Jet,Ground Travel,Vehicle,United States of America,APAC Sales,14,0,500,15000,2000,0.67
Data Center Facility,Solar,,Electricity,New York,True,Emirates,2022-01-30,Air Travel,Data Center Facility,Equipment,United States of America,EMEA Sales,16,0,500,31000,,0.27
Comercial Building,Wind,,Electricity,San Fransisco ,True,British Airways,2020-08-28,Hotel Stay,Comercial Building,Comercial Building,United States of America,EMEA Sales,7,0,500,7000,,0.45
Vehicle,Hydroelectricity,Subway,Electricity,Dublin,True,United Airlines,2022-04-12,Private Jet,Hotel Stay,Vehicle,Ireland,APAC Sales,5,0,100,31000,2300,0.03
Equipment,Cooling,,Electricity,Paris,False,KLM,2021-10-19,Air Travel,Equipment,Equipment,France,EMEA Sales,21,0,100,15000,,0.46
Comercial Building,Solar,,Electricity,San Fransisco ,True,United Airlines,2022-04-17,Ground Travel,Comercial Building,Comercial Building,United States of America,EMEA Sales,22,0,500,31000,,0.69
Travel,Wind,,Electricity,New York,True,Delta,2020-06-13,Ground Travel,Other,Travel,United States of America,EMEA Sales,2,0,400,7000,,0.67
Equipment,Biomass,,Electricity,Tokyo,True,Delta,2021-02-02, Rental Car,Equipment,Equipment,Japan,LATAM Sales,18,0,100,15000,,0.65
Data Center Facility,Fuel Oil,,Energy,Paris,False,Delta,2022-01-01,Air Travel,Data Center Facility,Data Center Facility,France,APAC Sales,0,5,100,31000,,0.44
Vehicle,Biomass,Personal Car,Electricity,San Fransisco ,True,United Airlines,2022-02-05,Air Travel,Hotel Stay,Vehicle,United States of America,EMEA Sales,11,0,400,31000,1500,0.42
Vehicle,Biomass,Taxi,Electricity,Tokyo,True,Delta,2021-09-12,Private Jet,Ground Travel,Vehicle,Japan,General COO,12,0,150,15000,1200,0.49
Travel,Diesel,,Energy,Tokyo,False,United Airlines,2020-03-24,Ground Travel,Private Jet,Travel,Japan,General COO,0,11,400,7000,,0.68
Company Shuttle,Wind,Subway,Electricity,San Fransisco ,True,United Airlines,2022-04-09,Ground Travel,Company Shuttle ,Travel,United States of America,EMEA Sales,9,0,500,31000,,0.61
Vehicle,Hydroelectricity,,Electricity,New York,True,British Airways,2022-03-26,Air Travel,Air Travel,Vehicle,United States of America,APAC Sales,23,0,400,31000,,0.61
Travel,Solar,Personal Car,Electricity,San Fransisco ,True,Delta,2022-01-16,Private Jet,Fleet Vehicle,Travel,United States of America,AMER HR,4,0,500,31000,2000,0.62
Vehicle,Fuel Oil,Personal Car,Energy,Paris,False,KLM,2021-06-07,Ground Travel,Hotel Stay,Vehicle,France,APAC Sales,0,6,100,15000,1200,0.67
Equipment,Biomass,,Electricity,New York,True,United Airlines,2020-08-30,Air Travel,Equipment,Equipment,United States of America,EMEA Sales,1,0,400,7000,,0.47
Company Shuttle,Natural Gas,Taxi,Energy,San Fransisco ,False,United Airlines,2022-02-16,Private Jet,Company Shuttle ,Travel,United States of America,APAC Marketing,0,5,500,31000,,0.41
