"ProjectName","ProjectId","LastProcessedDate","MitigationType","ProjectExternaId","ReportDate","BusinessRegion","CountryCode3Digits","AdditionalBenefits","ProjectType","Country","TotalPurchasedCredits","CostPerUnit","AvgCreditsPurchased","TotalAllocatedCredits","CreditsAvailable","CreditsAllocated","AvgPrice","TotalAvailableCredits","SustainabilityCredits","CreditsPurchased"
"Carbon Credit Project 10 - BRA",,"2023-09-18","Avoidance","SDO.1010","2014-01-09","LATAM","BRA","Education","Renewable Energy","Brazil",2500,20,90,1150,4,3,24,1350,750,1
"Carbon Credit Project 79",,"2023-09-18","Reduction","SDO.1079","2016-04-15","LATAM","CRI","Biodiversity","Waste Disposal","Costa Rica",2500,40,30,1150,3,2,24,1350,750,1
"Carbon Credit Project 51",,"2023-09-18","Avoidance","SDO.1051","2016-07-08","EMEA","PAK","Energy Access","Renewable Energy","Pakistan",2500,20,20,1150,2,2,24,1350,750,1
"Carbon Credit Project 79",,"2023-09-18","Reduction","SDO.1079","2021-02-05","LATAM","CRI","Biodiversity","Waste Disposal","Costa Rica",2500,30,20,1150,1,1,24,1350,750,1
"Carbon Credit Project 51",,"2023-09-18","Avoidance","SDO.1051","2021-06-23","EMEA","PAK","Energy Access","Renewable Energy","Pakistan",2500,30,30,1150,2,1,24,1350,750,1
"Carbon Credit Project 51",,"2023-09-18","Avoidance","SDO.1051","2018-12-02","EMEA","PAK","Energy Access","Renewable Energy","Pakistan",2500,30,20,1150,5,1,24,1350,750,2
"Carbon Credit Project 79",,"2023-09-18","Reduction","SDO.1079","2014-02-27","LATAM","CRI","Biodiversity","Waste Disposal","Costa Rica",2500,40,30,1150,4,2,24,1350,750,1
"Carbon Credit Project 51",,"2023-09-18","Avoidance","SDO.1051","2015-08-18","EMEA","PAK","Energy Access","Renewable Energy","Pakistan",2500,20,30,1150,1,3,24,1350,750,2
"Carbon Credit Project 79",,"2023-09-18","Reduction","SDO.1079","2020-05-19","LATAM","CRI","Biodiversity","Waste Disposal","Costa Rica",2500,40,60,1150,3,1,24,1350,750,2
"Carbon Credit Project 51",,"2023-09-18","Avoidance","SDO.1051","2021-03-23","EMEA","PAK","Energy Access","Renewable Energy","Pakistan",2500,30,10,1150,1,1,24,1350,750,1
"Carbon Credit Project 79",,"2023-09-18","Reduction","SDO.1079","2020-07-18","LATAM","CRI","Biodiversity","Waste Disposal","Costa Rica",2500,30,20,1150,1,1,24,1350,750,1
"Carbon Credit Project 79",,"2023-09-18","Reduction","SDO.1079","2016-12-26","LATAM","CRI","Biodiversity","Waste Disposal","Costa Rica",2500,40,30,1150,5,2,24,1350,750,1
"Carbon Credit Project 51",,"2023-09-18","Avoidance","SDO.1051","2023-10-05","EMEA","PAK","Energy Access","Renewable Energy","Pakistan",2500,20,20,1150,3,4,24,1350,750,2
"Carbon Credit Project 79",,"2023-09-18","Reduction","SDO.1079","2017-12-17","LATAM","CRI","Biodiversity","Waste Disposal","Costa Rica",2500,30,20,1150,5,4,24,1350,750,1
"Carbon Credit Project 51",,"2023-09-18","Avoidance","SDO.1051","2014-09-16","EMEA","PAK","Energy Access","Renewable Energy","Pakistan",2500,20,60,1150,3,3,24,1350,750,1
"Carbon Credit Project 79",,"2023-09-18","Reduction","SDO.1079","2022-03-10","LATAM","CRI","Biodiversity","Waste Disposal","Costa Rica",2500,30,10,1150,1,2,24,1350,750,1
"Carbon Credit Project 51",,"2023-09-18","Avoidance","SDO.1051","2023-02-27","EMEA","PAK","Energy Access","Renewable Energy","Pakistan",2500,30,10,1150,5,3,24,1350,750,1
"Carbon Credit Project 79",,"2023-09-18","Reduction","SDO.1079","2017-12-18","LATAM","CRI","Biodiversity","Waste Disposal","Costa Rica",2500,30,40,1150,3,5,24,1350,750,1
"Carbon Credit Project 51",,"2023-09-18","Avoidance","SDO.1051","2023-06-17","EMEA","PAK","Energy Access","Renewable Energy","Pakistan",2500,20,20,1150,2,4,24,1350,750,1
"Carbon Credit Project 51",,"2023-09-18","Avoidance","SDO.1051","2023-08-29","EMEA","PAK","Energy Access","Renewable Energy","Pakistan",2500,20,50,1150,5,3,24,1350,750,1
"Carbon Credit Project 79",,"2023-09-18","Reduction","SDO.1079","2015-08-31","LATAM","CRI","Biodiversity","Waste Disposal","Costa Rica",2500,30,50,1150,1,3,24,1350,750,1
"Carbon Credit Project 79",,"2023-09-18","Reduction","SDO.1079","2021-10-22","LATAM","CRI","Biodiversity","Waste Disposal","Costa Rica",2500,40,50,1150,2,1,24,1350,750,1
"Carbon Credit Project 82",,"2023-09-18","Reduction","SDO.1082","2017-05-10","EMEA","EST","Biodiversity","Household Devices","Estonia",2500,20,50,1150,2,4,24,1350,750,2
"Carbon Credit Project 57",,"2023-09-18","Avoidance","SDO.1057","2014-02-09","EMEA","OMN","Health","Industrial Manufacturing","Oman",2500,30,10,1150,4,2,24,1350,750,1
"Carbon Credit Project 15 - CAN",,"2023-09-18","Avoidance","SDO.1015","2020-01-21","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,90,1150,1,1,24,1350,750,2
"Carbon Credit Project 22 - CAN",,"2023-09-18","Sequestration","SDO.1022","2023-10-15","AMER","CAN","Health","Renewable Energy","Canada",2500,30,80,1150,3,3,24,1350,750,1
"Carbon Credit Project 40 - ESP",,"2023-09-18","Sequestration","SDO.1040","2016-05-22","EMEA","ESP","Biodiversity","Household Devices","Spain",2500,30,90,1150,4,2,24,1350,750,1
"Carbon Credit Project 26 - IND",,"2023-09-18","Reduction","SDO.1026","2018-01-13","APAC","IND","Energy Access","Renewable Energy","India",2500,30,100,1150,5,2,24,1350,750,1
"Carbon Credit Project 88",,"2023-09-18","Removal","SDO.1088","2018-12-01","EMEA","SWE","Biodiversity","Renewable Energy","Sweden",2500,30,10,1150,4,1,24,1350,750,1
"Carbon Credit Project 15 - CAN",,"2023-09-18","Avoidance","SDO.1015","2020-02-02","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,90,1150,2,1,24,1350,750,1
"Carbon Credit Project 57",,"2023-09-18","Avoidance","SDO.1057","2020-08-24","EMEA","OMN","Health","Industrial Manufacturing","Oman",2500,30,50,1150,5,1,24,1350,750,1
"Carbon Credit Project 82",,"2023-09-18","Reduction","SDO.1082","2018-10-11","EMEA","EST","Biodiversity","Household Devices","Estonia",2500,10,10,1150,1,1,24,1350,750,1
"Carbon Credit Project 40 - ESP",,"2023-09-18","Sequestration","SDO.1040","2017-01-16","EMEA","ESP","Biodiversity","Household Devices","Spain",2500,20,100,1150,3,4,24,1350,750,1
"Carbon Credit Project 26 - IND",,"2023-09-18","Reduction","SDO.1026","2019-06-19","APAC","IND","Energy Access","Renewable Energy","India",2500,30,90,1150,2,3,24,1350,750,2
"Carbon Credit Project 22 - CAN",,"2023-09-18","Sequestration","SDO.1022","2022-04-05","AMER","CAN","Health","Renewable Energy","Canada",2500,30,90,1150,5,2,24,1350,750,1
"Carbon Credit Project 88",,"2023-09-18","Removal","SDO.1088","2019-12-28","EMEA","SWE","Biodiversity","Renewable Energy","Sweden",2500,20,10,1150,4,3,24,1350,750,1
"Carbon Credit Project 26 - IND",,"2023-09-18","Reduction","SDO.1026","2014-12-31","APAC","IND","Energy Access","Renewable Energy","India",2500,30,100,1150,2,2,24,1350,750,1
"Carbon Credit Project 22 - CAN",,"2023-09-18","Sequestration","SDO.1022","2023-02-14","AMER","CAN","Health","Renewable Energy","Canada",2500,30,90,1150,2,4,24,1350,750,1
"Carbon Credit Project 57",,"2023-09-18","Avoidance","SDO.1057","2017-11-05","EMEA","OMN","Health","Industrial Manufacturing","Oman",2500,30,50,1150,3,5,24,1350,750,1
"Carbon Credit Project 40 - ESP",,"2023-09-18","Sequestration","SDO.1040","2021-09-10","EMEA","ESP","Biodiversity","Household Devices","Spain",2500,20,100,1150,2,1,24,1350,750,1
"Carbon Credit Project 88",,"2023-09-18","Removal","SDO.1088","2014-05-15","EMEA","SWE","Biodiversity","Renewable Energy","Sweden",2500,20,10,1150,2,3,24,1350,750,2
"Carbon Credit Project 15 - CAN",,"2023-09-18","Avoidance","SDO.1015","2016-12-07","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,90,1150,4,2,24,1350,750,1
"Carbon Credit Project 82",,"2023-09-18","Reduction","SDO.1082","2016-03-30","EMEA","EST","Biodiversity","Household Devices","Estonia",2500,100,30,1150,4,2,24,1350,750,1
"Carbon Credit Project 22 - CAN",,"2023-09-18","Sequestration","SDO.1022","2020-05-05","AMER","CAN","Health","Renewable Energy","Canada",2500,30,90,1150,2,2,24,1350,750,1
"Carbon Credit Project 26 - IND",,"2023-09-18","Reduction","SDO.1026","2014-04-25","APAC","IND","Energy Access","Renewable Energy","India",2500,30,100,1150,3,3,24,1350,750,2
"Carbon Credit Project 40 - ESP",,"2023-09-18","Sequestration","SDO.1040","2020-12-17","EMEA","ESP","Biodiversity","Household Devices","Spain",2500,20,90,1150,1,1,24,1350,750,1
"Carbon Credit Project 88",,"2023-09-18","Removal","SDO.1088","2015-05-14","EMEA","SWE","Biodiversity","Renewable Energy","Sweden",2500,20,10,1150,2,3,24,1350,750,1
"Carbon Credit Project 82",,"2023-09-18","Reduction","SDO.1082","2023-04-27","EMEA","EST","Biodiversity","Household Devices","Estonia",2500,30,30,1150,3,4,24,1350,750,1
"Carbon Credit Project 57",,"2023-09-18","Avoidance","SDO.1057","2022-04-25","EMEA","OMN","Health","Industrial Manufacturing","Oman",2500,30,30,1150,4,2,24,1350,750,1
"Carbon Credit Project 15 - CAN",,"2023-09-18","Avoidance","SDO.1015","2021-10-13","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,80,1150,2,1,24,1350,750,1
"Carbon Credit Project 88",,"2023-09-18","Removal","SDO.1088","2014-05-01","EMEA","SWE","Biodiversity","Renewable Energy","Sweden",2500,20,10,1150,1,3,24,1350,750,1
"Carbon Credit Project 15 - CAN",,"2023-09-18","Avoidance","SDO.1015","2020-07-13","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,90,1150,5,1,24,1350,750,1
"Carbon Credit Project 26 - IND",,"2023-09-18","Reduction","SDO.1026","2017-04-23","APAC","IND","Energy Access","Renewable Energy","India",2500,30,100,1150,4,4,24,1350,750,1
"Carbon Credit Project 22 - CAN",,"2023-09-18","Sequestration","SDO.1022","2023-11-09","AMER","CAN","Health","Renewable Energy","Canada",2500,30,90,1150,1,4,24,1350,750,1
"Carbon Credit Project 82",,"2023-09-18","Reduction","SDO.1082","2019-12-14","EMEA","EST","Biodiversity","Household Devices","Estonia",2500,80,10,1150,1,3,24,1350,750,1
"Carbon Credit Project 40 - ESP",,"2023-09-18","Sequestration","SDO.1040","2015-10-01","EMEA","ESP","Biodiversity","Household Devices","Spain",2500,30,90,1150,5,3,24,1350,750,1
"Carbon Credit Project 57",,"2023-09-18","Avoidance","SDO.1057","2015-05-11","EMEA","OMN","Health","Industrial Manufacturing","Oman",2500,30,30,1150,3,3,24,1350,750,1
"Carbon Credit Project 57",,"2023-09-18","Avoidance","SDO.1057","2018-07-16","EMEA","OMN","Health","Industrial Manufacturing","Oman",2500,30,20,1150,5,2,24,1350,750,2
"Carbon Credit Project 82",,"2023-09-18","Reduction","SDO.1082","2015-03-27","EMEA","EST","Biodiversity","Household Devices","Estonia",2500,80,20,1150,2,3,24,1350,750,1
"Carbon Credit Project 40 - ESP",,"2023-09-18","Sequestration","SDO.1040","2021-10-25","EMEA","ESP","Biodiversity","Household Devices","Spain",2500,30,90,1150,2,1,24,1350,750,1
"Carbon Credit Project 26 - IND",,"2023-09-18","Reduction","SDO.1026","2018-07-26","APAC","IND","Energy Access","Renewable Energy","India",2500,30,100,1150,3,1,24,1350,750,1
"Carbon Credit Project 15 - CAN",,"2023-09-18","Avoidance","SDO.1015","2019-03-02","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,30,80,1150,3,3,24,1350,750,2
"Carbon Credit Project 22 - CAN",,"2023-09-18","Sequestration","SDO.1022","2021-08-10","AMER","CAN","Health","Renewable Energy","Canada",2500,20,90,1150,2,1,24,1350,750,2
"Carbon Credit Project 88",,"2023-09-18","Removal","SDO.1088","2019-02-13","EMEA","SWE","Biodiversity","Renewable Energy","Sweden",2500,30,20,1150,2,3,24,1350,750,1
"Carbon Credit Project 26 - IND",,"2023-09-18","Reduction","SDO.1026","2020-10-30","APAC","IND","Energy Access","Renewable Energy","India",2500,30,90,1150,2,2,24,1350,750,1
"Carbon Credit Project 57",,"2023-09-18","Avoidance","SDO.1057","2019-08-15","EMEA","OMN","Health","Industrial Manufacturing","Oman",2500,30,50,1150,3,3,24,1350,750,2
"Carbon Credit Project 22 - CAN",,"2023-09-18","Sequestration","SDO.1022","2014-10-12","AMER","CAN","Health","Renewable Energy","Canada",2500,30,80,1150,4,2,24,1350,750,1
"Carbon Credit Project 82",,"2023-09-18","Reduction","SDO.1082","2023-06-22","EMEA","EST","Biodiversity","Household Devices","Estonia",2500,100,20,1150,4,3,24,1350,750,1
"Carbon Credit Project 88",,"2023-09-18","Removal","SDO.1088","2015-12-27","EMEA","SWE","Biodiversity","Renewable Energy","Sweden",2500,20,30,1150,2,3,24,1350,750,1
"Carbon Credit Project 40 - ESP",,"2023-09-18","Sequestration","SDO.1040","2022-09-02","EMEA","ESP","Biodiversity","Household Devices","Spain",2500,20,90,1150,5,2,24,1350,750,1
"Carbon Credit Project 15 - CAN",,"2023-09-18","Avoidance","SDO.1015","2019-11-02","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,80,1150,1,3,24,1350,750,2
"Carbon Credit Project 40 - ESP",,"2023-09-18","Sequestration","SDO.1040","2014-03-28","EMEA","ESP","Biodiversity","Household Devices","Spain",2500,30,80,1150,4,3,24,1350,750,1
"Carbon Credit Project 26 - IND",,"2023-09-18","Reduction","SDO.1026","2015-03-07","APAC","IND","Energy Access","Renewable Energy","India",2500,20,90,1150,5,3,24,1350,750,1
"Carbon Credit Project 22 - CAN",,"2023-09-18","Sequestration","SDO.1022","2023-02-25","AMER","CAN","Health","Renewable Energy","Canada",2500,30,80,1150,4,4,24,1350,750,2
"Carbon Credit Project 15 - CAN",,"2023-09-18","Avoidance","SDO.1015","2022-10-19","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,80,1150,5,2,24,1350,750,2
"Carbon Credit Project 88",,"2023-09-18","Removal","SDO.1088","2022-08-15","EMEA","SWE","Biodiversity","Renewable Energy","Sweden",2500,20,80,1150,2,2,24,1350,750,2
"Carbon Credit Project 57",,"2023-09-18","Avoidance","SDO.1057","2019-08-19","EMEA","OMN","Health","Industrial Manufacturing","Oman",2500,40,80,1150,3,2,24,1350,750,1
"Carbon Credit Project 82",,"2023-09-18","Reduction","SDO.1082","2017-11-22","EMEA","EST","Biodiversity","Household Devices","Estonia",2500,50,70,1150,2,5,24,1350,750,2
"Carbon Credit Project 88",,"2023-09-18","Removal","SDO.1088","2019-08-17","EMEA","SWE","Biodiversity","Renewable Energy","Sweden",2500,20,10,1150,1,3,24,1350,750,2
"Carbon Credit Project 15 - CAN",,"2023-09-18","Avoidance","SDO.1015","2020-12-09","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,90,1150,2,2,24,1350,750,1
"Carbon Credit Project 40 - ESP",,"2023-09-18","Sequestration","SDO.1040","2023-07-02","EMEA","ESP","Biodiversity","Household Devices","Spain",2500,30,80,1150,3,3,24,1350,750,1
"Carbon Credit Project 82",,"2023-09-18","Reduction","SDO.1082","2018-03-17","EMEA","EST","Biodiversity","Household Devices","Estonia",2500,70,80,1150,2,2,24,1350,750,1
"Carbon Credit Project 26 - IND",,"2023-09-18","Reduction","SDO.1026","2014-09-05","APAC","IND","Energy Access","Renewable Energy","India",2500,30,90,1150,3,3,24,1350,750,1
"Carbon Credit Project 22 - CAN",,"2023-09-18","Sequestration","SDO.1022","2014-08-31","AMER","CAN","Health","Renewable Energy","Canada",2500,30,80,1150,2,3,24,1350,750,1
"Carbon Credit Project 57",,"2023-09-18","Avoidance","SDO.1057","2017-02-01","EMEA","OMN","Health","Industrial Manufacturing","Oman",2500,30,30,1150,5,4,24,1350,750,1
"Carbon Credit Project 88",,"2023-09-18","Removal","SDO.1088","2014-04-06","EMEA","SWE","Biodiversity","Renewable Energy","Sweden",2500,30,30,1150,1,2,24,1350,750,1
"Carbon Credit Project 26 - IND",,"2023-09-18","Reduction","SDO.1026","2017-11-13","APAC","IND","Energy Access","Renewable Energy","India",2500,20,90,1150,5,4,24,1350,750,1
"Carbon Credit Project 57",,"2023-09-18","Avoidance","SDO.1057","2018-12-05","EMEA","OMN","Health","Industrial Manufacturing","Oman",2500,30,10,1150,3,1,24,1350,750,1
"Carbon Credit Project 40 - ESP",,"2023-09-18","Sequestration","SDO.1040","2022-01-20","EMEA","ESP","Biodiversity","Household Devices","Spain",2500,20,90,1150,3,2,24,1350,750,1
"Carbon Credit Project 22 - CAN",,"2023-09-18","Sequestration","SDO.1022","2018-06-28","AMER","CAN","Health","Renewable Energy","Canada",2500,30,80,1150,1,1,24,1350,750,1
"Carbon Credit Project 82",,"2023-09-18","Reduction","SDO.1082","2016-05-13","EMEA","EST","Biodiversity","Household Devices","Estonia",2500,40,20,1150,5,2,24,1350,750,1
"Carbon Credit Project 15 - CAN",,"2023-09-18","Avoidance","SDO.1015","2017-09-18","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,30,90,1150,4,4,24,1350,750,1
"Carbon Credit Project 40 - ESP",,"2023-09-18","Sequestration","SDO.1040","2016-10-31","EMEA","ESP","Biodiversity","Household Devices","Spain",2500,30,80,1150,3,2,24,1350,750,1
"Carbon Credit Project 26 - IND",,"2023-09-18","Reduction","SDO.1026","2023-09-17","APAC","IND","Energy Access","Renewable Energy","India",2500,30,90,1150,1,4,24,1350,750,2
"Carbon Credit Project 85",,"2023-09-18","Reduction","SDO.1085","2019-09-20","APAC","HKG","Biodiversity","Renewable Energy","Hong Kong",2500,30,10,1150,3,3,24,1350,750,2
"Carbon Credit Project 33 - ESP",,"2023-09-18","Avoidance","SDO.1033","2018-12-09","EMEA","ESP","Education","Fuel Switching","Spain",2500,20,100,1150,5,1,24,1350,750,1
"Carbon Credit Project 24 - IND",,"2023-09-18","Removal","SDO.1024","2021-05-31","APAC","IND","Biodiversity","Industrial Manufacturing","India",2500,30,90,1150,5,1,24,1350,750,1
"Carbon Credit Project 24 - IND",,"2023-09-18","Removal","SDO.1024","2022-06-02","APAC","IND","Biodiversity","Industrial Manufacturing","India",2500,30,90,1150,2,2,24,1350,750,2
"Carbon Credit Project 33 - ESP",,"2023-09-18","Avoidance","SDO.1033","2016-10-12","EMEA","ESP","Education","Fuel Switching","Spain",2500,30,90,1150,1,2,24,1350,750,1
"Carbon Credit Project 85",,"2023-09-18","Reduction","SDO.1085","2019-04-09","APAC","HKG","Biodiversity","Renewable Energy","Hong Kong",2500,30,70,1150,2,3,24,1350,750,2
"Carbon Credit Project 24 - IND",,"2023-09-18","Removal","SDO.1024","2022-05-30","APAC","IND","Biodiversity","Industrial Manufacturing","India",2500,30,100,1150,1,2,24,1350,750,1
"Carbon Credit Project 33 - ESP",,"2023-09-18","Avoidance","SDO.1033","2021-04-20","EMEA","ESP","Education","Fuel Switching","Spain",2500,30,90,1150,4,1,24,1350,750,1
"Carbon Credit Project 85",,"2023-09-18","Reduction","SDO.1085","2018-08-27","APAC","HKG","Biodiversity","Renewable Energy","Hong Kong",2500,30,30,1150,1,1,24,1350,750,1
"Carbon Credit Project 85",,"2023-09-18","Reduction","SDO.1085","2022-10-07","APAC","HKG","Biodiversity","Renewable Energy","Hong Kong",2500,30,20,1150,5,2,24,1350,750,1
"Carbon Credit Project 33 - ESP",,"2023-09-18","Avoidance","SDO.1033","2021-03-27","EMEA","ESP","Education","Fuel Switching","Spain",2500,20,80,1150,4,1,24,1350,750,1
"Carbon Credit Project 24 - IND",,"2023-09-18","Removal","SDO.1024","2014-08-05","APAC","IND","Biodiversity","Industrial Manufacturing","India",2500,30,100,1150,4,3,24,1350,750,1
"Carbon Credit Project 24 - IND",,"2023-09-18","Removal","SDO.1024","2019-04-22","APAC","IND","Biodiversity","Industrial Manufacturing","India",2500,30,90,1150,4,3,24,1350,750,1
"Carbon Credit Project 85",,"2023-09-18","Reduction","SDO.1085","2019-11-02","APAC","HKG","Biodiversity","Renewable Energy","Hong Kong",2500,20,30,1150,4,3,24,1350,750,1
"Carbon Credit Project 33 - ESP",,"2023-09-18","Avoidance","SDO.1033","2016-02-28","EMEA","ESP","Education","Fuel Switching","Spain",2500,20,100,1150,2,2,24,1350,750,1
"Carbon Credit Project 33 - ESP",,"2023-09-18","Avoidance","SDO.1033","2023-05-05","EMEA","ESP","Education","Fuel Switching","Spain",2500,20,100,1150,5,3,24,1350,750,1
"Carbon Credit Project 85",,"2023-09-18","Reduction","SDO.1085","2017-07-10","APAC","HKG","Biodiversity","Renewable Energy","Hong Kong",2500,30,20,1150,1,5,24,1350,750,2
"Carbon Credit Project 24 - IND",,"2023-09-18","Removal","SDO.1024","2022-11-29","APAC","IND","Biodiversity","Industrial Manufacturing","India",2500,30,90,1150,2,1,24,1350,750,1
"Carbon Credit Project 85",,"2023-09-18","Reduction","SDO.1085","2016-03-20","APAC","HKG","Biodiversity","Renewable Energy","Hong Kong",2500,30,30,1150,1,2,24,1350,750,1
"Carbon Credit Project 33 - ESP",,"2023-09-18","Avoidance","SDO.1033","2020-01-23","EMEA","ESP","Education","Fuel Switching","Spain",2500,20,90,1150,4,2,24,1350,750,1
"Carbon Credit Project 24 - IND",,"2023-09-18","Removal","SDO.1024","2017-10-17","APAC","IND","Biodiversity","Industrial Manufacturing","India",2500,30,90,1150,5,4,24,1350,750,2
"Carbon Credit Project 85",,"2023-09-18","Reduction","SDO.1085","2019-02-02","APAC","HKG","Biodiversity","Renewable Energy","Hong Kong",2500,30,60,1150,2,3,24,1350,750,1
