"AccountId","ReportPeriod","LastProcessedDate","BusinessRegion","CountryCode3Digits","ActivitySourceType","AssetType","Asset","Country","AssetExternalId","AccountExternalId","AssetId","AccountName","AverageRisk","WaterRisk","WaterStress","AverageWithdrawal","AverageQuantifiedRisk","QuantifiedRisk","AverageConsumption","AverageDischarge","AverageStress"
,"2022-04-24","2023-09-18","Africa","ZAF","Fresh Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,70,80,288,541,90,288,403,90
,"2019-04-23","2023-09-18","AMER","USA","Fresh Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,40,40,16041,486,60,17101,15043,40
,"2016-01-06","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,10,60,288,541,30,288,403,90
,"2016-11-20","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,10,20,16041,486,30,17101,15043,40
,"2013-01-19","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,70,50,288,541,90,288,403,90
,"2014-05-22","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,70,20,16041,486,10,17101,15043,40
,"2017-03-09","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,20,60,288,541,30,288,403,90
,"2014-02-19","2023-09-18","Africa","ZAF","Sea Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,50,80,288,541,30,288,403,90
,"2018-08-22","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,40,40,16041,486,50,17101,15043,40
,"2016-03-10","2023-09-18","AMER","USA","Reused Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,20,30,16041,486,30,17101,15043,40
,"2023-10-26","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,80,90,288,541,100,288,403,90
,"2017-02-10","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,20,60,288,541,30,288,403,90
,"2018-10-31","2023-09-18","AMER","USA","Fresh Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,30,50,16041,486,50,17101,15043,40
,"2017-11-05","2023-09-18","Africa","ZAF","Recycled Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,20,60,288,541,30,288,403,90
,"2013-02-25","2023-09-18","AMER","USA","Sea Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,30,50,16041,486,20,17101,15043,40
,"2022-04-26","2023-09-18","AMER","USA","Ground Water - Renewable","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,70,60,16041,486,90,17101,15043,40
,"2022-08-26","2023-09-18","Africa","ZAF","Sea Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,80,80,288,541,90,288,403,90
,"2021-06-18","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,50,50,16041,486,80,17101,15043,40
,"2022-02-04","2023-09-18","Africa","ZAF","Sea Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,70,80,288,541,100,288,403,90
,"2019-12-13","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,30,40,16041,486,70,17101,15043,40
,"2015-10-22","2023-09-18","Africa","ZAF","Recycled Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,50,70,288,541,100,288,403,90
,"2014-01-07","2023-09-18","AMER","USA","Third-Party Reserve","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,50,20,16041,486,50,17101,15043,40
,"2021-11-17","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,70,80,288,541,90,288,403,90
,"2013-06-17","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,60,50,288,541,10,288,403,90
,"2023-06-20","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,70,50,16041,486,100,17101,15043,40
,"2016-11-23","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,10,30,16041,486,40,17101,15043,40
,"2021-10-02","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,70,90,288,541,90,288,403,90
,"2022-02-02","2023-09-18","AMER","USA","Fresh Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,60,60,16041,486,90,17101,15043,40
,"2019-01-23","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,60,80,288,541,60,288,403,90
,"2017-08-16","2023-09-18","AMER","USA","Sea Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,20,30,16041,486,40,17101,15043,40
,"2021-04-08","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,70,70,288,541,80,288,403,90
,"2013-08-15","2023-09-18","Africa","ZAF","Reused Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,10,70,288,541,90,288,403,90
,"2013-03-18","2023-09-18","AMER","USA","Reused Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,50,20,16041,486,100,17101,15043,40
,"2023-11-17","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,80,90,288,541,100,288,403,90
,"2021-08-09","2023-09-18","AMER","USA","Reused Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,60,50,16041,486,80,17101,15043,40
,"2022-01-07","2023-09-18","AMER","USA","Reused Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,70,60,16041,486,90,17101,15043,40
,"2019-09-03","2023-09-18","Africa","ZAF","Sea Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,60,70,288,541,60,288,403,90
,"2012-09-20","2023-09-18","Africa","ZAF","Recycled Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,40,50,288,541,60,288,403,90
,"2014-04-21","2023-09-18","AMER","USA","Reused Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,10,90,16041,486,80,17101,15043,40
,"2015-03-23","2023-09-18","Africa","ZAF","Recycled Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,20,60,288,541,90,288,403,90
,"2013-08-23","2023-09-18","AMER","USA","Sea Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,10,20,16041,486,10,17101,15043,40
,"2012-02-04","2023-09-18","AMER","USA","Third-Party Reserve","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,60,20,16041,486,20,17101,15043,40
,"2017-03-31","2023-09-18","Africa","ZAF","Sea Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,30,50,288,541,30,288,403,90
,"2016-07-16","2023-09-18","AMER","USA","Recycled Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,20,20,16041,486,20,17101,15043,40
,"2016-01-19","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,10,50,288,541,30,288,403,90
,"2012-12-26","2023-09-18","AMER","USA","Third-Party Reserve","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,30,40,16041,486,70,17101,15043,40
,"2022-04-07","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,80,70,288,541,90,288,403,90
,"2018-08-01","2023-09-18","AMER","USA","Ground Water - Renewable","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,20,50,16041,486,50,17101,15043,40
,"2022-08-18","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,80,80,288,541,100,288,403,90
,"2017-03-23","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,10,20,16041,486,40,17101,15043,40
,"2021-09-24","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,70,80,288,541,80,288,403,90
,"2023-12-13","2023-09-18","AMER","USA","Fresh Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,70,70,16041,486,100,17101,15043,40
,"2022-12-20","2023-09-18","Africa","ZAF","Recycled Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,70,90,288,541,100,288,403,90
,"2014-12-14","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,10,60,16041,486,70,17101,15043,40
,"2014-05-28","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,70,10,288,541,100,288,403,90
,"2014-01-11","2023-09-18","AMER","USA","Recycled Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,40,70,16041,486,40,17101,15043,40
,"2015-05-19","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,20,50,288,541,10,288,403,90
,"2019-10-13","2023-09-18","AMER","USA","Ground Water - Renewable","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,40,40,16041,486,60,17101,15043,40
,"2021-07-03","2023-09-18","Africa","ZAF","Fresh Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,70,70,288,541,80,288,403,90
,"2017-07-20","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,20,60,288,541,30,288,403,90
,"2018-05-09","2023-09-18","AMER","USA","Sea Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,30,40,16041,486,50,17101,15043,40
,"2016-01-21","2023-09-18","AMER","USA","Recycled Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,10,30,16041,486,30,17101,15043,40
,"2021-03-26","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,70,80,288,541,90,288,403,90
,"2012-01-09","2023-09-18","Africa","ZAF","Sea Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,60,30,288,541,10,288,403,90
,"2019-12-03","2023-09-18","AMER","USA","Reused Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,40,40,16041,486,60,17101,15043,40
,"2012-06-30","2023-09-18","Africa","ZAF","Reused Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,70,60,288,541,90,288,403,90
,"2019-07-20","2023-09-18","AMER","USA","Ground Water - Non-Renewable","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,40,40,16041,486,60,17101,15043,40
,"2017-12-24","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,20,60,288,541,30,288,403,90
,"2020-09-20","2023-09-18","AMER","USA","Ground Water - Renewable","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,60,40,16041,486,70,17101,15043,40
,"2017-03-22","2023-09-18","AMER","USA","Recycled Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,20,30,16041,486,40,17101,15043,40
,"2018-05-03","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,40,70,288,541,40,288,403,90
,"2015-12-09","2023-09-18","AMER","USA","Sea Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,10,50,16041,486,60,17101,15043,40
,"2020-10-16","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,70,70,288,541,70,288,403,90
,"2019-02-12","2023-09-18","AMER","USA","Recycled Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,50,40,16041,486,60,17101,15043,40
,"2021-10-09","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,70,80,288,541,90,288,403,90
,"2015-06-17","2023-09-18","AMER","USA","Recycled Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,10,30,16041,486,50,17101,15043,40
,"2018-12-31","2023-09-18","Africa","ZAF","Reused Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,40,60,288,541,30,288,403,90
,"2020-01-07","2023-09-18","AMER","USA","Sea Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,50,50,16041,486,70,17101,15043,40
,"2013-02-23","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,30,10,288,541,30,288,403,90
,"2022-10-04","2023-09-18","AMER","USA","Reused Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,60,60,16041,486,90,17101,15043,40
,"2019-12-17","2023-09-18","Africa","ZAF","Fresh Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,50,70,288,541,60,288,403,90
,"2015-07-01","2023-09-18","Africa","ZAF","Sea Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,80,60,288,541,50,288,403,90
,"2012-09-12","2023-09-18","AMER","USA","Ground Water - Renewable","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,40,10,16041,486,80,17101,15043,40
,"2023-03-22","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,80,90,288,541,100,288,403,90
,"2017-04-26","2023-09-18","AMER","USA","Reused Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,10,30,16041,486,40,17101,15043,40
,"2012-03-23","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,30,90,288,541,100,288,403,90
,"2023-05-23","2023-09-18","AMER","USA","Reused Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,70,60,16041,486,100,17101,15043,40
,"2016-04-22","2023-09-18","Africa","ZAF","Fresh Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,20,60,288,541,30,288,403,90
,"2015-06-28","2023-09-18","AMER","USA","Sea Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,10,60,16041,486,30,17101,15043,40
,"2017-11-25","2023-09-18","AMER","USA","Third-Party Reserve","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,20,30,16041,486,40,17101,15043,40
,"2012-04-04","2023-09-18","Africa","ZAF","Recycled Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,10,20,288,541,50,288,403,90
,"2015-10-23","2023-09-18","Africa","ZAF","Reused Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,20,10,288,541,50,288,403,90
,"2016-10-25","2023-09-18","AMER","USA","Recycled Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,20,20,16041,486,30,17101,15043,40
,"2012-04-12","2023-09-18","AMER","USA","Recycled Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,50,70,16041,486,30,17101,15043,40
,"2016-12-03","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,10,60,288,541,30,288,403,90
,"2017-01-04","2023-09-18","AMER","USA","Fresh Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,10,30,16041,486,40,17101,15043,40
,"2022-10-30","2023-09-18","Africa","ZAF","Recycled Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,80,80,288,541,100,288,403,90
,"2018-04-08","2023-09-18","AMER","USA","Recycled Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,20,50,16041,486,60,17101,15043,40
,"2019-08-24","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,50,70,288,541,60,288,403,90
,"2012-02-14","2023-09-18","Africa","ZAF","Fresh Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,30,40,288,541,40,288,403,90
,"2019-10-15","2023-09-18","AMER","USA","Ground Water - Renewable","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,40,40,16041,486,70,17101,15043,40
,"2023-11-04","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,80,90,288,541,100,288,403,90
,"2015-04-22","2023-09-18","AMER","USA","Third-Party Reserve","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,60,40,16041,486,30,17101,15043,40
,"2017-09-30","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,20,60,288,541,30,288,403,90
,"2013-10-15","2023-09-18","AMER","USA","Reused Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,80,10,16041,486,50,17101,15043,40
,"2022-05-19","2023-09-18","AMER","USA","Recycled Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,70,60,16041,486,90,17101,15043,40
,"2023-12-25","2023-09-18","Africa","ZAF","Fresh Water","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,80,90,288,541,100,288,403,90
,"2013-08-09","2023-09-18","AMER","USA","Recycled Water","Data Center","*Cirrus Tower","United States","SDO.015",,"0phB00000004Mn1IAE",,50,40,20,16041,486,70,17101,15043,40
,"2017-09-08","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","RDC-Cedar Data Center","South Africa","SDO.008",,"0phB00000004MmuIAE",,80,20,60,288,541,30,288,403,90
