"Supplier_Tier","HasScoreCard","Emission_Calculation_Method","LastProcessedDate","Rank","Date","SupplierExternalId","Emissions_Reduction_Type","Reporting_Scope","SupplierId","Score_Card_Status","SBTI_Target_Status","Supplier","Location","Reported_Emissions","Procurement_Expense","ScoreCardOrder","Calculated_Emissions","Procurement_Emissions","Expense_Ratio","Contribution_to_Total_Emissions","Contribution_total_Emissions_Card","RankNro"
"Tier 1","No","None","2023-09-18","30","2022-01-17","Supplier117","2°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","Australia",6500,150000,,4875,241,0.001607,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2022-11-10","Supplier117","3°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","Canada",4500,500000,,3375,241,0.000482,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2023-01-31","Supplier117","2°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","Canada",5500,30000,,4125,241,0.008033,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2022-12-28","Supplier117","2°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","Australia",4500,250,,3375,241,0.964,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2023-01-02","Supplier117","2°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","Australia",4500,150000,,3375,241,0.001607,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2022-12-21","Supplier117","1.5 °C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","USA",5500,400000,,4125,241,0.000603,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2023-12-20","Supplier117","2°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","Germany",3500,250,,2625,241,0.964,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2022-10-20","Supplier117","2°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","USA",3500,15000,,2625,241,0.016067,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2023-03-06","Supplier117","3°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","India",6500,30000,,4875,241,0.008033,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2022-04-05","Supplier117","2°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","UK",3500,30000,,2625,241,0.008033,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2023-08-19","Supplier117","2°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","UK",4500,15000,,3375,241,0.016067,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2022-10-12","Supplier117","1.5 °C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","Australia",4500,250,,3375,241,0.964,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2023-04-04","Supplier117","2°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","Canada",5500,500000,,4125,241,0.000482,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2023-01-27","Supplier117","1.5 °C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","India",3500,400000,,2625,241,0.000603,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2023-10-02","Supplier117","1.5 °C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","India",5500,250,,4125,241,0.964,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2022-09-19","Supplier117","2°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","UK",3500,15000,,2625,241,0.016067,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2022-04-05","Supplier117","2°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","USA",6500,400000,,4875,241,0.000603,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2022-01-06","Supplier117","1.5 °C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","USA",6500,250,,4875,241,0.964,1,0.09647,30
"Tier 1","No","None","2023-09-18","47","2022-02-07","Supplier41","2°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","USA",3500,300,,2625,59,0.196667,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-10-23","Supplier41","1.5 °C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","India",4500,400000,,3375,59,0.000148,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2023-12-17","Supplier41","2°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","USA",4500,300,,3375,59,0.196667,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-02-24","Supplier41","2°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","USA",6500,200,,4875,59,0.295,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-11-24","Supplier41","3°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","Australia",5500,300,,4125,59,0.196667,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-01-08","Supplier41","1.5 °C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","Australia",3500,250,,2625,59,0.236,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2023-08-29","Supplier41","3°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","Germany",3500,15000,,2625,59,0.003933,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2023-10-21","Supplier41","1.5 °C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","USA",6500,15000,,4875,59,0.003933,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-07-07","Supplier41","2°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","Germany",5500,400000,,4125,59,0.000148,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-12-21","Supplier41","2°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","USA",3500,30000,,2625,59,0.001967,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-02-02","Supplier41","2°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","Canada",6500,30000,,4875,59,0.001967,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-11-05","Supplier41","2°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","India",4500,250,,3375,59,0.236,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2023-06-02","Supplier41","1.5 °C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","Australia",3500,400000,,2625,59,0.000148,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2023-08-17","Supplier41","1.5 °C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","India",4500,300,,3375,59,0.196667,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-03-21","Supplier41","1.5 °C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","UK",3500,30000,,2625,59,0.001967,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-09-26","Supplier41","2°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","Australia",4500,250,,3375,59,0.236,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-02-27","Supplier41","1.5 °C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","Australia",3500,300,,2625,59,0.196667,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2023-02-04","Supplier41","3°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","Australia",4500,30000,,3375,59,0.001967,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-01-13","Supplier41","2°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","Germany",5500,300,,4125,59,0.196667,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2023-02-23","Supplier41","2°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","Germany",4500,300,,3375,59,0.196667,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2023-11-01","Supplier41","2°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","India",6500,20000,,4875,59,0.00295,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-05-12","Supplier41","1.5 °C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","Germany",6500,300,,4875,59,0.196667,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-01-12","Supplier41","3°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","UK",5500,250,,4125,59,0.236,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2023-12-12","Supplier41","2°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","Australia",4500,500000,,3375,59,0.000118,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2023-08-20","Supplier41","2°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","India",4500,500000,,3375,59,0.000118,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-07-15","Supplier41","1.5 °C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","Canada",5500,400000,,4125,59,0.000148,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-08-23","Supplier41","3°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","Canada",3500,200,,2625,59,0.295,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-09-30","Supplier41","1.5 °C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","USA",3500,500000,,2625,59,0.000118,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-07-26","Supplier41","2°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","Australia",3500,400000,,2625,59,0.000148,1,0.0235,47
"Tier 1","No","None","2023-09-18","47","2022-01-19","Supplier41","2°C",,"0eMB0000000Gy5EMAS",,"None","Tucanterprises","Canada",3500,15000,,2625,59,0.003933,1,0.0235,47
"Tier 1","No","None","2023-09-18","34","2022-04-22","Supplier8","1.5 °C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","USA",5500,400000,,4125,239,0.000598,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2023-07-06","Supplier21","1.5 °C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Canada",4500,200,,3375,124,0.62,1,0.0495,11
"Tier 1","No","None","2023-09-18","11","2022-02-25","Supplier21","2°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","UK",6500,30000,,4875,124,0.004133,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2022-03-27","Supplier8","1.5 °C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","India",3500,15000,,2625,239,0.015933,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2022-03-06","Supplier21","2°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","India",5500,200,,4125,124,0.62,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2022-10-24","Supplier8","2°C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","UK",3500,20000,,2625,239,0.01195,1,0.095695,34
"Tier 1","No","None","2023-09-18","34","2023-06-14","Supplier8","1.5 °C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","Germany",5500,30000,,4125,239,0.007967,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2022-10-09","Supplier21","2°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Canada",5500,30000,,4125,124,0.004133,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2022-11-16","Supplier8","1.5 °C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","Australia",4500,20000,,3375,239,0.01195,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2023-07-09","Supplier21","1.5 °C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Germany",4500,500000,,3375,124,0.000248,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2022-03-26","Supplier8","3°C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","Germany",6500,300,,4875,239,0.796667,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2023-01-29","Supplier21","1.5 °C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","India",5500,15000,,4125,124,0.008267,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2023-10-07","Supplier8","1.5 °C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","Germany",4500,15000,,3375,239,0.015933,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2023-08-01","Supplier21","2°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","USA",6500,30000,,4875,124,0.004133,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2023-01-25","Supplier8","2°C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","Canada",4500,200,,3375,239,1.195,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2022-09-27","Supplier21","2°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Germany",3500,300,,2625,124,0.413333,1,0.0495,11
"Tier 1","No","None","2023-09-18","11","2023-02-18","Supplier21","2°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Australia",5500,150000,,4125,124,0.000827,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2023-11-12","Supplier8","1.5 °C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","India",3500,200,,2625,239,1.195,1,0.095695,34
"Tier 1","No","None","2023-09-18","34","2022-11-12","Supplier8","3°C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","UK",6500,300,,4875,239,0.796667,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2023-08-16","Supplier21","2°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Germany",6500,200,,4875,124,0.62,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2022-08-14","Supplier8","1.5 °C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","India",4500,300,,3375,239,0.796667,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2023-02-03","Supplier21","3°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","India",4500,30000,,3375,124,0.004133,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2022-05-06","Supplier8","1.5 °C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","India",6500,300,,4875,239,0.796667,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2022-01-17","Supplier21","1.5 °C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Germany",5500,400000,,4125,124,0.00031,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2022-09-17","Supplier8","3°C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","USA",4500,300,,3375,239,0.796667,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2022-07-04","Supplier21","2°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Australia",6500,30000,,4875,124,0.004133,1,0.0495,11
"Tier 1","No","None","2023-09-18","11","2022-08-06","Supplier21","2°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Canada",6500,150000,,4875,124,0.000827,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2022-08-23","Supplier8","2°C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","USA",4500,30000,,3375,239,0.007967,1,0.095695,34
"Tier 1","No","None","2023-09-18","34","2022-02-18","Supplier8","2°C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","USA",6500,500000,,4875,239,0.000478,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2022-08-10","Supplier21","1.5 °C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Canada",4500,30000,,3375,124,0.004133,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2023-06-24","Supplier8","1.5 °C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","Canada",6500,150000,,4875,239,0.001593,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2022-12-04","Supplier21","2°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","UK",5500,20000,,4125,124,0.0062,1,0.0495,11
"Tier 1","No","None","2023-09-18","11","2022-02-23","Supplier21","1.5 °C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Canada",6500,300,,4875,124,0.413333,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2023-07-16","Supplier8","1.5 °C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","Germany",3500,15000,,2625,239,0.015933,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2022-11-10","Supplier21","1.5 °C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Germany",6500,30000,,4875,124,0.004133,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2022-04-20","Supplier8","2°C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","Australia",4500,250,,3375,239,0.956,1,0.095695,34
"Tier 1","No","None","2023-09-18","34","2023-03-22","Supplier8","2°C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","USA",4500,400000,,3375,239,0.000598,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2022-11-13","Supplier21","1.5 °C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Australia",3500,250,,2625,124,0.496,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2023-06-01","Supplier8","1.5 °C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","Germany",4500,200,,3375,239,1.195,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2022-08-23","Supplier21","3°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","India",4500,400000,,3375,124,0.00031,1,0.0495,11
"Tier 1","No","None","2023-09-18","11","2023-03-15","Supplier21","2°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","USA",6500,15000,,4875,124,0.008267,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2023-10-25","Supplier8","1.5 °C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","USA",5500,250,,4125,239,0.956,1,0.095695,34
"Tier 1","No","None","2023-09-18","34","2023-11-08","Supplier8","1.5 °C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","Canada",5500,20000,,4125,239,0.01195,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2022-10-20","Supplier21","2°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","USA",6500,150000,,4875,124,0.000827,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2023-09-22","Supplier8","2°C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","Canada",4500,20000,,3375,239,0.01195,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2022-06-11","Supplier21","1.5 °C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Canada",4500,300,,3375,124,0.413333,1,0.0495,11
"Tier 1","No","None","2023-09-18","11","2022-02-08","Supplier21","2°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Germany",6500,30000,,4875,124,0.004133,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2022-05-07","Supplier8","1.5 °C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","UK",3500,15000,,2625,239,0.015933,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2022-11-06","Supplier21","3°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","UK",6500,150000,,4875,124,0.000827,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2022-10-10","Supplier8","2°C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","Canada",6500,500000,,4875,239,0.000478,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2022-05-21","Supplier21","3°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Germany",6500,300,,4875,124,0.413333,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2023-04-09","Supplier8","3°C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","Canada",6500,200,,4875,239,1.195,1,0.095695,34
"Tier 1","No","None","2023-09-18","34","2023-12-13","Supplier8","2°C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","Australia",3500,200,,2625,239,1.195,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2023-09-09","Supplier21","2°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Australia",5500,200,,4125,124,0.62,1,0.0495,11
"Tier 1","No","None","2023-09-18","11","2023-04-20","Supplier21","1.5 °C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","UK",6500,300,,4875,124,0.413333,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2023-02-09","Supplier8","1.5 °C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","USA",6500,200,,4875,239,1.195,1,0.095695,34
"Tier 1","No","None","2023-09-18","34","2022-06-17","Supplier8","2°C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","Australia",3500,30000,,2625,239,0.007967,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2023-10-16","Supplier21","1.5 °C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","USA",6500,20000,,4875,124,0.0062,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2023-11-29","Supplier8","1.5 °C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","India",5500,500000,,4125,239,0.000478,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2023-07-25","Supplier21","2°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","Australia",3500,30000,,2625,124,0.004133,1,0.0495,11
"Tier 1","No","None","2023-09-18","34","2022-08-12","Supplier8","2°C",,"0eMB0000000Gy4uMAC",,"None","Harmon Consulting","Canada",6500,150000,,4875,239,0.001593,1,0.095695,34
"Tier 1","No","None","2023-09-18","11","2023-06-21","Supplier21","2°C",,"0eMB0000000Gy4nMAC",,"None","American Airlines","India",5500,200,,4125,124,0.62,1,0.0495,11
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-01-27","Supplier12","1.5 °C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","UK",6500,15000,3,4875,422,0.028133,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-02-13","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","UK",5500,20000,3,4125,422,0.0211,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2022-04-22","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","USA",4500,250,3,3375,422,1.688,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-03-18","Supplier12","1.5 °C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","UK",4500,150000,3,3375,422,0.002813,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-01-04","Supplier12","3°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","USA",6500,400000,3,4875,422,0.001055,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-10-18","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","Germany",4500,20000,3,3375,422,0.0211,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-10-29","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","Australia",3500,300,3,2625,422,1.406667,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-11-08","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","USA",5500,30000,3,4125,422,0.014067,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-01-08","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","India",3500,250,3,2625,422,1.688,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2022-01-03","Supplier12","1.5 °C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","Canada",5500,400000,3,4125,422,0.001055,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-08-28","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","UK",3500,400000,3,2625,422,0.001055,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-08-11","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","UK",4500,200,3,3375,422,2.11,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-06-22","Supplier12","1.5 °C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","Germany",5500,20000,3,4125,422,0.0211,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-12-27","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","Australia",3500,200,3,2625,422,2.11,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-03-31","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","India",5500,15000,3,4125,422,0.028133,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-04-08","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","USA",4500,15000,3,3375,422,0.028133,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2022-07-13","Supplier12","1.5 °C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","Canada",6500,15000,3,4875,422,0.028133,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2022-09-22","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","India",5500,400000,3,4125,422,0.001055,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2022-12-18","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","Germany",5500,300,3,4125,422,1.406667,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-06-08","Supplier12","1.5 °C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","Canada",5500,15000,3,4125,422,0.028133,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-05-24","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","Australia",5500,300,3,4125,422,1.406667,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2022-07-19","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","Canada",6500,300,3,4875,422,1.406667,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2022-08-11","Supplier12","1.5 °C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","India",5500,250,3,4125,422,1.688,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-07-06","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","India",3500,150000,3,2625,422,0.002813,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2022-11-25","Supplier12","1.5 °C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","Canada",3500,150000,3,2625,422,0.002813,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2022-08-03","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","USA",4500,30000,3,3375,422,0.014067,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-10-09","Supplier12","1.5 °C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","Germany",5500,300,3,4125,422,1.406667,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2022-09-23","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","Canada",4500,200,3,3375,422,2.11,1,0.1686,1
"Tier 1","Yes","Spend Based","2023-09-18","1","2023-08-30","Supplier12","2°C",,"0eMB0000000Gy4eMAC","Validated","None","Pinnacle Partners","Australia",3500,300,3,2625,422,1.406667,1,0.1686,1
