"Supplier_Tier","HasScoreCard","Emission_Calculation_Method","Rank","Date","Emissions_Reduction_Type","Reporting_Scope","Score_Card_Status","SBTI_Target_Status","Supplier","Location","Reported_Emissions","Procurement_Expense","ScoreCardOrder","Calculated_Emissions","Procurement_Emissions","Expense_Ratio","Contribution_to_Total_Emissions","Contribution_total_Emissions_Card","RankNro"
"Tier 1","No","None","13","2022-02-28","1.5 °C",,,"None","Air Canada","Germany",3500,30000,,2625,149,0.004967,1,0.0595,13
"Tier 1","No","None","56","2021-06-09","2°C",,,"None","Xcel Energy","Australia",5500,500000,,4125,275,0.00055,1,0.10995,56
"Tier 1","No","None","25","2022-11-18","2°C",,,"None","Employnet","USA",6500,300,,4875,231,0.77,1,0.092395,25
"Tier 1","No","None","10","2021-11-21","1.5 °C",,,"None","Red Studio Designs","Australia",4500,500000,,3375,54,0.000108,1,0.0215,10
"Tier 1","No","None","53","2022-07-28","2°C",,,"None","UlyssesNet","Canada",6500,200,,4875,75,0.375,1,0.02995,53
"Tier 1","No","None","43","2021-11-06","3°C",,,"None","Lyft","Germany",3500,30000,,2625,236,0.007867,1,0.09454,43
"Tier 1","No","None","37","2022-08-05","1.5 °C",,,"None","Hilton","India",4500,15000,,3375,231,0.0154,1,0.092346,37
"Tier 1","No","None","22","2021-08-31","2°C",,,"None","CityCab","UK",5500,250,,4125,234,0.936,1,0.09343,22
"Tier 1","No","None","11","2022-09-27","2°C",,,"None","ABC Woodworks","Germany",5500,400000,,4125,124,0.00031,1,0.0495,11
"Tier 1","No","None","44","2021-06-28","2°C",,,"None","Marriott","India",6500,20000,,4875,86,0.0043,1,0.03436,44
"Tier 1","No","None","34","2022-11-26","1.5 °C",,,"None","Harmon Consulting","Australia",3500,150000,,2625,239,0.001593,1,0.095695,34
"Tier 1","Yes","Supplier Provided","3","2021-07-30","2°C","Scope 1 and 2","Complete","Multiple","*Acme","UK",4500,15000,4,3375,249,0.0166,1,0.0995,3
"Tier 1","No","None","21","2021-03-10","1.5 °C","all scopes",,"None","Budget","USA",4500,150000,,3375,87,0.00058,1,0.034995,21
"Tier 1","No","None","47","2022-04-29","2°C",,,"None","RCE, Inc.","Canada",5500,200,,4125,59,0.295,1,0.0235,47
"Tier 1","No","None","26","2022-01-14","2°C",,,"None","Enterprise","UK",6500,30000,,4875,234,0.0078,1,0.093495,26
"Tier 1","No","None","31","2021-10-23","3°C",,,"None","Good Freight Co","USA",3500,500000,,2625,241,0.000482,1,0.096595,31
"Tier 1","No","None","8","2021-01-14","2°C",,,"None","Associated Supply Co.","India",5500,400000,,4125,81,0.000203,1,0.0322,8
"Tier 1","No","None","40","2022-01-05","1.5 °C",,,"None","JetBlue","Canada",4500,20000,,3375,236,0.0118,1,0.094595,40
"Tier 1","No","None","16","2021-09-21","2°C","Scope 1 and 2",,"None","Allied Technologies","Germany",3500,250,,2625,2194,8.776,1,0.8775,16
"Tier 1","No","None","54","2022-03-25","1.5 °C",,,"None","United Airline","Australia",6500,300,,4875,75,0.25,1,0.02995,54
"Tier 1","Yes","Spend Based","50","2022-01-08","3°C",,"Validated","Multiple","Tech Labs","Australia",6500,250,3,4875,827,3.308,1,0.330995,50
"Tier 1","No","None","48","2021-10-20","2°C",,,"None","SoloTaxi","Germany",5500,200,,4125,602,3.01,1,0.240995,48
"Tier 1","No","None","38","2022-09-16","2°C",,,"None","Hyatt","USA",3500,400000,,2625,236,0.00059,1,0.09454,38
"Tier 1","Yes","Spend Based","4","2021-08-29","2°C",,"New","None","Vand Enterprises, Inc.","UK",4500,300,1,3375,243,0.81,1,0.0971,4
"Tier 1","No","None","20","2021-12-23","1.5 °C",,,"None","British Airways","India",4500,500000,,3375,233,0.000466,1,0.093395,20
"Tier 1","No","None","41","2022-03-07","1.5 °C",,,"None","KLM","Canada",5500,30000,,4125,236,0.007867,1,0.09454,41
"Tier 1","No","None","12","2021-03-12","2°C","Scope 1 and 2",,"None","Advanced Communications","UK",3500,20000,,2625,149,0.00745,1,0.0595,12
"Tier 1","No","None","19","2022-06-14","2°C",,,"None","Big Sky & Sons","Germany",6500,15000,,4875,234,0.0156,1,0.093495,19
"Tier 1","No","None","18","2022-05-09","1.5 °C",,,"None","Avis","Canada",5500,150000,,4125,60,0.0004,1,0.02395,18
"Tier 1","No","None","28","2021-03-26","2°C",,,"None","General Utilities","India",3500,250,,2625,232,0.928,1,0.09295,28
"Tier 1","Yes","Spend Based","1","2021-08-25","3°C",,"Validated","None","Pinnacle Partners","Australia",6500,15000,3,4875,422,0.028133,1,0.1686,1
"Tier 1","No","None","35","2022-04-18","2°C",,,"None","Haven Enterprises","USA",4500,150000,,3375,241,0.001607,1,0.096595,35
"Tier 1","No","None","26","2022-03-30","1.5 °C",,,"None","Enterprise","UK",6500,20000,,4875,234,0.0117,1,0.093495,26
"Tier 1","No","None","55","2021-11-29","2°C",,,"None","Valley Supply Inc.","India",4500,200,,3375,239,1.195,1,0.095595,55
"Tier 1","No","None","22","2022-10-01","2°C",,,"None","CityCab","Germany",3500,300,,2625,234,0.78,1,0.09343,22
"Tier 1","No","None","17","2021-10-22","1.5 °C",,,"None","Atlas Inc","Canada",5500,30000,,4125,199,0.006633,1,0.0795,17
"Tier 1","No","None","42","2022-01-04","2°C","all scopes",,"None","Laine Ltd","USA",5500,400000,,4125,86,0.000215,1,0.0346,42
"Tier 1","No","None","41","2021-12-09","3°C",,,"None","KLM","Australia",4500,500000,,3375,236,0.000472,1,0.09454,41
"Tier 1","No","None","56","2021-10-19","1.5 °C",,,"None","Xcel Energy","UK",6500,400000,,4875,275,0.000688,1,0.10995,56
"Tier 1","No","None","40","2022-08-13","2°C",,,"None","JetBlue","India",3500,15000,,2625,236,0.015733,1,0.094595,40
"Tier 1","No","None","24","2022-11-16","2°C",,,"None","Delta Airlines","Germany",6500,250,,4875,137,0.548,1,0.054995,24
"Tier 1","No","None","18","2021-10-02","1.5 °C",,,"None","Avis","Australia",5500,500000,,4125,60,0.00012,1,0.02395,18
"Tier 1","No","None","9","2022-09-01","2°C",,,"None","Roseburg Products Co","Canada",3500,20000,,2625,56,0.0028,1,0.0226,9
"Tier 1","Yes","Spend Based","50","2021-01-06","2°C",,"Validated","Multiple","Tech Labs","USA",4500,300,3,3375,827,2.756667,1,0.330995,50
"Tier 1","No","None","11","2022-10-03","1.5 °C",,,"None","ABC Woodworks","India",5500,30000,,4125,124,0.004133,1,0.0495,11
"Tier 1","No","None","10","2021-07-20","2°C",,,"None","Red Studio Designs","UK",6500,150000,,4875,54,0.00036,1,0.0215,10
"Tier 1","No","None","51","2022-07-25","3°C",,,"None","Test Supplier","USA",4500,200,,3375,1077,5.385,1,0.430995,51
"Tier 1","No","None","28","2021-04-01","1.5 °C",,,"None","General Utilities","Germany",3500,30000,,2625,232,0.007733,1,0.09295,28
"Tier 1","No","None","19","2021-03-23","2°C",,,"None","Big Sky & Sons","Canada",6500,15000,,4875,234,0.0156,1,0.093495,19
"Tier 1","No","None","53","2022-09-26","2°C",,,"None","UlyssesNet","Australia",5500,250,,4125,75,0.3,1,0.02995,53
"Tier 1","No","None","27","2021-09-13","2°C",,,"None","Five Winds Project, LLC","USA",3500,150000,,2625,234,0.00156,1,0.093495,27
"Tier 1","No","None","54","2022-08-16","1.5 °C",,,"None","United Airline","Canada",4500,300,,3375,75,0.25,1,0.02995,54
"Tier 1","No","None","34","2021-10-23","2°C",,,"None","Harmon Consulting","Germany",5500,500000,,4125,239,0.000478,1,0.095695,34
"Tier 1","No","None","38","2022-07-17","3°C",,,"None","Hyatt","Australia",4500,400000,,3375,236,0.00059,1,0.09454,38
"Tier 1","No","None","46","2021-05-22","1.5 °C",,,"None","Momentum Design","India",6500,20000,,4875,233,0.01165,1,0.093244,46
"Tier 1","No","None","47","2022-09-20","2°C",,,"None","RCE, Inc.","UK",3500,200,,2625,59,0.295,1,0.0235,47
"Tier 1","No","None","31","2022-07-22","2°C",,,"None","Good Freight Co","India",4500,150000,,3375,241,0.001607,1,0.096595,31
"Tier 1","No","None","35","2021-01-10","1.5 °C",,,"None","Haven Enterprises","UK",5500,400000,,4125,241,0.000603,1,0.096595,35
"Tier 1","No","None","36","2021-11-12","2°C",,,"None","Hertz","USA",6500,15000,,4875,239,0.015933,1,0.095695,36
"Tier 1","No","None","14","2022-02-03","2°C",,,"None","Air France","Canada",3500,30000,,2625,1424,0.047467,1,0.5695,14
"Tier 1","Yes","Spend Based","1","2022-12-22","1.5 °C",,"Validated","None","Pinnacle Partners","Germany",4500,20000,3,3375,422,0.0211,1,0.1686,1
"Tier 1","No","None","13","2021-03-13","2°C",,,"None","Air Canada","Australia",3500,300,,2625,149,0.496667,1,0.0595,13
"Tier 1","No","None","12","2022-02-20","3°C","Scope 1 and 2",,"None","Advanced Communications","UK",6500,500000,,4875,149,0.000298,1,0.0595,12
"Tier 1","No","None","16","2021-11-19","1.5 °C","Scope 1 and 2",,"None","Allied Technologies","USA",5500,200,,4125,2194,10.97,1,0.8775,16
"Tier 1","No","None","43","2022-09-11","2°C",,,"None","Lyft","Canada",3500,250,,2625,236,0.944,1,0.09454,43
"Tier 1","No","None","5","2021-03-12","2°C",,,"None","salesforce.com","Australia",6500,150000,,4875,242,0.001613,1,0.0966,5
"Tier 1","No","None","39","2021-09-07","2°C",,,"None","IHG","Germany",4500,20000,,3375,239,0.01195,1,0.095495,39
"Tier 1","No","None","7","2022-01-13","1.5 °C",,,"None","Office Print & Ship Services","India",5500,300,,4125,160,0.533333,1,0.0639,7
"Tier 1","No","None","49","2021-07-27","3°C",,,"None","Southern Solutions","Germany",6500,30000,,4875,59,0.001967,1,0.0235,49
"Tier 1","No","None","8","2022-02-27","2°C",,,"None","Associated Supply Co.","Canada",3500,500000,,2625,81,0.000162,1,0.0322,8
"Tier 1","No","None","15","2021-10-22","2°C","all scopes",,"None","Alamo","USA",4500,250,,3375,2199,8.796,1,0.8795,15
"Tier 1","Yes","Spend Based","2","2022-11-04","1.5 °C",,"Response Recived","None","Universal Containers","UK",5500,400000,2,4125,403,0.001007,1,0.1613,2
"Tier 1","No","None","33","2021-05-04","2°C",,,"None","Gusto Sound and Audio","India",4500,15000,,3375,239,0.015933,1,0.09565,33
"Tier 1","No","None","21","2022-06-27","2°C","all scopes",,"None","Budget","Australia",3500,200,,2625,87,0.435,1,0.034995,21
"Tier 1","No","None","30","2021-11-21","1.5 °C",,,"None","Glasgow Water","UK",5500,500000,,4125,241,0.000482,1,0.09647,30
"Tier 1","No","None","45","2022-01-22","2°C",,,"None","Meridian Partners","Canada",6500,20000,,4875,73,0.00365,1,0.02936,45
"Tier 1","Yes","Spend Based","4","2022-05-23","1.5 °C",,"New","None","Vand Enterprises, Inc.","Germany",6500,200,1,4875,243,1.215,1,0.0971,4
"Tier 1","No","None","37","2021-03-31","2°C",,,"None","Hilton","India",4500,300,,3375,231,0.77,1,0.092346,37
"Tier 1","No","None","48","2022-12-20","3°C",,,"None","SoloTaxi","USA",3500,15000,,2625,602,0.040133,1,0.240995,48
"Tier 1","No","None","29","2021-05-06","2°C",,,"None","Glasgow Catering","Australia",5500,250,,4125,228,0.912,1,0.091295,29
"Tier 1","No","None","44","2021-07-17","1.5 °C",,,"None","Marriott","Germany",3500,400000,,2625,86,0.000215,1,0.03436,44
"Tier 1","No","None","25","2022-12-08","2°C",,,"None","Employnet","India",5500,30000,,4125,231,0.0077,1,0.092395,25
"Tier 1","Yes","Spend Based","6","2021-09-10","1.5 °C",,"Complete","Multiple","Universal Services","Australia",4500,150000,4,3375,209,0.001393,1,0.0834,6
"Tier 1","No","None","23","2022-05-19","2°C",,,"None","Constellation Energy","Canada",6500,250,,4875,234,0.936,1,0.093495,23
"Tier 1","No","None","20","2021-07-04","2°C",,,"None","British Airways","UK",3500,30000,,2625,233,0.007767,1,0.093395,20
"Tier 1","No","None","32","2022-07-13","3°C","all scopes",,"None","Green Fields Media","USA",4500,200,,3375,241,1.205,1,0.096595,32
"Tier 1","No","None","52","2021-02-14","2°C",,,"None","Uber","UK",6500,150000,,4875,87,0.00058,1,0.034995,52
"Tier 1","Yes","Supplier Provided","3","2022-05-18","1.5 °C","Scope 1 and 2","Complete","Multiple","*Acme","Australia",5500,400000,4,4125,249,0.000623,1,0.0995,3
"Tier 1","No","None","13","2022-05-20","2°C",,,"None","Air Canada","Canada",5500,15000,,4125,149,0.009933,1,0.0595,13
"Tier 1","No","None","28","2021-08-09","1.5 °C",,,"None","General Utilities","Germany",6500,300,,4875,232,0.773333,1,0.09295,28
"Tier 1","No","None","8","2022-05-08","2°C",,,"None","Associated Supply Co.","India",4500,20000,,3375,81,0.00405,1,0.0322,8
"Tier 1","No","None","53","2021-08-29","2°C",,,"None","UlyssesNet","USA",3500,500000,,2625,75,0.00015,1,0.02995,53
"Tier 1","No","None","18","2021-06-06","3°C",,,"None","Avis","Germany",4500,500000,,3375,60,0.00012,1,0.02395,18
"Tier 1","No","None","11","2022-02-09","1.5 °C",,,"None","ABC Woodworks","UK",5500,300,,4125,124,0.413333,1,0.0495,11
"Tier 1","No","None","20","2022-12-28","2°C",,,"None","British Airways","Australia",6500,250,,4875,233,0.932,1,0.093395,20
"Tier 1","No","None","25","2021-04-20","1.5 °C",,,"None","Employnet","Canada",3500,400000,,2625,231,0.000578,1,0.092395,25
"Tier 1","No","None","5","2022-03-03","2°C",,,"None","salesforce.com","USA",3500,20000,,2625,242,0.0121,1,0.0966,5
"Tier 1","No","None","40","2021-12-05","2°C",,,"None","JetBlue","India",6500,150000,,4875,236,0.001573,1,0.094595,40
"Tier 1","No","None","37","2022-04-02","1.5 °C",,,"None","Hilton","Germany",5500,15000,,4125,231,0.0154,1,0.092346,37
"Tier 1","Yes","Spend Based","2","2021-10-14","2°C",,"Response Recived","None","Universal Containers","USA",4500,30000,2,3375,403,0.013433,1,0.1613,2
"Tier 1","No","None","56","2021-03-18","2°C",,,"None","Xcel Energy","Australia",3500,200,,2625,275,1.375,1,0.10995,56
"Tier 1","No","None","24","2022-04-19","3°C",,,"None","Delta Airlines","Canada",6500,400000,,4875,137,0.000343,1,0.054995,24
"Tier 1","No","None","14","2022-09-08","2°C",,,"None","Air France","India",4500,30000,,3375,1424,0.047467,1,0.5695,14
"Tier 1","No","None","51","2021-03-25","1.5 °C",,,"None","Test Supplier","UK",5500,15000,,4125,1077,0.0718,1,0.430995,51
"Tier 1","No","None","49","2021-02-20","2°C",,,"None","Southern Solutions","USA",6500,20000,,4875,59,0.00295,1,0.0235,49
"Tier 1","No","None","43","2022-01-22","1.5 °C",,,"None","Lyft","Australia",4500,150000,,3375,236,0.001573,1,0.09454,43
"Tier 1","No","None","46","2021-11-08","2°C",,,"None","Momentum Design","Germany",5500,250,,4125,233,0.932,1,0.093244,46
"Tier 1","No","None","21","2022-05-22","2°C","all scopes",,"None","Budget","UK",3500,200,,2625,87,0.435,1,0.034995,21
"Tier 1","No","None","54","2021-08-18","1.5 °C",,,"None","United Airline","Canada",4500,300,,3375,75,0.25,1,0.02995,54
"Tier 1","No","None","34","2022-12-27","2°C",,,"None","Harmon Consulting","India",3500,500000,,2625,239,0.000478,1,0.095695,34
"Tier 1","No","None","22","2022-03-24","3°C",,,"None","CityCab","Canada",5500,500000,,4125,234,0.000468,1,0.09343,22
"Tier 1","Yes","Spend Based","1","2021-04-12","2°C",,"Validated","None","Pinnacle Partners","India",6500,250,3,4875,422,1.688,1,0.1686,1
"Tier 1","No","None","31","2021-11-21","1.5 °C",,,"None","Good Freight Co","UK",5500,15000,,4125,241,0.016067,1,0.096595,31
"Tier 1","No","None","33","2022-07-12","2°C",,,"None","Gusto Sound and Audio","Australia",6500,150000,,4875,239,0.001593,1,0.09565,33
"Tier 1","Yes","Spend Based","50","2022-08-20","1.5 °C",,"Validated","Multiple","Tech Labs","USA",4500,30000,3,3375,827,0.027567,1,0.330995,50
"Tier 1","No","None","44","2021-04-05","2°C",,,"None","Marriott","Germany",3500,20000,,2625,86,0.0043,1,0.03436,44
"Tier 1","No","None","17","2022-05-09","2°C",,,"None","Atlas Inc","Germany",6500,400000,,4875,199,0.000498,1,0.0795,17
"Tier 1","No","None","45","2021-03-05","3°C",,,"None","Meridian Partners","USA",4500,200,,3375,73,0.365,1,0.02936,45
"Tier 1","No","None","16","2022-03-08","1.5 °C","Scope 1 and 2",,"None","Allied Technologies","Australia",5500,300,,4125,2194,7.313333,1,0.8775,16
"Tier 1","No","None","36","2021-11-13","2°C",,,"None","Hertz","UK",3500,250,,2625,239,0.956,1,0.095695,36
"Tier 1","No","None","19","2022-10-18","2°C",,,"None","Big Sky & Sons","India",5500,20000,,4125,234,0.0117,1,0.093495,19
"Tier 1","Yes","Spend Based","4","2021-05-17","2°C",,"New","None","Vand Enterprises, Inc.","Canada",3500,400000,1,2625,243,0.000608,1,0.0971,4
"Tier 1","No","None","35","2022-07-29","1.5 °C",,,"None","Haven Enterprises","Australia",4500,30000,,3375,241,0.008033,1,0.096595,35
"Tier 1","No","None","41","2021-05-20","2°C",,,"None","KLM","India",6500,500000,,4875,236,0.000472,1,0.09454,41
"Tier 1","No","None","12","2022-07-11","1.5 °C","Scope 1 and 2",,"None","Advanced Communications","USA",5500,150000,,4125,149,0.000993,1,0.0595,12
"Tier 1","No","None","42","2021-10-29","3°C","all scopes",,"None","Laine Ltd","Germany",4500,200,,3375,86,0.43,1,0.0346,42
"Tier 1","No","None","7","2022-09-10","2°C",,,"None","Office Print & Ship Services","UK",3500,15000,,2625,160,0.010667,1,0.0639,7
"Tier 1","No","None","23","2021-12-25","2°C",,,"None","Constellation Energy","Canada",6500,300,,4875,234,0.78,1,0.093495,23
"Tier 1","Yes","Supplier Provided","3","2021-07-16","1.5 °C","Scope 1 and 2","Validated","Multiple","*Acme","Canada",3500,200,3,2625,249,1.245,1,0.0995,3
"Tier 1","No","None","52","2022-01-22","2°C",,,"None","Uber","India",6500,500000,,4875,87,0.000174,1,0.034995,52
"Tier 1","No","None","48","2022-10-19","1.5 °C",,,"None","SoloTaxi","Australia",4500,20000,,3375,602,0.0301,1,0.240995,48
"Tier 1","No","None","55","2021-05-26","2°C",,,"None","Valley Supply Inc.","USA",5500,400000,,4125,239,0.000598,1,0.095595,55
"Tier 1","No","None","10","2021-05-31","2°C",,,"None","Red Studio Designs","Germany",6500,300,,4875,54,0.18,1,0.0215,10
"Tier 1","No","None","29","2022-10-06","3°C",,,"None","Glasgow Catering","UK",3500,150000,,2625,228,0.00152,1,0.091295,29
"Tier 1","No","None","9","2022-07-02","2°C",,,"None","Roseburg Products Co","India",4500,15000,,3375,56,0.003733,1,0.0226,9
"Tier 1","No","None","26","2021-06-05","1.5 °C",,,"None","Enterprise","Australia",5500,250,,4125,234,0.936,1,0.093495,26
"Tier 1","No","None","47","2021-09-04","2°C",,,"None","RCE, Inc.","Germany",4500,30000,,3375,59,0.001967,1,0.0235,47
"Tier 1","No","None","38","2022-07-22","1.5 °C",,,"None","Hyatt","UK",6500,30000,,4875,236,0.007867,1,0.09454,38
"Tier 1","No","None","30","2022-09-11","2°C",,,"None","Glasgow Water","USA",3500,20000,,2625,241,0.01205,1,0.09647,30
"Tier 1","Yes","Spend Based","6","2021-01-26","2°C",,"Complete","Multiple","Universal Services","Canada",5500,500000,4,4125,209,0.000418,1,0.0834,6
"Tier 1","No","None","15","2022-08-20","1.5 °C","all scopes",,"None","Alamo","UK",3500,250,,2625,2199,8.796,1,0.8795,15
"Tier 1","No","None","27","2021-09-22","2°C",,,"None","Five Winds Project, LLC","USA",6500,300,,4875,234,0.78,1,0.093495,27
"Tier 1","No","None","39","2021-12-01","3°C",,,"None","IHG","Canada",5500,150000,,4125,239,0.001593,1,0.095495,39
"Tier 1","No","None","32","2022-05-15","2°C","all scopes",,"None","Green Fields Media","Germany",4500,15000,,3375,241,0.016067,1,0.096595,32
"Tier 1","Yes","Spend Based","6","2021-01-16","1.5 °C",,"Complete","Multiple","Universal Services","Australia",5500,200,4,4125,209,1.045,1,0.0834,6
"Tier 1","No","None","45","2022-03-12","2°C",,,"None","Meridian Partners","India",6500,400000,,4875,73,0.000183,1,0.02936,45
"Tier 1","No","None","27","2021-07-09","1.5 °C",,,"None","Five Winds Project, LLC","UK",3500,400000,,2625,234,0.000585,1,0.093495,27
"Tier 1","No","None","42","2022-11-03","2°C","all scopes",,"None","Laine Ltd","India",4500,500000,,3375,86,0.000172,1,0.0346,42
"Tier 1","No","None","40","2022-12-22","3°C",,,"None","JetBlue","Canada",5500,200,,4125,236,1.18,1,0.094595,40
"Tier 1","No","None","55","2021-02-19","1.5 °C",,,"None","Valley Supply Inc.","Australia",3500,20000,,2625,239,0.01195,1,0.095595,55
"Tier 1","No","None","21","2021-09-26","2°C","all scopes",,"None","Budget","Germany",4500,150000,,3375,87,0.00058,1,0.034995,21
"Tier 1","No","None","39","2022-07-15","2°C",,,"None","IHG","USA",6500,300,,4875,239,0.796667,1,0.095495,39
"Tier 1","Yes","Supplier Provided","3","2022-03-18","2°C","Scope 1 and 2","Complete","Multiple","*Acme","Canada",4500,15000,4,3375,249,0.0166,1,0.0995,3
"Tier 1","No","None","28","2021-01-08","1.5 °C",,,"None","General Utilities","Australia",5500,250,,4125,232,0.928,1,0.09295,28
"Tier 1","No","None","51","2022-10-09","2°C",,,"None","Test Supplier","USA",3500,30000,,2625,1077,0.0359,1,0.430995,51
"Tier 1","Yes","Spend Based","4","2021-04-03","3°C",,"New","None","Vand Enterprises, Inc.","India",6500,150000,1,4875,243,0.00162,1,0.0971,4
"Tier 1","No","None","11","2022-06-27","1.5 °C",,,"None","ABC Woodworks","UK",3500,250,,2625,124,0.496,1,0.0495,11
"Tier 1","No","None","12","2021-12-24","2°C","Scope 1 and 2",,"None","Advanced Communications","Germany",4500,200,,3375,149,0.745,1,0.0595,12
"Tier 1","No","None","34","2022-09-23","2°C",,,"None","Harmon Consulting","Germany",6500,300,,4875,239,0.796667,1,0.095695,34
"Tier 1","No","None","5","2021-02-12","1.5 °C",,,"None","salesforce.com","UK",5500,15000,,4125,242,0.016133,1,0.0966,5
"Tier 1","No","None","46","2022-12-10","2°C",,,"None","Momentum Design","Canada",4500,500000,,3375,233,0.000466,1,0.093244,46
"Tier 1","No","None","44","2021-11-10","2°C",,,"None","Marriott","Australia",3500,400000,,2625,86,0.000215,1,0.03436,44
"Tier 1","No","None","19","2021-10-26","2°C",,,"None","Big Sky & Sons","India",6500,30000,,4875,234,0.0078,1,0.093495,19
"Tier 1","No","None","25","2022-06-04","3°C",,,"None","Employnet","USA",5500,20000,,4125,231,0.01155,1,0.092395,25
"Tier 1","No","None","36","2021-03-24","1.5 °C",,,"None","Hertz","Australia",3500,200,,2625,239,1.195,1,0.095695,36
"Tier 1","No","None","54","2022-07-21","2°C",,,"None","United Airline","UK",6500,15000,,4875,75,0.005,1,0.02995,54
"Tier 1","No","None","33","2022-01-20","1.5 °C",,,"None","Gusto Sound and Audio","USA",4500,300,,3375,239,0.796667,1,0.09565,33
"Tier 1","No","None","31","2021-08-21","2°C",,,"None","Good Freight Co","India",5500,30000,,4125,241,0.008033,1,0.096595,31
"Tier 1","No","None","15","2022-05-20","2°C","all scopes",,"None","Alamo","Germany",6500,20000,,4875,2199,0.10995,1,0.8795,15
"Tier 1","No","None","30","2021-04-22","1.5 °C",,,"None","Glasgow Water","Canada",4500,400000,,3375,241,0.000603,1,0.09647,30
"Tier 1","Yes","Spend Based","2","2022-10-07","2°C",,"Response Recived","None","Universal Containers","India",5500,150000,2,4125,403,0.002687,1,0.1613,2
"Tier 1","No","None","37","2021-06-02","3°C",,,"None","Hilton","UK",3500,250,,2625,231,0.924,1,0.092346,37
"Tier 1","No","None","53","2021-01-12","2°C",,,"None","UlyssesNet","Canada",4500,500000,,3375,75,0.00015,1,0.02995,53
"Tier 1","No","None","8","2022-06-15","2°C",,,"None","Associated Supply Co.","Australia",5500,30000,,4125,81,0.0027,1,0.0322,8
"Tier 1","No","None","41","2022-10-22","1.5 °C",,,"None","KLM","USA",3500,250,,2625,236,0.944,1,0.09454,41
"Tier 1","No","None","7","2021-02-03","2°C",,,"None","Office Print & Ship Services","Germany",6500,150000,,4875,160,0.001067,1,0.0639,7
"Tier 1","No","None","22","2022-05-04","1.5 °C",,,"None","CityCab","Germany",5500,20000,,4125,234,0.0117,1,0.09343,22
"Tier 1","No","None","14","2021-10-01","2°C",,,"None","Air France","USA",6500,400000,,4875,1424,0.00356,1,0.5695,14
"Tier 1","Yes","Spend Based","1","2022-02-17","1.5 °C",,"Validated","None","Pinnacle Partners","Australia",3500,500000,3,2625,422,0.000844,1,0.1686,1
"Tier 1","No","None","20","2021-07-15","3°C",,,"None","British Airways","Canada",4500,200,,3375,233,1.165,1,0.093395,20
"Tier 1","No","None","52","2022-12-09","2°C",,,"None","Uber","UK",3500,15000,,2625,87,0.0058,1,0.034995,52
"Tier 1","No","None","24","2021-11-08","1.5 °C",,,"None","Delta Airlines","India",4500,300,,3375,137,0.456667,1,0.054995,24
"Tier 1","No","None","56","2021-12-09","2°C",,,"None","Xcel Energy","Canada",6500,150000,,4875,275,0.001833,1,0.10995,56
"Tier 1","No","None","16","2022-08-26","2°C","Scope 1 and 2",,"None","Allied Technologies","India",5500,30000,,4125,2194,0.073133,1,0.8775,16
"Tier 1","No","None","43","2021-10-01","2°C",,,"None","Lyft","USA",4500,20000,,3375,236,0.0118,1,0.09454,43
"Tier 1","No","None","23","2022-09-30","1.5 °C",,,"None","Constellation Energy","UK",3500,400000,,2625,234,0.000585,1,0.093495,23
"Tier 1","No","None","32","2022-08-29","2°C","all scopes",,"None","Green Fields Media","Australia",5500,250,,4125,241,0.964,1,0.096595,32
"Tier 1","No","None","35","2021-01-13","2°C",,,"None","Haven Enterprises","Germany",6500,200,,4875,241,1.205,1,0.096595,35
"Tier 1","No","None","13","2022-09-09","1.5 °C",,,"None","Air Canada","Australia",4500,300,,3375,149,0.496667,1,0.0595,13
"Tier 1","No","None","26","2021-10-06","3°C",,,"None","Enterprise","Canada",6500,500000,,4875,234,0.000468,1,0.093495,26
"Tier 1","No","None","48","2022-04-27","2°C",,,"None","SoloTaxi","USA",5500,15000,,4125,602,0.040133,1,0.240995,48
"Tier 1","Yes","Spend Based","50","2021-06-02","2°C",,"Validated","Multiple","Tech Labs","UK",3500,30000,3,2625,827,0.027567,1,0.330995,50
