"AccountId","BusinessRegion","Asset","AssetExternalId","AccountExternalId","ReportPeriod","ActivityType","LastProcessedDate","ActivitySourceType","TreatmentMethod","AssetType","Country","AssetId","AccountName","FloorArea","WithdrawnWater","ConsumedWater","ConsumedPerDay","DischargedPerDay","EmployeeCount","WithdrawnPerDay","UnitsManufactured","DischargedWater","TreatedWater","WaterManagementCost"
,"EMEA","Tranquility Data Center","SDO.010",,"2023-03-16","Consumption","2023-03-24","Sea Water","Secondary","Data Center","Germany","0phB00000004MmwIAE",,48500,70,1940,5.32,0.38,29000,0.19,35000,137,836.64,32205
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2016-10-01","Consumption","2023-03-24","Ground Water - Non-Renewable","Primary","Office","NED",,"Yubo Corporation",18000,6,46,0.13,0.03,10000,0.02,12000,12,6797.7,960
,"EMEA","Tranquility Data Center","SDO.010",,"2022-07-14","Consumption","2023-03-24","Ground Water - Renewable","Other","Data Center","Germany","0phB00000004MmwIAE",,18000,90,1800,4.93,0.3,10000,0.25,12000,108,104.58,29970
,"Africa","RDC - Cedar Data Center","SDO.008",,"2012-02-08","Withdrawal","2023-03-24","Sea Water","Secondary","Data Center","South Africa",,,21000,490,208,0.57,0,17000,1.34,16000,0,836.64,10470
,"EMEA","Tranquility Data Center","SDO.010",,"2020-12-18","Discharge","2023-03-24","Ground Water - Renewable","Tertiary","Data Center","Germany","0phB00000004MmwIAE",,48500,130,1750,4.79,0.4,29000,0.36,35000,147,941.22,30405
,"Africa","RDC - Cedar Data Center","SDO.008",,"2023-11-08","Discharge","2023-03-24","Ground Water - Non-Renewable","Discharge to Env w/o Treatment","Data Center","South Africa",,,48500,80,46,0.13,0.02,29000,0.22,35000,9,1254.96,2025
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2014-09-13","Consumption","2023-03-24","Ground Water - Non-Renewable","Primary","Office","NED",,"Yubo Corporation",38500,5,376,1.03,0.95,29000,0.01,28500,346,6797.7,10905
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2022-04-28","Consumption","2023-03-24","Ground Water - Non-Renewable","Other","Office","NED",,"Yubo Corporation",18000,654,98,0.27,0.32,10000,1.79,12000,118,104.58,13050
,"Africa","RDC - Cedar Data Center","SDO.008",,"2015-06-30","Withdrawal","2023-03-24","Reused Water","Other","Data Center","South Africa",,,28000,1200,346,0.95,0.15,15000,3.29,20000,54,104.58,24000
,"EMEA","Tranquility Data Center","SDO.010",,"2016-12-17","Discharge","2023-03-24","Ground Water - Renewable","Primary","Data Center","Germany","0phB00000004MmwIAE",,18000,120,1660,4.55,0.35,10000,0.33,12000,129,6797.7,28635
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2015-08-28","Consumption","2023-03-24","Third-Party Reserve","Discharge to 3rd Party w/o Treatment","Office","NED",,"Yubo Corporation",28000,130,46,0.13,0.02,15000,0.36,20000,9,522.9,2775
,"EMEA","Tranquility Data Center","SDO.010",,"2023-12-19","Consumption","2023-03-24","Ground Water - Non-Renewable","Tertiary","Data Center","Germany","0phB00000004MmwIAE",,48500,70,1750,4.79,0.28,29000,0.19,35000,102,941.22,28830
,"Africa","RDC - Cedar Data Center","SDO.008",,"2014-10-21","Discharge","2023-03-24","Recycled Water","Primary","Data Center","South Africa",,,38500,0,1820,4.99,0.95,29000,0,28500,346,6797.7,32490
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2013-09-29","Discharge","2023-03-24","Ground Water - Renewable","Tertiary","Office","NED",,"Yubo Corporation",12000,498,376,1.03,0,19000,1.36,38500,0,941.22,13110
,"EMEA","Tranquility Data Center","SDO.010",,"2022-12-24","Consumption","2023-03-24","Reused Water","Other","Data Center","Germany","0phB00000004MmwIAE",,18000,50,1650,4.52,0.35,10000,0.14,12000,128,104.58,27420
,"Africa","RDC - Cedar Data Center","SDO.008",,"2017-10-08","Consumption","2023-03-24","Sea Water","Discharge to Env w/o Treatment","Data Center","South Africa",,,48500,2,208,0.57,0.01,29000,0.01,35000,3,1254.96,3195
,"EMEA","Tranquility Data Center","SDO.010",,"2014-04-24","Consumption","2023-03-24","Recycled Water","Discharge to 3rd Party w/o Treatment","Data Center","Germany","0phB00000004MmwIAE",,38500,130,1940,5.32,0.32,29000,0.36,28500,117,522.9,32805
,"Africa","RDC - Cedar Data Center","SDO.008",,"2022-06-13","Consumption","2023-03-24","Fresh Water","Tertiary","Data Center","South Africa",,,18000,80,208,0.57,0.01,10000,0.22,12000,3,941.22,4365
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2018-02-15","Discharge","2023-03-24","Ground Water - Renewable","Primary","Office","NED",,"Yubo Corporation",28000,1200,98,0.27,0,15000,3.29,20000,0,6797.7,19470
,"Africa","RDC - Cedar Data Center","SDO.008",,"2013-03-23","Consumption","2023-03-24","Ground Water - Non-Renewable","Secondary","Data Center","South Africa",,,12000,490,103,0.28,0.15,19000,1.34,38500,54,836.64,9705
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2021-06-20","Withdrawal","2023-03-24","Fresh Water","Primary","Office","NED",,"Yubo Corporation",28000,498,376,1.03,0.03,15000,1.36,20000,12,6797.7,13290
,"EMEA","Tranquility Data Center","SDO.010",,"2023-09-02","Discharge","2023-03-24","Reused Water","Discharge to 3rd Party w/o Treatment","Data Center","Germany","0phB00000004MmwIAE",,48500,70,1660,4.55,0.3,29000,0.19,35000,110,522.9,27600
,"EMEA","Tranquility Data Center","SDO.010",,"2015-10-23","Consumption","2023-03-24","Sea Water","Tertiary","Data Center","Germany","0phB00000004MmwIAE",,28000,110,1910,5.23,0.36,15000,0.3,20000,130,941.22,32250
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2016-02-11","Consumption","2023-03-24","Ground Water - Non-Renewable","Discharge to 3rd Party w/o Treatment","Office","NED",,"Yubo Corporation",18000,6,208,0.57,0.15,10000,0.02,12000,54,522.9,4020
,"Africa","RDC - Cedar Data Center","SDO.008",,"2015-05-25","Discharge","2023-03-24","Ground Water - Renewable","Primary","Data Center","South Africa",,,28000,0,1167,3.2,0.02,15000,0,20000,9,6797.7,17640
,"EMEA","Tranquility Data Center","SDO.010",,"2022-03-08","Discharge","2023-03-24","Fresh Water","Secondary","Data Center","Germany","0phB00000004MmwIAE",,18000,50,1840,5.04,0.38,10000,0.14,12000,139,836.64,30435
,"Africa","RDC - Cedar Data Center","SDO.008",,"2016-06-16","Consumption","2023-03-24","Sea Water","Tertiary","Data Center","South Africa",,,18000,150,46,0.13,0,10000,0.41,12000,0,941.22,2940
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2022-09-23","Consumption","2023-03-24","Ground Water - Renewable","Other","Office","NED",,"Yubo Corporation",18000,498,98,0.27,0.15,10000,1.36,12000,54,104.58,9750
,"EMEA","Tranquility Data Center","SDO.010",,"2013-02-25","Consumption","2023-03-24","Fresh Water","Other","Data Center","Germany","0phB00000004MmwIAE",,12000,100,1860,5.1,0.39,19000,0.27,38500,142,104.58,31530
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2016-10-13","Consumption","2023-03-24","Sea Water","Tertiary","Office","NED",,"Yubo Corporation",18000,498,376,1.03,0.15,10000,1.36,12000,54,941.22,13920
,"Africa","RDC - Cedar Data Center","SDO.008",,"2019-03-10","Discharge","2023-03-24","Third-Party Reserve","Secondary","Data Center","South Africa",,,18000,490,1167,3.2,0.34,10000,1.34,12000,125,836.64,26730
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2018-11-19","Withdrawal","2023-03-24","Fresh Water","Other","Office","NED",,"Yubo Corporation",28000,2,1167,3.2,0.02,15000,0.01,20000,9,104.58,17670
,"Africa","RDC - Cedar Data Center","SDO.008",,"2013-05-16","Discharge","2023-03-24","Sea Water","Tertiary","Data Center","South Africa",,,12000,6,376,1.03,0.36,19000,0.02,38500,131,941.22,7695
,"EMEA","Tranquility Data Center","SDO.010",,"2022-12-06","Consumption","2023-03-24","Ground Water - Renewable","Other","Data Center","Germany","0phB00000004MmwIAE",,18000,60,1780,4.88,0.39,10000,0.16,12000,144,104.58,29760
,"Africa","RDC - Cedar Data Center","SDO.008",,"2017-02-25","Discharge","2023-03-24","Ground Water - Non-Renewable","Discharge to Env w/o Treatment","Data Center","South Africa",,,48500,150,346,0.95,0.95,29000,0.41,35000,346,1254.96,12630
,"EMEA","Tranquility Data Center","SDO.010",,"2022-05-23","Consumption","2023-03-24","Ground Water - Non-Renewable","Primary","Data Center","Germany","0phB00000004MmwIAE",,18000,110,1840,5.04,0.29,10000,0.3,12000,106,6797.7,30840
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2015-01-30","Consumption","2023-03-24","Recycled Water","Other","Office","NED",,"Yubo Corporation",28000,5,1167,3.2,0.01,15000,0.01,20000,3,104.58,17625
,"EMEA","Tranquility Data Center","SDO.010",,"2022-10-17","Withdrawal","2023-03-24","Ground Water - Renewable","Tertiary","Data Center","Germany","0phB00000004MmwIAE",,18000,110,1520,4.16,0.39,10000,0.3,12000,144,941.22,26610
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2016-03-13","Consumption","2023-03-24","Sea Water","Discharge to Env w/o Treatment","Office","NED",,"Yubo Corporation",18000,70,1800,4.93,0.02,10000,0.19,12000,9,1254.96,28185
,"Africa","RDC - Cedar Data Center","SDO.008",,"2015-05-05","Consumption","2023-03-24","Ground Water - Non-Renewable","Discharge to Env w/o Treatment","Data Center","South Africa",,,28000,498,376,1.03,0.02,15000,1.36,20000,9,1254.96,13245
,"Africa","RDC - Cedar Data Center","SDO.008",,"2021-11-15","Consumption","2023-03-24","Reused Water","Discharge to 3rd Party w/o Treatment","Data Center","South Africa",,,28000,100,98,0.27,0.15,15000,0.27,20000,54,522.9,3780
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2016-11-13","Consumption","2023-03-24","Recycled Water","Primary","Office","NED",,"Yubo Corporation",18000,5,1167,3.2,0,10000,0.01,12000,0,6797.7,17580
,"EMEA","Tranquility Data Center","SDO.010",,"2023-07-25","Discharge","2023-03-24","Third-Party Reserve","Other","Data Center","Germany","0phB00000004MmwIAE",,48500,140,1510,4.14,0.35,29000,0.38,35000,127,104.58,26655
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2022-09-15","Consumption","2023-03-24","Recycled Water","Discharge to Env w/o Treatment","Office","NED",,"Yubo Corporation",18000,2,46,0.13,0.01,10000,0.01,12000,3,1254.96,765
,"Africa","RDC - Cedar Data Center","SDO.008",,"2023-11-10","Consumption","2023-03-24","Sea Water","Secondary","Data Center","South Africa",,,48500,654,208,0.57,0.15,29000,1.79,35000,54,836.64,13740
,"EMEA","Tranquility Data Center","SDO.010",,"2023-04-01","Withdrawal","2023-03-24","Sea Water","Secondary","Data Center","Germany","0phB00000004MmwIAE",,48500,70,1720,4.71,0.39,29000,0.19,35000,142,836.64,28980
,"EMEA","Tranquility Data Center","SDO.010",,"2022-11-02","Discharge","2023-03-24","Reused Water","Secondary","Data Center","Germany","0phB00000004MmwIAE",,18000,120,1850,5.07,0.41,10000,0.33,12000,150,836.64,31800
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2013-12-28","Consumption","2023-03-24","Third-Party Reserve","Discharge to 3rd Party w/o Treatment","Office","NED",,"Yubo Corporation",12000,498,103,0.28,0.02,19000,1.36,38500,9,522.9,9150
,"Africa","RDC - Cedar Data Center","SDO.008",,"2019-02-28","Consumption","2023-03-24","Ground Water - Non-Renewable","Discharge to Env w/o Treatment","Data Center","South Africa",,,18000,6,98,0.27,0.15,10000,0.02,12000,54,1254.96,2370
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2015-08-29","Consumption","2023-03-24","Reused Water","Tertiary","Office","NED",,"Yubo Corporation",28000,5,103,0.28,0.01,15000,0.01,20000,3,941.22,1665
,"EMEA","Tranquility Data Center","SDO.010",,"2018-10-28","Discharge","2023-03-24","Ground Water - Renewable","Primary","Data Center","Germany","0phB00000004MmwIAE",,28000,120,1560,4.27,0.4,15000,0.33,20000,147,6797.7,27405
,"Africa","RDC - Cedar Data Center","SDO.008",,"2016-08-21","Consumption","2023-03-24","Ground Water - Renewable","Primary","Data Center","South Africa",,,18000,110,0,0,0,10000,0.3,12000,0,6797.7,1650
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2023-05-29","Withdrawal","2023-03-24","Ground Water - Non-Renewable","Secondary","Office","NED",,"Yubo Corporation",48500,2,208,0.57,0.01,29000,0.01,35000,3,836.64,3195
,"Africa","RDC - Cedar Data Center","SDO.008",,"2014-03-08","Discharge","2023-03-24","Recycled Water","Discharge to 3rd Party w/o Treatment","Data Center","South Africa",,,38500,490,346,0.95,0.03,29000,1.34,28500,12,522.9,12720
,"EMEA","Tranquility Data Center","SDO.010",,"2022-05-07","Withdrawal","2023-03-24","Recycled Water","Discharge to 3rd Party w/o Treatment","Data Center","Germany","0phB00000004MmwIAE",,18000,80,1740,4.77,0.39,10000,0.22,12000,142,522.9,29430
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2015-07-21","Discharge","2023-03-24","Reused Water","Primary","Office","NED",,"Yubo Corporation",28000,6,376,1.03,0.28,15000,0.02,20000,101,6797.7,7245
,"EMEA","Tranquility Data Center","SDO.010",,"2022-02-27","Consumption","2023-03-24","Reused Water","Other","Data Center","Germany","0phB00000004MmwIAE",,18000,50,1660,4.55,0.33,10000,0.14,12000,122,104.58,27480
,"Africa","RDC - Cedar Data Center","SDO.008",,"2021-04-07","Withdrawal","2023-03-24","Ground Water - Renewable","Secondary","Data Center","South Africa",,,28000,2,1167,3.2,0.02,15000,0.01,20000,9,836.64,17670
,"EMEA","Tranquility Data Center","SDO.010",,"2019-09-03","Consumption","2023-03-24","Recycled Water","Primary","Data Center","Germany","0phB00000004MmwIAE",,18000,90,1860,5.1,0.37,10000,0.25,12000,134,6797.7,31260
,"Africa","RDC - Cedar Data Center","SDO.008",,"2015-07-06","Consumption","2023-03-24","Ground Water - Non-Renewable","Discharge to Env w/o Treatment","Data Center","South Africa",,,28000,654,46,0.13,0.01,15000,1.79,20000,3,1254.96,10545
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2022-12-10","Withdrawal","2023-03-24","Third-Party Reserve","Discharge to 3rd Party w/o Treatment","Office","NED",,"Yubo Corporation",18000,2,0,0,0.15,10000,0.01,12000,54,522.9,840
,"EMEA","Tranquility Data Center","SDO.010",,"2021-06-01","Withdrawal","2023-03-24","Recycled Water","Primary","Data Center","Germany","0phB00000004MmwIAE",,28000,50,1710,4.68,0.35,15000,0.14,20000,127,6797.7,28305
,"Africa","RDC - Cedar Data Center","SDO.008",,"2013-04-12","Withdrawal","2023-03-24","Ground Water - Renewable","Secondary","Data Center","South Africa",,,12000,5,103,0.28,0.03,19000,0.01,38500,12,836.64,1800
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2019-02-01","Withdrawal","2023-03-24","Ground Water - Renewable","Primary","Office","NED",,"Yubo Corporation",18000,70,208,0.57,0.01,10000,0.19,12000,3,6797.7,4215
,"Africa","RDC - Cedar Data Center","SDO.008",,"2014-02-23","Consumption","2023-03-24","Ground Water - Non-Renewable","Primary","Data Center","South Africa",,,38500,1200,103,0.28,0.95,29000,3.29,28500,346,6797.7,24735
,"EMEA","Tranquility Data Center","SDO.010",,"2019-06-03","Consumption","2023-03-24","Sea Water","Tertiary","Data Center","Germany","0phB00000004MmwIAE",,18000,100,1800,4.93,0.41,10000,0.27,12000,149,941.22,30735
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2017-01-19","Withdrawal","2023-03-24","Reused Water","Tertiary","Office","NED",,"Yubo Corporation",48500,498,0,0,0,29000,1.36,35000,0,941.22,7470
,"Africa","RDC - Cedar Data Center","SDO.008",,"2020-10-27","Consumption","2023-03-24","Ground Water - Non-Renewable","Primary","Data Center","South Africa",,,48500,2,0,0,0.15,29000,0.01,35000,54,6797.7,840
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2023-05-07","Discharge","2023-03-24","Ground Water - Non-Renewable","Discharge to 3rd Party w/o Treatment","Office","NED",,"Yubo Corporation",48500,490,1167,3.2,0,29000,1.34,35000,0,522.9,24855
,"EMEA","Tranquility Data Center","SDO.010",,"2022-10-06","Consumption","2023-03-24","Fresh Water","Tertiary","Data Center","Germany","0phB00000004MmwIAE",,18000,70,1990,5.45,0.39,10000,0.19,12000,144,941.22,33060
,"EMEA","Tranquility Data Center","SDO.010",,"2017-05-04","Discharge","2023-03-24","Reused Water","Primary","Data Center","Germany","0phB00000004MmwIAE",,48500,140,1810,4.96,0.36,29000,0.38,35000,133,6797.7,31245
,"Africa","RDC - Cedar Data Center","SDO.008",,"2019-09-03","Withdrawal","2023-03-24","Third-Party Reserve","Tertiary","Data Center","South Africa",,,18000,498,46,0.13,0.01,10000,1.36,12000,3,941.22,8205
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2015-08-22","Consumption","2023-03-24","Recycled Water","Primary","Office","NED",,"Yubo Corporation",28000,6,0,0,0.02,15000,0.02,20000,9,6797.7,225
,"EMEA","Tranquility Data Center","SDO.010",,"2016-08-25","Consumption","2023-03-24","Fresh Water","Other","Data Center","Germany","0phB00000004MmwIAE",,18000,100,1600,4.38,0.3,10000,0.27,12000,108,104.58,27120
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2014-04-27","Withdrawal","2023-03-24","Ground Water - Non-Renewable","Tertiary","Office","NED",,"Yubo Corporation",38500,498,346,0.95,0,29000,1.36,28500,0,941.22,12660
,"Africa","RDC - Cedar Data Center","SDO.008",,"2021-12-19","Consumption","2023-03-24","Third-Party Reserve","Discharge to Env w/o Treatment","Data Center","South Africa",,,28000,490,1167,3.2,0.03,15000,1.34,20000,12,1254.96,25035
,"EMEA","Tranquility Data Center","SDO.010",,"2020-01-21","Discharge","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Data Center","Germany","0phB00000004MmwIAE",,48500,140,1530,4.19,0.39,29000,0.38,35000,144,522.9,27210
,"Africa","RDC - Cedar Data Center","SDO.008",,"2021-09-22","Withdrawal","2023-03-24","Ground Water - Renewable","Secondary","Data Center","South Africa",,,28000,1200,1167,3.2,0.01,15000,3.29,20000,3,836.64,35550
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2017-12-19","Discharge","2023-03-24","Reused Water","Secondary","Office","NED",,"Yubo Corporation",48500,0,346,0.95,0.02,29000,0,35000,9,836.64,5325
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2015-02-05","Consumption","2023-03-24","Third-Party Reserve","Primary","Office","NED",,"Yubo Corporation",28000,498,376,1.03,0,15000,1.36,20000,0,6797.7,13110
,"EMEA","Tranquility Data Center","SDO.010",,"2012-06-16","Withdrawal","2023-03-24","Recycled Water","Other","Data Center","Germany","0phB00000004MmwIAE",,21000,70,1850,5.07,0.37,17000,0.19,16000,134,104.58,30810
,"Africa","RDC - Cedar Data Center","SDO.008",,"2021-08-20","Consumption","2023-03-24","Fresh Water","Discharge to Env w/o Treatment","Data Center","South Africa",,,28000,5,1820,4.99,0.01,15000,0.01,20000,3,1254.96,27420
"001B000001SklaNIAR","EMEA","*The Edge HQ","SDO.020","SupplierAcct203","2015-09-28","Discharge","2023-03-24","Reused Water","Primary","Office","NED",,"Yubo Corporation",28000,1200,1167,3.2,0.01,15000,3.29,20000,3,6797.7,35550
,"Africa","RDC - Cedar Data Center","SDO.008",,"2012-03-10","Consumption","2023-03-24","Recycled Water","Discharge to 3rd Party w/o Treatment","Data Center","South Africa",,,21000,498,208,0.57,0,17000,1.36,16000,0,522.9,10590
,"EMEA","Tranquility Data Center","SDO.010",,"2023-07-05","Withdrawal","2023-03-24","Ground Water - Renewable","Tertiary","Data Center","Germany","0phB00000004MmwIAE",,48500,90,1690,4.63,0.3,29000,0.25,35000,108,941.22,28320
,"Africa","RDC - Cedar Data Center","SDO.008",,"2017-06-08","Consumption","2023-03-24","Recycled Water","Tertiary","Data Center","South Africa",,,48500,490,103,0.28,0.01,29000,1.34,35000,3,941.22,8940
