"Fuel_Type","AccountId","Asset_Category","Asset","AssetExternalId","AccountExternalId","Asset_Type","CountryCode","LastProcessedDate","Date","Business_Region","AssetId","AccountName","Carbon_Inventory","Energy_Usage_kBtu_sq_ft","Electricity_Usage_Previous","Electricity_Usage_kWh_m2","Total_Energy_Consumption_kWh","Electricity_Usage_Current","Scope_3_Emissions","Annual_Energy_Intensity_Variance","Energy_Consumption_Intensity_kWh_m2","Total_Renewable_Energy_kWh","Electricity_Usage_kWh_sq_ft","Fuel_Consumption_Liters","Scope_1_Scope_2_Location_Emissions","Total_Diesel_Consumption","Non_Renewal_Resources","Energy_Emissions","Scope_1_Scope_2_Market_Emissions","Annual_Electricity_Intensity_Variance","Electricity_Cons_Intensity_kWh_m2","Total_Fuel_Oil_Consumption","Energy_Consumption","Data_Center_PUE_current","Total_Natural_Gas_consumption_kWh","Renewal_Resources","Total_Steam_Consumption","Data_Center_PUE_previous","Emissions_from_Stationary_Sources","Total_Building_Area","Energy_Usage_kBtu_m2","High_Outliers","Scope_1_Emissions_tCO2e","Fuel_Consumption_Gallons","Low_Outliers","Total_Allocation_Renewable_Energy"
"Cooling",,"Stationary","*Cirrus Tower","SDO.015",,"Commercial Building","IND","2023-09-18","2023-07-14","Southeast Asia","0phB00000004Mn1IAE",,37,1841,400000,5,120000,300000,56634,6,4.97,42857,54,3560,23454,100000,14000000,420,21234,3,10.02,11886,8820,45443,20958,31023124,353000,12454,85692,19000,171,14,18608,941,2.3,30000
"Electricity",,"Vehicle","Los Angeles SMALL TRUCK 12-0024","VDO.024",,"Fleet Vehicle","ARG","2023-09-18","2022-06-28","South America",,,33,3929,450000,18,135000,350000,56634,29,0.19,28929,194,3139,34345,150000,17000000,2295,34543,8,0.37,13080,7874,66544,76689,31023124,379000,53423,19219,12000,365,13.5,21323,829,1.5,20250
"Diesel",,"Vehicle","Los Angeles SMALL TRUCK 12-0024","VDO.024",,"Fleet Vehicle","JPN","2023-09-18","2023-11-28","South America",,,71,1927,400000,10,135000,250000,76855,3,2.52,57857,108,3560,23454,150000,15000000,1566,22345,10,5.15,13619,9452,66544,19426,29000000,367000,12454,2034,12000,179,14.9,15000,941,4.5,40500
"Heat",,"Stationary","*Cirrus Tower","SDO.015",,"Commercial Building","IND","2023-09-18","2023-09-27","Southeast Asia","0phB00000004Mn1IAE",,40,2605,250000,25,154000,300000,67688,24,4.97,55000,269,3560,23454,123678,17000000,587,22345,4,10.02,14241,6826,34124,34559,29000000,488000,12454,1063,2813000,242,11.3,18608,941,4.6,38500
"Cooling",,"Stationary","*Cirrus Tower","SDO.015",,"Commercial Building","IND","2023-09-18","2020-07-23","Southeast Asia","0phB00000004Mn1IAE",,93,3778,400000,18,135000,300000,67688,27,4.97,57857,194,3560,23454,100000,15000000,1309,21234,8,10.02,13667,3880,34124,49756,35000000,417000,53423,73498,2987000,351,13.5,18608,941,5.8,40500
"Electricity",,"Vehicle","Los Angeles SMALL TRUCK 12-0024","VDO.024",,"Fleet Vehicle","ARG","2023-09-18","2020-12-31","Central America",,,59,667,450000,9,120000,250000,56634,9,0.19,42857,97,500,23454,150000,14000000,316,34543,7,0.37,18767,3667,34124,66258,35000000,489000,12454,18253,2240000,62,10.6,15000,132,1.4,30000
"Diesel",,"Vehicle","Los Angeles SMALL TRUCK 12-0024","VDO.024",,"Fleet Vehicle","JPN","2023-09-18","2023-01-04","Central Asia",,,68,4736,350000,14,135000,150000,67688,19,2.52,38571,151,3139,23454,150000,14000000,2190,34543,10,5.15,17710,3711,45443,41106,29000000,443000,12454,19047,18000,440,13.6,15000,829,2.4,27000
"Natural Gas",,"Stationary","*Cirrus Tower","SDO.015",,"Commercial Building","IND","2023-09-18","2023-09-20","Southeast Asia","0phB00000004Mn1IAE",,97,2476,400000,24,135000,250000,56634,17,4.97,57857,258,3560,43566,100000,14000000,1187,34543,3,10.02,11702,3026,34124,29523,35000000,485000,12354,86376,2048000,230,11.8,21323,941,3.3,40500
"Diesel",,"Vehicle","Los Angeles SMALL TRUCK 12-0024","VDO.024",,"Fleet Vehicle","FRA","2023-09-18","2023-03-17","Middle East",,,92,1970,350000,30,120000,300000,76855,5,3.39,42857,323,3560,34345,123678,17000000,1729,22345,5,6.87,11728,8302,45443,97993,31023124,414000,12454,15097,2597000,183,10.3,18608,941,2.6,30000
"FuelOil",,"Stationary","*Cirrus Tower","SDO.015",,"Commercial Building","IND","2023-09-18","2021-08-02","Southeast Asia","0phB00000004Mn1IAE",,71,4553,400000,17,135000,150000,76855,26,4.97,28929,183,500,23454,100000,14000000,389,34543,10,10.02,16033,4983,34124,31079,35000000,436000,12454,72513,2053000,423,10.6,21323,132,1.7,20250
"Heat",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2020-06-09","South America","0phB00000004MmyIAE",,91,183,300000,13,135000,150000,67688,20,0.19,57857,140,3560,43566,123678,14000000,2083,34543,4,0.37,10382,8751,66544,70349,31023124,364000,12454,1016,34000,17,12.3,15000,941,2.8,40500
"Electricity",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2021-09-26","South America","0phB00000004MmyIAE",,31,947,450000,14,154000,250000,56634,6,0.19,33000,151,500,43566,123678,15000000,2170,21234,10,0.37,15430,8090,34124,34338,35000000,499000,12354,73683,12000,88,10.8,18608,132,5.1,23100
"Refrigerant",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2022-12-23","South America","0phB00000004MmyIAE",,68,258,350000,18,154000,300000,56634,30,0.19,66000,194,3560,43566,150000,14000000,315,34543,6,0.37,19292,5550,45443,83891,31023124,397000,53423,71309,12000,24,13.4,21323,941,4.8,46200
"Electricity",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2020-08-28","South America","0phB00000004MmyIAE",,96,3466,450000,22,154000,250000,56634,6,0.19,55000,237,3560,34345,123678,14000000,1301,34543,7,0.37,15644,4822,45443,46394,35000000,368000,12454,8085,12000,322,13.4,18608,941,4,38500
"Electricity",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2021-12-21","South America","0phB00000004MmyIAE",,90,517,450000,10,120000,250000,56634,8,0.19,42857,108,3139,43566,123678,14000000,536,22345,10,0.37,14338,5623,34124,12998,35000000,463000,12354,72244,2086000,48,14.1,15000,829,2.9,30000
"Diesel",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2022-09-20","South America","0phB00000004MmyIAE",,31,4768,250000,23,120000,150000,67688,2,0.19,34286,248,3139,34345,123678,15000000,1591,34543,7,0.37,10739,5134,66544,36440,29000000,386000,53423,94900,3045000,443,11.8,21323,829,3.5,24000
"FuelOil",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2020-06-02","South America","0phB00000004MmyIAE",,68,2573,350000,20,120000,300000,56634,7,0.19,51429,215,3560,23454,100000,17000000,1661,21234,3,0.37,17775,6301,66544,66178,29000000,383000,12354,99903,24000,239,10.7,18608,941,2.2,36000
"Cooling",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2020-06-22","South America","0phB00000004MmyIAE",,44,1389,350000,13,154000,250000,67688,5,0.19,33000,140,3560,23454,100000,14000000,610,21234,4,0.37,17510,3451,34124,34952,29000000,411000,12454,8630,2371000,129,14.8,15000,941,0.3,23100
"Natural Gas",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2022-04-07","South America","0phB00000004MmyIAE",,87,3961,400000,9,120000,250000,67688,2,0.19,34286,97,3139,43566,123678,17000000,2210,34543,7,0.37,17008,9831,34124,42697,29000000,379000,12354,92297,2980000,368,10.2,18608,829,4.2,24000
"Propane",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2022-01-21","South America","0phB00000004MmyIAE",,35,3305,400000,26,135000,250000,76855,6,0.19,48214,280,3139,43566,100000,14000000,1918,22345,4,0.37,14490,6242,34124,27041,31023124,367000,12454,80140,11000,307,12.6,15000,829,4.8,33750
"Steam",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2022-12-09","South America","0phB00000004MmyIAE",,97,1044,400000,30,154000,150000,76855,28,0.19,44000,323,3139,43566,100000,17000000,953,22345,4,0.37,18296,5679,66544,61875,29000000,386000,12354,75189,3288000,97,11.8,15000,829,5.8,30800
"Diesel",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2021-03-29","South America","0phB00000004MmyIAE",,99,3821,400000,15,135000,300000,56634,28,0.19,38571,161,3139,23454,123678,14000000,1216,21234,8,0.37,18438,3880,66544,11137,29000000,353000,53423,78530,12000,355,14.2,18608,829,3,27000
"FuelOil",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2021-02-05","South America","0phB00000004MmyIAE",,66,1270,400000,17,135000,150000,76855,12,0.19,38571,183,500,23454,150000,17000000,399,34543,7,0.37,19625,8309,66544,61972,31023124,437000,12354,96946,3386000,118,12.1,15000,132,1.8,27000
"Steam",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2020-03-14","South America","0phB00000004MmyIAE",,82,1819,450000,9,120000,300000,76855,21,0.19,51429,97,500,43566,123678,17000000,1804,21234,5,0.37,14825,6284,66544,58922,31023124,444000,12454,17191,17000,169,12.4,21323,132,3.3,36000
"Steam",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2021-03-27","South America","0phB00000004MmyIAE",,61,409,400000,13,135000,300000,56634,14,0.19,57857,140,3560,43566,100000,17000000,2246,21234,3,0.37,12828,4793,45443,31507,31023124,419000,12354,17529,17000,38,14,18608,941,5.9,40500
"Cooling",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2021-04-23","South America","0phB00000004MmyIAE",,42,3681,400000,6,120000,250000,67688,21,0.19,51429,65,3560,43566,100000,14000000,424,22345,5,0.37,19537,3582,66544,69407,31023124,499000,53423,96563,28000,342,12.9,21323,941,2,36000
"Natural Gas",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2022-09-27","South America","0phB00000004MmyIAE",,60,560,450000,6,154000,350000,67688,17,0.19,66000,65,3139,34345,100000,17000000,1840,21234,3,0.37,17844,3717,66544,98358,29000000,402000,12454,92978,2511000,52,10.5,15000,829,2.1,46200
"Natural Gas",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2022-07-12","South America","0phB00000004MmyIAE",,77,2002,400000,25,120000,150000,56634,16,0.19,51429,269,3139,23454,100000,14000000,654,22345,8,0.37,10667,7535,66544,47145,31023124,385000,12454,97431,2053000,186,11.5,21323,829,4.7,36000
"Diesel",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2021-05-24","South America","0phB00000004MmyIAE",,32,2605,250000,8,135000,150000,56634,21,0.19,57857,86,500,23454,100000,17000000,501,34543,4,0.37,14711,8117,34124,66412,35000000,379000,53423,9616,22000,242,14.3,18608,132,1.1,40500
"FuelOil",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2022-11-27","South America","0phB00000004MmyIAE",,70,2562,400000,19,120000,300000,67688,29,0.19,42857,205,3139,43566,123678,14000000,1282,22345,5,0.37,11915,5682,34124,11776,35000000,394000,12454,8602,3100000,238,14.1,21323,829,4.5,30000
"Diesel",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2023-01-10","South America","0phB00000004MmyIAE",,81,2454,350000,27,154000,350000,76855,7,0.19,44000,291,3560,34345,100000,15000000,2073,34543,8,0.37,15332,5024,34124,86580,35000000,490000,12454,18208,15000,228,15,21323,941,1,30800
"Heat",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2022-01-02","South America","0phB00000004MmyIAE",,52,1615,300000,2,120000,300000,76855,6,0.19,51429,22,3139,43566,100000,14000000,1460,22345,6,0.37,14406,5227,34124,38805,29000000,498000,53423,75012,2576000,150,14,15000,829,4.9,36000
"Heat",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2023-09-30","South America","0phB00000004MmyIAE",,98,936,400000,26,135000,250000,67688,23,0.19,48214,280,3560,43566,123678,15000000,1840,22345,5,0.37,15227,8221,66544,46395,29000000,461000,12454,5140,23000,87,13.2,21323,941,5.9,33750
"Propane",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2022-06-07","South America","0phB00000004MmyIAE",,89,2982,250000,3,120000,150000,67688,11,0.19,25714,32,3139,34345,100000,14000000,2136,22345,4,0.37,15023,4750,34124,31794,29000000,477000,12454,71544,26000,277,14.4,21323,829,1.4,18000
"Heat",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2022-03-04","South America","0phB00000004MmyIAE",,68,3186,400000,19,135000,300000,56634,24,0.19,38571,205,3139,23454,123678,17000000,926,22345,8,0.37,12341,8620,34124,80588,35000000,467000,53423,90118,3205000,296,12.2,15000,829,2.2,27000
"Propane",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2020-06-25","South America","0phB00000004MmyIAE",,30,3305,400000,25,135000,250000,76855,27,0.19,57857,269,3560,43566,100000,14000000,1442,21234,7,0.37,16181,5193,66544,11424,31023124,385000,12454,15042,3298000,307,12.3,21323,941,3.9,40500
"FuelOil",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2022-06-16","South America","0phB00000004MmyIAE",,97,4499,400000,8,120000,150000,76855,9,0.19,25714,86,3139,34345,150000,17000000,917,21234,9,0.37,18005,4970,66544,78438,35000000,357000,12354,83762,2659000,418,10.9,21323,829,5.4,18000
"FuelOil",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2020-10-01","South America","0phB00000004MmyIAE",,81,2960,300000,5,135000,300000,56634,6,0.19,48214,54,3560,43566,150000,15000000,326,34543,4,0.37,15370,7349,45443,59932,29000000,480000,53423,78029,3268000,275,12.1,21323,941,0.1,33750
"Steam",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2021-11-25","South America","0phB00000004MmyIAE",,44,3853,400000,20,120000,300000,56634,18,0.19,51429,215,500,43566,123678,17000000,1071,22345,7,0.37,12930,4694,66544,77959,29000000,388000,53423,86903,2555000,358,11.1,18608,132,1.7,36000
"Electricity",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2020-06-12","South America","0phB00000004MmyIAE",,98,291,450000,10,135000,150000,76855,26,0.19,57857,108,3560,23454,123678,17000000,953,22345,6,0.37,15590,3273,34124,62885,31023124,474000,12454,3758,24000,27,14.5,15000,941,1.1,40500
"Electricity",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2023-10-02","South America","0phB00000004MmyIAE",,75,4338,350000,19,135000,150000,67688,9,0.19,57857,205,3560,23454,100000,17000000,1263,21234,6,0.37,17762,8584,34124,49263,31023124,462000,12454,96808,35000,403,14.5,21323,941,3.9,40500
"Steam",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2021-09-10","South America","0phB00000004MmyIAE",,37,2002,350000,12,120000,150000,76855,27,0.19,25714,129,500,23454,150000,14000000,1940,21234,4,0.37,12283,9519,66544,93057,35000000,465000,53423,74868,12000,186,12.4,21323,132,1.8,18000
"Natural Gas",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2022-11-09","South America","0phB00000004MmyIAE",,53,334,400000,7,120000,250000,67688,1,0.19,51429,75,3560,34345,123678,14000000,1158,22345,9,0.37,14249,7357,45443,62938,35000000,435000,12354,94270,3115000,31,11.8,15000,941,6,36000
"Propane",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2022-06-22","South America","0phB00000004MmyIAE",,83,1453,400000,28,135000,300000,76855,7,0.19,48214,301,3139,43566,100000,14000000,2289,34543,7,0.37,19628,8447,66544,21292,29000000,426000,53423,85378,2724000,135,13.9,21323,829,3.4,33750
"Steam",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2022-07-23","South America","0phB00000004MmyIAE",,40,4316,450000,2,154000,250000,76855,14,0.19,66000,22,3139,34345,123678,14000000,972,22345,7,0.37,10525,5862,45443,16714,29000000,353000,53423,9613,32000,401,12.9,15000,829,2.1,46200
"Steam",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2020-02-14","South America","0phB00000004MmyIAE",,80,3853,400000,19,154000,250000,76855,6,0.19,66000,205,500,43566,150000,15000000,1553,22345,5,0.37,18997,9005,34124,10985,35000000,469000,12354,85266,2834000,358,13,18608,132,3.4,46200
"Electricity",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2023-02-04","South America","0phB00000004MmyIAE",,85,2303,350000,21,135000,250000,76855,4,0.19,48214,226,3560,43566,150000,17000000,1389,22345,9,0.37,17924,4638,66544,65752,29000000,460000,12354,16834,14000,214,14.7,15000,941,3.4,33750
"Refrigerant",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2021-04-27","South America","0phB00000004MmyIAE",,65,797,350000,29,120000,250000,67688,3,0.19,51429,312,500,43566,150000,15000000,329,22345,8,0.37,13074,6606,45443,22443,31023124,377000,12354,75134,22000,74,10.2,15000,132,2.8,36000
"Heat",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2023-03-07","South America","0phB00000004MmyIAE",,64,2960,400000,6,154000,150000,56634,29,0.19,44000,65,3560,23454,123678,14000000,2024,34543,9,0.37,10712,4009,34124,52755,29000000,361000,12354,82032,25000,275,14.9,21323,941,4.3,30800
"FuelOil",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2021-07-08","South America","0phB00000004MmyIAE",,73,2486,350000,11,154000,250000,56634,19,0.19,55000,118,3560,43566,150000,15000000,1994,22345,9,0.37,17769,8758,34124,45625,29000000,427000,12454,75126,30000,231,14.8,18608,941,4.8,38500
"Propane",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2023-04-01","South America","0phB00000004MmyIAE",,81,1658,350000,17,154000,250000,56634,29,0.19,33000,183,3560,43566,123678,14000000,723,22345,5,0.37,14872,7000,66544,24223,29000000,386000,53423,83580,3257000,154,11.4,21323,941,5.6,23100
"Refrigerant",,"Stationary","Wolf Point Tower","SDO.012",,"Commercial Building","ARG","2023-09-18","2023-03-26","South America","0phB00000004MmyIAE",,62,4316,300000,30,120000,300000,56634,6,0.19,42857,323,3560,43566,123678,15000000,1257,22345,10,0.37,17965,8348,34124,62223,29000000,392000,12354,72294,2923000,401,13.6,15000,941,3.5,30000
"Cooling",,"Data Center","Business Travel FY19","S3DO.002",,"Data Center","IND","2023-09-18","2023-03-13","APAC",,,85,4349,400000,27,154000,350000,76855,27,4.97,66000,291,3139,34345,100000,15000000,1632,21234,3,10.02,18946,9281,34124,58122,35000000,465000,53423,16923,2132000,404,11.9,15000,829,4.7,46200
"Refrigerant",,"Scope 3","Business Travel FY19","S3DO.002",,"Scope 3","BRA","2023-09-18","2023-01-04","Europe",,,32,2895,400000,25,120000,250000,56634,21,1.05,34286,269,3560,23454,100000,17000000,1674,34543,5,2.13,14034,6901,34124,52455,35000000,436000,53423,73608,19000,269,11.9,15000,941,6,24000
"Electricity",,"Scope 3","Business Travel FY19","S3DO.002",,"Scope 3","JPN","2023-09-18","2023-05-23","Southeast Asia",,,70,2357,450000,7,135000,250000,67688,8,2.52,48214,75,3560,34345,100000,14000000,629,22345,7,5.15,10867,7562,34124,97531,35000000,429000,12354,5043,2878000,219,13.6,18608,941,2.6,33750
"Refrigerant",,"Data Center","Business Travel FY19","S3DO.002",,"Data Center","USA","2023-09-18","2020-12-15","South America",,,43,3617,400000,18,154000,350000,67688,24,0.24,55000,194,3139,23454,100000,15000000,1148,34543,6,0.59,16515,6097,66544,69446,35000000,453000,53423,16626,10000,336,13.9,21323,829,5.9,38500
"Cooling",,"Scope 3","Business Travel FY19","S3DO.002",,"Scope 3","JPN","2023-09-18","2022-02-15","South America",,,82,398,400000,17,154000,150000,76855,23,2.52,33000,183,3139,23454,100000,15000000,744,34543,4,5.15,11105,5365,45443,32900,31023124,473000,12454,98816,16000,37,12.3,15000,829,0.2,23100
"Electricity",,"Scope 3","Business Travel FY19","S3DO.002",,"Scope 3","USA","2023-09-18","2022-06-17","Middle East",,,51,4198,450000,3,120000,350000,56634,1,0.24,34286,32,3139,34345,150000,15000000,1308,34543,7,0.59,14260,7857,34124,88108,35000000,378000,12454,6225,27000,390,12.6,21323,829,1.2,24000
"Steam",,"Scope 3","Business Travel FY19","S3DO.002",,"Scope 3","FRA","2023-09-18","2021-05-22","South America",,,36,829,350000,24,154000,250000,67688,1,3.39,55000,258,3560,23454,150000,14000000,920,21234,8,6.87,18898,9388,45443,88541,31023124,455000,12454,97148,26000,77,14.5,15000,941,4.6,38500
"Diesel",,"Scope 3","Business Travel FY19","S3DO.002",,"Scope 3","SGP","2023-09-18","2020-01-11","North America",,,67,4768,400000,1,154000,250000,56634,29,0.42,44000,11,3560,34345,100000,15000000,1891,34543,6,0.85,17535,3666,45443,35388,35000000,437000,12354,18659,2931000,443,13.3,15000,941,2.8,30800
"FuelOil",,"Data Center","Business Travel FY19","S3DO.002",,"Data Center","AUS","2023-09-18","2021-07-02","South America",,,70,1324,350000,8,154000,150000,76855,22,4.19,33000,86,3560,43566,150000,14000000,1474,21234,3,8.45,12434,7271,34124,62179,35000000,370000,12354,15365,35000,123,13.3,18608,941,3,23100
"Natural Gas",,"Data Center","Business Travel FY19","S3DO.002",,"Data Center","SGP","2023-09-18","2022-07-30","Europe",,,86,3886,350000,30,120000,150000,67688,23,0.42,25714,323,3139,43566,123678,17000000,2174,21234,10,0.85,10504,5676,45443,77505,35000000,378000,53423,4621,29000,361,13.7,15000,829,3.1,18000
"Natural Gas",,"Scope 3","Business Travel FY19","S3DO.002",,"Scope 3","JPN","2023-09-18","2023-11-07","North America",,,96,2250,400000,9,154000,150000,67688,18,2.52,66000,97,3560,34345,150000,14000000,2214,22345,7,5.15,19858,8372,45443,64832,29000000,457000,12454,73358,3041000,209,10.7,18608,941,3.5,46200
"Refrigerant",,"Data Center","Business Travel FY19","S3DO.002",,"Data Center","BRA","2023-09-18","2022-06-28","AMER",,,79,3649,250000,19,120000,350000,56634,3,1.05,25714,205,3139,34345,100000,17000000,2102,22345,6,2.13,12129,6445,66544,84760,31023124,373000,53423,15174,2426000,339,12.5,18608,829,3.6,18000
