"LastProcessedDate","SpendBasedPredictedEmissionBucket","Date","SpendBasedEmissionBucket","DateBucket","Supplier_Type","Spend_Based_Emission","Qty_Based_Emission","Spend_Based_Predicted_Emission","Floor_Area","Headcount","Qty_Based_Predicted_Emission","Revenue"
"2023-09-18","CY / 62 K Total / Telecommunication 9K","2023-11-27","CY / 62 K Total / Telecommunication 9K  ","Current Year","Telecommunication",9000,5000,9000,850,100,5000,1900
"2023-09-18","Null - No Value","2018-08-01","CY / 62 K Total / Business Support 12K  ","5 Years Ago - 2018","Data Processing",12000,8000,,900,900,,900
"2023-09-18","Null - No Value","2014-05-06","CY-8 / 78 K Total / Legal Services 12K","9 Years Ago - 2014","Employment Service",12000,7000,,700,700,,700
"2023-09-18","Null - No Value","2021-07-06","CY-9 / 73 K Total / Legal Services 11K","2 Years Ago - 2021","Software",11000,7000,,200,1400,,3000
"2023-09-18","Null - No Value","2020-06-03","CY-9 / 73 K Total / Employment Service 8K","3 Years Ago - 2020","Other Real Estate",8000,4000,,1600,250,,1600
"2023-09-18","Null - No Value","2013-10-17","CY-10 / 57 K Total / Business Support 10K  ","10 Years Ago - 2013","Business Support",10000,5000,,700,500,,2800
"2023-09-18","Null - No Value","2017-12-31","CY-4 / 72 K Total / Employment Service 7K","6 Years Ago - 2017","Legal Services",7000,3000,,800,600,,2300
"2023-09-18","Null - No Value","2018-09-15","CY-7 / 46 K Total / Business Support 9K","5 Years Ago - 2018","Data Processing",9000,5000,,900,900,,900
"2023-09-18","CY+2 / 68 K Total / Telecommunication 9K","2025-05-05","NULL - No Value","2 Years Later","Telecommunication",,,9000,850,100,5000,1900
"2023-09-18","CY / 62 K Total / Legal Services 10K","2023-08-02","CY / 62 K Total / Legal Services 10K  ","Current Year","Legal Services",10000,6000,10000,800,600,6000,2300
"2023-09-18","CY+1 / 52 K Total / Employment Service 5K","2024-11-08","NULL - No Value","Next Year","Employment Service",,,5000,700,700,1000,700
"2023-09-18","Null - No Value","2019-06-08","CY-4 / 72 K Total / Business Support 12K","4 Years Ago - 2019","Business Support",12000,8000,,700,500,,2800
"2023-09-18","Null - No Value","2016-09-21","CY-7 / 46 K Total / Other Real State 5K","7 Years Ago - 2016","Other Real Estate",5000,1000,,1600,250,,1600
"2023-09-18","Null - No Value","2015-12-19","CY-8 / 78 K Total / Data Processing 9K","8 Years Ago - 2015","Data Processing",9000,4000,,900,900,,900
"2023-09-18","Null - No Value","2022-10-10","CY-7 / 46 K Total / Telecommunication 7K","Last Year - 2022","Telecommunication",7000,3000,,850,100,,1900
"2023-09-18","CY / 62 K Total / Software 13K","2023-03-30","CY / 62 K Total / Software 13K  ","Current Year","Software",13000,9000,13000,200,1400,9000,3000
"2023-09-18","Null - No Value","2017-03-24","CY-9 / 73 K Total / Telecommunication 10K","6 Years Ago - 2017","Data Processing",10000,6000,,900,900,,900
"2023-09-18","Null - No Value","2020-11-15","CY-10 / 57 K Total / Other Real Estate 7K  ","3 Years Ago - 2020","Business Support",7000,3000,,700,500,,2800
"2023-09-18","Null - No Value","2019-10-18","CY-4 / 72 K Total / Employment Service 7K","4 Years Ago - 2019","Employment Service",7000,3000,,700,700,,700
"2023-09-18","Null - No Value","2022-02-19","CY / 62 K Total / Other Real Estate 7K  ","Last Year - 2022","Other Real Estate",7000,3000,,1600,250,,1600
"2023-09-18","Null - No Value","2021-04-06","CY / 62 K Total / Data Processing 6K  ","2 Years Ago - 2021","Legal Services",6000,2000,,800,600,,2300
"2023-09-18","Null - No Value","2013-01-18","CY-10 / 57 K Total / Telecommunication 8K  ","10 Years Ago - 2013","Telecommunication",8000,3000,,850,100,,1900
"2023-09-18","Null - No Value","2015-01-10","CY-8 / 78 K Total / Software 14K","8 Years Ago - 2015","Software",14000,9000,,200,1400,,3000
"2023-09-18","CY+2 / 68 K Total / Telecommunication 9K","2025-02-04","NULL - No Value","2 Years Later","Telecommunication",,,9000,850,100,5000,1900
"2023-09-18","Null - No Value","2014-10-16","CY-9 / 73 K Total / Legal Services 11K","9 Years Ago - 2014","Legal Services",11000,6000,,800,600,,2300
"2023-09-18","CY+1 / 52 K Total / Data Processing 6K","2024-03-11","NULL - No Value","Next Year","Data Processing",,,6000,900,900,2000,900
"2023-09-18","Null - No Value","2018-02-04","CY-10 / 57 K Total / Business Support 10K  ","5 Years Ago - 2018","Other Real Estate",10000,6000,,1600,250,,1600
"2023-09-18","Null - No Value","2016-03-27","CY-7 / 46 K Total / Software 10K","7 Years Ago - 2016","Software",10000,6000,,200,1400,,3000
"2023-09-18","Null - No Value","2020-03-11","CY-4 / 72 K Total / Business Support 12K","3 Years Ago - 2020","Employment Service",12000,8000,,700,700,,700
"2023-09-18","CY / 62 K Total / Business Support 12K","2023-08-10","CY / 62 K Total / Business Support 12K  ","Current Year","Business Support",12000,8000,12000,700,500,8000,2800
"2023-09-18","Null - No Value","2021-06-24","CY-8 / 78 K Total / Legal Services 12K","2 Years Ago - 2021","Business Support",12000,8000,,700,500,,2800
"2023-09-18","CY+1 / 52 K Total / Data Processing 6K","2024-12-01","NULL - No Value","Next Year","Data Processing",,,6000,900,900,2000,900
"2023-09-18","Null - No Value","2016-03-04","CY-7 / 46 K Total / Software 10K","7 Years Ago - 2016","Software",10000,6000,,200,1400,,3000
"2023-09-18","Null - No Value","2022-09-13","CY-7 / 46 K Total / Software 10K","Last Year - 2022","Legal Services",10000,6000,,800,600,,2300
"2023-09-18","Null - No Value","2019-05-26","CY-4 / 72 K Total / Telecommunication 11K","4 Years Ago - 2019","Telecommunication",11000,7000,,850,100,,1900
"2023-09-18","Null - No Value","2018-10-30","CY-8 / 78 K Total / Telecommunication 11K","5 Years Ago - 2018","Employment Service",11000,7000,,700,700,,700
"2023-09-18","Null - No Value","2017-05-05","CY-7 / 46 K Total / Other Real State 5K","6 Years Ago - 2017","Other Real Estate",5000,1000,,1600,250,,1600
"2023-09-18","Null - No Value","2015-06-10","CY-8 / 78 K Total / Telecommunication 11K","8 Years Ago - 2015","Telecommunication",11000,6000,,850,100,,1900
"2023-09-18","CY+2 / 68 K Total / Business Support 10.5K","2025-10-12","NULL - No Value","2 Years Later","Business Support",,,10500,700,500,6500,2800
"2023-09-18","Null - No Value","2014-01-18","CY-9 / 73 K Total / Other Real State 9K","9 Years Ago - 2014","Other Real Estate",9000,4000,,1600,250,,1600
"2023-09-18","Null - No Value","2013-07-21","CY / 62 K Total / Data Processing 6K  ","10 Years Ago - 2013","Data Processing",6000,1000,,900,900,,900
"2023-09-18","CY+2 / 68 K Total / Software 14K","2025-09-29","NULL - No Value","2 Years Later","Software",,,14000,200,1400,10000,3000
"2023-09-18","Null - No Value","2020-06-17","CY-10 / 57 K Total / Data Processing 6K  ","3 Years Ago - 2020","Legal Services",6000,2000,,800,600,,2300
"2023-09-18","Null - No Value","2014-04-23","CY-8 / 78 K Total / Employment Service 8K","9 Years Ago - 2014","Employment Service",8000,3000,,700,700,,700
"2023-09-18","Null - No Value","2021-12-22","CY-8 / 78 K Total / Other Real State 11K","2 Years Ago - 2021","Telecommunication",11000,7000,,850,100,,1900
"2023-09-18","Null - No Value","2013-06-21","CY / 62 K Total / Legal Services 10K  ","10 Years Ago - 2013","Legal Services",10000,5000,,800,600,,2300
"2023-09-18","Null - No Value","2017-09-08","CY-7 / 46 K Total / Employment Service 3K","6 Years Ago - 2017","Business Support",3000,-1000,,700,500,,2800
"2023-09-18","Null - No Value","2018-03-28","CY-10 / 57 K Total / Legal Services 9K  ","5 Years Ago - 2018","Software",9000,5000,,200,1400,,3000
"2023-09-18","Null - No Value","2016-01-28","CY-7 / 46 K Total / Other Real State 5K","7 Years Ago - 2016","Other Real Estate",5000,1000,,1600,250,,1600
"2023-09-18","CY / 62 K Total / Data Processing 6K","2023-03-30","CY / 62 K Total / Data Processing 6K  ","Current Year","Data Processing",6000,2000,6000,900,900,2000,900
"2023-09-18","Null - No Value","2022-05-27","CY-10 / 57 K Total / Telecommunication 8K  ","Last Year - 2022","Employment Service",8000,4000,,700,700,,700
"2023-09-18","CY+1 / 52 K Total / Other Real State 7K","2024-06-11","NULL - No Value","Next Year","Other Real Estate",,,7000,1600,250,3000,1600
"2023-09-18","Null - No Value","2019-10-18","CY-4 / 72 K Total / Legal Services 11K","4 Years Ago - 2019","Legal Services",11000,7000,,800,600,,2300
"2023-09-18","Null - No Value","2015-09-28","CY-4 / 72 K Total / Business Support 12K","8 Years Ago - 2015","Employment Service",12000,7000,,700,700,,700
"2023-09-18","Null - No Value","2020-01-19","CY-9 / 73 K Total / Business Support 12K","3 Years Ago - 2020","Software",12000,8000,,200,1400,,3000
"2023-09-18","Null - No Value","2013-07-29","CY-10 / 57 K Total / Data Processing 6K  ","10 Years Ago - 2013","Data Processing",6000,1000,,900,900,,900
"2023-09-18","Null - No Value","2021-07-26","CY / 62 K Total / Telecommunication 9K  ","2 Years Ago - 2021","Telecommunication",9000,5000,,850,100,,1900
"2023-09-18","CY+1 / 52 K Total / Business Support 9K","2024-11-20","NULL - No Value","Next Year","Business Support",,,9000,700,500,5000,2800
"2023-09-18","Null - No Value","2022-04-19","CY-10 / 57 K Total / Other Real Estate 7K  ","Last Year - 2022","Legal Services",7000,3000,,800,600,,2300
"2023-09-18","Null - No Value","2014-02-02","CY-9 / 73 K Total / Telecommunication 10K","9 Years Ago - 2014","Telecommunication",10000,5000,,850,100,,1900
"2023-09-18","Null - No Value","2017-06-29","CY-8 / 78 K Total / Software 14K","6 Years Ago - 2017","Business Support",14000,10000,,700,500,,2800
"2023-09-18","Null - No Value","2016-10-26","CY-7 / 46 K Total / Software 10K","7 Years Ago - 2016","Software",10000,6000,,200,1400,,3000
"2023-09-18","CY+1 / 52 K Total / Business Support 9K","2025-10-14","NULL - No Value","2 Years Later","Employment Service",,,9000,700,700,5000,700
"2023-09-18","Null - No Value","2018-11-06","CY / 62 K Total / Software 13K  ","5 Years Ago - 2018","Data Processing",13000,9000,,900,900,,900
"2023-09-18","CY / 62 K Total / Other Real State 7K","2023-12-29","CY / 62 K Total / Other Real Estate 7K  ","Current Year","Other Real Estate",7000,3000,7000,1600,250,3000,1600
"2023-09-18","Null - No Value","2015-06-27","CY-8 / 78 K Total / Telecommunication 11K","8 Years Ago - 2015","Telecommunication",11000,6000,,850,100,,1900
"2023-09-18","Null - No Value","2019-11-01","CY-4 / 72 K Total / Other Real State 10K","4 Years Ago - 2019","Other Real Estate",10000,6000,,1600,250,,1600
"2023-09-18","Null - No Value","2022-07-11","CY-4 / 72 K Total / Employment Service 7K","Last Year - 2022","Legal Services",7000,3000,,800,600,,2300
"2023-09-18","Null - No Value","2020-05-05","CY-10 / 57 K Total / Software 12K  ","3 Years Ago - 2020","Software",12000,8000,,200,1400,,3000
"2023-09-18","CY+1 / 52 K Total / Data Processing 6K","2024-02-26","NULL - No Value","Next Year","Data Processing",,,6000,900,900,2000,900
"2023-09-18","Null - No Value","2014-06-01","CY-4 / 72 K Total / Business Support 12K","9 Years Ago - 2014","Employment Service",12000,7000,,700,700,,700
"2023-09-18","Null - No Value","2021-11-02","CY-7 / 46 K Total / Employment Service 3K","2 Years Ago - 2021","Business Support",3000,-1000,,700,500,,2800
"2023-09-18","Null - No Value","2018-11-12","CY-7 / 46 K Total / Telecommunication 7K","5 Years Ago - 2018","Software",7000,3000,,200,1400,,3000
"2023-09-18","CY+2 / 68 K Total / Business Support 10.5K","2025-03-06","NULL - No Value","2 Years Later","Business Support",,,10500,700,500,6500,2800
"2023-09-18","Null - No Value","2019-03-23","CY-4 / 72 K Total / Telecommunication 11K","4 Years Ago - 2019","Telecommunication",11000,7000,,850,100,,1900
"2023-09-18","Null - No Value","2013-04-21","CY-10 / 57 K Total / Legal Services 9K  ","10 Years Ago - 2013","Legal Services",9000,4000,,800,600,,2300
"2023-09-18","Null - No Value","2015-09-21","CY-4 / 72 K Total / Data Processing 8K","8 Years Ago - 2015","Employment Service",8000,3000,,700,700,,700
"2023-09-18","Null - No Value","2016-02-27","CY-7 / 46 K Total / Other Real State 5K","7 Years Ago - 2016","Other Real Estate",5000,1000,,1600,250,,1600
"2023-09-18","Null - No Value","2017-06-07","CY / 62 K Total / Legal Services 10K  ","6 Years Ago - 2017","Data Processing",10000,6000,,900,900,,900
"2023-09-18","CY / 62 K Total / Telecommunication 9K","2023-02-16","CY / 62 K Total / Telecommunication 9K  ","Current Year","Telecommunication",9000,5000,9000,850,100,5000,1900
"2023-09-18","Null - No Value","2020-11-20","CY-4 / 72 K Total / Telecommunication 11K","3 Years Ago - 2020","Employment Service",11000,7000,,700,700,,700
"2023-09-18","Null - No Value","2018-03-21","CY-7 / 46 K Total / Software 10K","5 Years Ago - 2018","Business Support",10000,6000,,700,500,,2800
"2023-09-18","Null - No Value","2015-07-17","CY-8 / 78 K Total / Legal Services 12K","8 Years Ago - 2015","Legal Services",12000,7000,,800,600,,2300
"2023-09-18","CY / 62 K Total / Other Real State 7K","2023-06-20","CY / 62 K Total / Other Real Estate 7K  ","Current Year","Other Real Estate",7000,3000,7000,1600,250,3000,1600
"2023-09-18","Null - No Value","2013-04-27","CY / 62 K Total / Data Processing 6K  ","10 Years Ago - 2013","Data Processing",6000,1000,,900,900,,900
"2023-09-18","Null - No Value","2016-07-16","CY-7 / 46 K Total / Software 10K","7 Years Ago - 2016","Software",10000,6000,,200,1400,,3000
"2023-09-18","Null - No Value","2019-05-14","CY-4 / 72 K Total / Telecommunication 11K","4 Years Ago - 2019","Telecommunication",11000,7000,,850,100,,1900
"2023-09-18","Null - No Value","2021-08-15","CY-7 / 46 K Total / Data Processing 4K","2 Years Ago - 2021","Software",4000,0,,200,1400,,3000
"2023-09-18","CY+2 / 68 K Total / Legal Services 8.5K","2025-04-28","NULL - No Value","2 Years Later","Legal Services",,,8500,800,600,4500,2300
"2023-09-18","CY+1 / 52 K Total / Data Processing 6K","2024-01-04","NULL - No Value","Next Year","Data Processing",,,6000,900,900,2000,900
"2023-09-18","Null - No Value","2022-02-03","CY-8 / 78 K Total / Legal Services 12K","Last Year - 2022","Business Support",12000,8000,,700,500,,2800
"2023-09-18","Null - No Value","2017-04-16","CY-10 / 57 K Total / Data Processing 6K  ","6 Years Ago - 2017","Other Real Estate",6000,2000,,1600,250,,1600
"2023-09-18","Null - No Value","2014-11-22","CY-8 / 78 K Total / Software 14K","9 Years Ago - 2014","Employment Service",14000,9000,,700,700,,700
"2023-09-18","Null - No Value","2016-02-23","CY-7 / 46 K Total / Legal Services 8K","7 Years Ago - 2016","Legal Services",8000,4000,,800,600,,2300
"2023-09-18","Null - No Value","2022-10-03","CY-4 / 72 K Total / Software 13K","Last Year - 2022","Employment Service",13000,9000,,700,700,,700
"2023-09-18","Null - No Value","2017-01-07","CY-10 / 57 K Total / Employment Service 5K  ","6 Years Ago - 2017","Software",5000,1000,,200,1400,,3000
"2023-09-18","Null - No Value","2018-12-26","CY-4 / 72 K Total / Other Real State 10K","5 Years Ago - 2018","Telecommunication",10000,6000,,850,100,,1900
"2023-09-18","CY+2 / 68 K Total / Business Support 10.5K","2025-08-03","NULL - No Value","2 Years Later","Business Support",,,10500,700,500,6500,2800
"2023-09-18","Null - No Value","2020-07-25","CY-10 / 57 K Total / Telecommunication 8K  ","3 Years Ago - 2020","Other Real Estate",8000,4000,,1600,250,,1600
"2023-09-18","Null - No Value","2019-06-30","CY-4 / 72 K Total / Data Processing 8K","4 Years Ago - 2019","Data Processing",8000,4000,,900,900,,900
"2023-09-18","Null - No Value","2014-09-27","CY-9 / 73 K Total / Telecommunication 10K","9 Years Ago - 2014","Telecommunication",10000,5000,,850,100,,1900
"2023-09-18","Null - No Value","2013-01-10","CY-8 / 78 K Total / Employment Service 8K","10 Years Ago - 2013","Employment Service",8000,3000,,700,700,,700
"2023-09-18","CY+1 / 52 K Total / Legal Services 8K","2024-08-17","NULL - No Value","Next Year","Legal Services",,,8000,800,600,4000,2300
"2023-09-18","Null - No Value","2015-09-25","CY-8 / 78 K Total / Software 14K","8 Years Ago - 2015","Software",14000,9000,,200,1400,,3000
"2023-09-18","Null - No Value","2021-09-02","CY / 62 K Total / Data Processing 6K  ","2 Years Ago - 2021","Data Processing",6000,2000,,900,900,,900
"2023-09-18","CY / 62 K Total / Business Support 12K","2023-04-17","CY / 62 K Total / Business Support 12K  ","Current Year","Business Support",12000,8000,12000,700,500,8000,2800
"2023-09-18","Null - No Value","2020-10-23","CY-9 / 73 K Total / Business Support 12K","3 Years Ago - 2020","Other Real Estate",12000,8000,,1600,250,,1600
"2023-09-18","Null - No Value","2016-02-11","CY-7 / 46 K Total / Telecommunication 7K","7 Years Ago - 2016","Telecommunication",7000,3000,,850,100,,1900
"2023-09-18","Null - No Value","2014-02-13","CY-9 / 73 K Total / Other Real State 9K","9 Years Ago - 2014","Other Real Estate",9000,4000,,1600,250,,1600
"2023-09-18","Null - No Value","2017-02-26","CY-8 / 78 K Total / Business Support 13K","6 Years Ago - 2017","Legal Services",13000,9000,,800,600,,2300
"2023-09-18","Null - No Value","2013-10-20","CY-7 / 46 K Total / Software 10K","10 Years Ago - 2013","Employment Service",10000,5000,,700,700,,700
"2023-09-18","CY+2 / 68 K Total / Business Support 10.5K","2025-11-29","NULL - No Value","2 Years Later","Business Support",,,10500,700,500,6500,2800
"2023-09-18","CY+1 / 52 K Total / Data Processing 6K","2024-01-26","NULL - No Value","Next Year","Data Processing",,,6000,900,900,2000,900
"2023-09-18","Null - No Value","2015-12-02","CY-8 / 78 K Total / Software 14K","8 Years Ago - 2015","Software",14000,9000,,200,1400,,3000
"2023-09-18","CY / 62 K Total / Telecommunication 9K","2023-11-21","CY / 62 K Total / Telecommunication 9K  ","Current Year","Telecommunication",9000,5000,9000,850,100,5000,1900
"2023-09-18","Null - No Value","2022-07-31","CY-9 / 73 K Total / Data Processing 9K","Last Year - 2022","Employment Service",9000,5000,,700,700,,700
"2023-09-18","Null - No Value","2021-11-16","CY / 62 K Total / Business Support 12K  ","2 Years Ago - 2021","Data Processing",12000,8000,,900,900,,900
"2023-09-18","Null - No Value","2018-07-21","CY-9 / 73 K Total / Employment Service 8K","5 Years Ago - 2018","Other Real Estate",8000,4000,,1600,250,,1600
"2023-09-18","Null - No Value","2019-04-05","CY-4 / 72 K Total / Software 13K","4 Years Ago - 2019","Software",13000,9000,,200,1400,,3000
"2023-09-18","CY+1 / 52 K Total / Legal Services 8K","2024-01-10","NULL - No Value","Next Year","Legal Services",,,8000,800,600,4000,2300
"2023-09-18","Null - No Value","2014-04-09","CY-9 / 73 K Total / Business Support 12K","9 Years Ago - 2014","Business Support",12000,7000,,700,500,,2800
"2023-09-18","Null - No Value","2017-01-09","CY-4 / 72 K Total / Data Processing 8K","6 Years Ago - 2017","Business Support",8000,4000,,700,500,,2800
"2023-09-18","Null - No Value","2020-11-04","CY-7 / 46 K Total / Legal Services 8K","3 Years Ago - 2020","Other Real Estate",8000,4000,,1600,250,,1600
"2023-09-18","CY / 62 K Total / Software 13K","2023-10-31","CY / 62 K Total / Software 13K  ","Current Year","Software",13000,9000,13000,200,1400,9000,3000
"2023-09-18","Null - No Value","2016-02-28","CY-7 / 46 K Total / Data Processing 4K","7 Years Ago - 2016","Data Processing",4000,0,,900,900,,900
"2023-09-18","Null - No Value","2021-05-04","CY / 62 K Total / Employment Service 5K  ","2 Years Ago - 2021","Legal Services",5000,1000,,800,600,,2300
"2023-09-18","Null - No Value","2019-01-09","CY-4 / 72 K Total / Employment Service 7K","4 Years Ago - 2019","Employment Service",7000,3000,,700,700,,700
"2023-09-18","Null - No Value","2022-11-26","CY-7 / 46 K Total / Business Support 9K","Last Year - 2022","Telecommunication",9000,5000,,850,100,,1900
"2023-09-18","Null - No Value","2018-03-02","CY-9 / 73 K Total / Telecommunication 10K","5 Years Ago - 2018","Business Support",10000,6000,,700,500,,2800
"2023-09-18","CY+2 / 68 K Total / Software 14K","2025-08-04","NULL - No Value","2 Years Later","Software",,,14000,200,1400,10000,3000
"2023-09-18","Null - No Value","2015-07-13","CY-4 / 72 K Total / Other Real State 10K","8 Years Ago - 2015","Employment Service",10000,5000,,700,700,,700
"2023-09-18","Null - No Value","2013-01-11","CY-10 / 57 K Total / Legal Services 9K  ","10 Years Ago - 2013","Legal Services",9000,4000,,800,600,,2300
"2023-09-18","CY+1 / 52 K Total / Data Processing 6K","2024-09-03","NULL - No Value","Next Year","Data Processing",,,6000,900,900,2000,900
"2023-09-18","CY / 62 K Total / Telecommunication 9K","2023-06-05","CY / 62 K Total / Telecommunication 9K  ","Current Year","Telecommunication",9000,5000,9000,850,100,5000,1900
"2023-09-18","Null - No Value","2020-11-07","CY-4 / 72 K Total / Business Support 12K","3 Years Ago - 2020","Other Real Estate",12000,8000,,1600,250,,1600
"2023-09-18","Null - No Value","2016-12-13","CY-7 / 46 K Total / Telecommunication 7K","7 Years Ago - 2016","Telecommunication",7000,3000,,850,100,,1900
"2023-09-18","Null - No Value","2019-11-04","CY-4 / 72 K Total / Software 13K","4 Years Ago - 2019","Software",13000,9000,,200,1400,,3000
"2023-09-18","Null - No Value","2018-01-22","CY-4 / 72 K Total / Legal Services 11K","5 Years Ago - 2018","Other Real Estate",11000,7000,,1600,250,,1600
"2023-09-18","Null - No Value","2017-10-27","CY-8 / 78 K Total / Other Real State 11K","6 Years Ago - 2017","Employment Service",11000,7000,,700,700,,700
"2023-09-18","Null - No Value","2015-07-31","CY-8 / 78 K Total / Business Support 13K","8 Years Ago - 2015","Business Support",13000,8000,,700,500,,2800
"2023-09-18","Null - No Value","2022-03-07","CY-8 / 78 K Total / Telecommunication 11K","Last Year - 2022","Legal Services",11000,7000,,800,600,,2300
"2023-09-18","Null - No Value","2014-04-12","CY-9 / 73 K Total / Data Processing 9K","9 Years Ago - 2014","Data Processing",9000,4000,,900,900,,900
"2023-09-18","Null - No Value","2013-08-16","CY / 62 K Total / Telecommunication 9K  ","10 Years Ago - 2013","Telecommunication",9000,4000,,850,100,,1900
"2023-09-18","Null - No Value","2021-10-04","CY-8 / 78 K Total / Data Processing 9K","2 Years Ago - 2021","Business Support",9000,5000,,700,500,,2800
"2023-09-18","CY+2 / 68 K Total / Data Processing 7K","2025-04-04","NULL - No Value","2 Years Later","Data Processing",,,7000,900,900,3000,900
"2023-09-18","Null - No Value","2014-06-09","CY-9 / 73 K Total / Other Real State 9K","9 Years Ago - 2014","Other Real Estate",9000,4000,,1600,250,,1600
"2023-09-18","Null - No Value","2015-07-31","CY-8 / 78 K Total / Legal Services 12K","8 Years Ago - 2015","Legal Services",12000,7000,,800,600,,2300
"2023-09-18","Null - No Value","2020-03-17","CY / 62 K Total / Other Real Estate 7K  ","3 Years Ago - 2020","Employment Service",7000,3000,,700,700,,700
"2023-09-18","Null - No Value","2017-08-11","CY-9 / 73 K Total / Other Real State 9K","6 Years Ago - 2017","Software",9000,5000,,200,1400,,3000
"2023-09-18","Null - No Value","2022-03-16","CY-10 / 57 K Total / Legal Services 9K  ","Last Year - 2022","Other Real Estate",9000,5000,,1600,250,,1600
"2023-09-18","Null - No Value","2018-08-23","CY-9 / 73 K Total / Software 14K","5 Years Ago - 2018","Software",14000,10000,,200,1400,,3000
"2023-09-18","Null - No Value","2016-07-19","CY-7 / 46 K Total / Business Support 9K","7 Years Ago - 2016","Business Support",9000,5000,,700,500,,2800
"2023-09-18","CY / 62 K Total / Employment Service 5K","2023-09-01","CY / 62 K Total / Employment Service 5K  ","Current Year","Employment Service",5000,1000,5000,700,700,1000,700
"2023-09-18","Null - No Value","2021-12-05","CY-7 / 46 K Total / Other Real State 5K","2 Years Ago - 2021","Telecommunication",5000,1000,,850,100,,1900
"2023-09-18","Null - No Value","2013-10-24","CY-10 / 57 K Total / Data Processing 6K  ","10 Years Ago - 2013","Data Processing",6000,1000,,900,900,,900
"2023-09-18","CY+1 / 52 K Total / Legal Services 8K","2024-05-11","NULL - No Value","Next Year","Legal Services",,,8000,800,600,4000,2300
"2023-09-18","CY+2 / 68 K Total / Telecommunication 9K","2025-11-05","NULL - No Value","2 Years Later","Telecommunication",,,9000,850,100,5000,1900
"2023-09-18","Null - No Value","2019-09-16","CY-4 / 72 K Total / Business Support 12K","4 Years Ago - 2019","Business Support",12000,8000,,700,500,,2800
"2023-09-18","CY+1 / 52 K Total / Software 9K","2024-10-28","NULL - No Value","Next Year","Software",,,9000,200,1400,5000,3000
"2023-09-18","Null - No Value","2018-06-18","CY-10 / 57 K Total / Business Support 10K  ","5 Years Ago - 2018","Legal Services",10000,6000,,800,600,,2300
"2023-09-18","Null - No Value","2017-10-22","CY-9 / 73 K Total / Legal Services 11K","6 Years Ago - 2017","Data Processing",11000,7000,,900,900,,900
"2023-09-18","Null - No Value","2016-05-13","CY-7 / 46 K Total / Employment Service 3K","7 Years Ago - 2016","Employment Service",3000,-1000,,700,700,,700
"2023-09-18","Null - No Value","2013-08-02","CY-10 / 57 K Total / Other Real Estate 7K  ","10 Years Ago - 2013","Other Real Estate",7000,2000,,1600,250,,1600
"2023-09-18","Null - No Value","2014-03-01","CY-9 / 73 K Total / Telecommunication 10K","9 Years Ago - 2014","Telecommunication",10000,5000,,850,100,,1900
"2023-09-18","Null - No Value","2022-07-30","NULL - No Value","Last Year - 2022","Employment Service",,-4000,,700,700,,700
"2023-09-18","Null - No Value","2019-12-03","CY-4 / 72 K Total / Data Processing 8K","4 Years Ago - 2019","Data Processing",8000,4000,,900,900,,900
"2023-09-18","Null - No Value","2020-08-29","CY-8 / 78 K Total / Employment Service 8K","3 Years Ago - 2020","Other Real Estate",8000,4000,,1600,250,,1600
"2023-09-18","CY+2 / 68 K Total / Software 14K","2025-02-23","NULL - No Value","2 Years Later","Software",,,14000,200,1400,10000,3000
"2023-09-18","Null - No Value","2021-02-25","CY-8 / 78 K Total / Legal Services 12K","2 Years Ago - 2021","Business Support",12000,8000,,700,500,,2800
"2023-09-18","CY / 62 K Total / Legal Services 10K","2023-12-12","CY / 62 K Total / Legal Services 10K  ","Current Year","Legal Services",10000,6000,10000,800,600,6000,2300
"2023-09-18","Null - No Value","2015-04-12","CY-8 / 78 K Total / Telecommunication 11K","8 Years Ago - 2015","Telecommunication",11000,6000,,850,100,,1900
"2023-09-18","Null - No Value","2014-03-23","CY-9 / 73 K Total / Other Real State 9K","9 Years Ago - 2014","Other Real Estate",9000,4000,,1600,250,,1600
"2023-09-18","Null - No Value","2018-02-25","CY-10 / 57 K Total / Employment Service 5K  ","5 Years Ago - 2018","Data Processing",5000,1000,,900,900,,900
"2023-09-18","Null - No Value","2022-03-21","CY-4 / 72 K Total / Business Support 12K","Last Year - 2022","Employment Service",12000,8000,,700,700,,700
"2023-09-18","Null - No Value","2020-01-02","CY-9 / 73 K Total / Legal Services 11K","3 Years Ago - 2020","Business Support",11000,7000,,700,500,,2800
"2023-09-18","Null - No Value","2015-01-01","CY-8 / 78 K Total / Software 14K","8 Years Ago - 2015","Software",14000,9000,,200,1400,,3000
"2023-09-18","Null - No Value","2016-03-26","CY-7 / 46 K Total / Legal Services 8K","7 Years Ago - 2016","Legal Services",8000,4000,,800,600,,2300
"2023-09-18","CY / 62 K Total / Telecommunication 9K","2023-08-02","CY / 62 K Total / Telecommunication 9K  ","Current Year","Telecommunication",9000,5000,9000,850,100,5000,1900
"2023-09-18","Null - No Value","2017-05-06","CY / 62 K Total / Software 13K  ","6 Years Ago - 2017","Other Real Estate",13000,9000,,1600,250,,1600
"2023-09-18","CY+2 / 68 K Total / Software 14K","2025-05-18","NULL - No Value","2 Years Later","Software",,,14000,200,1400,10000,3000
"2023-09-18","Null - No Value","2019-03-01","CY-4 / 72 K Total / Business Support 12K","4 Years Ago - 2019","Business Support",12000,8000,,700,500,,2800
