"TPM__c","Discount__c","Month__c","Product","Retailer__c","Daily_Unit_Volume"
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",18
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Huge Store",30
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Sanesberry",34
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",39
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Rondel",34
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Fine Goods",55
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",39
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",33
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Sure Store",37
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","WaySafe",13
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",32
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Huge Store",106
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Sanesberry",35
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",13
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Rondel",58
"Digital Coupon","0.05","FEB","Crypto Nutrition - Energy Bars","Fine Goods",56
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",89
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",389
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sure Store",442
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","WaySafe",440
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",538
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Huge Store",512
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sanesberry",437
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",444
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Rondel",644
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fine Goods",617
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",314
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",221
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sure Store",328
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","WaySafe",265
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",242
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Huge Store",271
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sanesberry",326
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",219
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Rondel",221
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Fine Goods",201
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",136
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",224
"Digital Coupon","0.15","FEB","Crypto Nutrition - Energy Bars","Sure Store",227
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","WaySafe",233
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",269
"Digital Coupon","0.15","FEB","Crypto Nutrition - Energy Bars","Huge Store",264
"Digital Coupon","0.15","FEB","Crypto Nutrition - Energy Bars","Sanesberry",150
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",165
"Digital Coupon","0.2","FEB","Crypto Nutrition - Energy Bars","Rondel",41
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Fine Goods",39
"Digital Coupon","0.2","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",54
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",34
"Digital Coupon","0.2","FEB","Crypto Nutrition - Energy Bars","Sure Store",49
"Digital Coupon","0.2","FEB","Crypto Nutrition - Energy Bars","WaySafe",59
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",62
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Huge Store",88
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Sanesberry",94
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",113
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Rondel",109
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Fine Goods",142
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",109
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",300
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sure Store",199
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","WaySafe",260
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",147
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Huge Store",86
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sanesberry",484
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",514
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Rondel",821
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Fine Goods",847
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",231
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",382
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sure Store",448
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","WaySafe",301
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",352
"BOGO","0","FEB","Crypto Nutrition - Energy Bars","Huge Store",123
"BOGO","0","FEB","Crypto Nutrition - Energy Bars","Sanesberry",164
"Digital Coupon","0","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",155
"BOGO","0","FEB","Crypto Nutrition - Energy Bars","Rondel",140
"BOGO","0","FEB","Crypto Nutrition - Energy Bars","Fine Goods",97
"BOGO","0","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",59
"BOGO","0","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",95
"BOGO","0","FEB","Crypto Nutrition - Energy Bars","Sure Store",101
"BOGO","0","FEB","Crypto Nutrition - Energy Bars","WaySafe",117
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",98
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Huge Store",87
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sanesberry",142
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",78
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Rondel",66
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fine Goods",70
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",44
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",167
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sure Store",168
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","WaySafe",31
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",18
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Huge Store",19
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Sanesberry",40
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",52
"Digital Coupon","0.05","FEB","Crypto Nutrition - Energy Bars","Rondel",23
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Fine Goods",73
"Digital Coupon","0.05","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",20
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",34
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Sure Store",38
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","WaySafe",26
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",71
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Huge Store",52
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Sanesberry",28
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",52
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Rondel",43
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Fine Goods",93
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",432
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",455
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sure Store",456
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","WaySafe",305
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",522
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Huge Store",442
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sanesberry",454
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",641
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Rondel",791
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Fine Goods",291
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",204
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",331
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sure Store",360
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","WaySafe",283
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",261
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Huge Store",313
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sanesberry",186
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",215
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Rondel",163
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Fine Goods",131
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",246
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",241
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Sure Store",239
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","WaySafe",214
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",264
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Huge Store",170
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Sanesberry",171
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",44
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Rondel",53
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Fine Goods",50
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",41
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",63
"Digital Coupon","0.2","FEB","Crypto Nutrition - Energy Bars","Sure Store",57
"Digital Coupon","0.2","FEB","Crypto Nutrition - Energy Bars","WaySafe",49
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",88
"Digital Coupon","0.2","FEB","Crypto Nutrition - Energy Bars","Huge Store",86
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sanesberry",92
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",72
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Rondel",104
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fine Goods",117
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",269
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",176
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sure Store",286
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","WaySafe",121
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",128
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Huge Store",633
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Sanesberry",713
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",634
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Rondel",926
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fine Goods",390
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",183
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",475
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sure Store",389
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","WaySafe",356
"BOGO","0","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",110
"Digital Coupon","0","FEB","Crypto Nutrition - Energy Bars","Huge Store",153
"BOGO","0","FEB","Crypto Nutrition - Energy Bars","Sanesberry",152
"BOGO","0","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",143
"BOGO","0","FEB","Crypto Nutrition - Energy Bars","Rondel",99
"BOGO","0","FEB","Crypto Nutrition - Energy Bars","Fine Goods",57
"BOGO","0","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",95
"BOGO","0","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",118
"BOGO","0","FEB","Crypto Nutrition - Energy Bars","Sure Store",133
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","WaySafe",104
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",77
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Huge Store",130
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sanesberry",44
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",79
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Rondel",78
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fine Goods",57
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",141
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",66
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Sure Store",15
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","WaySafe",17
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",40
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Huge Store",15
"Digital Coupon","0.05","FEB","Crypto Nutrition - Energy Bars","Sanesberry",38
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",44
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Rondel",41
"Digital Coupon","0.05","FEB","Crypto Nutrition - Energy Bars","Fine Goods",29
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",32
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",65
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Sure Store",11
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","WaySafe",30
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",67
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Huge Store",31
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Sanesberry",16
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",88
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Rondel",72
"BOGO","0.05","FEB","Crypto Nutrition - Energy Bars","Fine Goods",60
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",370
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",429
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sure Store",428
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","WaySafe",550
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",366
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Huge Store",486
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Sanesberry",578
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",474
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Rondel",553
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fine Goods",311
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",320
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",331
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sure Store",334
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","WaySafe",266
"Digital Coupon","0.1","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",341
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Huge Store",284
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sanesberry",213
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",250
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Rondel",159
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Fine Goods",168
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",201
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",229
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Sure Store",273
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","WaySafe",220
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",275
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Huge Store",141
"BOGO","0.15","FEB","Crypto Nutrition - Energy Bars","Sanesberry",191
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",38
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Rondel",44
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Fine Goods",74
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",28
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",58
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Sure Store",57
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","WaySafe",36
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",75
"BOGO","0.2","FEB","Crypto Nutrition - Energy Bars","Huge Store",113
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sanesberry",103
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",74
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Rondel",94
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fine Goods",89
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",288
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fare Merchants",289
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sure Store",289
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","WaySafe",141
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Alpine Nutrition",178
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Huge Store",653
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Sanesberry",820
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Nutrition Stop",602
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Rondel",881
"BOGO","0.1","FEB","Crypto Nutrition - Energy Bars","Fine Goods",237
"BOGO","0.1","MAR","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",155
"BOGO","0.1","MAR","Crypto Nutrition - Energy Bars","Fare Merchants",342
"BOGO","0.1","MAR","Crypto Nutrition - Energy Bars","Sure Store",386
"BOGO","0.1","MAR","Crypto Nutrition - Energy Bars","WaySafe",339
"BOGO","0","MAR","Crypto Nutrition - Energy Bars","Alpine Nutrition",118
"BOGO","0","MAR","Crypto Nutrition - Energy Bars","Huge Store",103
"BOGO","0","MAR","Crypto Nutrition - Energy Bars","Sanesberry",136
"BOGO","0","MAR","Crypto Nutrition - Energy Bars","Nutrition Stop",146
"BOGO","0","MAR","Crypto Nutrition - Energy Bars","Rondel",75
"BOGO","0","MAR","Crypto Nutrition - Energy Bars","Fine Goods",59
"Paper Coupon","0","MAR","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",111
"Paper Coupon","0","MAR","Crypto Nutrition - Energy Bars","Fare Merchants",105
"Paper Coupon","0","MAR","Crypto Nutrition - Energy Bars","Sure Store",133
"Paper Coupon","0.1","MAR","Crypto Nutrition - Energy Bars","WaySafe",66
"EndAisle Display","0.1","MAR","Crypto Nutrition - Energy Bars","Alpine Nutrition",99
"Paper Coupon","0.1","MAR","Crypto Nutrition - Energy Bars","Huge Store",136
"EndAisle Display","0.1","MAR","Crypto Nutrition - Energy Bars","Sanesberry",62
"Paper Coupon","0.1","MAR","Crypto Nutrition - Energy Bars","Nutrition Stop",77
"Paper Coupon","0.1","MAR","Crypto Nutrition - Energy Bars","Rondel",57
"EndAisle Display","0.1","MAR","Crypto Nutrition - Energy Bars","Fine Goods",59
"Paper Coupon","0.1","MAR","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",147
"Paper Coupon","0.1","MAR","Crypto Nutrition - Energy Bars","Fare Merchants",144
"Paper Coupon","0.05","MAR","Crypto Nutrition - Energy Bars","Sure Store",25
"EndAisle Display","0.05","MAR","Crypto Nutrition - Energy Bars","WaySafe",20
"Paper Coupon","0.05","MAR","Crypto Nutrition - Energy Bars","Alpine Nutrition",20
"Paper Coupon","0.05","MAR","Crypto Nutrition - Energy Bars","Huge Store",25
"Paper Coupon","0.05","MAR","Crypto Nutrition - Energy Bars","Sanesberry",39
"Paper Coupon","0.05","MAR","Crypto Nutrition - Energy Bars","Nutrition Stop",23
"Paper Coupon","0.05","MAR","Crypto Nutrition - Energy Bars","Rondel",46
"Paper Coupon","0.05","MAR","Crypto Nutrition - Energy Bars","Fine Goods",33
"Paper Coupon","0.05","MAR","Crypto Nutrition - Energy Bars","Northern Trails Outfitters",28
"Paper Coupon","0.05","MAR","Crypto Nutrition - Energy Bars","Fare Merchants",60
"EndAisle Display","0.05","MAR","Crypto Nutrition - Energy Bars","Sure Store",11
