"ProductFamily","OrderEffectiveDate","ProductName","TotalsInterval","LastProcessedDate","OrderAccountName","OrderAccountParent","UnitPrice","TotalPrice","Quantity"
"Capital Equipment","2020-05-09","Glucose Monitor","From 50 to 250","2020-09-04","Universal Containers","United Central",220,33000,150
"Consumables","2020-12-25","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Allied Technologies","United Central",738,147600,200
"Consumables","2020-12-12","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",738,73800,100
"Product","2020-02-24","Focalized Mounting System","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",175,21875,125
"Kits","2020-03-08","Cardiac Closure Device","From 50 to 250","2020-09-04","Allied Technologies","United Central",536,40200,75
"Wholesales Acquisition Cost","2020-04-01","Alpha Knee","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",530,26500,50
"X-Ray","2020-08-25","Ceiling-Mounted Tube Stand 590","From 50 to 250","2020-09-04","Tyconet","United Central",200,10000,50
"Product","2020-09-23","Sharps Containers","From 500 to 1000","2020-09-04","United Hospital","United Central",520,260000,500
"Consumables","2020-11-28","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","United Physicians Group","United Central",738,36900,50
"AutoSense","2020-07-16","Enhanced Analytics License","From 50 to 250","2020-09-04","United Partners","United Central",945,212625,225
"Consumables","2020-12-04","Gloves and Gowns","From 50 to 250","2020-09-04","Mercy Hospital","United Central",325,16250,50
"Accessories","2020-06-25","Remote Control Keypad","From 50 to 250","2020-09-04","Allied Technologies","United Central",440,99000,225
"Product","2020-06-05","Dialysis Tubing","From 50 to 250","2020-09-04","Universal Containers","United Central",550,123750,225
"Product","2020-11-19","Sharps Containers","From 50 to 250","2020-09-04","Tyconet","United Central",520,117000,225
"Product","2020-08-08","Personal Protection Equipment","From 50 to 250","2020-09-04","Allied Technologies","United Central",1760,352000,200
"Consumables","2020-07-23","Hypodermic Needles","From 350 to 550","2020-09-04","Universal Containers","United Central",53,21200,400
"Product","2020-03-29","Makana Health Synergy 250 Pacemaker","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",4349,652350,150
"Consumables","2020-05-21","Gloves and Gowns","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",325,16250,50
"Capital Equipment","2020-10-30","Glucose Monitor","From 50 to 250","2020-09-04","United Partners","United Central",220,11000,50
"Product","2020-09-27","Focalized Mounting System","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",175,13125,75
"Attachment","2020-10-30","Enhanced Scanner Package","From 50 to 250","2020-09-04","Allied Technologies","United Central",15360,1920000,125
"Wholesales Acquisition Cost","2020-11-13","Blood Pressure Monitor","From 50 to 250","2020-09-04","United Physicians Group","United Central",120,9000,75
"X-Ray","2020-01-16","Ceiling-Mounted Tube Stand 590","From 50 to 250","2020-09-04","Mercy Hospital","United Central",200,30000,150
"AutoSense","2020-12-18","Renal Dialysis Device","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",11800,2360000,200
"Kits","2020-08-21","Cardiac Closure Device","From 50 to 250","2020-09-04","Tyconet","United Central",536,40200,75
"AutoSense","2020-06-04","Enhanced Analytics License","From 50 to 250","2020-09-04","United Physicians Group","United Central",945,189000,200
"Product","2020-09-22","Dialysis Tubing","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",550,110000,200
"Capital Equipment","2020-10-22","Glucose Monitor","From 50 to 250","2020-09-04","United Partners","United Central",220,33000,150
"Wholesales Acquisition Cost","2020-05-04","Alpha Knee","From 50 to 250","2020-09-04","Mercy Hospital","United Central",530,66250,125
"Product","2020-12-06","Power Modulator","From 50 to 250","2020-09-04","Allied Technologies","United Central",300,15000,50
"Vision","2020-11-20","Protective Eyewear","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",177,13275,75
"Product","2020-03-14","Personal Protection Equipment","From 50 to 250","2020-09-04","Universal Containers","United Central",1760,440000,250
"Consumables","2020-07-20","Hypodermic Needles","From 350 to 550","2020-09-04","Allied Technologies","United Central",53,23850,450
"Product","2020-02-04","Sharps Containers","From 50 to 250","2020-09-04","Tyconet","United Central",520,91000,175
"Consumables","2020-07-10","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Mercy Hospital","United Central",738,184500,250
"Consumables","2020-01-08","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",738,166050,225
"Consumables","2020-08-03","Gloves and Gowns","From 50 to 250","2020-09-04","United Physicians Group","United Central",325,40625,125
"Product","2020-09-09","Focalized Mounting System","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",175,8750,50
"Accessories","2020-10-03","Remote Control Keypad","From 50 to 250","2020-09-04","United Partners","United Central",440,22000,50
"Consumables","2020-02-02","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",738,36900,50
"Product","2020-12-10","Personal Protection Equipment","From 500 to 1000","2020-09-04","United Hospital","United Central",1760,880000,500
"Wholesales Acquisition Cost","2020-11-13","Blood Pressure Monitor","From 50 to 250","2020-09-04","Allied Technologies","United Central",120,18000,150
"Consumables","2020-05-11","Hypodermic Needles","From 350 to 550","2020-09-04","Universal Containers","United Central",53,26500,500
"AutoSense","2020-11-08","Enhanced Analytics License","From 50 to 250","2020-09-04","United Physicians Group","United Central",945,47250,50
"Kits","2020-06-30","Cardiac Closure Device","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",536,93800,175
"X-Ray","2020-04-13","CRM 8000 X-Ray","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",25920,4536000,175
"Consumables","2020-08-30","Gloves and Gowns","From 50 to 250","2020-09-04","Universal Containers","United Central",325,24375,75
"Wholesales Acquisition Cost","2020-03-08","Alpha Knee","From 50 to 250","2020-09-04","Tyconet","United Central",530,53000,100
"Product","2020-01-01","Sharps Containers","From 50 to 250","2020-09-04","Allied Technologies","United Central",520,39000,75
"X-Ray","2020-10-20","Ceiling-Mounted Tube Stand 590","From 50 to 250","2020-09-04","United Partners","United Central",200,20000,100
"Wholesales Acquisition Cost","2020-12-29","Blood Pressure Monitor","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",120,21000,175
"Accessories","2020-11-03","Remote Control Keypad","From 50 to 250","2020-09-04","Mercy Hospital","United Central",440,88000,200
"Consumables","2020-07-26","Hypodermic Needles","From 350 to 550","2020-09-04","Allied Technologies","United Central",53,23850,450
"Consumables","2020-10-14","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",738,129150,175
"Wholesales Acquisition Cost","2020-12-31","Blood Pressure Monitor","From 50 to 250","2020-09-04","Universal Containers","United Central",120,12000,100
"Capital Equipment","2020-09-11","Glucose Monitor","From 50 to 250","2020-09-04","United Partners","United Central",220,27500,125
"Consumables","2020-04-22","Gloves and Gowns","From 50 to 250","2020-09-04","Tyconet","United Central",325,16250,50
"Accessories","2020-05-03","Remote Control Keypad","From 50 to 250","2020-09-04","Mercy Hospital","United Central",440,88000,200
"Consumables","2020-08-29","Gloves and Gowns","From 50 to 250","2020-09-04","Allied Technologies","United Central",325,48750,150
"Consumables","2020-04-07","Gloves and Gowns","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",325,81250,250
"AutoSense","2020-12-16","Enhanced Analytics License","From 50 to 250","2020-09-04","Allied Technologies","United Central",945,47250,50
"X-Ray","2020-11-17","Ceiling-Mounted Tube Stand 590","From 50 to 250","2020-09-04","United Physicians Group","United Central",200,50000,250
"Product","2020-09-10","Dialysis Tubing","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",550,55000,100
"Product","2020-10-12","Focalized Mounting System","From 50 to 250","2020-09-04","United Partners","United Central",175,35000,200
"Consumables","2020-03-24","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Tyconet","United Central",738,73800,100
"Kits","2020-06-16","Cardiac Closure Device","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",536,80400,150
