Account_CUSTOM2,Account_CUSTOM3,Account_SALES_REP,Account_CITY,Account_STATE,ACCOUNT_ID,Account_CUSTOMER_SITE,Account_REGION,Account_COUNTRY,TARGET_DATE,TargetDate,Account_CUSTOMER,Account_TARGET,Account_CUSTOM1,Activities,BEHIND_TARGET,AHEAD_TARGET,Hours,Account_LAT,Account_LONG,ON_TARGET,Offset,Target
0-10% Positive Growth,PRIME + P4011,Kathy Power,Lakewood,CO,A0009,Rondel Store - Lakewood,West,United States,1/9/17,25/08/2020,Rondel,ON,LARGE CHAIN,246,126100,67900,167,39.70775,-105.079,87800,-15564390,87800
0-10% Positive Growth,PRIME + P4011,Kathy Power,Lakewood,CO,A0009,Rondel Store - Lakewood,West,United States,1/10/17,26/07/2020,Rondel,ON,LARGE CHAIN,187,121800,68300,136,39.70775,-105.079,88800,-12972390,88800
0-10% Positive Growth,PRIME + P4011,Kathy Power,Lakewood,CO,A0009,Rondel Store - Lakewood,West,United States,1/11/17,25/06/2020,Rondel,ON,LARGE CHAIN,88,98700,55300,98,39.70775,-105.079,74800,-10293990,74800
0-10% Positive Growth,PRIME + P4011,Kathy Power,Lakewood,CO,A0009,Rondel Store - Lakewood,West,United States,1/12/17,26/05/2020,Rondel,ON,LARGE CHAIN,183,124000,62700,158,39.70775,-105.079,92200,-7701990,92200
0-10% Positive Growth,PRIME + P4011,Kathy Power,Lakewood,CO,A0009,Rondel Store - Lakewood,West,United States,1/1/18,25/04/2020,Rondel,ON,LARGE CHAIN,92,114700,58000,93,39.70775,-105.079,87600,-5023590,87600
0-10% Positive Growth,PRIME + P4011,Kathy Power,Lakewood,CO,A0009,Rondel Store - Lakewood,West,United States,1/2/18,25/03/2020,Rondel,ON,LARGE CHAIN,96,98700,39400,131,39.70775,-105.079,71000,-2345190,71000
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,A0010,Rondel Store - Austin South,Central,United States,1/2/17,25/03/2021,Rondel,ON,LARGE CHAIN,121,102500,45300,82,30.23282,-97.7924,70700,-33881190,70700
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,A0010,Rondel Store - Austin South,Central,United States,1/3/17,25/02/2021,Rondel,ON,LARGE CHAIN,120,109100,42600,92,30.23282,-97.7924,73900,-31461990,73900
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,A0010,Rondel Store - Austin South,Central,United States,1/4/17,25/01/2021,Rondel,ON,LARGE CHAIN,164,105800,41300,133,30.23282,-97.7924,71900,-28783590,71900
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,A0010,Rondel Store - Austin South,Central,United States,1/5/17,26/12/2020,Rondel,ON,LARGE CHAIN,113,100900,39300,101,30.23282,-97.7924,69500,-26191590,69500
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,A0010,Rondel Store - Austin South,Central,United States,1/6/17,25/11/2020,Rondel,ON,LARGE CHAIN,136,92800,36200,144,30.23282,-97.7924,67200,-23513190,67200
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,A0010,Rondel Store - Austin South,Central,United States,1/7/17,26/10/2020,Rondel,ON,LARGE CHAIN,168,104500,40700,140,30.23282,-97.7924,77400,-20921190,77400
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,A0010,Rondel Store - Austin South,Central,United States,1/8/17,25/09/2020,Rondel,ON,LARGE CHAIN,98,84500,32900,125,30.23282,-97.7924,59000,-18242790,59000
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,A0010,Rondel Store - Austin South,Central,United States,1/9/17,25/08/2020,Rondel,ON,LARGE CHAIN,117,95700,55900,116,30.23282,-97.7924,70500,-15564390,70500
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,A0010,Rondel Store - Austin South,Central,United States,1/10/17,26/07/2020,Rondel,ON,LARGE CHAIN,119,69400,51000,142,30.23282,-97.7924,60700,-12972390,60700
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,A0010,Rondel Store - Austin South,Central,United States,1/11/17,25/06/2020,Rondel,ON,LARGE CHAIN,83,69900,51400,97,30.23282,-97.7924,60100,-10293990,60100
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,A0010,Rondel Store - Austin South,Central,United States,1/12/17,26/05/2020,Rondel,ON,LARGE CHAIN,151,77400,56900,145,30.23282,-97.7924,67400,-7701990,67400
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,A0010,Rondel Store - Austin South,Central,United States,1/1/18,25/04/2020,Rondel,ON,LARGE CHAIN,65,74600,55100,66,30.23282,-97.7924,65200,-5023590,65200
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,A0010,Rondel Store - Austin South,Central,United States,1/2/18,25/03/2020,Rondel,ON,LARGE CHAIN,135,77900,57400,127,30.23282,-97.7924,65600,-2345190,65600
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,A0011,Rondel Store - Emeryville,West,United States,1/2/17,25/03/2021,Rondel,ON,LARGE CHAIN,168,117100,65700,118,37.82848,-122.2891,85100,-33881190,85100
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,A0011,Rondel Store - Emeryville,West,United States,1/3/17,25/02/2021,Rondel,ON,LARGE CHAIN,120,120000,67300,80,37.82848,-122.2891,88000,-31461990,88000
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,A0011,Rondel Store - Emeryville,West,United States,1/4/17,25/01/2021,Rondel,ON,LARGE CHAIN,205,117000,65600,144,37.82848,-122.2891,86300,-28783590,86300
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,A0011,Rondel Store - Emeryville,West,United States,1/5/17,26/12/2020,Rondel,ON,LARGE CHAIN,153,106000,61300,131,37.82848,-122.2891,78400,-26191590,78400
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,A0011,Rondel Store - Emeryville,West,United States,1/6/17,25/11/2020,Rondel,ON,LARGE CHAIN,137,99400,54000,152,37.82848,-122.2891,74500,-23513190,74500
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,A0011,Rondel Store - Emeryville,West,United States,1/7/17,26/10/2020,Rondel,ON,LARGE CHAIN,113,100900,54800,122,37.82848,-122.2891,76000,-20921190,76000
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,A0011,Rondel Store - Emeryville,West,United States,1/8/17,25/09/2020,Rondel,ON,LARGE CHAIN,110,99900,54200,121,37.82848,-122.2891,71100,-18242790,71100
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,A0011,Rondel Store - Emeryville,West,United States,1/9/17,25/08/2020,Rondel,ON,LARGE CHAIN,66,99200,52100,73,37.82848,-122.2891,68600,-15564390,68600
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,A0011,Rondel Store - Emeryville,West,United States,1/10/17,26/07/2020,Rondel,ON,LARGE CHAIN,168,106100,55700,163,37.82848,-122.2891,77100,-12972390,77100
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,A0011,Rondel Store - Emeryville,West,United States,1/11/17,25/06/2020,Rondel,ON,LARGE CHAIN,70,82100,43100,113,37.82848,-122.2891,61000,-10293990,61000
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,A0011,Rondel Store - Emeryville,West,United States,1/12/17,26/05/2020,Rondel,ON,LARGE CHAIN,82,76700,40200,152,37.82848,-122.2891,59900,-7701990,59900
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,A0011,Rondel Store - Emeryville,West,United States,1/1/18,25/04/2020,Rondel,ON,LARGE CHAIN,49,71100,41600,85,37.82848,-122.2891,57800,-5023590,57800
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,A0011,Rondel Store - Emeryville,West,United States,1/2/18,25/03/2020,Rondel,ON,LARGE CHAIN,106,94300,55200,105,37.82848,-122.2891,74200,-2345190,74200
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,A0012,Rondel Store - Evanston,Central,United States,1/2/17,25/03/2021,Rondel,ON,LARGE CHAIN,128,98600,55800,157,42.01943,-87.7046,75800,-33881190,75800
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,A0012,Rondel Store - Evanston,Central,United States,1/3/17,25/02/2021,Rondel,ON,LARGE CHAIN,62,118400,57600,71,42.01943,-87.7046,83100,-31461990,83100
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,A0012,Rondel Store - Evanston,Central,United States,1/4/17,25/01/2021,Rondel,ON,LARGE CHAIN,240,134600,65500,213,42.01943,-87.7046,99600,-28783590,99600
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,A0012,Rondel Store - Evanston,Central,United States,1/5/17,26/12/2020,Rondel,ON,LARGE CHAIN,187,136500,45700,161,42.01943,-87.7046,94600,-26191590,94600
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,A0012,Rondel Store - Evanston,Central,United States,1/6/17,25/11/2020,Rondel,ON,LARGE CHAIN,167,143600,48100,130,42.01943,-87.7046,106000,-23513190,106000
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,A0012,Rondel Store - Evanston,Central,United States,1/7/17,26/10/2020,Rondel,ON,LARGE CHAIN,178,138100,46300,150,42.01943,-87.7046,103400,-20921190,103400
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,A0012,Rondel Store - Evanston,Central,United States,1/8/17,25/09/2020,Rondel,ON,LARGE CHAIN,96,96200,32200,167,42.01943,-87.7046,74700,-18242790,74700
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,A0012,Rondel Store - Evanston,Central,United States,1/9/17,25/08/2020,Rondel,ON,LARGE CHAIN,23,55800,16400,116,42.01943,-87.7046,38800,-15564390,38800
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,A0012,Rondel Store - Evanston,Central,United States,1/10/17,26/07/2020,Rondel,ON,LARGE CHAIN,138,113300,32800,178,42.01943,-87.7046,77800,-12972390,77800
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,A0012,Rondel Store - Evanston,Central,United States,1/11/17,25/06/2020,Rondel,ON,LARGE CHAIN,61,110800,32100,82,42.01943,-87.7046,72600,-10293990,72600
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,A0012,Rondel Store - Evanston,Central,United States,1/12/17,26/05/2020,Rondel,ON,LARGE CHAIN,109,117100,33900,132,42.01943,-87.7046,81000,-7701990,81000
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,A0012,Rondel Store - Evanston,Central,United States,1/1/18,25/04/2020,Rondel,ON,LARGE CHAIN,116,102400,29700,184,42.01943,-87.7046,66800,-5023590,66800
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,A0012,Rondel Store - Evanston,Central,United States,1/2/18,25/03/2020,Rondel,ON,LARGE CHAIN,79,118600,34400,93,42.01943,-87.7046,75300,-2345190,75300
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,A0013,Rondel Store - Chicago State St,Central,United States,1/2/17,25/03/2021,Rondel,ON,LARGE CHAIN,149,83600,42700,159,41.88191,-87.6275,52100,-33881190,52100
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,A0013,Rondel Store - Chicago State St,Central,United States,1/3/17,25/02/2021,Rondel,ON,LARGE CHAIN,100,94000,32800,84,41.88191,-87.6275,55800,-31461990,55800
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,A0013,Rondel Store - Chicago State St,Central,United States,1/4/17,25/01/2021,Rondel,ON,LARGE CHAIN,116,90800,31700,105,41.88191,-87.6275,59200,-28783590,59200
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,A0013,Rondel Store - Chicago State St,Central,United States,1/5/17,26/12/2020,Rondel,ON,LARGE CHAIN,121,96300,33600,97,41.88191,-87.6275,62100,-26191590,62100
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,A0013,Rondel Store - Chicago State St,Central,United States,1/6/17,25/11/2020,Rondel,ON,LARGE CHAIN,61,76200,26600,78,41.88191,-87.6275,49000,-23513190,49000
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,A0013,Rondel Store - Chicago State St,Central,United States,1/7/17,26/10/2020,Rondel,ON,LARGE CHAIN,57,58800,20500,123,41.88191,-87.6275,37500,-20921190,37500
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,A0013,Rondel Store - Chicago State St,Central,United States,1/8/17,25/09/2020,Rondel,ON,LARGE CHAIN,140,82800,28900,152,41.88191,-87.6275,57700,-18242790,57700
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,A0013,Rondel Store - Chicago State St,Central,United States,1/9/17,25/08/2020,Rondel,ON,LARGE CHAIN,43,56300,19600,100,41.88191,-87.6275,34800,-15564390,34800
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,A0013,Rondel Store - Chicago State St,Central,United States,1/10/17,26/07/2020,Rondel,ON,LARGE CHAIN,194,99100,45300,147,41.88191,-87.6275,64300,-12972390,64300
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,A0013,Rondel Store - Chicago State St,Central,United States,1/11/17,25/06/2020,Rondel,ON,LARGE CHAIN,72,80000,39800,71,41.88191,-87.6275,52100,-10293990,52100
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,A0013,Rondel Store - Chicago State St,Central,United States,1/12/17,26/05/2020,Rondel,ON,LARGE CHAIN,218,95500,33600,150,41.88191,-87.6275,59600,-7701990,59600
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,A0013,Rondel Store - Chicago State St,Central,United States,1/1/18,25/04/2020,Rondel,ON,LARGE CHAIN,67,73900,26000,77,41.88191,-87.6275,45700,-5023590,45700
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,A0013,Rondel Store - Chicago State St,Central,United States,1/2/18,25/03/2020,Rondel,ON,LARGE CHAIN,137,91800,32300,102,41.88191,-87.6275,61600,-2345190,61600
-10 to -20% Negative Growth,PRIME +P4-02/03),Sal Lobaugh,Riverhead,NY,A0014,Rondel Store - Riverhead,East,United States,1/2/17,25/03/2021,Rondel,ON,LARGE CHAIN,125,78500,36900,85,40.91791,-72.7155,54500,-33881190,54500
-10 to -20% Negative Growth,PRIME +P4-02/03),Sal Lobaugh,Riverhead,NY,A0014,Rondel Store - Riverhead,East,United States,1/3/17,25/02/2021,Rondel,ON,LARGE CHAIN,94,72000,37600,76,40.91791,-72.7155,54900,-31461990,54900
-10 to -20% Negative Growth,PRIME +P4-02/03),Sal Lobaugh,Riverhead,NY,A0014,Rondel Store - Riverhead,East,United States,1/4/17,25/01/2021,Rondel,ON,LARGE CHAIN,110,61400,38900,122,40.91791,-72.7155,50400,-28783590,50400
-10 to -20% Negative Growth,PRIME +P4-02/03),Sal Lobaugh,Riverhead,NY,A0014,Rondel Store - Riverhead,East,United States,1/5/17,26/12/2020,Rondel,ON,LARGE CHAIN,97,63300,40100,102,40.91791,-72.7155,52900,-26191590,52900
-10 to -20% Negative Growth,PRIME +P4-02/03),Sal Lobaugh,Riverhead,NY,A0014,Rondel Store - Riverhead,East,United States,1/6/17,25/11/2020,Rondel,ON,LARGE CHAIN,68,54300,36800,96,40.91791,-72.7155,47600,-23513190,47600
-10 to -20% Negative Growth,PRIME +P4-02/03),Sal Lobaugh,Riverhead,NY,A0014,Rondel Store - Riverhead,East,United States,1/7/17,26/10/2020,Rondel,ON,LARGE CHAIN,85,59000,36600,103,40.91791,-72.7155,51100,-20921190,51100
-10 to -20% Negative Growth,PRIME +P4-02/03),Sal Lobaugh,Riverhead,NY,A0014,Rondel Store - Riverhead,East,United States,1/8/17,25/09/2020,Rondel,ON,LARGE CHAIN,90,52600,34200,122,40.91791,-72.7155,45200,-18242790,45200
-10 to -20% Negative Growth,PRIME +P4-02/03),Sal Lobaugh,Riverhead,NY,A0014,Rondel Store - Riverhead,East,United States,1/9/17,25/08/2020,Rondel,ON,LARGE CHAIN,91,52900,27200,122,40.91791,-72.7155,43000,-15564390,43000
-10 to -20% Negative Growth,PRIME +P4-02/03),Sal Lobaugh,Riverhead,NY,A0014,Rondel Store - Riverhead,East,United States,1/10/17,26/07/2020,Rondel,ON,LARGE CHAIN,110,57600,30000,121,40.91791,-72.7155,45600,-12972390,45600
-10 to -20% Negative Growth,PRIME +P4-02/03),Sal Lobaugh,Riverhead,NY,A0014,Rondel Store - Riverhead,East,United States,1/11/17,25/06/2020,Rondel,ON,LARGE CHAIN,41,49400,25900,61,40.91791,-72.7155,39000,-10293990,39000
-10 to -20% Negative Growth,PRIME +P4-02/03),Sal Lobaugh,Riverhead,NY,A0014,Rondel Store - Riverhead,East,United States,1/12/17,26/05/2020,Rondel,ON,LARGE CHAIN,144,62500,32800,133,40.91791,-72.7155,46500,-7701990,46500
-10 to -20% Negative Growth,PRIME +P4-02/03),Sal Lobaugh,Riverhead,NY,A0014,Rondel Store - Riverhead,East,United States,1/1/18,25/04/2020,Rondel,ON,LARGE CHAIN,81,61300,33300,72,40.91791,-72.7155,46500,-5023590,46500
-10 to -20% Negative Growth,PRIME +P4-02/03),Sal Lobaugh,Riverhead,NY,A0014,Rondel Store - Riverhead,East,United States,1/2/18,25/03/2020,Rondel,ON,LARGE CHAIN,166,75100,40700,99,40.91791,-72.7155,60000,-2345190,60000
0-10% Positive Growth,PRIME +P4-02/03),Bill West,Alameda,CA,A0015,Rondel Store - Alameda,West,United States,1/2/17,25/03/2021,Rondel,BEHIND,LARGE CHAIN,101,102100,15400,75,37.771,-122.2583,68500,-33881190,102100
0-10% Positive Growth,PRIME +P4-02/03),Bill West,Alameda,CA,A0015,Rondel Store - Alameda,West,United States,1/3/17,25/02/2021,Rondel,BEHIND,LARGE CHAIN,41,67700,10200,69,37.771,-122.2583,40900,-31461990,67700
0-10% Positive Growth,PRIME +P4-02/03),Bill West,Alameda,CA,A0015,Rondel Store - Alameda,West,United States,1/4/17,25/01/2021,Rondel,BEHIND,LARGE CHAIN,175,97900,37000,142,37.771,-122.2583,67500,-28783590,97900
0-10% Positive Growth,PRIME +P4-02/03),Bill West,Alameda,CA,A0015,Rondel Store - Alameda,West,United States,1/5/17,26/12/2020,Rondel,BEHIND,LARGE CHAIN,108,87900,33200,108,37.771,-122.2583,57300,-26191590,87900
0-10% Positive Growth,PRIME +P4-02/03),Bill West,Alameda,CA,A0015,Rondel Store - Alameda,West,United States,1/6/17,25/11/2020,Rondel,BEHIND,LARGE CHAIN,81,83400,31500,90,37.771,-122.2583,54900,-23513190,83400
0-10% Positive Growth,PRIME +P4-02/03),Bill West,Alameda,CA,A0015,Rondel Store - Alameda,West,United States,1/7/17,26/10/2020,Rondel,BEHIND,LARGE CHAIN,79,78300,36300,100,37.771,-122.2583,54600,-20921190,78300
0-10% Positive Growth,PRIME +P4-02/03),Bill West,Alameda,CA,A0015,Rondel Store - Alameda,West,United States,1/8/17,25/09/2020,Rondel,BEHIND,LARGE CHAIN,15,38300,21100,52,37.771,-122.2583,29300,-18242790,38300
0-10% Positive Growth,PRIME +P4-02/03),Bill West,Alameda,CA,A0015,Rondel Store - Alameda,West,United States,1/9/17,25/08/2020,Rondel,BEHIND,LARGE CHAIN,41,41100,24600,105,37.771,-122.2583,31400,-15564390,41100
0-10% Positive Growth,PRIME +P4-02/03),Bill West,Alameda,CA,A0015,Rondel Store - Alameda,West,United States,1/10/17,26/07/2020,Rondel,BEHIND,LARGE CHAIN,44,54300,29800,77,37.771,-122.2583,41400,-12972390,54300
0-10% Positive Growth,PRIME +P4-02/03),Bill West,Alameda,CA,A0015,Rondel Store - Alameda,West,United States,1/11/17,25/06/2020,Rondel,BEHIND,LARGE CHAIN,39,46000,25300,93,37.771,-122.2583,34700,-10293990,46000
0-10% Positive Growth,PRIME +P4-02/03),Bill West,Alameda,CA,A0015,Rondel Store - Alameda,West,United States,1/12/17,26/05/2020,Rondel,BEHIND,LARGE CHAIN,32,51900,28500,61,37.771,-122.2583,37400,-7701990,51900
0-10% Positive Growth,PRIME +P4-02/03),Bill West,Alameda,CA,A0015,Rondel Store - Alameda,West,United States,1/1/18,25/04/2020,Rondel,BEHIND,LARGE CHAIN,37,50700,27900,73,37.771,-122.2583,37400,-5023590,50700
0-10% Positive Growth,PRIME +P4-02/03),Bill West,Alameda,CA,A0015,Rondel Store - Alameda,West,United States,1/2/18,25/03/2020,Rondel,BEHIND,LARGE CHAIN,34,55000,17700,57,37.771,-122.2583,36700,-2345190,55000
-10 to -20% Negative Growth,PRIME + P4011,Kathy Power,Surprise,AZ,A0016,Rondel Store - Surprise,West,United States,1/2/17,25/03/2021,Rondel,ON,LARGE CHAIN,97,67400,19700,95,33.63728,-112.3538,48200,-33881190,48200
-10 to -20% Negative Growth,PRIME + P4011,Kathy Power,Surprise,AZ,A0016,Rondel Store - Surprise,West,United States,1/3/17,25/02/2021,Rondel,ON,LARGE CHAIN,254,83700,24500,161,33.63728,-112.3538,61200,-31461990,61200
-10 to -20% Negative Growth,PRIME + P4011,Kathy Power,Surprise,AZ,A0016,Rondel Store - Surprise,West,United States,1/4/17,25/01/2021,Rondel,ON,LARGE CHAIN,80,100600,24400,51,33.63728,-112.3538,68300,-28783590,68300
-10 to -20% Negative Growth,PRIME + P4011,Kathy Power,Surprise,AZ,A0016,Rondel Store - Surprise,West,United States,1/5/17,26/12/2020,Rondel,ON,LARGE CHAIN,66,81800,19800,64,33.63728,-112.3538,50900,-26191590,50900
-10 to -20% Negative Growth,PRIME + P4011,Kathy Power,Surprise,AZ,A0016,Rondel Store - Surprise,West,United States,1/6/17,25/11/2020,Rondel,ON,LARGE CHAIN,238,98600,29500,159,33.63728,-112.3538,68300,-23513190,68300
-10 to -20% Negative Growth,PRIME + P4011,Kathy Power,Surprise,AZ,A0016,Rondel Store - Surprise,West,United States,1/7/17,26/10/2020,Rondel,ON,LARGE CHAIN,54,57400,17200,106,33.63728,-112.3538,39200,-20921190,39200
-10 to -20% Negative Growth,PRIME + P4011,Kathy Power,Surprise,AZ,A0016,Rondel Store - Surprise,West,United States,1/8/17,25/09/2020,Rondel,ON,LARGE CHAIN,46,70300,21000,61,33.63728,-112.3538,45900,-18242790,45900
-10 to -20% Negative Growth,PRIME + P4011,Kathy Power,Surprise,AZ,A0016,Rondel Store - Surprise,West,United States,1/9/17,25/08/2020,Rondel,ON,LARGE CHAIN,88,72100,20100,126,33.63728,-112.3538,46200,-15564390,46200
-10 to -20% Negative Growth,PRIME + P4011,Kathy Power,Surprise,AZ,A0016,Rondel Store - Surprise,West,United States,1/10/17,26/07/2020,Rondel,ON,LARGE CHAIN,106,83800,23400,113,33.63728,-112.3538,50900,-12972390,50900
-10 to -20% Negative Growth,PRIME + P4011,Kathy Power,Surprise,AZ,A0016,Rondel Store - Surprise,West,United States,1/11/17,25/06/2020,Rondel,ON,LARGE CHAIN,44,70300,19600,67,33.63728,-112.3538,38000,-10293990,38000
-10 to -20% Negative Growth,PRIME + P4011,Kathy Power,Surprise,AZ,A0016,Rondel Store - Surprise,West,United States,1/12/17,26/05/2020,Rondel,ON,LARGE CHAIN,91,91700,26200,81,33.63728,-112.3538,58100,-7701990,58100
