"Product_Family","Product_Name","Account_Name","Discount_Percent","Total_Price"
"Car Accessories","Interior Accessories","Quantum Compliance Systems",0.08,70000
"Car Accessories","Car Care","Securian Financial Group",0.67,200
"Car Accessories","Replacement Parts","Securian Financial Group",0.13,5000
"Car Accessories","Towing Equioment","ValRad",0.03,37203
"Car Accessories","Car Care","CHEP USA",0.02,11486
"Car Accessories","Replacement Parts","CHEP USA",0.04,46000
"Car Accessories","Batteries","ASI",0.01,110000
"Car Accessories","Interior Accessories","DETERMINE Software",0.01,250000
"Performance & Non-auto","Motorcycle Parts","DETERMINE Software",0.04,12269
"Car Accessories","Replacement Parts","DETERMINE Software",0.12,11685
"Car Accessories","Exterior Accessories","Professional Consulting Network    PCN",0.02,23252
"Car Accessories","Replacement Parts","Icc Inc",0.05,3613
"Performance & Non-auto","Performance","CML Holdings International",0.01,300000
"Performance & Non-auto","RV Shelters","Toledo Medical Imaging",0,250000
"Performance & Non-auto","RV Shelters","Toledo Medical Imaging",0.03,10000
"Car Accessories","Replacement Parts","LA WEEKLY",0.05,20000
"Car Accessories","Exterior Accessories","Information Strategies",0,18404
"Car Accessories","Car Care","Fortech Software Consulting",0.15,1560
"Performance & Non-auto","RV Shelters","Fortech Software Consulting",0,145001
"Tires & Wheels","Tires and Wheels","Corpus Optima",0,350000
"Performance & Non-auto","Motorcycle Parts","Deutsch Inc",0.04,23252
"Performance & Non-auto","Motorcycle Parts","Deutsch Inc",0.01,116279
"Performance & Non-auto","RV Shelters","deNovis",0,139534
"Car Accessories","Car Care","deNovis",0.02,15000
"Performance & Non-auto","RV Shelters","The Harvard Drug Group",0.03,60000
"Car Accessories","Replacement Parts","Intuit",0.01,158860
"Performance & Non-auto","Motorcycle Parts","E Tech Services Com",0,200000
"Car Accessories","Exterior Accessories","E Tech Services Com",0.02,6000
"Car Accessories","Batteries","Feasible",0.02,100000
"Car Accessories","Interior Accessories","Celadon Group",0.01,116261
"Performance & Non-auto","Motorcycle Parts","Cigna Corporate Services",0,58895
"Car Accessories","Car Care","Dayton Superior Corporation",0.01,20000
"Car Accessories","Exterior Accessories","Sheffield Group",0.01,20000
"Car Accessories","Exterior Accessories","Sheffield Group",0.01,62005
"Performance & Non-auto","Motorcycle Parts","EverythingHiTech",0,200000
"Car Accessories","Exterior Accessories","Rip Griffin Truck Service Center",0.02,25000
"Performance & Non-auto","Motorcycle Parts","Systems Integration Solutions Inc",0,232522
"Car Accessories","Exterior Accessories","Axcess International",0.01,25301
"Performance & Non-auto","Performance","Metataggers",0.01,200000
"Car Accessories","Exterior Accessories","Metataggers",0.1,2368
"Performance & Non-auto","Motorcycle Parts","e-prodx.com",0.03,35000
"Car Accessories","Exterior Accessories","MotorVac Technologies",0.24,2000
"Performance & Non-auto","Performance","New America Partners",0.2,12269
"Performance & Non-auto","Motorcycle Parts","XMPie",0,500000
"Car Accessories","Car Care","Fox Sports Media Group",0.02,19841
"Car Accessories","Car Care","Polymer Ventures",0,542551
"Car Electronics","Electronics","Polymer Ventures",0.01,12631
"Car Accessories","Batteries","Capital Newspapers",0,175000
"Car Accessories","Car Care","Capital Newspapers",0.01,37000
"Performance & Non-auto","Motorcycle Parts","Accerra",0.06,12000
"Car Accessories","Car Care","Accerra",0.02,7789
"Car Accessories","Batteries","Newgate Internet",0.01,101000
"Performance & Non-auto","Motorcycle Parts","Schweizer Aircraft Corporation",0,410789
"Performance & Non-auto","Motorcycle Parts","Induslogic",0.04,12269
"Car Accessories","Replacement Parts","NuSpeed Internet Systems",0.1,15501
"Car Accessories","Interior Accessories","Olympus America.",0.45,4650
"Performance & Non-auto","Motorcycle Parts","PharmaPrint",0.01,31002
"Car Accessories","Exterior Accessories","The Accounting Guild",0.04,16867
"Car Accessories","Car Care","The Accounting Guild",0.02,16867
"Performance & Non-auto","RV Shelters","Pcm/Sarcom, Inc",0,170000
"Car Accessories","Interior Accessories","Pcm/Sarcom, Inc",0.02,265075
"Car Accessories","Replacement Parts","Pcm/Sarcom, Inc",0.02,15000
"Performance & Non-auto","Motorcycle Parts","Pcm/Sarcom, Inc",0,193759
"Car Accessories","Replacement Parts","Pcm/Sarcom, Inc",0.08,7000
"Car Accessories","Interior Accessories","Pcm/Sarcom, Inc",0.01,100000
"Tires & Wheels","Tires and Wheels","Pcm/Sarcom, Inc",0,111000
"Car Accessories","Batteries","GF Corp HR",0.04,40000
"Performance & Non-auto","Motorcycle Parts","BoldFish  aquired",0.02,58139
"Car Accessories","Car Care","National Basketball Association",0.07,7458
"Performance & Non-auto","Motorcycle Parts","Choice Hotels International",0.04,20000
"Car Accessories","Interior Accessories","Itron",0,503067
"Car Accessories","Car Care","North Central Utilities Inc",0,89488
"Car Accessories","Replacement Parts","Pur  O  Zone",0,500000
"Car Accessories","Interior Accessories","DataDesk Technologies",0.01,350000
"Performance & Non-auto","Motorcycle Parts","Onewest.net",0.01,54819
"Performance & Non-auto","RV Shelters","Headway Technologies",0.01,93008
"Car Accessories","Car Care","H.J. Heinz Company",1,0
"Performance & Non-auto","Motorcycle Parts","Agia",0.01,18404
"Car Accessories","Batteries","Agia",0.01,200000
"Performance & Non-auto","Performance","Coldwell Banker",0.07,50000
"Car Accessories","Exterior Accessories","Weissmann Travel Reports",0,200000
"Car Accessories","Exterior Accessories","Sutherland Global Services",0.01,10465
"Car Accessories","Car Care","Sutherland Global Services",0.02,15000
"Car Accessories","Car Care","Logix Communications, LP",0,263157
"Car Accessories","Batteries","TriTech Software",0.03,7750
"Car Accessories","Batteries","AZ Sites",0.01,301204
"Performance & Non-auto","RV Shelters","Supervalu Operations Inc",0.03,50000
"Car Accessories","Batteries","Geometric Software",0.09,20000
"Car Accessories","Car Care","Securitas Systems",0.06,6347
"Car Accessories","Towing Equioment","Securitas Systems",0.01,55000
"Car Accessories","Exterior Accessories","Securitas Systems",0,200000
"Performance & Non-auto","Motorcycle Parts","Securitas Systems",0.01,46000
"Car Accessories","Exterior Accessories","Relational Technologies",0.01,20000
"Car Accessories","Car Care","Relational Technologies",0.21,972
"Performance & Non-auto","RV Shelters","Majiq",0,400000
"Performance & Non-auto","Motorcycle Parts","Financial Industry Technical Services, Inc",0.01,101000
"Car Accessories","Car Care","Armature Inc",0,5500
"Performance & Non-auto","Motorcycle Parts","Tibco Software - DataSynapse",0.01,101000
"Performance & Non-auto","Motorcycle Parts","Rockport Information Services",0.01,80000
"Performance & Non-auto","RV Shelters","Rockport Information Services",0.07,19000
"Car Accessories","Exterior Accessories","TECSYS U.S.",0.01,69767
"Car Accessories","Interior Accessories","Intelect Technologies",0.01,50000
"Car Accessories","Exterior Accessories","Intelect Technologies",0,360000
"Performance & Non-auto","Motorcycle Parts","Harvard Business School",0.5,1162
"Performance & Non-auto","Motorcycle Parts","Micromet",0,60000
"Car Accessories","Car Care","Micromet",0.01,50000
"Car Accessories","Interior Accessories","Rick Johnson & Co Public Rltns",0.41,10000
"Car Accessories","Car Care","North State Communications",0,52007
"Performance & Non-auto","RV Shelters","North State Communications",0.06,31002
"Performance & Non-auto","Motorcycle Parts","CyberTrader",0.03,39473
"Performance & Non-auto","RV Shelters","CoVisible Solutions   Inc",1,0
"Car Accessories","Replacement Parts","Project One Inc",0.21,3000
"Car Accessories","Replacement Parts","WCOIL   Ltd",0.13,10000
"Performance & Non-auto","Motorcycle Parts","DataSoft Technologies   Inc",0,110000
"Performance & Non-auto","Motorcycle Parts","HandBridge Innovators",0.03,35000
"Car Accessories","Replacement Parts","JAZ Consulting Group",0.02,13054
"Car Accessories","Exterior Accessories","Century Software",0.24,2000
"Car Accessories","Car Care","Alterbrain",0.02,15000
"Performance & Non-auto","RV Shelters","Alterbrain",0.01,150000
"Performance & Non-auto","Motorcycle Parts","StanTech",0,220930
"Car Accessories","Car Care","InnoCentive",0,30000
"Car Accessories","Car Care","Quark",0,58139
"Car Accessories","Exterior Accessories","JesterTel",0,153374
"Performance & Non-auto","Motorcycle Parts","JesterTel",0,120000
"Performance & Non-auto","Motorcycle Parts","Echopass Corporation",1,0
"Car Accessories","Batteries","Bitner.com",0.01,75000
"Performance & Non-auto","Motorcycle Parts","Asp One",0,77507
"Car Accessories","Exterior Accessories","Asp One",0,452000
"Car Accessories","Replacement Parts","Serene Trader",0.06,18000
"Car Accessories","Replacement Parts","Tyler-Lawrence Inc",0.02,46504
"Performance & Non-auto","Motorcycle Parts","Tyler-Lawrence Inc",0,30000
"Car Accessories","Replacement Parts","Tyler-Lawrence Inc",0.48,2000
"Performance & Non-auto","RV Shelters","Tyler-Lawrence Inc",1,1
"Car Accessories","Car Care","Tyler-Lawrence Inc",0.04,10000
"Car Accessories","Replacement Parts","Modern Systems",0.01,100000
"Car Accessories","Interior Accessories","Modern Systems",0.01,200000
"Car Accessories","Interior Accessories","Modern Systems",0.45,9302
"Car Accessories","Towing Equioment","Modern Systems",0.1,6134
"Performance & Non-auto","RV Shelters","Modern Systems",0,34883
"Performance & Non-auto","Motorcycle Parts","Attebury Grain",0,77507
"Car Accessories","Exterior Accessories","Analytical Group Inc",0.01,20000
"Car Accessories","Replacement Parts","Pioneer Hi  Bred International",0.03,50000
"Car Accessories","Interior Accessories","Cargill",0.26,6200
"Performance & Non-auto","Performance","Cargill",0.03,100000
"Car Accessories","Replacement Parts","Beretta Group Companies",0.01,102409
"Car Accessories","Car Care","Performance Telephone Services",0.51,300
"Car Accessories","Exterior Accessories","Performance Telephone Services",0.02,25000
"Car Accessories","Interior Accessories","AKRON",0.21,6674
"Performance & Non-auto","Motorcycle Parts","Securities Dealing Systems",0.03,35000
"Car Accessories","Car Care","Securities Dealing Systems",0.02,9000
"Performance & Non-auto","Motorcycle Parts","Securities Dealing Systems",0.02,58139
"Performance & Non-auto","Motorcycle Parts","Rehau",0.01,40000
"Car Accessories","Car Care","Rehau",0.01,50000
"Car Accessories","Car Care","Rehau",0.04,13554
"Car Accessories","Car Care","Professional business services",0.01,50000
"Car Accessories","Towing Equioment","Emergency Medical Services Corporation",0,250000
"Car Accessories","Car Care","Felder Communications Group",0,90000
"Car Accessories","Exterior Accessories","Guru.com",0.05,15000
"Car Accessories","Batteries","Phase III, Enterprises",0.01,108510
"Car Accessories","Exterior Accessories","TotalMedNetwork",0.05,12447
"Performance & Non-auto","RV Shelters","Freeman Health System",1,0
"Car Accessories","Replacement Parts","Warner Bros. Records",0.08,5263
"Performance & Non-auto","Performance","Univisions Crimson Group",0,420000
"Performance & Non-auto","RV Shelters","Improved Construction Methods",0.01,75000
"Performance & Non-auto","RV Shelters","French/West/Vaughan",0,563400
"Car Accessories","Car Care","Student.com",0.01,10979
"Car Accessories","Exterior Accessories","Spokane Washington Hospital Company",0.05,10000
"Car Accessories","Towing Equioment","Powerdialers, Inc",0,229000
"Car Accessories","Replacement Parts","Powerdialers, Inc",0.01,100000
"Performance & Non-auto","Motorcycle Parts","Xelan Inc",0.02,50000
"Car Accessories","Interior Accessories","Edwards Brothers",0.15,35653
"Car Accessories","Batteries","Lennox International",0.02,100000
"Performance & Non-auto","Motorcycle Parts","Horizon International Trading Inc",0,270000
"Car Accessories","Towing Equioment","Vision Software",0.01,30000
"Car Accessories","Exterior Accessories","Pinnacle Frames and Accents",0.01,85526
"Performance & Non-auto","Motorcycle Parts","Velocient Technologies",0,190000
"Car Accessories","Exterior Accessories","Velocient Technologies",0,50000
"Performance & Non-auto","Motorcycle Parts","Buydeal",0.02,25002
"Car Accessories","Towing Equioment","Foam Designorporated",1,0
"Car Accessories","Batteries","Foam Designorporated",0.1,3603
"Car Accessories","Interior Accessories","Computer Science and Applica",0.01,300000
"Car Accessories","Car Care","Computer Science and Applica",0.04,10000
"Performance & Non-auto","Motorcycle Parts","Elliptics",0.04,20000
"Car Accessories","Replacement Parts","Forsa",0.02,15000
"Performance & Non-auto","RV Shelters","Akros Communications",0.03,30000
"Car Accessories","Exterior Accessories","Dendreon Pharmaceuticals",0,310029
"Car Accessories","Replacement Parts","Geac Computers   / AEC B",0.04,49604
"Car Accessories","Exterior Accessories","Marketing Associates",0,50000
"Car Accessories","Interior Accessories","The Seminar Center",0.41,10000
"Car Accessories","Interior Accessories","The Seminar Center",0.01,50000
"Car Accessories","Car Care","Itp Inc",0.04,10000
"Performance & Non-auto","RV Shelters","Southeast Interactive Techs",0.02,10075
"Car Accessories","Exterior Accessories","Southeast Interactive Techs",0.05,15000
"Car Accessories","Exterior Accessories","Muse",0,300000
"Car Accessories","Car Care","Cognitive Arts Corp",0.04,10000
"Performance & Non-auto","Motorcycle Parts","Magis Networks",0,155014
"Performance & Non-auto","Motorcycle Parts","Magis Networks",0,120000
"Car Accessories","Batteries","CCL Label",0.16,10000
"Car Accessories","Car Care","CCL Label",0.04,10000
"Car Accessories","Batteries","CCL Label",0,387536
"Car Accessories","Interior Accessories","Tyler Technologies / Eagle Division",0.01,16735
"Car Accessories","Interior Accessories","Tyler Technologies / Eagle Division",0.41,10000
"Performance & Non-auto","Motorcycle Parts","Dresser Waukesha",0,112385
"Performance & Non-auto","RV Shelters","Preferred Corporate Housing",0.02,26122
"Car Accessories","Batteries","Preferred Corporate Housing",0.04,40000
"Car Accessories","Car Care","Preferred Corporate Housing",0.04,10000
"Tires & Wheels","Tires and Wheels","Beck Oil",0.8,270
"Car Accessories","Replacement Parts","Sud-Chemie Proformance Pack",0.03,50000
"Car Accessories","Replacement Parts","Indus MIS",0,112000
"Car Accessories","Batteries","Janus Technologies",0.22,4650
"Car Accessories","Car Care","Equidity",0.19,500
"Performance & Non-auto","RV Shelters","Equidity",0.01,100000
"Car Accessories","Car Care","Critical Path Strategies",0,9202
"Performance & Non-auto","RV Shelters","Critical Path Strategies",0.01,150000
"Car Accessories","Interior Accessories","Critical Path Strategies",0.04,105263
"Car Accessories","Towing Equioment","Abovo Marketing Group Inc",0,190000
"Car Accessories","Car Care","Data Monitor Systems",0,232522
"Car Accessories","Car Care","Core Strategies",0.01,12792
"Performance & Non-auto","Motorcycle Parts","CTI Solutions Group",0.05,3300
"Car Accessories","Batteries","DCI HOLDINGS",0.06,15000
"Performance & Non-auto","Motorcycle Parts","Fund For Global Awakening",0,150000
