"ProductFamily","OrderEffectiveDate","ProductName","LastProcessedDate","OrderAccountName","OrderParentName","UnitPrice","TotalPrice","Quantity"
"Specialized Attachments","2020-07-31","Hammer H500","2020-08-10","Acme Partners","Ohana Technologies",4200,1785000,425
"Compactors","2020-03-02","Compactor 9000","2020-08-10","Wellspring, Inc.","Ohana Technologies",8100,1417500,175
"Rippers","2019-12-10","Ripper 37","2020-08-10","Red Studio Designs","Ohana Technologies",2000,750000,375
"Specialized Attachments","2019-01-05","Pulverizer P20","2020-08-10","Silodyne Company","Advanced Communications",4750,237500,50
"Brooms","2020-04-11","Utility Broom UB1000","2020-08-10","Red Studio Designs","Ohana Technologies",4500,1687500,375
"Specialized Attachments","2020-12-24","Sweeper S1000","2020-08-10","Ohana Incorporated.","Ohana Technologies",7500,750000,100
"Rippers","2020-02-17","Ripper 34","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",1350,202500,150
"Compactors","2019-01-12","Compactor 3500","2020-08-10","Integrity Systems","Advanced Communications",5750,2012500,350
"Trenchers","2020-08-25","Trencher T48","2020-08-10","Momentum Design","Ohana Technologies",6400,2240000,350
"Rippers","2019-07-10","Ripper 19","2020-08-10","Wellspring, Inc.","Ohana Technologies",800,80000,100
"Trenchers","2020-10-06","Trencher T36","2020-08-10","Tech Labs","Permadyne GmbH, LTD",6000,600000,100
"Rippers","2019-08-28","Ripper 27","2020-08-10","Meridian Partners","Advanced Communications",1000,375000,375
"Specialized Attachments","2020-01-07","Backhoe Attachment R1","2020-08-10","Acme Partners","Ohana Technologies",20500,5637500,275
"Compactors","2020-04-17","Compactor 9000","2020-08-10","Silodyne Company","Advanced Communications",8100,3442500,425
"Rippers","2019-05-11","Ripper 37","2020-08-10","Wellspring, Inc.","Ohana Technologies",2000,800000,400
"Compactors","2019-09-15","Compactor 9500","2020-08-10","Acme Partners","Ohana Technologies",13000,4225000,325
"Brooms","2019-04-13","Pickup Broom PB200","2020-08-10","Ohana Incorporated.","Ohana Technologies",7500,2437500,325
"Trenchers","2020-05-10","Trencher T60","2020-08-10","Momentum Design","Ohana Technologies",9000,2475000,275
"Specialized Attachments","2020-12-01","Hammer H700","2020-08-10","Integrity Systems","Advanced Communications",5750,2156250,375
"Specialized Attachments","2020-11-20","Hammer H500","2020-08-10","Red Studio Designs","Ohana Technologies",4200,1890000,450
"Brooms","2020-06-01","Pickup Broom PB100","2020-08-10","Meridian Partners","Advanced Communications",6900,517500,75
"Specialized Attachments","2020-02-22","Pulverizer P10","2020-08-10","Tech Labs","Permadyne GmbH, LTD",4500,1350000,300
"Specialized Attachments","2019-11-04","Backhoe Attachment R2","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",19500,975000,50
