"ForecastCategory","CloseDate","Stage_IsAdvanced","CreatedDatePrev","Unique_Sort_Key","OpportunityId","ForecastCategoryPrev","StageIsWon","Deleted","ValidToDate","StageName","StageNamePrev","LastProcessedDate","CloseDatePrev","CustomFilter","StagePrevIsWon","OpportunityAccountId","CreatedDate","ValidFromDate","RecordID","StagePrevIsClosed","StageIsClosed","IsPulled","StagePrevSortOrder","IsLastUpdate","Amount_isUpdated","Stage_isUpdated","Amount","AmountPrev","Duration","IsPushed","CloseDate_isUpdated","StageSortOrder","Time_In_Current_Stage_Duration_Seconds"
"Pipeline","2019-03-11 00:00:00",True,"1970-01-15 00:00:00","2018-10-29T04:00:00.000Z-a1l3s000002wbIQAAY","0063s00000DYwkCAAT","",False,False,"2019-01-14 20:52:22","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7HDAAY","2018-11-12 04:00:00","2018-11-12 04:00:00","a1l3s000002wbIQAAY","",False,0,0,0,1,1,7361,0,5503942,1,1,1,18727118
"Commit","2017-12-31 00:00:00",False,"2017-11-18 04:00:00","2017-11-20T15:21:00.000Z-a1l3s000002wbIUAAY","0063s00000DYwkDAAT","Pipeline",False,False,"2017-12-09 16:20:33","Qualification","Qualification","2019-10-07 14:44:53","2017-12-31 00:00:00",True,False,"0013s00000up7HDAAY","2017-12-04 15:21:00","2017-12-04 15:21:00","a1l3s000002wbIUAAY",False,False,0,1,0,0,0,11610,11610,435573,0,0,1,47142076
"Commit","2017-12-31 00:00:00",False,"2017-12-04 15:21:00","2017-11-25T16:20:33.000Z-a1l3s000002wbIVAAY","0063s00000DYwkDAAT","Commit",False,False,"2017-12-15 22:05:50","Qualification","Qualification","2019-10-07 14:44:53","2017-12-31 00:00:00",True,False,"0013s00000up7HDAAY","2017-12-09 16:20:33","2017-12-09 16:20:33","a1l3s000002wbIVAAY",False,False,0,1,0,1,0,9690,11610,539117,0,0,1,47142076
"Omitted","2018-03-17 00:00:00",True,"2018-01-24 09:35:04","2018-03-02T07:20:21.000Z-a1l3s000002wbIZAAY","0063s00000DYwkDAAT","BestCase",False,False,"2019-09-12 20:55:24","Closed Lost","Discovery","2019-10-07 14:44:53","2018-03-17 00:00:00",True,False,"0013s00000up7HDAAY","2018-03-16 07:20:21","2018-03-16 07:20:21","a1l3s000002wbIZAAY",False,True,0,2,0,0,1,9690,9690,47136903,0,0,7,47142076
"BestCase","2018-05-09 00:00:00",False,"2018-06-12 04:00:00","2018-05-29T04:00:00.000Z-a1l3s000002wbIqAAI","0063s00000DYwkHAAT","BestCase",False,False,"2018-06-12 04:00:00","Negotiation","Negotiation","2019-10-07 14:44:53","2018-05-09 00:00:00",True,False,"0013s00000up7HGAAY","2018-06-12 04:00:00","2018-06-12 04:00:00","a1l3s000002wbIqAAI",False,False,0,5,0,0,0,26896,26896,0,0,0,5,39550897
"BestCase","2018-05-02 00:00:00",False,"2018-06-12 04:00:00","2018-05-29T04:00:00.000Z-a1l3s000002wbIuAAI","0063s00000DYwkHAAT","BestCase",False,False,"2018-06-12 04:00:00","Negotiation","Negotiation","2019-10-07 14:44:53","2018-05-02 00:00:00",True,False,"0013s00000up7HGAAY","2018-06-12 04:00:00","2018-06-12 04:00:00","a1l3s000002wbIuAAI",False,False,0,5,0,0,0,26896,26896,0,0,0,5,39550897
"BestCase","2018-05-02 00:00:00",False,"2018-06-12 04:00:00","2018-05-29T04:00:00.000Z-a1l3s000002wbIxAAI","0063s00000DYwkHAAT","BestCase",False,False,"2018-06-12 04:00:00","Negotiation","Negotiation","2019-10-07 14:44:53","2018-05-02 00:00:00",True,False,"0013s00000up7HGAAY","2018-06-12 04:00:00","2018-06-12 04:00:00","a1l3s000002wbIxAAI",False,False,0,5,0,0,0,21734,21734,0,0,0,5,39550897
"BestCase","2018-05-02 00:00:00",False,"2018-06-12 04:00:00","2018-05-29T04:00:00.000Z-a1l3s000002wbIyAAI","0063s00000DYwkHAAT","BestCase",False,False,"2018-06-12 04:00:00","Negotiation","Negotiation","2019-10-07 14:44:53","2018-05-02 00:00:00",True,False,"0013s00000up7HGAAY","2018-06-12 04:00:00","2018-06-12 04:00:00","a1l3s000002wbIyAAI",False,False,0,5,0,0,0,21734,21734,0,0,0,5,39550897
"BestCase","2018-06-12 00:00:00",False,"2018-06-12 04:00:00","2018-05-29T04:00:00.000Z-a1l3s000002wbJ0AAI","0063s00000DYwkHAAT","BestCase",False,False,"2018-06-12 04:00:00","Negotiation","Negotiation","2019-10-07 14:44:53","2018-05-02 00:00:00",True,False,"0013s00000up7HGAAY","2018-06-12 04:00:00","2018-06-12 04:00:00","a1l3s000002wbJ0AAI",False,False,0,5,0,0,0,32894,32894,0,1,1,5,39550897
"Commit","2018-12-06 00:00:00",True,"2018-06-07 04:00:00","2018-11-08T06:33:47.000Z-a1l3s000002wbJ3AAI","0063s00000DYwkIAAT","Pipeline",False,False,"2018-11-30 23:12:16","Negotiation","Qualification","2019-10-07 14:44:53","2018-12-06 00:00:00",True,False,"0013s00000up7HHAAY","2018-11-22 06:33:47","2018-11-22 06:33:47","a1l3s000002wbJ3AAI",False,False,0,1,0,0,1,20000,20000,751109,0,0,5,24707361
"Omitted","2018-12-06 00:00:00",True,"2018-11-22 06:33:47","2018-11-16T23:12:16.000Z-a1l3s000002wbJ4AAI","0063s00000DYwkIAAT","Commit",False,False,"2019-09-12 20:55:24","Closed Lost","Negotiation","2019-10-07 14:44:53","2018-12-06 00:00:00",True,False,"0013s00000up7HHAAY","2018-11-30 23:12:16","2018-11-30 23:12:16","a1l3s000002wbJ4AAI",False,True,0,5,0,0,1,20000,20000,24702188,0,0,7,24707361
"Omitted","2018-12-06 00:00:00",False,"2018-11-30 23:12:16","2019-08-29T20:55:24.000Z-0083s00000n4MH9AAM","0063s00000DYwkIAAT","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-12-06 00:00:00",True,False,"0013s00000up7HHAAY","2019-09-12 20:55:24","2019-09-12 20:55:24","0083s00000n4MH9AAM",True,True,0,7,1,0,0,20000,20000,5146,0,0,7,24707361
"Pipeline","2018-09-19 00:00:00",True,"1970-01-15 00:00:00","2018-10-14T04:00:00.000Z-a1l3s000002wbJ8AAI","0063s00000DYwkKAAT","",False,False,"2018-11-15 22:50:38","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7HIAAY","2018-10-28 04:00:00","2018-10-28 04:00:00","a1l3s000002wbJ8AAI","",False,0,0,0,1,1,15000,0,1623038,1,1,1,24363621
"Commit","2018-09-19 00:00:00",True,"2018-10-28 04:00:00","2018-11-01T22:50:38.000Z-a1l3s000002wbJ9AAI","0063s00000DYwkKAAT","Pipeline",False,False,"2018-11-26 19:32:17","Discovery","Qualification","2019-10-07 14:44:53","2018-09-19 00:00:00",True,False,"0013s00000up7HIAAY","2018-11-15 22:50:38","2018-11-15 22:50:38","a1l3s000002wbJ9AAI",False,False,0,1,0,0,1,15000,15000,938499,0,0,2,24363621
"Commit","2018-09-19 00:00:00",False,"2018-11-15 22:50:38","2018-11-12T19:32:17.000Z-a1l3s000002wbJAAAY","0063s00000DYwkKAAT","Commit",False,False,"2018-11-27 03:36:00","Discovery","Discovery","2019-10-07 14:44:53","2018-09-19 00:00:00",True,False,"0013s00000up7HIAAY","2018-11-26 19:32:17","2018-11-26 19:32:17","a1l3s000002wbJAAAY",False,False,0,2,0,0,0,15000,15000,29023,0,0,2,24363621
"BestCase","2019-10-21 00:00:00",False,"2019-08-21 09:02:02","2019-08-29T20:55:24.000Z-0083s00000n4MHDAA2","0063s00000DYwkMAAT","BestCase",False,False,"3000-01-15 00:00:00","Proposal/Quote","Proposal/Quote","2019-10-07 14:44:53","2019-10-21 00:00:00",True,False,"0013s00000up7HKAAY","2019-09-12 20:55:24","2019-09-12 20:55:24","0083s00000n4MHDAA2",False,False,0,4,1,0,0,0,0,5146,0,0,4,5577136
"Pipeline","2018-09-19 00:00:00",True,"2018-03-21 05:00:00","2018-06-04T08:14:39.000Z-a1l3s000002wbJOAAY","0063s00000DYwkOAAT","Pipeline",False,False,"2018-09-11 10:18:40","Proposal/Quote","Qualification","2019-10-07 14:44:53","2018-09-19 00:00:00",True,False,"0013s00000up7HMAAY","2018-06-18 08:14:39","2018-06-18 08:14:39","a1l3s000002wbJOAAY",False,False,0,1,0,0,1,199000,199000,7351441,0,0,4,31665777
"Omitted","2018-09-19 00:00:00",True,"2018-06-18 08:14:39","2018-08-28T10:18:40.000Z-a1l3s000002wbJPAAY","0063s00000DYwkOAAT","Pipeline",False,False,"2019-09-12 20:55:24","Closed Lost","Proposal/Quote","2019-10-07 14:44:53","2018-09-19 00:00:00",True,False,"0013s00000up7HMAAY","2018-09-11 10:18:40","2018-09-11 10:18:40","a1l3s000002wbJPAAY",False,True,0,4,0,0,1,199000,199000,31660604,0,0,7,31665777
"Omitted","2018-09-19 00:00:00",False,"2018-09-11 10:18:40","2019-08-29T20:55:24.000Z-0083s00000n4MHFAA2","0063s00000DYwkOAAT","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-09-19 00:00:00",True,False,"0013s00000up7HMAAY","2019-09-12 20:55:24","2019-09-12 20:55:24","0083s00000n4MHFAA2",True,True,0,7,1,0,0,199000,199000,5146,0,0,7,31665777
"BestCase","2018-04-14 00:00:00",True,"2018-02-05 05:00:00","2018-02-12T04:27:09.000Z-a1l3s000002wbJRAAY","0063s00000DYwkPAAT","Pipeline",False,False,"2018-02-27 10:59:44","Proposal/Quote","Qualification","2019-10-07 14:44:53","2018-04-14 00:00:00",True,False,"0013s00000up7HNAAY","2018-02-26 04:27:09","2018-02-26 04:27:09","a1l3s000002wbJRAAY",False,False,0,1,0,0,1,40527,40527,109955,0,0,4,43658107
"BestCase","2018-05-20 00:00:00",False,"2018-02-26 04:27:09","2018-02-13T10:59:44.000Z-a1l3s000002wbJSAAY","0063s00000DYwkPAAT","BestCase",False,False,"2018-03-06 14:53:06","Proposal/Quote","Proposal/Quote","2019-10-07 14:44:53","2018-04-14 00:00:00",True,False,"0013s00000up7HNAAY","2018-02-27 10:59:44","2018-02-27 10:59:44","a1l3s000002wbJSAAY",False,False,0,4,0,0,0,40527,40527,618802,1,1,4,43658107
"Omitted","2018-05-20 00:00:00",False,"2018-04-25 15:06:30","2019-08-29T20:55:24.000Z-0083s00000n4MHGAA2","0063s00000DYwkPAAT","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-05-20 00:00:00",True,False,"0013s00000up7HNAAY","2019-09-12 20:55:24","2019-09-12 20:55:24","0083s00000n4MHGAA2",True,True,0,7,1,0,0,30000,30000,5146,0,0,7,43658107
"Omitted","2018-12-04 00:00:00",False,"2018-10-17 09:30:17","2019-08-29T20:55:24.000Z-0083s00000n4MHHAA2","0063s00000DYwkQAAT","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-12-04 00:00:00",True,False,"0013s00000up7HOAAY","2019-09-12 20:55:24","2019-09-12 20:55:24","0083s00000n4MHHAA2",True,True,0,7,1,0,0,60000,60000,5146,0,0,7,28558280
"Omitted","2019-07-01 00:00:00",True,"2019-04-26 03:22:35","2019-06-01T03:32:34.000Z-a1l3s000002wbJfAAI","0063s00000DYwkRAAT","Commit",False,False,"2019-09-12 20:55:24","Closed Lost","Discovery","2019-10-07 14:44:53","2019-07-01 00:00:00",True,False,"0013s00000up7HPAAY","2019-06-15 03:32:34","2019-06-15 03:32:34","a1l3s000002wbJfAAI",False,True,0,2,0,0,1,30000,30000,7752170,0,0,7,7757343
"BestCase","2018-08-31 00:00:00",False,"2018-05-11 08:12:54","2018-06-11T14:14:29.000Z-a1l3s000002wbJlAAI","0063s00000DYwkSAAT","BestCase",False,False,"2018-07-10 12:31:03","Negotiation","Negotiation","2019-10-07 14:44:53","2018-06-29 00:00:00",True,False,"0013s00000up7HQAAY","2018-06-25 14:14:29","2018-06-25 14:14:29","a1l3s000002wbJlAAI",False,False,0,5,0,0,0,719000,719000,1289794,1,1,5,37101034
"Pipeline","2019-01-04 00:00:00",True,"1970-01-15 00:00:00","2018-09-06T04:00:00.000Z-a1l3s000002wbJrAAI","0063s00000DYwkUAAT","",False,False,"2018-10-09 00:57:33","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7HRAAY","2018-09-20 04:00:00","2018-09-20 04:00:00","a1l3s000002wbJrAAI","",False,0,0,0,1,1,3305,0,1630653,1,1,1,26182761
"Closed","2018-12-13 00:00:00",False,"2018-11-13 21:22:16","2019-08-29T20:55:24.000Z-0083s00000n4MHLAA2","0063s00000DYwkUAAT","Closed",True,False,"3000-01-15 00:00:00","Closed Won","Closed Won","2019-10-07 14:44:53","2018-12-13 00:00:00",True,True,"0013s00000up7HRAAY","2019-09-12 20:55:24","2019-09-12 20:55:24","0083s00000n4MHLAA2",True,True,0,6,1,0,0,2453,2453,5146,0,0,6,26182761
"Omitted","2018-05-16 00:00:00",False,"2018-03-22 07:38:49","2019-08-29T20:55:24.000Z-0083s00000n4MHMAA2","0063s00000DYwkVAAT","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-05-16 00:00:00",True,False,"0013s00000up7HSAAY","2019-09-12 20:55:24","2019-09-12 20:55:24","0083s00000n4MHMAA2",True,True,0,7,1,0,0,51000,51000,5146,0,0,7,46622568
"BestCase","2019-11-18 00:00:00",False,"2019-07-30 13:05:21","2019-07-27T23:15:51.000Z-a1l3s000002wbK9AAI","0063s00000DYwkXAAT","BestCase",False,False,"2019-09-12 20:55:24","Discovery","Discovery","2019-10-07 14:44:53","2019-12-13 00:00:00",True,False,"0013s00000up7HUAAY","2019-08-10 23:15:51","2019-08-10 23:15:51","a1l3s000002wbK9AAI",False,False,1,2,0,0,0,100000,100000,2842773,0,1,2,3834976
"BestCase","2019-12-08 00:00:00",True,"2019-07-21 04:00:00","2019-08-20T05:16:39.000Z-a1l3s000002wbKMAAY","0063s00000DYwkbAAD","Pipeline",False,False,"2019-09-12 20:55:24","Discovery","Qualification","2019-10-07 14:44:53","2019-12-08 00:00:00",True,False,"0013s00000up7HYAAY","2019-09-03 05:16:39","2019-09-03 05:16:39","a1l3s000002wbKMAAY",False,False,0,1,0,0,1,60000,60000,833925,0,0,2,839098
"Pipeline","2019-12-11 00:00:00",True,"1970-01-15 00:00:00","2019-06-02T04:00:00.000Z-a1l3s000002wbKVAAY","0063s00000DYwkeAAD","",False,False,"2019-08-02 03:28:05","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7HaAAI","2019-06-16 04:00:00","2019-06-16 04:00:00","a1l3s000002wbKVAAY","",False,0,0,0,1,1,95000,0,4058885,1,1,1,3610412
"Commit","2019-08-29 00:00:00",True,"2019-03-08 05:00:00","2019-07-04T11:57:41.000Z-a1l3s000002wbKYAAY","0063s00000DYwkfAAD","Pipeline",False,False,"2019-08-19 19:36:05","Discovery","Qualification","2019-10-07 14:44:53","2019-08-29 00:00:00",True,False,"0013s00000up7HbAAI","2019-07-18 11:57:41","2019-07-18 11:57:41","a1l3s000002wbKYAAY",False,False,0,1,0,0,1,150000,150000,2792304,0,0,2,2083532
"Pipeline","2018-11-23 00:00:00",True,"1970-01-15 00:00:00","2018-06-19T04:00:00.000Z-a1l3s000002wbKaAAI","0063s00000DYwkgAAD","",False,False,"2018-10-16 22:32:25","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7HcAAI","2018-07-03 04:00:00","2018-07-03 04:00:00","a1l3s000002wbKaAAI","",False,0,0,0,1,1,25000,0,9138745,1,1,1,26326462
"Pipeline","2018-10-19 00:00:00",True,"2018-07-25 04:00:00","2018-09-09T10:32:26.000Z-a1l3s000002wbKeAAI","0063s00000DYwkhAAD","Pipeline",False,False,"2018-11-08 22:22:13","Proposal/Quote","Qualification","2019-10-07 14:44:53","2018-10-19 00:00:00",True,False,"0013s00000up7HcAAI","2018-09-23 10:32:26","2018-09-23 10:32:26","a1l3s000002wbKeAAI",False,False,0,1,0,0,1,745000,745000,4016987,0,0,4,23934465
"Pipeline","2018-01-07 00:00:00",True,"1970-01-15 00:00:00","2017-11-12T05:00:00.000Z-a1l3s000002wbKkAAI","0063s00000DYwkjAAD","",False,False,"2017-12-27 09:31:01","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7HeAAI","2017-11-26 05:00:00","2017-11-26 05:00:00","a1l3s000002wbKkAAI","",False,0,0,0,1,1,921,0,2694661,1,1,1,53588850
"Pipeline","2018-03-05 00:00:00",True,"1970-01-15 00:00:00","2018-01-02T05:00:00.000Z-a1l3s000002wbKnAAI","0063s00000DYwkkAAD","",False,False,"2018-02-04 07:38:24","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7HfAAI","2018-01-16 05:00:00","2018-01-16 05:00:00","a1l3s000002wbKnAAI","",False,0,0,0,1,1,124011,0,1651104,1,1,1,49594004
"Omitted","2019-03-08 00:00:00",False,"2019-01-27 12:21:46","2019-08-29T20:55:24.000Z-0083s00000n4MHcAAM","0063s00000DYwklAAD","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2019-03-08 00:00:00",True,False,"0013s00000up7HgAAI","2019-09-12 20:55:24","2019-09-12 20:55:24","0083s00000n4MHcAAM",True,True,0,7,1,0,0,121000,121000,5146,0,0,7,19735191
"BestCase","2019-06-14 00:00:00",True,"2019-01-09 05:00:00","2019-03-11T19:14:30.000Z-a1l3s000002wbKvAAI","0063s00000DYwkmAAD","Pipeline",False,False,"2019-05-20 08:55:45","Negotiation","Qualification","2019-10-07 14:44:53","2019-06-14 00:00:00",True,False,"0013s00000up7HhAAI","2019-03-25 19:14:30","2019-03-25 19:14:30","a1l3s000002wbKvAAI",False,False,0,1,0,0,1,189000,189000,4801275,0,0,5,9984352
"Pipeline","2019-02-28 00:00:00",True,"1970-01-15 00:00:00","2018-10-07T04:00:00.000Z-a1l3s000002wbKxAAI","0063s00000DYwknAAD","",False,False,"2018-11-20 00:56:34","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7HiAAI","2018-10-21 04:00:00","2018-10-21 04:00:00","a1l3s000002wbKxAAI","",False,0,0,0,0,1,0,0,2580994,1,1,1,21952003
"Commit","2019-02-28 00:00:00",True,"2018-12-03 11:44:41","2018-11-28T14:37:22.000Z-a1l3s000002wbL0AAI","0063s00000DYwknAAD","BestCase",False,False,"2019-01-01 20:34:54","Negotiation","Proposal/Quote","2019-10-07 14:44:53","2019-02-28 00:00:00",True,False,"0013s00000up7HiAAI","2018-12-12 14:37:22","2018-12-12 14:37:22","a1l3s000002wbL0AAI",False,False,0,4,0,0,1,0,0,1749452,0,0,5,21952003
"Forecast","2019-09-17 00:00:00",True,"2019-04-24 04:00:00","2019-06-16T14:26:07.000Z-a1l3s000002wbL3AAI","0063s00000DYwkoAAD","Pipeline",False,False,"2019-07-09 17:52:14","Negotiation","Qualification","2019-10-07 14:44:53","2019-09-17 00:00:00",True,False,"0013s00000up7HiAAI","2019-06-30 14:26:07","2019-06-30 14:26:07","a1l3s000002wbL3AAI",False,False,0,1,0,0,1,496033,496033,789967,0,0,5,6422130
"Omitted","2018-08-12 00:00:00",False,"2018-07-06 11:38:58","2019-08-29T20:55:24.000Z-0083s00000n4MHgAAM","0063s00000DYwkpAAD","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-08-12 00:00:00",True,False,"0013s00000up7HiAAI","2019-09-12 20:55:24","2019-09-12 20:55:24","0083s00000n4MHgAAM",True,True,0,7,1,0,0,10000,10000,5146,0,0,7,37449759
"Pipeline","2018-05-14 00:00:00",True,"2018-04-01 04:00:00","2018-04-04T11:11:53.000Z-a1l3s000002wbLDAAY","0063s00000DYwkrAAD","Pipeline",False,False,"2018-04-25 13:01:06","Negotiation","Qualification","2019-10-07 14:44:53","2018-05-14 00:00:00",True,False,"0013s00000up7HkAAI","2018-04-18 11:11:53","2018-04-18 11:11:53","a1l3s000002wbLDAAY",False,False,0,1,0,0,1,18000,18000,611353,0,0,5,43665631
"Closed","2018-05-14 00:00:00",True,"2018-04-18 11:11:53","2018-04-11T13:01:06.000Z-a1l3s000002wbLEAAY","0063s00000DYwkrAAD","Pipeline",True,False,"2019-09-12 20:55:24","Closed Won","Negotiation","2019-10-07 14:44:53","2018-05-14 00:00:00",True,False,"0013s00000up7HkAAI","2018-04-25 13:01:06","2018-04-25 13:01:06","a1l3s000002wbLEAAY",False,True,0,5,0,0,1,18000,18000,43660458,0,0,6,43665631
"BestCase","2018-04-20 00:00:00",False,"2018-01-12 06:46:47","2018-01-04T23:30:56.000Z-a1l3s000002wbLOAAY","0063s00000DYwktAAD","BestCase",False,False,"2018-02-07 00:51:45","Proposal/Quote","Proposal/Quote","2019-10-07 14:44:53","2018-04-20 00:00:00",True,False,"0013s00000up7HmAAI","2018-01-18 23:30:56","2018-01-18 23:30:56","a1l3s000002wbLOAAY",False,False,0,4,0,0,0,30965,30965,1646449,0,0,4,48271421
"Pipeline","2018-06-03 00:00:00",True,"1970-01-15 00:00:00","2018-03-16T04:00:00.000Z-a1l3s000002wbLRAAY","0063s00000DYwkuAAD","",False,False,"2018-04-29 06:36:50","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7HnAAI","2018-03-30 04:00:00","2018-03-30 04:00:00","a1l3s000002wbLRAAY","",False,0,0,0,1,1,25000,0,2601410,1,1,1,42044726
"Pipeline","2018-03-17 00:00:00",True,"1970-01-15 00:00:00","2017-10-14T04:00:00.000Z-a1l3s000002wbLVAAY","0063s00000DYwkvAAD","",False,False,"2018-01-22 02:51:31","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7HoAAI","2017-10-28 04:00:00","2017-10-28 04:00:00","a1l3s000002wbLVAAY","",False,0,0,0,1,1,250000,0,7426291,1,1,1,50398296
"Pipeline","2019-06-09 00:00:00",True,"1970-01-15 00:00:00","2019-01-12T05:00:00.000Z-a1l3s000002wbLYAAY","0063s00000DYwkwAAD","",False,False,"2019-04-09 14:54:42","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7HpAAI","2019-01-26 05:00:00","2019-01-26 05:00:00","a1l3s000002wbLYAAY","",False,0,0,0,1,1,38753,0,6342882,1,1,1,8558472
"Omitted","2019-06-09 00:00:00",True,"2019-04-09 14:54:42","2019-05-22T21:00:25.000Z-a1l3s000002wbLaAAI","0063s00000DYwkwAAD","Commit",False,False,"2019-09-12 20:55:24","Closed Lost","Discovery","2019-10-07 14:44:53","2019-06-09 00:00:00",True,False,"0013s00000up7HpAAI","2019-06-05 21:00:25","2019-06-05 21:00:25","a1l3s000002wbLaAAI",False,True,0,2,0,0,1,38753,38753,8553299,0,0,7,8558472
"BestCase","2018-12-10 00:00:00",False,"2018-10-18 15:26:29","2018-10-12T10:55:54.000Z-a1l3s000002wbLeAAI","0063s00000DYwkxAAD","BestCase",False,False,"2018-11-10 10:13:32","Discovery","Discovery","2019-10-07 14:44:53","2018-12-10 00:00:00",True,False,"0013s00000up7HqAAI","2018-10-26 10:55:54","2018-10-26 10:55:54","a1l3s000002wbLeAAI",False,False,0,2,0,0,0,61081,61081,1293458,0,0,2,20818595
"BestCase","2018-12-10 00:00:00",False,"2018-10-26 10:55:54","2018-10-27T10:13:32.000Z-a1l3s000002wbLfAAI","0063s00000DYwkxAAD","BestCase",False,False,"2018-11-15 10:20:19","Discovery","Discovery","2019-10-07 14:44:53","2018-12-10 00:00:00",True,False,"0013s00000up7HqAAI","2018-11-10 10:13:32","2018-11-10 10:13:32","a1l3s000002wbLfAAI",False,False,0,2,0,0,0,61081,61081,432407,0,0,2,20818595
"Closed","2019-02-17 00:00:00",False,"2019-01-14 23:25:02","2019-08-29T20:55:24.000Z-0083s00000n4MHoAAM","0063s00000DYwkxAAD","Closed",True,False,"3000-01-15 00:00:00","Closed Won","Closed Won","2019-10-07 14:44:53","2019-02-17 00:00:00",True,True,"0013s00000up7HqAAI","2019-09-12 20:55:24","2019-09-12 20:55:24","0083s00000n4MHoAAM",True,True,0,6,1,0,0,77500,77500,5146,0,0,6,20818595
"Omitted","2018-09-15 00:00:00",False,"2018-08-24 19:12:49","2019-08-29T20:55:24.000Z-0083s00000n4MHpAAM","0063s00000DYwkyAAD","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-09-15 00:00:00",True,False,"0013s00000up7HrAAI","2019-09-12 20:55:24","2019-09-12 20:55:24","0083s00000n4MHpAAM",True,True,0,7,1,0,0,60000,60000,5146,0,0,7,33188928
"Pipeline","2019-06-25 00:00:00",True,"1970-01-15 00:00:00","2019-04-24T04:00:00.000Z-a1l3s000002wbLsAAI","0063s00000DYwl0AAD","",False,False,"2019-05-31 06:54:24","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7HsAAI","2019-05-08 04:00:00","2019-05-08 04:00:00","a1l3s000002wbLsAAI","",False,0,0,0,1,1,15501,0,1997664,1,1,1,7479622
"Pipeline","2018-12-16 00:00:00",True,"1970-01-15 00:00:00","2018-07-11T04:00:00.000Z-a1l3s000002wbLwAAI","0063s00000DYwl1AAD","",False,False,"2018-10-05 21:09:52","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7HtAAI","2018-07-25 04:00:00","2018-07-25 04:00:00","a1l3s000002wbLwAAI","",False,0,0,0,1,1,30000,0,6282592,1,1,1,29232788
"Omitted","2018-12-16 00:00:00",False,"2018-10-09 14:08:29","2019-08-29T20:55:24.000Z-0083s00000n4MHsAAM","0063s00000DYwl1AAD","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-12-16 00:00:00",True,False,"0013s00000up7HtAAI","2019-09-12 20:55:24","2019-09-12 20:55:24","0083s00000n4MHsAAM",True,True,0,7,1,0,0,30000,30000,5146,0,0,7,29232788
"Pipeline","2017-12-17 00:00:00",False,"2017-11-19 04:00:00","2017-11-21T15:37:16.000Z-a1l3s000002wbM0AAI","0063s00000DYwl2AAD","Pipeline",False,False,"2017-12-30 15:26:24","Qualification","Qualification","2019-10-07 14:44:53","2017-12-17 00:00:00",True,False,"0013s00000up7HuAAI","2017-12-05 15:37:16","2017-12-05 15:37:16","a1l3s000002wbM0AAI",False,False,0,1,0,0,0,15501,15501,2159348,0,0,1,51202776
