"LOCATION","STATE","REGION","LOCATION_ID","corrected_locality","BROKER_ID","Sum_of_UN_2020_E","Min_of_INSIDE_X","Min_of_INSIDE_Y","Max_of_INSIDE_X","Max_of_INSIDE_Y","Avg_of_INSIDE_Y","Avg_of_INSIDE_X"
"Prowers County","Colorado","South West","LOC_ID_1383","LAKES ENTRANCE","BROKER_2267",10653,-102.74,37.64,-102.04,38.26,38.06,-102.44
"Eagle County","Colorado","South West","LOC_ID_645","TAPPING","BROKER_2267",63684,-107.11,39.35,-106.2,39.92,39.61,-106.71
"Gilpin County","Colorado","South West","LOC_ID_1548","WEST GOSFORD","BROKER_2289",6073,-105.66,39.74,-105.39,39.93,39.84,-105.49
"Teller County","Colorado","South West","LOC_ID_1011","GLENELG NORTH","BROKER_2289",25846,-105.33,38.64,-104.94,39.12,38.9,-105.14
"Denver County","Colorado","South West","LOC_ID_109","HOPE ISLAND","BROKER_2289",631649,-105.1,39.61,-104.6,39.9,39.72,-104.95
"Conejos County","Colorado","South West","LOC_ID_1471","CURRIMUNDI","BROKER_2292",8014,-106.65,36.99,-105.73,37.39,37.19,-106.05
"Elbert County","Colorado","South West","LOC_ID_774","CARSELDINE","BROKER_2292",45432,-104.66,33.96,-82.57,39.56,36.81,-93.96
"Saguache County","Colorado","South West","LOC_ID_1544","TALLEBUDGERA VALLEY","BROKER_858",6131,-107,37.74,-105.43,38.43,38.06,-106.21
"Bent County","Colorado","South West","LOC_ID_1516","HAMPTON EAST","BROKER_858",6876,-103.4,37.64,-102.74,38.26,38.08,-103.06
"Montezuma County","Colorado","South West","LOC_ID_999","SOUTH PENRITH","BROKER_858",26641,-109.04,36.99,-107.99,37.63,37.35,-108.56
"Grand County","Colorado","South West","LOC_ID_990","MEDOWIE","BROKER_858",27132,-110.15,38.5,-105.65,40.46,39.58,-107.37
"Arapahoe County","Colorado","South West","LOC_ID_103","ROOTY HILL","BROKER_858",649912,-105.05,39.56,-103.76,39.74,39.64,-104.82
"Adams County","Colorado","South West","LOC_ID_96","KEW","BROKER_858",755216,-119.36,31.21,-84.8,47.26,41.07,-100.97
"New London County","Connecticut","North East","LOC_ID_234","HURSTVILLE","BROKER_1648",281505,-72.45,41.27,-71.78,41.71,41.44,-72.09
"Windham County","Connecticut","North East","LOC_ID_365","KIRWAN","BROKER_1714",168502,-73,41.63,-71.78,43.26,42.32,-72.27
"Fairfield County","Connecticut","North East","LOC_ID_70","MAROOCHYDORE","BROKER_565",924824,-73.72,40.98,-73.06,41.65,41.21,-73.36
"Hartford County","Connecticut","North East","LOC_ID_71","LABRADOR","BROKER_632",905414,-73.02,41.54,-72.4,42.03,41.77,-72.71
"Tolland County","Connecticut","North East","LOC_ID_368","PENSHURST","BROKER_672",166025,-72.51,41.59,-72.1,42.03,41.85,-72.36
"New Haven County","Connecticut","North East","LOC_ID_79","BUDERIM","BROKER_763",876670,-73.32,41.17,-72.54,41.64,41.39,-72.93
"Litchfield County","Connecticut","North East","LOC_ID_320","FITZROY","BROKER_953",192286,-73.51,41.47,-72.89,42.05,41.76,-73.22
"Sussex County","Delaware","North East","LOC_ID_174","HAMILTON","BROKER_569",402926,-77.6,36.71,-74.37,41.35,39.08,-75.42
"New Castle County","Delaware","North East","LOC_ID_125","CASULA","BROKER_579",562790,-75.78,39.29,-75.43,39.83,39.68,-75.62
"St. Johns County","Florida","South East","LOC_ID_231","WEST END","BROKER_1417",284725,-81.66,29.62,-81.21,30.25,29.9,-81.38
"Gulf County","Florida","South East","LOC_ID_1221","WANNIASSA","BROKER_1421",16847,-85.4,29.67,-85.03,30.2,29.93,-85.25
"Leon County","Florida","South East","LOC_ID_208","GATTON","BROKER_1421",325678,-96.31,30.27,-83.98,31.62,30.66,-87.17
"Hernando County","Florida","South East","LOC_ID_286","WEST RYDE","BROKER_1437",221703,-82.68,28.43,-82.05,28.69,28.51,-82.48
"Highlands County","Florida","South East","LOC_ID_484","FOREST HILL","BROKER_1473",108626,-81.56,27.03,-80.94,27.64,27.43,-81.43
"Lee County","Florida","South East","LOC_ID_42","YAGOONA","BROKER_1473",1323677,-97.32,26.31,-78.97,41.91,31.28,-84.64
"Baker County","Florida","South East","LOC_ID_729","GLEN ALPINE","BROKER_1521",50287,-118.51,30.14,-82.05,45.07,40.78,-107.95
"Duval County","Florida","South East","LOC_ID_67","FRANKSTON","BROKER_1521",941673,-98.8,27.26,-81.38,30.57,29.85,-84.64
"Flagler County","Florida","South East","LOC_ID_346","VAUCLUSE","BROKER_1533",178561,-81.52,29.26,-81.1,29.67,29.5,-81.24
"Broward County","Florida","South East","LOC_ID_26","DUBBO","BROKER_1533",1828139,-80.87,25.95,-80.07,26.35,26.13,-80.21
"Gilchrist County","Florida","South East","LOC_ID_1145","ABERFOYLE PARK","BROKER_1539",19340,-82.96,29.57,-82.65,29.92,29.72,-82.8
"Manatee County","Florida","South East","LOC_ID_183","RYDE","BROKER_1539",383335,-82.74,27.2,-82.05,27.64,27.48,-82.53
"Charlotte County","Florida","South East","LOC_ID_325","CREMORNE","BROKER_1563",188079,-82.37,26.77,-78.44,37.24,28.71,-81.52
"Miami-Dade County","Florida","South East","LOC_ID_10","GUILDFORD","BROKER_1563",2685184,-80.87,25.14,-80.11,25.97,25.75,-80.3
"Sumter County","Florida","South East","LOC_ID_305","MALVERN EAST","BROKER_1594",203272,-88.41,28.32,-81.95,32.98,30.19,-83.63
"Wakulla County","Florida","South East","LOC_ID_828","KURABY","BROKER_1635",40282,-84.72,29.97,-84.07,30.3,30.16,-84.35
"Osceola County","Florida","South East","LOC_ID_164","BRADBURY","BROKER_1635",435511,-95.85,27.64,-80.86,44.16,33.41,-84.02
"Glades County","Florida","South East","LOC_ID_1261","SHELLEY","BROKER_1639",15326,-81.56,26.76,-80.87,27.21,26.89,-81.2
"Bay County","Florida","South East","LOC_ID_227","WYOMING","BROKER_1639",289203,-85.99,29.92,-83.69,43.99,34.4,-85.11
"Suwannee County","Florida","South East","LOC_ID_751","HASTINGS","BROKER_1643",48140,-83.24,29.89,-82.76,30.43,30.19,-82.97
"Pinellas County","Florida","South East","LOC_ID_76","SMITHFIELD","BROKER_1643",887662,-82.85,27.61,-82.58,28.17,27.89,-82.72
"Martin County","Florida","South East","LOC_ID_276","NARELLAN VALE","BROKER_1653",234320,-102.21,26.95,-76.77,43.84,34.8,-87.04
"Citrus County","Florida","South East","LOC_ID_371","BOSSLEY PARK","BROKER_1665",164373,-82.75,28.66,-82.18,29.05,28.89,-82.46
"Polk County","Florida","South East","LOC_ID_33","MAROUBRA","BROKER_1665",1567079,-123.72,27.64,-81.13,48.17,35.87,-90.86
"Alachua County","Florida","South East","LOC_ID_241","WETHERILL PARK","BROKER_1671",272734,-82.65,29.42,-82.05,29.94,29.67,-82.38
"Indian River County","Florida","South East","LOC_ID_373","ELLENBROOK","BROKER_1713",163929,-80.87,27.55,-80.32,27.85,27.68,-80.45
"Palm Beach County","Florida","South East","LOC_ID_36","BRIGHTON","BROKER_1713",1496958,-80.88,26.32,-80.03,26.97,26.64,-80.18
"Santa Rosa County","Florida","South East","LOC_ID_322","MARYBOROUGH","BROKER_1722",189035,-87.31,30.35,-86.78,30.99,30.61,-87.01
"Holmes County","Florida","South East","LOC_ID_857","OATLANDS","BROKER_1740",37456,-90.42,30.7,-85.5,33.36,32.11,-88.17
"Sarasota County","Florida","South East","LOC_ID_165","CARLTON","BROKER_1740",428879,-82.63,26.94,-82.05,27.38,27.17,-82.38
"Hendry County","Florida","South East","LOC_ID_815","BOYNE ISLAND","BROKER_1789",41119,-81.56,26.25,-80.88,26.78,26.67,-81.19
"Seminole County","Florida","South East","LOC_ID_146","BEXLEY","BROKER_1789",482818,-85,28.61,-80.99,31.07,28.88,-81.58
"Hardee County","Florida","South East","LOC_ID_983","CROMER","BROKER_1824",27789,-82.05,27.33,-81.56,27.64,27.53,-81.81
"St. Lucie County","Florida","South East","LOC_ID_182","GRIFFITH","BROKER_1824",388975,-80.67,27.2,-80.2,27.55,27.35,-80.36
"Okaloosa County","Florida","South East","LOC_ID_330","KELSO","BROKER_1911",186211,-86.79,30.38,-86.38,30.99,30.59,-86.57
"Hillsborough County","Florida","South East","LOC_ID_24","AUBURN","BROKER_1911",1878357,-82.76,27.59,-71.25,43.2,32.4,-79.18
"Gadsden County","Florida","South East","LOC_ID_769","WEST GLADSTONE","BROKER_623",46405,-84.9,30.39,-84.3,30.71,30.59,-84.59
"Levy County","Florida","South East","LOC_ID_762","SEFTON","BROKER_623",47095,-83.16,28.99,-82.4,29.59,29.33,-82.7
"Brevard County","Florida","South East","LOC_ID_116","SCARBOROUGH","BROKER_623",602084,-80.98,27.82,-80.45,28.79,28.21,-80.68
"Pasco County","Florida","South East","LOC_ID_115","CAPALABA","BROKER_623",608274,-82.84,28.17,-82.05,28.47,28.27,-82.48
"Okeechobee County","Florida","South East","LOC_ID_793","ATWELL","BROKER_670",43332,-81.21,27.09,-80.67,27.64,27.28,-80.84
"Volusia County","Florida","South East","LOC_ID_133","ELWOOD","BROKER_670",535889,-81.56,28.61,-80.74,29.42,29.05,-81.12
"Bradford County","Florida","South East","LOC_ID_941","YANGEBUP","BROKER_810",30306,-82.38,29.72,-82.04,30.14,29.93,-82.14
"Collier County","Florida","South East","LOC_ID_176","POINT COOK","BROKER_810",399377,-81.84,25.8,-80.87,26.51,26.16,-81.66
"Dixie County","Florida","South East","LOC_ID_1152","DROMANA","BROKER_864",19075,-83.41,29.29,-82.91,29.82,29.6,-83.12
"Escambia County","Florida","South East","LOC_ID_205","PADSTOW","BROKER_864",329036,-87.62,30.28,-86.69,31.26,30.7,-87.29
"Irwin County","Georgia","South East","LOC_ID_1430","GLENDALE","BROKER_1426",9051,-83.49,31.47,-83,31.76,31.6,-83.27
"Brantley County","Georgia","South East","LOC_ID_1080","ALICE SPRINGS","BROKER_1426",22588,-82.28,31.01,-81.73,31.36,31.2,-81.99
"Laurens County","Georgia","South East","LOC_ID_726","CROWS NEST","BROKER_1426",50837,-83.22,32.15,-82.64,32.71,32.49,-82.93
"Chatham County","Georgia","South East","LOC_ID_187","BELLEVUE HILL","BROKER_1426",373210,-81.38,31.75,-78.91,35.87,32.93,-80.67
"Schley County","Georgia","South East","LOC_ID_1531","OAKDALE","BROKER_1439",6494,-84.42,32.15,-84.18,32.42,32.24,-84.31
"Dooly County","Georgia","South East","LOC_ID_1158","FREDERICKTON","BROKER_1439",18873,-84.01,32.02,-83.6,32.29,32.16,-83.79
"Oconee County","Georgia","South East","LOC_ID_821","FRENCHVILLE","BROKER_1439",40575,-83.64,33.71,-83.27,33.96,33.86,-83.45
"Bartow County","Georgia","South East","LOC_ID_433","TEMPLESTOWE","BROKER_1439",128202,-85.04,34.07,-84.64,34.41,34.21,-84.83
"Clarke County","Georgia","South East","LOC_ID_319","DONCASTER EAST","BROKER_1439",192828,-94.01,31.21,-77.82,41.16,34.93,-86.59
"Bacon County","Georgia","South East","LOC_ID_1358","SWAN HILL","BROKER_1454",11848,-82.62,31.41,-82.23,31.7,31.55,-82.45
"Dade County","Georgia","South East","LOC_ID_1018","LAIDLEY","BROKER_1454",25518,-94.08,34.64,-85.36,37.58,36.47,-90.73
"Gordon County","Georgia","South East","LOC_ID_626","SUBIACO","BROKER_1454",67238,-85.1,34.38,-84.64,34.61,34.49,-84.9
"Cobb County","Georgia","South East","LOC_ID_95","BURLEIGH HEADS","BROKER_1454",756927,-84.73,33.75,-84.37,34.08,33.93,-84.55
"Clinch County","Georgia","South East","LOC_ID_1526","MARDI","BROKER_1475",6623,-82.97,30.58,-82.41,31.18,30.94,-82.71
"Long County","Georgia","South East","LOC_ID_1135","NEWBOROUGH","BROKER_1475",19799,-81.96,31.54,-81.51,32,31.77,-81.75
"Tift County","Georgia","South East","LOC_ID_819","COTTESLOE","BROKER_1475",40724,-83.66,31.32,-83.34,31.59,31.45,-83.52
"Coweta County","Georgia","South East","LOC_ID_350","MORNINGSIDE","BROKER_1475",176435,-85,33.19,-84.5,33.51,33.36,-84.75
"Walker County","Georgia","South East","LOC_ID_295","KINGS PARK","BROKER_1475",209429,-95.86,30.5,-85.05,34.98,33.34,-88.75
"Terrell County","Georgia","South East","LOC_ID_1449","TELARAH","BROKER_1484",8629,-102.56,29.78,-84.26,31.93,30.94,-93.93
"Brooks County","Georgia","South East","LOC_ID_1093","KINCUMBER","BROKER_1484",22103,-98.53,26.78,-83.31,31.06,28.49,-92.74
"Murray County","Georgia","South East","LOC_ID_731","KARRATHA","BROKER_1484",50115,-96.06,34.58,-84.6,44.19,40.56,-91.65
"Clayton County","Georgia","South East","LOC_ID_222","CAMBERWELL","BROKER_1484",293478,-91.6,33.35,-84.24,43.08,36.6,-86.63
"Turner County","Georgia","South East","LOC_ID_1238","CALWELL","BROKER_1499",16083,-97.4,31.57,-83.45,43.49,38.27,-91.26
"Worth County","Georgia","South East","LOC_ID_944","BALD HILLS","BROKER_1499",30164,-94.62,31.31,-83.65,43.49,37.35,-88.88
"Dougherty County","Georgia","South East","LOC_ID_526","KELLYVILLE RIDGE","BROKER_1499",90523,-84.44,31.43,-83.98,31.64,31.56,-84.16
"Towns County","Georgia","South East","LOC_ID_1363","AMAROO","BROKER_1541",11428,-83.93,34.79,-83.55,34.99,34.93,-83.76
"Crisp County","Georgia","South East","LOC_ID_1043","BROWNS PLAINS","BROKER_1541",24239,-83.94,31.8,-83.61,32.02,31.93,-83.76
"Mitchell County","Georgia","South East","LOC_ID_650","BLACKETT","BROKER_1541",63058,-101.18,31.07,-81.97,43.49,36.12,-93.04
"Henry County","Georgia","South East","LOC_ID_118","EAGLE VALE","BROKER_1541",592516,-94.07,31.3,-79.64,41.58,37.75,-87.24
"Atkinson County","Georgia","South East","LOC_ID_1434","KIALLA","BROKER_1556",8989,-83.13,31.18,-82.63,31.41,31.3,-82.89
"Telfair County","Georgia","South East","LOC_ID_1083","BEECHBORO","BROKER_1556",22407,-83.19,31.78,-82.66,32.14,31.99,-82.89
"Habersham County","Georgia","South East","LOC_ID_730","JIMBOOMBA","BROKER_1556",50171,-83.66,34.43,-83.34,34.81,34.57,-83.53
"Houston County","Georgia","South East","LOC_ID_202","KINGSTON","BROKER_1556",334654,-95.74,30.92,-83.49,43.84,33.4,-86.95
"Twiggs County","Georgia","South East","LOC_ID_1493","RIDGEWOOD","BROKER_1589",7501,-83.57,32.46,-83.23,32.88,32.67,-83.41
"McIntosh County","Georgia","South East","LOC_ID_1117","BOX HILL NORTH","BROKER_1589",20791,-99.87,31.29,-81.19,46.28,39.21,-90.96
"Gilmer County","Georgia","South East","LOC_ID_791","WARWICK FARM","BROKER_1589",43603,-84.65,34.54,-80.6,39.1,36.27,-83.1
"Floyd County","Georgia","South East","LOC_ID_262","UMINA BEACH","BROKER_1589",248729,-101.56,33.83,-80.1,43.21,37.21,-87.98
"Bleckley County","Georgia","South East","LOC_ID_1289","CRAIGIE","BROKER_1614",14253,-83.48,32.27,-83.14,32.58,32.4,-83.33
"Tattnall County","Georgia","South East","LOC_ID_972","WARILLA","BROKER_1614",28415,-82.23,31.81,-81.76,32.31,32.05,-82.04
"Bulloch County","Georgia","South East","LOC_ID_540","LURNEA","BROKER_1614",85717,-82.02,32.16,-81.43,32.64,32.41,-81.77
"Candler County","Georgia","South East","LOC_ID_1341","LYNEHAM","BROKER_1629",12324,-82.24,32.27,-81.92,32.55,32.4,-82.06
"Grady County","Georgia","South East","LOC_ID_1015","HORNSBY HEIGHTS","BROKER_1629",25704,-84.37,30.68,-84.07,31.07,30.86,-84.23
"Spalding County","Georgia","South East","LOC_ID_620","CLOVELLY","BROKER_1629",68181,-84.5,33.18,-84.09,33.35,33.25,-84.27
"DeKalb County","Georgia","South East","LOC_ID_64","YOUNG","BROKER_1629",970197,-94.6,33.62,-84.03,42.15,36.81,-86.35
"Screven County","Georgia","South East","LOC_ID_1315","WATERFORD","BROKER_1696",13565,-81.86,32.49,-81.39,33.02,32.76,-81.6
"Upson County","Georgia","South East","LOC_ID_1010","GLEN INNES","BROKER_1696",25857,-84.53,32.7,-84.12,33,32.89,-84.31
"Catoosa County","Georgia","South East","LOC_ID_592","EDENSOR PARK","BROKER_1696",74647,-85.26,34.76,-84.98,34.98,34.92,-85.17
"Fulton County","Georgia","South East","LOC_ID_53","MELBOURNE","BROKER_1696",1137719,-92.15,33.5,-74.09,43.26,36.48,-85.14
"Taliaferro County","Georgia","South East","LOC_ID_1727","WANNANUP","BROKER_1705",1392,-83.01,33.44,-82.68,33.71,33.56,-82.88
"Oglethorpe County","Georgia","South East","LOC_ID_1208","LITTLE BAY","BROKER_1705",17136,-83.28,33.69,-82.78,34.03,33.88,-83.1
"Stephens County","Georgia","South East","LOC_ID_878","MOUNT COTTON","BROKER_1705",35560,-99.09,32.51,-83.1,34.68,33.47,-92.51
"Barrow County","Georgia","South East","LOC_ID_499","CLINTON","BROKER_1705",101368,-83.86,33.9,-83.54,34.12,33.99,-83.72
"Walton County","Georgia","South East","LOC_ID_333","PASCOE VALE","BROKER_1705",184970,-86.39,30.27,-83.5,33.92,31.5,-85.47
"Echols County","Georgia","South East","LOC_ID_1615","BLI BLI","BROKER_1709",4221,-83.13,30.59,-82.58,30.87,30.72,-82.92
"Appling County","Georgia","South East","LOC_ID_1170","PARKVILLE","BROKER_1709",18565,-82.54,31.47,-82.08,31.95,31.74,-82.31
"Bryan County","Georgia","South East","LOC_ID_854","MOUNT GAMBIER","BROKER_1709",37903,-81.78,31.72,-81.16,32.23,32.04,-81.45
"Whitfield County","Georgia","South East","LOC_ID_444","SUNNYBANK HILLS","BROKER_1709",122353,-85.14,34.61,-84.81,34.98,34.79,-84.97
"Lowndes County","Georgia","South East","LOC_ID_321","INGLEWOOD","BROKER_1709",191543,-88.66,30.62,-83.02,33.74,32.22,-86.06
"Chattahoochee County","Georgia","South East","LOC_ID_1461","BUDDINA","BROKER_1724",8295,-85,32.22,-84.63,32.52,32.35,-84.83
"McDuffie County","Georgia","South East","LOC_ID_1097","MONTEREY","BROKER_1724",21858,-82.64,33.31,-82.3,33.65,33.46,-82.47
"Colquitt County","Georgia","South East","LOC_ID_754","MALAGA","BROKER_1724",47824,-84.01,31.02,-83.51,31.33,31.18,-83.77
"Hall County","Georgia","South East","LOC_ID_224","MERMAID BEACH","BROKER_1724",289958,-100.94,34.09,-83.61,41.04,37.82,-93.71
"Lanier County","Georgia","South East","LOC_ID_1310","SOUTH KEMPSEY","BROKER_1739",13636,-83.19,30.85,-82.97,31.18,31.02,-83.06
"Toombs County","Georgia","South East","LOC_ID_985","FAULCONBRIDGE","BROKER_1739",27562,-82.48,31.94,-82.18,32.35,32.17,-82.36
"Decatur County","Georgia","South East","LOC_ID_588","AIRDS","BROKER_1739",75304,-100.74,30.69,-84.37,40.89,36.98,-89.94
"Heard County","Georgia","South East","LOC_ID_1335","INALA","BROKER_1763",12402,-85.28,33.13,-84.94,33.42,33.31,-85.12
"Chattooga County","Georgia","South East","LOC_ID_1012","GOLDEN GROVE","BROKER_1763",25843,-85.52,34.28,-85.13,34.58,34.48,-85.35
"Troup County","Georgia","South East","LOC_ID_594","HAWTHORN EAST","BROKER_1763",74346,-85.22,32.86,-84.86,33.22,33.02,-85.03
"Gwinnett County","Georgia","South East","LOC_ID_57","CANNING VALE","BROKER_1763",1070810,-84.27,33.75,-83.8,34.16,33.96,-84.05
"Charlton County","Georgia","South East","LOC_ID_1293","EVERTON HILLS","BROKER_1817",14047,-82.41,30.36,-81.89,31.07,30.76,-82.05
"Butts County","Georgia","South East","LOC_ID_980","BOOROWA","BROKER_1817",27939,-84.12,33.19,-83.81,33.43,33.29,-83.95
"Dawson County","Georgia","South East","LOC_ID_586","WANTIRNA SOUTH","BROKER_1817",75503,-105.4,32.52,-83.96,47.78,38.36,-99.65
"Rabun County","Georgia","South East","LOC_ID_1210","MAIDEN GULLY","BROKER_1823",17126,-83.65,34.73,-83.11,34.99,34.88,-83.4
"Peach County","Georgia","South East","LOC_ID_922","CABRAMATTA WEST","BROKER_1823",31456,-84,32.44,-83.7,32.69,32.58,-83.81
"Rockdale County","Georgia","South East","LOC_ID_501","FORRESTFIELD","BROKER_1823",100313,-84.17,33.53,-83.91,33.78,33.65,-84.01
"Glascock County","Georgia","South East","LOC_ID_1634","GALSTON","BROKER_1826",3609,-82.74,33.12,-82.43,33.32,33.23,-82.6
"Ben Hill County","Georgia","South East","LOC_ID_1206","LAMBTON","BROKER_1826",17223,-83.47,31.65,-82.99,31.84,31.73,-83.24
"Ware County","Georgia","South East","LOC_ID_875","FAIRLIGHT","BROKER_1826",36082,-82.69,30.57,-82.13,31.46,31.2,-82.41
"Effingham County","Georgia","South East","LOC_ID_491","RYDALMERE","BROKER_1826",104114,-88.8,32.1,-81.13,39.21,36.41,-85.71
"Muscogee County","Georgia","South East","LOC_ID_326","HILLSIDE","BROKER_1826",188012,-85.07,32.37,-84.67,32.6,32.48,-84.92
"Evans County","Georgia","South East","LOC_ID_1369","BYFORD","BROKER_1829",11203,-82.02,32.04,-81.72,32.27,32.15,-81.89
"Banks County","Georgia","South East","LOC_ID_1075","WARANA","BROKER_1829",22795,-83.66,34.2,-83.33,34.49,34.35,-83.5
"Pickens County","Georgia","South East","LOC_ID_699","LONG JETTY","BROKER_1829",54797,-88.32,32.99,-84.25,34.56,33.78,-86.52
"Cherokee County","Georgia","South East","LOC_ID_155","GORDON","BROKER_1829",457331,-95.85,31.44,-83.7,42.9,35.44,-89.69
"Early County","Georgia","South East","LOC_ID_1414","CARINA HEIGHTS","BROKER_1841",9598,-85.1,31.07,-84.63,31.5,31.31,-84.92
"Emanuel County","Georgia","South East","LOC_ID_1078","ALDERLEY","BROKER_1841",22693,-82.62,32.29,-82,32.82,32.58,-82.3
"Thomas County","Georgia","South East","LOC_ID_708","WOONGARRAH","BROKER_1841",53528,-101.39,30.66,-83.73,42.07,35.41,-92.66
"Columbia County","Georgia","South East","LOC_ID_159","PALM BEACH","BROKER_1841",448218,-123.36,29.83,-73.36,46.6,38.99,-90.94
"Treutlen County","Georgia","South East","LOC_ID_1523","LLANDILO","BROKER_1858",6730,-82.74,32.3,-82.39,32.5,32.39,-82.57
"Jeff Davis County","Georgia","South East","LOC_ID_1133","MOUNT BARKER","BROKER_1858",19840,-104.96,30.41,-82.43,31.96,31.26,-93.15
"Lumpkin County","Georgia","South East","LOC_ID_807","MOUNT HAWTHORN","BROKER_1858",41479,-84.18,34.42,-83.83,34.72,34.54,-83.99
"Bibb County","Georgia","South East","LOC_ID_347","WOY WOY","BROKER_1858",178189,-87.41,32.66,-83.49,33.23,32.88,-84.6
"Paulding County","Georgia","South East","LOC_ID_269","ROSELANDS","BROKER_1858",241003,-85.05,33.77,-84.72,34.08,33.9,-84.82
"Jenkins County","Georgia","South East","LOC_ID_1474","DROUIN","BROKER_1916",7944,-82.14,32.61,-81.77,32.94,32.79,-81.96
