"City","STREET","Restaurant","INSPECTION_DATE","GRADE","June","Oct","Yearly_Sales","Apr","Feb","Dec","May","ZIPCODE","Aug","Food_Cost_Per_Month","Nov","Jan","CAMIS","July","Mar","Sep"
"BRONX","JEROME AVE","SUBWAY","2019/01/02","Z",643725.84,378588.39,6647212.4,294915.6,480972.14,339409.81,298376.88,10467,972354.91,20564.44,873377.12,347048.91,50057220,577509,752492.04,688441.76
"BRONX","JEROME AVE","SUBWAY","2019/01/02","Z",863520.87,220482.19,6709839.33,206867.55,416369.1,372308.19,760145.47,10467,714245.29,24188.33,370456.7,552772,50057220,411800.8,960781.67,860089.5
"QUEENS","NORTHERN BOULEVARD","SUBWAY","2019/01/02","A",973971.1,654438.23,7184773.91,275706.12,436553.76,647018.17,278170.35,11377,476062.44,18997.3,741703.99,583202.82,41258550,444907.48,683841.52,989197.93
"QUEENS","NORTHERN BOULEVARD","SUBWAY","2019/01/02","A",859488.57,567676.65,7139314.32,763605.9,420043.41,240177.4,429198.9,11377,391525.39,27354.9,839936.29,688794.25,41258550,881307.68,791252.44,266307.44
"QUEENS","QUEENS BOULEVARD","SUBWAY","2019/01/02","A",462111.9,742976.66,5910340.99,430653.74,962643.66,462474.04,777305.93,11375,462850.79,15160.97,333464.9,509915.04,41716658,325210.72,203074.72,237658.89
"BRONX","JEROME AVE","SUBWAY","2019/01/02","Z",709808.32,887506.97,8785794.31,975956.53,881555.06,942394.84,572611.34,10467,689768.18,20885.75,396060.29,554773.85,50057220,638017.53,956832.31,580509.09
"BROOKLYN","KINGS HIGHWAY","SUBWAY","2016/01/20","A",787083.79,202132.94,6383787.81,704570.2,965258.85,587643.16,570844.32,11229,303067.08,19107.56,538549.64,343839.4,41554645,291998.25,248749.42,840050.76
"QUEENS","21 STREET","SUBWAY","2016/01/20","A",820719.74,994118.62,8348680.3,477694.75,456257.61,915783.76,665085.56,11101,960793.73,15572.92,964021.05,681375.92,41686442,391041.75,211716.8,810071.01
"BROOKLYN","KINGS HIGHWAY","SUBWAY","2016/01/20","A",803666.45,571786.92,6712760.51,238078.55,339508.22,954951.15,822348.15,11229,349611.14,18566.88,757738.18,215951.34,41554645,505958.25,297020.95,856141.21
"BROOKLYN","CHURCH AVENUE","SUBWAY","2017/01/20","A",643760.17,283738.02,5904303.25,268097.85,847104.4,393814.86,233637.74,11226,398838.79,17413.43,881229.87,692985.83,41456579,203674.28,515261.74,542159.7
"BROOKLYN","CHURCH AVENUE","SUBWAY","2017/01/20","A",325210.97,859012.85,8035979.71,235491.66,875445.5,372425.08,699908.89,11226,844914.54,17669.81,668907.37,935035.5,41456579,666115.9,826360.88,727150.57
"BROOKLYN","CHURCH AVENUE","SUBWAY","2017/01/20","A",483307.26,915390.85,6922950.58,461786.37,980391.17,743086.82,347563.6,11226,647156.76,15620.99,497737.55,725186.33,41456579,267624.96,599086.98,254631.93
"MANHATTAN","BROADWAY","SUBWAY","2015/01/21","A",795433.38,693451.54,8246451.58,984341.74,492572.23,738687.26,710469.96,10032,932718.07,24235.16,689134.54,606118.07,41679966,706366.93,614874.3,282283.56
"MANHATTAN","BROADWAY","SUBWAY","2015/01/21","A",771714.86,257001.26,6392170.84,710504.65,532924.88,308853.3,248974.36,10032,681355.02,22559.88,880567.79,956866.73,41679966,511233.1,307554.27,224620.62
"QUEENS","DITMARS BLVD","SUBWAY","2016/01/21","A",492133.87,691039.31,6838060.65,357518.43,248616.74,305185.97,546782.44,11105,715104.19,18821.73,944389.49,324528.68,50005093,660188.97,812683.82,739888.74
"MANHATTAN","BROADWAY","SUBWAY","2016/01/21","A",580498.59,435549.91,5784000.19,366176.32,214986.94,343136.57,390118.62,10032,726027.64,15125.22,517467.65,874852.88,41679966,340074.6,301173.12,693937.35
"MANHATTAN","BROADWAY","SUBWAY","2016/01/21",,645423.82,954983.25,7460121.85,424700.59,447011.08,966947.13,666450.28,10032,948456.34,29429.31,884823.47,605202.59,41679966,287405.96,254882.59,373834.75
"MANHATTAN","SAINT NICHOLAS AVE","SUBWAY","2016/01/21","A",245876.97,581062.44,6364098.13,309495,385413.74,640191.9,292160.18,10027,878929.69,20902.69,355454.15,996345.19,50044763,381530.03,745524.09,552114.75
"MANHATTAN","SAINT NICHOLAS AVE","SUBWAY","2016/01/21","A",504801.03,736425.1,7391130.4,652524.56,738481.72,865547.99,426612.64,10027,412842.46,21936.57,593067.42,495625.1,50044763,557661.69,774913.91,632626.78
"BROOKLYN","PITKIN AVENUE","SUBWAY","2017/01/23",,641109.8,950686.82,6816385.37,432199.5,310890.87,523834.09,679437.99,11212,301874.35,16002.1,685041.32,345747.7,41366646,289068.42,703614.55,952879.96
"BROOKLYN","PITKIN AVENUE","SUBWAY","2017/01/23",,947184.78,776870.69,7221035.27,548235.02,445724.73,921545.58,355738.83,11212,204741.29,21022.27,261040.7,529559.81,41366646,929234.87,930206.92,370952.05
"BROOKLYN","PITKIN AVENUE","SUBWAY","2017/01/23",,365402.89,842496.43,6951124.75,564502.81,293242.28,678673.93,476788.9,11212,263217.5,15430.21,446080.98,589981.23,41366646,906408.17,934597.86,589731.77
"BROOKLYN","PITKIN AVENUE","SUBWAY","2017/01/23",,838283.09,433232.25,7882191.92,626056.8,943830.43,533399.18,725715.29,11212,338976.81,24364.22,306016.12,910509.88,41366646,785156,481555.23,959460.84
"BROOKLYN","CHURCH AVE","SUBWAY","2018/01/23","A",271170.71,813269.86,8346019.59,694468.73,728005.49,976125.68,984222.45,11226,511064.65,15557.13,509929.32,839247.46,50042083,719916.14,312841.63,985757.47
"STATEN ISLAND","PAGE AVENUE","SUBWAY","2017/01/24","A",777030.88,405913.73,6253782.52,622950.6,329311.6,425930.54,506837.33,10307,216923.29,15009.02,812274.08,489472.97,41421154,316052.84,378261.52,972823.14
"STATEN ISLAND","PAGE AVENUE","SUBWAY","2017/01/24","A",849142.5,994631.49,7657725.11,334300.42,465073.01,557909.95,843560.68,10307,536461.02,28020.85,230671.4,854419.98,41421154,539172.75,790612.64,661769.27
"STATEN ISLAND","PAGE AVENUE","SUBWAY","2017/01/24","A",275539.91,319222.59,7400688.05,364293.26,902553.75,783525.47,441625.09,10307,434913.34,15971.01,970353.83,934299,41421154,504143.47,970418.9,499799.44
"MANHATTAN","W 125TH ST","SUBWAY","2016/01/25","A",693605.52,758348.85,8056871.62,720241.58,510898.84,694092.49,837581.68,10027,614041.39,22229.72,695536.15,886547.62,50045121,791487.5,437726.01,416763.99
"QUEENS","FRESH POND ROAD","SUBWAY","2016/01/25","A",207706.49,626889.37,7699768.51,311306.53,842637,791843.51,911130.1,11385,954211.25,25298.42,512909.97,325295.38,41400202,915355.78,589588.87,710894.26
"MANHATTAN","W 125TH ST","SUBWAY","2016/01/25","A",260663.96,971180.45,6813801.93,801657.78,557156.84,323995.99,880920.11,10027,349315.21,19592.41,275953.55,838255.94,50045121,740195.9,265842.32,548663.88
"MANHATTAN","W 135TH ST","SUBWAY","2017/01/25","A",608625.93,569878.05,7220371.42,346664.96,627221.62,645875.71,678566.82,10030,375549.9,20357.45,738767.59,707925.16,50043436,878214.48,739190.77,303890.43
"MANHATTAN","W 135TH ST","SUBWAY","2017/01/25","A",377549.19,577896.29,8157275.27,650924.49,598681.56,688994.24,621323.62,10030,799169.54,19440.25,940394.63,856137.53,50043436,724037.87,958514.22,363652.09
"BRONX","JEROME AVE","SUBWAY","2018/01/25","A",628218.23,958359.51,7013163.66,524615.49,584003.06,401700.54,859088.09,10467,415942.98,23946.86,308902.09,788537.81,50057220,593426.42,242605.31,707764.13
"BRONX","JEROME AVE","SUBWAY","2018/01/25","A",759028.29,570519.51,6854481.33,293888.6,398170.8,697574.52,606699.13,10467,760971.33,17031.7,405056.15,425428.82,50057220,895426.75,345477.76,696239.67
"MANHATTAN","2ND AVE","SUBWAY","2018/01/25","A",215567.83,994119.23,7079642.45,255811.81,308760.97,642506.23,471308.78,10028,718000.88,17623.55,634010.08,855571.66,50038715,628532.04,403000.19,952452.75
"MANHATTAN","AMSTERDAM AVE","SUBWAY","2016/01/26",,519929.99,644468.6,7548669.47,997467.35,732878.75,798499.44,287648.66,10023,653601.55,16541.37,387468.98,670769.64,50015808,529947.48,439736.78,886252.25
"BRONX","EAST  167 STREET","SUBWAY","2016/01/26","A",909680.33,849341.62,7931993.91,785545.16,691402.36,304617.55,594796.68,10452,852190.3,19146.99,639509.61,789665.77,41291758,449478.35,699920.27,365845.91
"BRONX","EAST  167 STREET","SUBWAY","2016/01/26","A",380544.3,506506.15,5624393.29,210438.59,351899.51,956976.14,378910.65,10452,322356.44,25067.02,358454.61,748862.77,41291758,308059.43,757881.42,343503.28
"BRONX","E FORDHAM RD","SUBWAY","2016/01/26",,895824.11,254081.14,8449336.36,615208.95,571249.99,943258.28,920594.41,10458,602564.93,24027.96,915943.34,752461.19,50008665,674332.71,583487.23,720330.08
"BRONX","E FORDHAM RD","SUBWAY","2016/01/26",,293236.19,848969.16,7584705.27,976553.55,311350.78,836376.61,589800.24,10458,247968.82,16854.47,949326.44,367447.33,50008665,352558.22,953867.13,857250.8
"MANHATTAN","AMSTERDAM AVE","SUBWAY","2016/01/26",,903622.79,556177.64,7566909.27,415031.85,790223.42,706440.54,342384.4,10023,745695.53,20818.12,672285.19,827783.25,50015808,679812.3,528527.05,398925.31
"BRONX","E FORDHAM RD","SUBWAY","2016/01/26",,218109.36,793081.88,7146741.04,937511.81,339664.76,622308.55,857970.63,10458,606956.97,25545.86,490289.69,643089.8,50008665,513066.15,863156.17,261535.27
"BRONX","EAST  167 STREET","SUBWAY","2016/01/26","A",454428.01,523021.06,7490084.37,826626.34,981794.13,753679.84,549830.72,10452,549847.68,17539.08,436834.38,472295.95,41291758,227025.42,874408.16,840292.68
"MANHATTAN","3 AVENUE","SUBWAY","2017/01/26",,784552.29,782470.71,8206577.71,543024.92,354952.07,606716.76,745339.14,10017,956452.72,15359.68,447034.48,922667.1,41491097,494692.92,668685.65,899988.95
"QUEENS","MERRICK BOULEVARD","SUBWAY","2017/01/26","A",355973.57,949862.29,8630128.56,579858.32,587824.53,933390.27,973870.53,11434,552793.79,27924.72,877387.46,888073.5,41674018,741198.32,813131.13,376764.85
"MANHATTAN","3 AVENUE","SUBWAY","2017/01/26",,385614.74,602375.74,5974975.9,329328.24,248257.14,476430.82,995929.88,10017,231739.66,16840.8,215011.6,666001.26,41491097,360441.45,889326.88,574518.49
"MANHATTAN","3 AVENUE","SUBWAY","2017/01/26",,985928.45,525119.64,8231402.39,477908.28,764838.12,359707.95,358352.06,10017,497261.68,18191.4,884028.9,841835.81,41491097,959747.1,656879.15,919795.25
"QUEENS","MERRICK BOULEVARD","SUBWAY","2017/01/26","A",854407.41,317389.99,6647245.52,434451.09,442462.31,441910.64,319552,11434,321851.84,17048.08,797859.07,741623.92,41674018,873161.26,607594.38,494981.61
"MANHATTAN","3 AVENUE","SUBWAY","2017/01/26",,734811.1,433651.88,7285589.46,933740.15,209378.19,582186.14,446971.82,10017,558081.5,20279.94,757036.23,429907.08,41491097,609787.99,993543.92,596493.46
"QUEENS","MERRICK BOULEVARD","SUBWAY","2017/01/26","A",490270.25,312435.45,7693100.45,863994.02,830861.22,441396.15,743824.47,11434,770442.55,20988.06,937874.4,622043.65,41674018,569481.71,379619.65,730856.93
"QUEENS","ROCKAWAY BEACH BLVD","SUBWAY","2017/01/26","A",439904.03,767713.16,8168423.79,369718.69,996660.87,378698.53,649279.57,11692,795134.54,29145.64,777751.37,913983.18,50015431,351011.38,730672.44,997896.03
"BRONX","WHITE PLAINS ROAD","SUBWAY","2018/01/26",,490509.67,381730.74,6458799.85,862469.91,279489.86,801482.89,943927.96,10462,500788.66,29294.77,510999.95,243497.27,41635314,391036.84,398544.56,654321.54
"BRONX","WHITE PLAINS ROAD","SUBWAY","2018/01/26",,543951.72,963423.11,6416626.64,233488.76,713061.97,805996.83,558408.31,10462,308967.2,21362.59,665760.21,426794.42,41635314,531500.6,291484.23,373789.28
"BRONX","WHITE PLAINS ROAD","SUBWAY","2018/01/26",,777875.44,491183.2,6249325.75,927048.45,277216.41,992940.39,372742.44,10462,691073.76,17623.38,525082.81,272917.7,41635314,244561.05,256348.37,420335.73
"MANHATTAN","W END AVE","SUBWAY","2017/01/27","A",545950.44,485484.27,7443309.26,969680.29,730215.09,615215.27,898830.77,10023,788592.51,27912.3,592794.32,434204.64,50015812,463772.09,635864.46,282705.11
"MANHATTAN","W END AVE","SUBWAY","2017/01/27","A",504580.02,808761.43,7495912.69,253048.3,330624.37,930565.38,426956.37,10023,902948.83,19395.36,533333.44,472219.3,50015812,889544.09,561973.75,881357.41
"MANHATTAN","MAIN STREET","SUBWAY","2016/01/28","A",507415.64,325591.99,5863490.95,524486.09,613045.65,415770.47,320026.4,10044,272859.46,17453.83,599748.23,810268.23,41004976,404790.75,622987.54,446500.5
"QUEENS","N CONDUIT AVE","SUBWAY","2015/01/29","A",621170.27,235107.1,6664189.92,389904.34,827451.56,629724.35,626028.13,11413,292773.26,29845.63,558954.32,577231.71,50009801,624851.9,420055.13,860937.85
"MANHATTAN","E BROADWAY","SUBWAY","2018/01/29","A",206455.1,695529.56,6990680.28,567770.1,697287.14,446268.85,915834.3,10002,431225.42,17533.69,460228.04,731185.67,50019273,968496.59,422905.54,447493.97
"QUEENS","N CONDUIT AVE","SUBWAY","2017/01/03","A",236418.23,226046.29,5586859.45,211674.44,741916.05,719749.97,315231.74,11413,379807.56,15141.66,642699.97,285625.88,50009801,562121.05,430965.92,834602.35
"MANHATTAN","1ST AVE","SUBWAY","2018/01/03","A",557534.5,407815.43,7186823.81,423867.67,531106.82,318729.78,310316.14,10003,956729.89,19181.36,730194.43,680398.45,50072978,853411.17,726933.73,689785.8
"MANHATTAN","1ST AVE","SUBWAY","2018/01/03","A",564810.84,286217.95,6787269.14,443547.06,934596.53,339255.84,754298.55,10003,296435.13,15476.35,880358.32,401785.53,50072978,965023.45,426269.49,494670.45
"QUEENS","COLLEGE POINT BOULEVARD","SUBWAY","2017/01/31","A",485156.69,936919.6,7133100.12,744738.89,588557.63,798088.73,211356.79,11354,922376.61,23294.18,410259.41,809635.44,41693397,396481.49,587682.32,241846.52
"QUEENS","FRESH POND ROAD","SUBWAY","2017/01/31",,541150.53,305572.46,6561455.13,598634.58,291823.46,461005.97,631181.37,11385,215439.55,22367.63,951592.03,787602.79,41400202,870959.93,418364.7,488127.76
"QUEENS","FRESH POND ROAD","SUBWAY","2017/01/31",,235793.77,809157.79,7354786.44,312215.52,450696.36,641629.27,813971.68,11385,996319.46,18895.76,249472.86,852082.61,41400202,818928.39,973759.88,200758.85
"QUEENS","COLLEGE POINT BOULEVARD","SUBWAY","2017/01/31","A",549082.33,965892.05,7205526.2,583341.93,689134.14,656945.97,874852.31,11354,870099.92,28833.54,410742.18,744403.62,41693397,206058.13,208496.7,446476.92
"QUEENS","FRESH POND ROAD","SUBWAY","2017/01/31",,518252.17,987752.69,8836866.72,628280.88,697174.87,364283.52,622040.51,11385,987357.79,29531.54,618210.56,844809.06,41400202,932378.3,637873.32,998453.05
"MANHATTAN","E 52ND ST","SUBWAY","2018/01/31",,806842.08,661320.86,6472583.29,655255.13,768992.08,872574.13,249803.64,10022,516632.2,22503.15,224109.16,222987.99,50013349,306356.99,350253.07,837455.96
"MANHATTAN","E 52ND ST","SUBWAY","2018/01/31",,698953.14,981747.98,7282437.84,569224.7,842700.24,425971.03,446243.59,10022,208316.16,25104.92,543397.93,770314.48,50013349,331127.36,571355.14,893086.09
"QUEENS","JAMAICA AVE","SUBWAY","2016/01/04","A",831161.84,643769,7043144.77,501083.17,446931.64,993808.89,949858.42,11421,463923.61,29479.75,309612.49,436030.82,50043035,492281.9,378323.33,596359.66
"BROOKLYN","FORT HAMILTON PKWY","SUBWAY","2016/01/04","A",308112.87,605357.71,7065805.26,776654.87,537928.43,487521.94,549722.88,11219,307786.36,16657.8,595863.4,612167.64,50039808,554541.86,750416.52,979730.78
"QUEENS","JAMAICA AVE","SUBWAY","2016/01/04","A",452887.01,645827.5,6263308.07,592102.69,967140.65,414445.35,623663.23,11421,564360.74,29516.24,587126.35,525229.71,50043035,246934.41,404541.02,239049.41
"QUEENS","JAMAICA AVE","SUBWAY","2016/01/04",,406931.68,406349.8,5824428.65,471131.01,243254.37,648549.87,383910.5,11421,754551.39,18293.91,757005.97,361509.08,50043035,758907.72,356316.41,276010.85
"MANHATTAN","2ND AVE","SUBWAY INN","2017/01/04","A",585242.84,784407.15,8083614.26,503469.8,929970,692764.72,405064.76,10065,685284.45,20265.35,497073.25,411346.79,50040782,848843.54,994377.45,745769.51
"BRONX","EINSTEIN LOOP","SUBWAY","2018/01/04","A",859195.7,979248.88,7934701.22,567941.93,721163.33,364236.29,236570.26,10475,850078.39,22049.1,825697.11,417234.44,50010120,587531.42,620477.56,905325.91
"BRONX","EINSTEIN LOOP","SUBWAY","2018/01/04","A",960461.05,871491.57,8634438.99,902102.68,633646.98,628361.99,529161.01,10475,609775.24,28689.21,758961.71,705345.15,50010120,523330.56,848798.54,663002.51
"BRONX","EINSTEIN LOOP","SUBWAY","2018/01/04","A",951934.51,505779.51,7299555.13,809517.14,971293.45,479729.67,448319.18,10475,225382.74,24018.58,269222.94,215300.79,50010120,591384.2,933412.34,898278.66
"MANHATTAN","AVENUE B","SUBWAY","2018/01/04","A",489463.29,651547.53,6225826.24,313702.26,245163.13,617420.83,656547.24,10009,364558.22,24332.03,407553.28,797996.4,41594932,406793.33,869871.6,405209.13
"MANHATTAN","1ST AVE","SUBWAY","2019/01/04","A",287910.53,715950.29,5511468.22,484870.4,239380.51,528635.4,974277.58,10003,479206.5,15407.25,246699.05,581002.96,50072978,368865.24,300119.9,304549.86
"MANHATTAN","1ST AVE","SUBWAY","2019/01/04","A",782911.97,869690.87,7672312.45,799855.95,253104.83,315147.74,586148.07,10003,894368.67,26355.34,232758.06,897420.92,50072978,678970.1,808379,553556.27
"QUEENS","HILLSIDE AVE","SUBWAY","2019/01/04",,222380.21,337343.08,6554654.49,955154.5,307147.19,782892.62,324210.67,11432,551967.85,22740.7,771868.85,591778.65,50057216,902243.22,256119.84,551547.81
"QUEENS","HILLSIDE AVE","SUBWAY","2019/01/04",,653167.62,494960.34,6332918.2,987622.49,808491.57,388999.51,231594.25,11432,368132.4,24033.18,651308.11,403980.45,50057216,361195.13,488167.05,495299.28
"QUEENS","HILLSIDE AVE","SUBWAY","2019/01/04",,230188.42,535155.58,7036320.94,896835.26,729647.74,893169.49,425488.62,11432,426737.4,24907.16,238905.02,493209.64,50057216,661663.71,743465.1,761854.96
"MANHATTAN","1ST AVE","SUBWAY","2019/01/04","A",204650.49,934091.13,7398070.45,931346.69,568373.98,831155.48,675981.26,10003,223332.27,28327.76,815497.63,906440.37,50072978,242575.01,278805.95,785820.19
"QUEENS","COLLEGE POINT BOULEVARD","SUBWAY","2016/01/05","A",902263.05,414666.9,7420770.54,602772.36,932480.86,765923.25,504041.5,11354,991365.33,16833.58,835792.68,212892.44,41693397,329741.38,505620.2,423210.59
"QUEENS","COLLEGE POINT BOULEVARD","SUBWAY","2016/01/05","A",725912.55,619617.45,7145129.9,975847.35,987890.86,643035.52,818405.18,11354,389426.21,26940.05,676478.44,268100.33,41693397,239813.48,265187.45,535415.08
"QUEENS","COLLEGE POINT BOULEVARD","SUBWAY","2016/01/05","A",682366.5,663991.91,7780197.97,880851.88,728057.33,430620.21,896673.4,11354,324669.11,26592.83,685487.32,691951.55,41693397,835334.65,709686.07,250508.04
"MANHATTAN","AMSTERDAM AVE","SUBWAY","2017/01/05","A",284497.56,728126.53,8403291,937888.99,923180.27,247355.05,854004.74,10023,970303.97,26944.69,309554.47,557617.96,50015808,974464.11,896143.26,720154.09
"MANHATTAN","AMSTERDAM AVE","SUBWAY","2017/01/05","A",982231.84,560639.15,6256822.87,381994.45,482465.41,295739.15,522601.43,10023,336607.84,18316.76,797527.73,548754.43,50015808,520715.61,434780.59,392765.24
"MANHATTAN","W 17TH ST","SUBWAY","2018/01/05","A",410474.02,999001.59,7084253.92,500037.85,579606.01,955700.09,812025.05,10011,391124.17,25003.39,570872.79,309309.96,50036964,646922.47,582776.82,326403.1
"QUEENS","METROPOLITAN AVE","SUBWAY","2018/01/05","A",467418.09,316916.07,6813771.92,820130.83,617457.49,527489.74,350207.95,11418,936553.17,21965.89,640015.04,371960.07,50037092,446788.94,408864.09,909970.44
"QUEENS","METROPOLITAN AVE","SUBWAY","2018/01/05","A",975816.59,940559.54,7426854.96,981646.16,689411.08,255988.82,257571.87,11418,583483.42,24024.73,678422.82,611193.21,50037092,826225.16,352187.66,274348.63
"MANHATTAN","LEXINGTON AVENUE","SUBWAY","2018/01/05",,677585.83,335476.35,6262893.27,907662.73,268429.16,388414.8,611127.37,10022,487963.54,16190.08,401655.29,361439.48,41581031,254093.22,734410.79,834634.71
"MANHATTAN","LEXINGTON AVENUE","SUBWAY","2018/01/05","A",621038.99,984270.7,7895237.44,914191.21,388032.28,326122.68,464674.31,10022,471283.2,18806.74,960627.81,911335.85,41581031,289182.92,917410.11,647067.38
"MANHATTAN","W 17TH ST","SUBWAY","2018/01/05","A",335832.02,690922.28,6473267.83,433418.28,395053.76,384014.61,290053.96,10011,636677.07,25679.2,842978.46,689753.9,50036964,532879.94,571823.83,669859.72
"MANHATTAN","LEXINGTON AVENUE","SUBWAY","2018/01/05","A",341381.28,774991.92,7353894.89,798920.98,582750.86,828288.98,395952.88,10022,664091.25,24131.77,722610.58,401094.33,41581031,693964.5,942060.12,207787.21
