"Date","Emissions_Scope_Category","Emission_Activity_Category","Target_Renewable_Energy_Percentage","Total_Floor_Area_sqft","Target_Compensated_Emissions_tCO2e","Forecasted_Renewable_Energy_Cons","Forecasted_Emissions_Intensity_Reduc","Forecasted_Emissions_tCO2e","Actual_Renewable_Energy_Cons","Net_Emissions_Forecast_tCO2e","Headcount","Planned_Supplier_Emissions_Reduction","Required_Carbon_Credits_tCO2e","Actual_Emissions_Intensity","Planned_Carbon_Credits_tCO2e","Revenue","Planned_Operational_Emissions_Reduction","Final_Forecasted_Emissions_tCO2e","Actual_Emissions_tCO2e","Target_Emissions_tCo2e"
"2029-03-25","Scope 3","Scope 3 Purchased Goods Services",10,100000,150000,150000,50,50000,,250000,150,200000,,15,200000,150,100000,150000,,250000
"2036-10-21","Scope 2","Data Center",30,50000,250000,0,0,,,100000,250,0,100000,0,50000,200,150000,,,200000
"2032-10-19","Scope 3","Private Jet",20,150000,200000,,10,100000,,,100,150000,0,,0,150,0,100000,,150000
"2027-05-19","Scope 2","Fleet Vehicles",0,250000,0,100000,,0,,0,200,100000,50000,30,150000,150,200000,200000,,
"2025-06-07","Scope 1","Commercial Building",,200000,50000,50000,40,150000,,200000,50,,200000,20,,150,,0,,100000
"2026-02-12","Scope 2","Commercial Building",,150000,,100000,20,250000,,150000,300,250000,250000,10,100000,150,50000,100000,,0
"2019-07-30","Scope 1","Private Jet",30,150000,250000,200000,,,,0,100,,,20,,150,,50000,0,
"2033-09-20","Scope 3","Fleet Vehicles",0,250000,150000,250000,30,200000,,150000,150,50000,150000,15,250000,200,250000,250000,,50000
"2040-04-17","Scope 2","Data Center",10,100000,0,50000,30,,,100000,300,50000,0,10,50000,200,100000,50000,,150000
"2029-11-03","Scope 3","Scope 3 Investments",20,50000,,200000,50,100000,,250000,50,,250000,0,200000,200,150000,100000,,0
"2031-05-24","Scope 1","Fleet Vehicles",15,150000,200000,250000,40,150000,,,350,100000,100000,,0,200,0,150000,,100000
"2025-03-22","Scope 3","Scope 3 Business Travel",,200000,100000,150000,0,250000,,50000,200,250000,150000,25,,150,200000,0,,50000
"2035-07-12","Scope 1","Data Center",20,100000,50000,0,10,50000,,200000,250,200000,,30,250000,200,50000,,,
"2019-08-26","Scope 2","Fleet Vehicles",30,250000,100000,,,,50,200000,300,,,30,,350,200000,150000,250000,
"2039-10-01","Scope 1","Private Jet",0,50000,150000,100000,20,200000,,0,200,0,200000,20,150000,200,50000,250000,,200000
"2033-12-07","Scope 3","Scope 3 Capital Goods",15,100000,50000,,,0,,250000,50,150000,50000,25,100000,150,150000,200000,,250000
"2032-07-16","Scope 2","Commercial Building",10,200000,,100000,20,200000,,50000,100,200000,50000,,150000,150,250000,0,,250000
"2024-08-05","Scope 2","Data Center",,150000,250000,250000,40,,,,150,50000,250000,10,200000,150,100000,150000,,
"2023-11-18","Scope 1","Commercial Building",10,250000,0,200000,0,0,,150000,350,100000,,15,250000,150,0,250000,,50000
"2026-07-02","Scope 3","Commercial Building",30,200000,200000,50000,50,250000,,100000,250,150000,150000,0,50000,150,,0,,200000
"2037-10-25","Scope 2","Private Jet",15,50000,,100000,,100000,,50000,150,0,200000,15,100000,200,200000,,,150000
"2038-01-20","Scope 3","Scope 3 Use of Sold Products",20,250000,50000,0,10,50000,,200000,200,,0,,0,250,50000,50000,,0
"2040-01-08","Scope 1","Fleet Vehicles",0,50000,200000,150000,30,150000,,0,300,250000,100000,20,,250,100000,50000,,100000
"2034-11-17","Scope 1","Private Jet",0,150000,100000,100000,10,0,,,350,100000,100000,30,,200,0,200000,,100000
"2020-07-29","Scope 2","Commercial Building",,200000,0,200000,,,30,100000,100,,,10,,100,,,150000,
"2021-05-07","Scope 3","Scope 3 End-Life Treatment of Sold Product",10,100000,150000,50000,,,0,250000,50,,,25,,150,250000,100000,250000,
"2027-05-29","Scope 2","Fleet Vehicles",15,250000,250000,150000,50,100000,,150000,250,250000,0,0,0,150,150000,250000,,200000
"2022-11-18","Scope 3","Scope 3 Franchising",30,50000,50000,0,40,150000,,50000,250,50000,250000,10,50000,300,150000,0,50000,50000
"2036-11-03","Scope 1","Data Center",20,100000,,,20,250000,,250000,300,0,,0,100000,200,100000,,,250000
"2030-11-30","Scope 1","Data Center",10,200000,100000,250000,0,200000,,,150,,50000,,250000,150,250000,150000,,150000
"2028-04-07","Scope 2","Commercial Building",20,150000,250000,100000,,50000,,150000,100,150000,200000,20,200000,150,,100000,,
"2023-10-11","Scope 3","Commercial Building",,150000,200000,100000,30,,,200000,50,200000,150000,25,150000,150,0,200000,,0
"2030-07-23","Scope 1","Fleet Vehicles",15,150000,0,50000,30,150000,,0,350,50000,150000,30,100000,150,50000,150000,,100000
"2032-12-02","Scope 2","Private Jet",0,50000,150000,200000,,250000,,100000,200,200000,200000,15,,200,200000,100000,,50000
"2034-03-01","Scope 3","Scope 3 End-Life Treatment of Sold Product",30,200000,100000,0,50,50000,,250000,150,,100000,20,250000,200,150000,50000,,250000
"2039-08-17","Scope 1","Data Center",,250000,150000,,0,,,50000,300,150000,0,0,150000,250,100000,50000,,200000
"2021-02-18","Scope 3","Fleet Vehicles",15,100000,,250000,,,20,100000,100,,,30,,350,0,,200000,
"2036-08-22","Scope 2","Fleet Vehicles",10,100000,50000,150000,40,0,,200000,250,250000,50000,,200000,200,50000,100000,,
"2031-11-12","Scope 3","Scope 3 Downstream Transportation Distribution",20,50000,200000,150000,10,100000,,0,200,100000,,10,0,150,200000,0,,150000
"2028-05-15","Scope 2","Commercial Building",0,200000,250000,100000,20,200000,,150000,350,0,250000,15,50000,150,250000,100000,,0
"2033-04-10","Scope 1","Private Jet",30,150000,0,200000,40,100000,,,50,150000,250000,25,50000,200,,150000,,0
"2029-08-02","Scope 2","Private Jet",15,250000,200000,0,20,,,250000,250,200000,,25,,200,200000,200000,,100000
"2038-06-15","Scope 1","Commercial Building",10,200000,,50000,,250000,,50000,350,100000,150000,0,250000,200,100000,250000,,250000
"2022-03-28","Scope 3","Scope 3 Investments",20,200000,50000,250000,10,150000,70,0,100,50000,100000,30,0,200,150000,150000,,200000
"2024-05-18","Scope 1","Fleet Vehicles",,150000,150000,100000,0,200000,,100000,150,,0,10,100000,150,250000,100000,,50000
"2025-06-05","Scope 2","Data Center",30,50000,0,,50,50000,,150000,200,0,50000,20,200000,150,0,200000,,150000
"2037-06-18","Scope 3","Scope 3 Capital Goods",0,250000,250000,150000,30,0,,200000,50,250000,200000,,150000,200,,100000,,
"2040-03-25","Scope 3","Scope 3 Upstream Transportation Distribution",20,100000,100000,50000,30,200000,,,300,50000,0,15,150000,250,50000,0,,
"2019-05-04","Scope 1","Data Center",10,150000,0,,,,90,0,300,,,15,,100,0,,0,
"2026-01-20","Scope 2","Commercial Building",0,150000,250000,100000,50,50000,,150000,150,0,100000,20,100000,200,100000,100000,,200000
"2027-01-30","Scope 3","Private Jet",15,250000,50000,0,20,,,250000,250,150000,200000,,200000,200,250000,50000,,0
"2035-03-24","Scope 2","Fleet Vehicles",30,100000,,100000,10,0,,50000,100,250000,250000,30,,200,200000,250000,,50000
"2020-01-18","Scope 1","Private Jet",,50000,100000,200000,,,50,,350,,,0,,250,,250000,100000,
"2019-01-31","Scope 1","Commercial Building",,200000,200000,250000,,,30,100000,200,,,10,,250,50000,0,150000,
"2025-09-04","Scope 2","Data Center",15,100000,150000,250000,,100000,,200000,50,,150000,25,50000,150,150000,150000,,150000
"2039-08-08","Scope 3","Scope 3 Franchising",20,50000,100000,200000,0,250000,,250000,100,100000,,25,250000,200,0,100000,,250000
"2031-04-01","Scope 3","Scope 3 Employee Commuting",0,250000,200000,,40,150000,,200000,200,200000,50000,0,0,200,200000,200000,,100000
"2037-05-17","Scope 2","Private Jet",10,150000,50000,150000,,200000,,50000,50,150000,100000,10,,250,150000,50000,,150000
"2020-07-18","Scope 1","Fleet Vehicles",30,200000,0,50000,,,90,0,250,,,,,350,50000,,,
"2022-03-29","Scope 1","Data Center",15,100000,,100000,10,,50,150000,300,250000,200000,20,250000,200,100000,,250000,250000
"2040-04-12","Scope 3","Data Center",30,250000,250000,0,20,250000,,100000,150,0,150000,15,50000,250,,150000,,0
"2030-10-06","Scope 2","Commercial Building",0,200000,150000,150000,0,0,,,350,100000,,30,150000,150,250000,50000,,
"2034-03-22","Scope 3","Scope 3 Uncategorized Emissions",20,200000,250000,,40,150000,,100000,300,200000,50000,25,100000,200,250000,250000,,200000
"2035-02-15","Scope 2","Fleet Vehicles",,50000,100000,200000,50,100000,,150000,200,50000,250000,10,0,200,50000,200000,,50000
"2033-07-04","Scope 1","Private Jet",10,150000,150000,50000,30,50000,,250000,50,,0,15,200000,200,100000,50000,,100000
"2032-02-17","Scope 3","Scope 3 Business Travel",,200000,,150000,10,100000,,,100,0,150000,0,0,150,,100000,,150000
"2023-09-01","Scope 2","Data Center",0,50000,0,100000,20,0,,50000,250,250000,100000,20,150000,150,200000,,,0
"2027-07-13","Scope 1","Commercial Building",15,150000,50000,250000,,200000,,200000,350,50000,0,30,100000,150,0,0,,100000
"2024-12-23","Scope 1","Fleet Vehicles",30,250000,200000,0,0,50000,,0,150,,,,,150,150000,150000,,200000
"2036-09-28","Scope 3","Scope 3 Upstream Leased Assets",20,100000,250000,0,30,250000,,50000,50,150000,200000,20,50000,200,100000,50000,,
"2021-09-06","Scope 2","Private Jet",10,250000,200000,100000,,,20,,300,,,10,,150,250000,100000,150000,
"2029-11-09","Scope 1","Commercial Building",15,100000,50000,250000,50,,,150000,250,200000,250000,0,250000,150,150000,150000,,50000
"2028-08-24","Scope 3","Scope 3 Processing Sold Products",30,200000,150000,150000,40,150000,,100000,350,100000,50000,30,200000,150,50000,200000,,250000
"2038-02-18","Scope 2","Data Center",0,50000,0,,30,100000,,250000,200,50000,100000,,,200,200000,250000,,0
"2026-07-14","Scope 1","Private Jet",20,150000,,200000,10,0,,0,150,,0,25,50000,150,0,0,,
"2039-01-22","Scope 2","Fleet Vehicles",,150000,100000,50000,0,,,200000,100,100000,200000,15,200000,250,,,,150000
"2023-06-02","Scope 3","Scope 3 Downstream Leased Assets",10,250000,,,40,50000,,200000,350,150000,50000,0,150000,150,,50000,,100000
"2019-03-15","Scope 1","Commercial Building",,100000,250000,150000,,,70,,200,,,20,,100,100000,100000,50000,
"2025-02-07","Scope 3","Scope 3 Fuel and Energy-Related Activity",10,50000,150000,0,50,200000,,50000,150,250000,250000,30,100000,150,250000,150000,,200000
"2030-02-11","Scope 2","Fleet Vehicles",30,200000,100000,200000,,250000,,150000,100,200000,,15,0,200,150000,0,,250000
"2033-06-05","Scope 1","Data Center",20,50000,50000,100000,20,150000,,250000,50,0,150000,10,250000,150,0,,,50000
"2034-09-12","Scope 2","Private Jet",0,200000,0,50000,0,150000,,0,300,,,25,0,200,50000,250000,,
"2020-08-06","Scope 3","Scope 3 Waste Generated in Operations",15,100000,200000,250000,,,,100000,250,,,,,300,200000,200000,0,
"2037-06-03","Scope 2","Data Center",20,150000,50000,0,10,100000,,50000,250,200000,0,0,150000,200,50000,100000,,50000
"2028-05-06","Scope 1","Fleet Vehicles",10,250000,250000,100000,40,,,100000,200,50000,50000,30,200000,150,,150000,,150000
"2038-03-22","Scope 3","Scope 3 Use of Sold Products",,150000,150000,50000,30,250000,,0,300,250000,100000,25,250000,250,150000,50000,,100000
"2031-01-02","Scope 1","Commercial Building",0,250000,,200000,20,200000,,200000,100,100000,200000,20,50000,200,250000,200000,,200000
"2035-06-29","Scope 2","Private Jet",15,200000,100000,,,0,,150000,350,150000,150000,15,,200,100000,250000,,250000
"2021-07-16","Scope 3","Scope 3 Purchased Goods Services",30,50000,200000,250000,,,0,250000,50,,,,,150,200000,150000,200000,
"2036-05-26","Scope 2","Commercial Building",0,200000,0,150000,50,50000,,,150,0,250000,10,100000,200,0,0,,0
"2029-06-12","Scope 1","Private Jet",10,100000,50000,150000,40,250000,,250000,350,150000,150000,10,100000,150,,,,150000
"2040-01-11","Scope 3","Scope 3 Use of Sold Products",15,200000,100000,250000,10,200000,,200000,50,250000,100000,25,,200,0,0,,100000
"2024-08-27","Scope 1","Fleet Vehicles",30,150000,250000,0,30,100000,,,100,50000,50000,,200000,200,100000,150000,,
"2032-09-08","Scope 2","Data Center",,100000,,150000,0,150000,,150000,200,,,0,150000,150,50000,,,250000
"2022-10-01","Scope 3","Scope 3 Downstream Leased Assets",20,250000,0,,20,0,30,0,300,200000,200000,15,0,250,250000,50000,100000,50000
"2026-03-31","Scope 3","Scope 3 Purchased Goods Services",0,50000,150000,100000,,,,100000,250,0,0,30,250000,150,200000,100000,,0
"2027-12-24","Scope 1","Private Jet",15,150000,200000,200000,50,50000,,50000,150,100000,250000,20,50000,150,150000,0,,200000
"2037-05-13","Scope 2","Fleet Vehicles",30,50000,250000,50000,40,50000,,,250,,50000,15,150000,200,250000,200000,,100000
"2024-08-06","Scope 2","Data Center",20,250000,50000,50000,50,,,50000,350,100000,250000,25,,150,,250000,,200000
"2027-09-07","Scope 3","Commercial Building",10,200000,,0,,100000,,0,200,200000,200000,20,100000,200,200000,150000,,50000
"2039-05-30","Scope 1","Commercial Building",,100000,100000,,10,0,,250000,150,0,100000,30,250000,200,150000,100000,,0
"2023-09-23","Scope 2","Commercial Building",,150000,0,100000,0,150000,,200000,50,250000,,0,200000,150,100000,100000,,
"2021-03-22","Scope 3","Scope 3 Downstream Transportation Distribution",20,50000,200000,200000,,,,100000,100,,,,,100,50000,150000,,
"2036-07-01","Scope 1","Data Center",10,250000,150000,250000,30,250000,,150000,300,50000,150000,10,0,200,0,250000,,250000
"2032-02-29","Scope 3","Scope 3 Upstream Transportation Distribution",15,200000,150000,150000,20,200000,,0,350,150000,0,15,50000,200,100000,50000,,150000
"2025-01-01","Scope 2","Private Jet",0,150000,250000,100000,,100000,,250000,100,250000,100000,20,200000,150,0,200000,,50000
"2034-10-13","Scope 1","Fleet Vehicles",30,100000,200000,150000,10,150000,,150000,200,0,,25,100000,200,150000,150000,,150000
"2031-05-01","Scope 3","Scope 3 Fuel and Energy-Related Activity",30,200000,0,,40,50000,,200000,150,200000,250000,10,,150,200000,,,0
"2040-05-28","Scope 2","Private Jet",0,250000,100000,50000,30,250000,,100000,300,,50000,,250000,250,50000,0,,
"2022-06-11","Scope 1","Commercial Building",20,150000,50000,250000,50,0,20,,250,100000,200000,30,150000,200,,150000,100000,250000
"2029-10-09","Scope 2","Fleet Vehicles",,100000,,0,0,,,50000,50,50000,0,0,50000,150,250000,200000,,100000
"2038-10-14","Scope 3","Scope 3 Upstream Leased Assets",10,50000,0,100000,20,200000,,50000,150,150000,150000,10,0,200,50000,0,,200000
"2030-01-31","Scope 1","Data Center",15,50000,200000,200000,0,100000,,200000,50,200000,0,15,0,150,250000,100000,,50000
"2028-08-11","Scope 2","Private Jet",30,250000,150000,50000,10,150000,,0,100,250000,250000,,50000,150,,,,150000
"2035-07-11","Scope 3","Data Center",15,200000,50000,200000,,200000,,150000,200,100000,,30,200000,200,100000,50000,,
"2019-03-22","Scope 1","Fleet Vehicles",0,150000,250000,,,,50,,300,,,25,,350,150000,,50000,
"2026-07-31","Scope 2","Commercial Building",10,200000,100000,100000,50,0,,250000,250,,100000,20,250000,150,0,100000,,250000
"2033-01-19","Scope 1","Data Center",,100000,,100000,40,250000,,100000,350,0,150000,0,150000,200,200000,250000,,100000
"2020-07-23","Scope 3","Scope 3 Capital Goods",20,200000,0,0,,,0,200000,50,,,10,,300,0,100000,150000,
"2027-06-15","Scope 1","Commercial Building",0,150000,250000,150000,30,50000,,0,300,150000,50000,,,150,50000,50000,,0
"2038-12-23","Scope 3","Scope 3 Uncategorized Emissions",20,100000,200000,250000,20,,,100000,250,50000,200000,25,100000,250,100000,0,,200000
"2025-03-11","Scope 2","Fleet Vehicles",15,250000,,,20,,,150000,350,0,200000,20,,150,250000,200000,,0
"2032-12-14","Scope 2","Data Center",,50000,150000,150000,50,100000,,250000,200,100000,50000,15,0,200,,250000,,250000
"2030-02-20","Scope 3","Scope 3 End-Life Treatment of Sold Product",10,50000,50000,50000,0,50000,,,100,250000,250000,30,50000,200,200000,150000,,150000
"2028-01-21","Scope 1","Private Jet",30,250000,100000,200000,,250000,,50000,150,200000,0,0,250000,150,150000,,,
"2029-03-22","Scope 1","Private Jet",10,150000,,250000,10,200000,,150000,100,,150000,15,200000,150,250000,0,,200000
"2033-12-03","Scope 3","Scope 3 Investments",15,100000,100000,0,40,150000,,50000,150,150000,,0,100000,200,0,150000,,50000
"2019-04-09","Scope 2","Commercial Building",20,200000,50000,100000,,,30,,250,,,25,,300,50000,,0,
"2036-07-07","Scope 3","Scope 3 Business Travel",30,150000,250000,0,30,0,,200000,50,50000,100000,30,150000,250,150000,50000,,100000
"2026-04-25","Scope 2","Fleet Vehicles",,100000,0,100000,40,,,100000,350,200000,100000,,200000,150,,200000,,250000
"2021-03-30","Scope 1","Data Center",0,50000,200000,50000,,,90,0,200,,,20,,350,100000,100000,250000,
"2023-12-09","Scope 1","Commercial Building",,250000,150000,150000,20,250000,,250000,300,50000,,10,0,150,200000,250000,,50000
"2022-04-15","Scope 3","Scope 3 Franchising",0,200000,200000,200000,10,0,70,150000,200,0,150000,30,100000,250,150000,,200000,200000
"2035-04-07","Scope 2","Private Jet",15,150000,,250000,50,100000,,0,100,250000,250000,20,,200,,50000,,
"2039-06-17","Scope 2","Data Center",10,200000,0,,0,150000,,200000,150,100000,0,15,150000,250,200000,0,,0
"2020-10-25","Scope 1","Data Center",20,50000,150000,250000,,,90,,50,,,,,150,250000,200000,200000,
"2040-04-08","Scope 3","Private Jet",30,100000,250000,200000,,50000,,100000,350,,50000,10,50000,250,50000,,,100000
"2031-07-11","Scope 1","Private Jet",30,250000,50000,100000,30,200000,,250000,250,150000,200000,0,250000,150,100000,100000,,150000
"2037-10-10","Scope 3","Scope 3 Processing Sold Products",15,100000,100000,150000,,200000,,50000,300,150000,50000,25,100000,200,0,150000,,150000
"2034-07-22","Scope 2","Fleet Vehicles",0,250000,150000,,50,150000,,50000,50,100000,250000,20,0,200,200000,250000,,200000
"2024-01-08","Scope 1","Commercial Building",,50000,250000,50000,40,250000,,250000,100,50000,,15,150000,150,100000,100000,,250000
"2026-03-09","Scope 3","Scope 3 Employee Commuting",10,150000,200000,0,10,,,100000,250,250000,150000,0,,150,0,200000,,0
"2025-02-15","Scope 2","Fleet Vehicles",20,200000,,100000,30,50000,,,200,0,100000,25,250000,150,150000,250000,,50000
"2027-02-07","Scope 1","Data Center",0,250000,100000,0,20,0,,200000,300,200000,200000,,50000,150,50000,,,100000
"2024-03-11","Scope 2","Private Jet",30,150000,50000,200000,0,100000,,0,350,,0,30,200000,150,250000,50000,,
"2030-05-21","Scope 3","Scope 3 Waste Generated in Operations",20,200000,0,150000,10,250000,,150000,150,,150000,10,0,150,,0,,100000
"2039-08-31","Scope 3","Fleet Vehicles",10,100000,0,,30,50000,,250000,100,150000,,20,,200,150000,150000,,250000
"2038-10-11","Scope 1","Commercial Building",,50000,200000,50000,40,200000,,0,250,50000,250000,25,100000,200,,0,,50000
"2035-11-09","Scope 2","Fleet Vehicles",15,250000,150000,250000,20,100000,,100000,200,250000,200000,10,250000,200,100000,,,0
"2031-05-05","Scope 1","Data Center",15,200000,,150000,,,,50000,150,100000,0,15,200000,200,0,100000,,150000
"2034-10-23","Scope 3","Scope 3 Purchased Goods Services",0,50000,250000,200000,50,0,,,350,200000,100000,,50000,200,200000,150000,,
"2022-12-14","Scope 2","Commercial Building",,150000,100000,100000,0,150000,20,200000,300,0,50000,30,150000,100,250000,50000,150000,200000
"2019-12-03","Scope 2","Private Jet",10,150000,50000,0,,,30,150000,50,,,0,,200,50000,200000,0,
"2033-07-07","Scope 3","Scope 3 Upstream Transportation Distribution",20,100000,250000,100000,50,150000,,150000,200,50000,150000,10,250000,150,100000,250000,,200000
"2020-05-19","Scope 1","Data Center",30,150000,,50000,,,70,0,50,,,20,,250,,,50000,
"2029-12-31","Scope 1","Fleet Vehicles",15,50000,100000,250000,40,,,200000,100,0,,15,100000,200,0,150000,,100000
"2021-10-20","Scope 3","Scope 3 Capital Goods",0,100000,50000,,,,0,,300,,,30,,150,150000,0,,
"2028-05-19","Scope 2","Private Jet",,250000,150000,50000,30,250000,,250000,150,200000,200000,0,50000,150,250000,150000,,0
"2032-04-14","Scope 2","Fleet Vehicles",30,200000,0,200000,0,0,,100000,250,250000,250000,25,200000,150,200000,100000,,250000
"2023-10-23","Scope 1","Commercial Building",20,150000,200000,150000,,200000,,50000,350,150000,100000,,150000,150,50000,200000,,50000
