Account.CUSTOM2,Account.CUSTOM3,Account_SALES_REP,Account_CITY,Account_STATE,ActivityDate,ACCOUNT_ID,Account_CUSTOMER_SITE,Account_REGION,ActivityType,Account_COUNTRY,Account_POSTAL_CODE,Account_CUSTOMER,Week,Account_CUSTOM1,Activities,Account_LAT,Account_LONG,Offset,ExpertHours
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/10/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,7/1/16,LARGE,0,40.6628,-74.1744,10713600,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/10/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,7/1/16,LARGE,0,40.6628,-74.1744,10713600,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/09/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,6/1/16,LARGE,4,40.6628,-74.1744,13305600,5
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/09/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,6/1/16,LARGE,0,40.6628,-74.1744,13305600,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/09/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,6/1/16,LARGE,6,40.6628,-74.1744,13305600,8
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/09/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,6/1/16,LARGE,4,40.6628,-74.1744,13305600,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/09/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,6/1/16,LARGE,0,40.6628,-74.1744,13305600,1
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/09/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,6/1/16,LARGE,1,40.6628,-74.1744,13305600,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/08/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,5/1/16,LARGE,3,40.6628,-74.1744,15984000,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/08/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,5/1/16,LARGE,12,40.6628,-74.1744,15984000,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/08/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,5/1/16,LARGE,2,40.6628,-74.1744,15984000,16
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/08/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,5/1/16,LARGE,11,40.6628,-74.1744,15984000,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/08/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,5/1/16,LARGE,3,40.6628,-74.1744,15984000,13
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/08/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,5/1/16,LARGE,8,40.6628,-74.1744,15984000,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/07/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,4/1/16,LARGE,7,40.6628,-74.1744,18576000,2
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/07/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,4/1/16,LARGE,5,40.6628,-74.1744,18576000,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/07/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,4/1/16,LARGE,1,40.6628,-74.1744,18576000,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/07/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,4/1/16,LARGE,8,40.6628,-74.1744,18576000,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/07/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,4/1/16,LARGE,0,40.6628,-74.1744,18576000,15
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/07/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,4/1/16,LARGE,10,40.6628,-74.1744,18576000,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/06/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,3/1/16,LARGE,4,40.6628,-74.1744,21254400,4
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/06/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,3/1/16,LARGE,9,40.6628,-74.1744,21254400,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/06/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,3/1/16,LARGE,0,40.6628,-74.1744,21254400,4
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/06/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,3/1/16,LARGE,10,40.6628,-74.1744,21254400,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/06/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,3/1/16,LARGE,4,40.6628,-74.1744,21254400,11
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/06/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,3/1/16,LARGE,4,40.6628,-74.1744,21254400,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,28/05/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,2/1/16,LARGE,3,40.6628,-74.1744,23760000,9
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,28/05/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,2/1/16,LARGE,6,40.6628,-74.1744,23760000,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,28/05/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,2/1/16,LARGE,4,40.6628,-74.1744,23760000,4
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,28/05/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,2/1/16,LARGE,5,40.6628,-74.1744,23760000,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,28/05/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,2/1/16,LARGE,5,40.6628,-74.1744,23760000,14
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,28/05/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,2/1/16,LARGE,5,40.6628,-74.1744,23760000,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/04/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,1/1/16,LARGE,4,40.6628,-74.1744,26438400,4
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/04/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,1/1/16,LARGE,1,40.6628,-74.1744,26438400,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/04/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,1/1/16,LARGE,1,40.6628,-74.1744,26438400,13
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/04/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,1/1/16,LARGE,3,40.6628,-74.1744,26438400,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/04/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,1/1/16,LARGE,2,40.6628,-74.1744,26438400,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/04/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,1/1/16,LARGE,9,40.6628,-74.1744,26438400,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/03/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,12/1/15,LARGE,7,40.6628,-74.1744,29116800,15
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/03/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,12/1/15,LARGE,2,40.6628,-74.1744,29116800,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/03/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,12/1/15,LARGE,1,40.6628,-74.1744,29116800,3
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/03/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,12/1/15,LARGE,5,40.6628,-74.1744,29116800,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/03/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,12/1/15,LARGE,5,40.6628,-74.1744,29116800,20
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,27/03/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,12/1/15,LARGE,5,40.6628,-74.1744,29116800,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,25/02/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,11/1/15,LARGE,3,40.6628,-74.1744,31708800,10
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,25/02/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,11/1/15,LARGE,5,40.6628,-74.1744,31708800,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,25/02/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,11/1/15,LARGE,0,40.6628,-74.1744,31708800,19
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,25/02/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,11/1/15,LARGE,0,40.6628,-74.1744,31708800,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,25/02/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,11/1/15,LARGE,4,40.6628,-74.1744,31708800,11
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,25/02/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,11/1/15,LARGE,8,40.6628,-74.1744,31708800,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,25/01/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,10/1/15,LARGE,0,40.6628,-74.1744,34387200,15
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,25/01/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,10/1/15,LARGE,12,40.6628,-74.1744,34387200,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,25/01/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,10/1/15,LARGE,5,40.6628,-74.1744,34387200,3
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,25/01/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,10/1/15,LARGE,8,40.6628,-74.1744,34387200,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,25/01/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,10/1/15,LARGE,3,40.6628,-74.1744,34387200,9
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,25/01/2019,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,10/1/15,LARGE,10,40.6628,-74.1744,34387200,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/12/2018,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,9/1/15,LARGE,7,40.6628,-74.1744,36979200,20
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/12/2018,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,9/1/15,LARGE,1,40.6628,-74.1744,36979200,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/12/2018,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,9/1/15,LARGE,6,40.6628,-74.1744,36979200,17
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/12/2018,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,9/1/15,LARGE,11,40.6628,-74.1744,36979200,0
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/12/2018,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Email/Phone,United States,7201,Alpine Nutrition,9/1/15,LARGE,1,40.6628,-74.1744,36979200,19
Negative Growth over 20%,ALL RANGES,Sal Lobaugh,Elizabeth,NJ,26/12/2018,A0004,Alpine Nutrition Outlet (Jersey Gardens),East,Visit,United States,7201,Alpine Nutrition,9/1/15,LARGE,8,40.6628,-74.1744,36979200,0
20% Positive Growth,ALL RANGES,John Central,Houston,TX,26/02/2020,A0005,Great Store USA - Houston,Central,Email/Phone,United States,65444,Great Store USA,11/1/16,MEDIUM,4,37.29354,-91.9652,86400,13
20% Positive Growth,ALL RANGES,John Central,Houston,TX,26/02/2020,A0005,Great Store USA - Houston,Central,Visit,United States,65444,Great Store USA,11/1/16,MEDIUM,9,37.29354,-91.9652,86400,0
20% Positive Growth,ALL RANGES,John Central,Houston,TX,26/01/2020,A0005,Great Store USA - Houston,Central,Email/Phone,United States,65444,Great Store USA,10/1/16,MEDIUM,3,37.29354,-91.9652,2764800,19
20% Positive Growth,ALL RANGES,John Central,Houston,TX,26/01/2020,A0005,Great Store USA - Houston,Central,Visit,United States,65444,Great Store USA,10/1/16,MEDIUM,3,37.29354,-91.9652,2764800,0
20% Positive Growth,ALL RANGES,John Central,Houston,TX,27/12/2019,A0005,Great Store USA - Houston,Central,Email/Phone,United States,65444,Great Store USA,9/1/16,MEDIUM,4,37.29354,-91.9652,5356800,8
20% Positive Growth,ALL RANGES,John Central,Houston,TX,27/12/2019,A0005,Great Store USA - Houston,Central,Visit,United States,65444,Great Store USA,9/1/16,MEDIUM,3,37.29354,-91.9652,5356800,0
20% Positive Growth,ALL RANGES,John Central,Houston,TX,26/11/2019,A0005,Great Store USA - Houston,Central,Email/Phone,United States,65444,Great Store USA,8/1/16,MEDIUM,6,37.29354,-91.9652,8035200,12
20% Positive Growth,ALL RANGES,John Central,Houston,TX,26/11/2019,A0005,Great Store USA - Houston,Central,Visit,United States,65444,Great Store USA,8/1/16,MEDIUM,6,37.29354,-91.9652,8035200,0
20% Positive Growth,ALL RANGES,John Central,Houston,TX,26/10/2019,A0005,Great Store USA - Houston,Central,Email/Phone,United States,65444,Great Store USA,7/1/16,MEDIUM,7,37.29354,-91.9652,10713600,14
20% Positive Growth,ALL RANGES,John Central,Houston,TX,26/10/2019,A0005,Great Store USA - Houston,Central,Visit,United States,65444,Great Store USA,7/1/16,MEDIUM,2,37.29354,-91.9652,10713600,0
20% Positive Growth,ALL RANGES,John Central,Houston,TX,26/09/2019,A0005,Great Store USA - Houston,Central,Email/Phone,United States,65444,Great Store USA,6/1/16,MEDIUM,0,37.29354,-91.9652,13305600,15
20% Positive Growth,ALL RANGES,John Central,Houston,TX,26/09/2019,A0005,Great Store USA - Houston,Central,Visit,United States,65444,Great Store USA,6/1/16,MEDIUM,5,37.29354,-91.9652,13305600,0
20% Positive Growth,ALL RANGES,John Central,Houston,TX,26/08/2019,A0005,Great Store USA - Houston,Central,Email/Phone,United States,65444,Great Store USA,5/1/16,MEDIUM,1,37.29354,-91.9652,15984000,19
20% Positive Growth,ALL RANGES,John Central,Houston,TX,26/08/2019,A0005,Great Store USA - Houston,Central,Visit,United States,65444,Great Store USA,5/1/16,MEDIUM,3,37.29354,-91.9652,15984000,0
20% Positive Growth,ALL RANGES,John Central,Houston,TX,27/07/2019,A0005,Great Store USA - Houston,Central,Email/Phone,United States,65444,Great Store USA,4/1/16,MEDIUM,4,37.29354,-91.9652,18576000,8
20% Positive Growth,ALL RANGES,John Central,Houston,TX,27/07/2019,A0005,Great Store USA - Houston,Central,Visit,United States,65444,Great Store USA,4/1/16,MEDIUM,4,37.29354,-91.9652,18576000,0
20% Positive Growth,ALL RANGES,John Central,Houston,TX,26/06/2019,A0005,Great Store USA - Houston,Central,Email/Phone,United States,65444,Great Store USA,3/1/16,MEDIUM,4,37.29354,-91.9652,21254400,1
20% Positive Growth,ALL RANGES,John Central,Houston,TX,26/06/2019,A0005,Great Store USA - Houston,Central,Visit,United States,65444,Great Store USA,3/1/16,MEDIUM,1,37.29354,-91.9652,21254400,0
20% Positive Growth,ALL RANGES,John Central,Houston,TX,28/05/2019,A0005,Great Store USA - Houston,Central,Email/Phone,United States,65444,Great Store USA,2/1/16,MEDIUM,7,37.29354,-91.9652,23760000,6
20% Positive Growth,ALL RANGES,John Central,Houston,TX,28/05/2019,A0005,Great Store USA - Houston,Central,Visit,United States,65444,Great Store USA,2/1/16,MEDIUM,10,37.29354,-91.9652,23760000,0
20% Positive Growth,ALL RANGES,John Central,Houston,TX,27/04/2019,A0005,Great Store USA - Houston,Central,Email/Phone,United States,65444,Great Store USA,1/1/16,MEDIUM,7,37.29354,-91.9652,26438400,12
20% Positive Growth,ALL RANGES,John Central,Houston,TX,27/04/2019,A0005,Great Store USA - Houston,Central,Visit,United States,65444,Great Store USA,1/1/16,MEDIUM,5,37.29354,-91.9652,26438400,0
20% Positive Growth,ALL RANGES,John Central,Houston,TX,27/03/2019,A0005,Great Store USA - Houston,Central,Email/Phone,United States,65444,Great Store USA,12/1/15,MEDIUM,5,37.29354,-91.9652,29116800,2
20% Positive Growth,ALL RANGES,John Central,Houston,TX,27/03/2019,A0005,Great Store USA - Houston,Central,Visit,United States,65444,Great Store USA,12/1/15,MEDIUM,2,37.29354,-91.9652,29116800,0
20% Positive Growth,ALL RANGES,John Central,Houston,TX,25/02/2019,A0005,Great Store USA - Houston,Central,Email/Phone,United States,65444,Great Store USA,11/1/15,MEDIUM,3,37.29354,-91.9652,31708800,14
20% Positive Growth,ALL RANGES,John Central,Houston,TX,25/02/2019,A0005,Great Store USA - Houston,Central,Visit,United States,65444,Great Store USA,11/1/15,MEDIUM,10,37.29354,-91.9652,31708800,0
20% Positive Growth,ALL RANGES,John Central,Houston,TX,25/01/2019,A0005,Great Store USA - Houston,Central,Email/Phone,United States,65444,Great Store USA,10/1/15,MEDIUM,2,37.29354,-91.9652,34387200,6
20% Positive Growth,ALL RANGES,John Central,Houston,TX,25/01/2019,A0005,Great Store USA - Houston,Central,Visit,United States,65444,Great Store USA,10/1/15,MEDIUM,10,37.29354,-91.9652,34387200,0
20% Positive Growth,ALL RANGES,John Central,Houston,TX,26/12/2018,A0005,Great Store USA - Houston,Central,Email/Phone,United States,65444,Great Store USA,9/1/15,MEDIUM,5,37.29354,-91.9652,36979200,6
20% Positive Growth,ALL RANGES,John Central,Houston,TX,26/12/2018,A0005,Great Store USA - Houston,Central,Visit,United States,65444,Great Store USA,9/1/15,MEDIUM,10,37.29354,-91.9652,36979200,0
0-10% Positive Growth,ALL RANGES,Fred Dials,Colorado Springs,CO,26/02/2020,A0006,Alpine Nutrition - Colorado Springs,West,Email/Phone,United States,2915,Alpine Nutrition,11/1/16,LARGE,6,38.31315,-104.2943,86400,20
0-10% Positive Growth,ALL RANGES,Fred Dials,Colorado Springs,CO,26/02/2020,A0006,Alpine Nutrition - Colorado Springs,West,Visit,United States,2915,Alpine Nutrition,11/1/16,LARGE,6,38.31315,-104.2943,86400,0
0-10% Positive Growth,ALL RANGES,Fred Dials,Colorado Springs,CO,26/02/2020,A0006,Alpine Nutrition - Colorado Springs,West,Email/Phone,United States,2915,Alpine Nutrition,11/1/16,LARGE,1,38.31315,-104.2943,86400,3
0-10% Positive Growth,ALL RANGES,Fred Dials,Colorado Springs,CO,26/02/2020,A0006,Alpine Nutrition - Colorado Springs,West,Visit,United States,2915,Alpine Nutrition,11/1/16,LARGE,4,38.31315,-104.2943,86400,0
0-10% Positive Growth,ALL RANGES,Fred Dials,Colorado Springs,CO,26/02/2020,A0006,Alpine Nutrition - Colorado Springs,West,Email/Phone,United States,2915,Alpine Nutrition,11/1/16,LARGE,4,38.31315,-104.2943,86400,14
0-10% Positive Growth,ALL RANGES,Fred Dials,Colorado Springs,CO,26/02/2020,A0006,Alpine Nutrition - Colorado Springs,West,Visit,United States,2915,Alpine Nutrition,11/1/16,LARGE,9,38.31315,-104.2943,86400,0
0-10% Positive Growth,ALL RANGES,Fred Dials,Colorado Springs,CO,26/01/2020,A0006,Alpine Nutrition - Colorado Springs,West,Email/Phone,United States,2915,Alpine Nutrition,10/1/16,LARGE,0,38.31315,-104.2943,2764800,7
0-10% Positive Growth,ALL RANGES,Fred Dials,Colorado Springs,CO,26/01/2020,A0006,Alpine Nutrition - Colorado Springs,West,Visit,United States,2915,Alpine Nutrition,10/1/16,LARGE,7,38.31315,-104.2943,2764800,0
0-10% Positive Growth,ALL RANGES,Fred Dials,Colorado Springs,CO,26/01/2020,A0006,Alpine Nutrition - Colorado Springs,West,Email/Phone,United States,2915,Alpine Nutrition,10/1/16,LARGE,4,38.31315,-104.2943,2764800,11
0-10% Positive Growth,ALL RANGES,Fred Dials,Colorado Springs,CO,26/01/2020,A0006,Alpine Nutrition - Colorado Springs,West,Visit,United States,2915,Alpine Nutrition,10/1/16,LARGE,6,38.31315,-104.2943,2764800,0
