"ProductFamily","OwnerName","AccountId","ProductName","Time","ParentName","PeriodEndDate","SalesAgreementName","Industry","StartDate","DerivedStatus","ValidFrom","ValidFromAux","IdValidFromToKey","SnapshotPeriod","IsLatestSnapshot","AccountProductPeriodForecastId","ForecastStatus","ExternalId","LastProcessedDate","AccountType","PeriodStartDate","ValidToAux","ValidTo","PeriodName","AccountName","ForecastedQuantity","ForecastedDailyQuantityBAdj","ForecastedQuantityFinal","Attainment","TopAgreements","ForecastedRevenue","ForecastedDailyQuantity","Years","ForecastedRevenueFinal","Plan","TopAccounts","UnitPrice","Price","Forecast","ForecastedDailyRevenueBAdj","Actual","ForecastedDailyRevenue"
"BigfootBar","Paul Morrison","0015e00000HchIAAAZ","YetiBar Tart Cherry/Chicken Paleo","2022-01-23","Ohana Technologies","2021-02-01","Anderson School District Sales Agreement","Consulting","2022-01-23","Upcoming Renewal","2021-01-23","2021-01-03","Momentum Design-Ripper 37-Sep-21-2021-09-14-2021-10-10","Sep2","Yes","Momentum Design-Ripper 37-Sep-21","Expired","Account.045","2021-09-27","Mid-Market","2021-01-02","2021-02-12","2021-02-21","Dec-20","Anderson School District",5,0,5,99,0,24.95,0,2,9513,402,190000,4.99,4.99,430,333,426,317
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","GoBar Cranberry Vegan","2022-03-09","Ohana Technologies","2021-04-01","Anderson School District Sales Agreement","Consulting","2022-03-09","Approved","2021-02-26","2021-03-07","Momentum Design-Backhoe Attachment R1-Apr-20-2020-04-30-2020-05-16","Apr","Yes","Momentum Design-Backhoe Attachment R1-Apr-20","Expired","Account.045","2021-09-27","Mid-Market","2021-03-05","2021-04-16","2021-03-15","Feb-21","Anderson School District",1,0,1,99,0,2.99,0,2,22167,402,190000,2.99,2.99,431,650,427,739
"YetiBar","Paul Morrison","0015e00000HchIAAAZ","YetiBar Blueberry/Bison Paleo","2023-01-07","Ohana Technologies","2022-02-01","Anderson School District Sales Agreement","Consulting","2023-01-07","Approved","2021-11-05","2022-01-04","Momentum Design-Utility Broom UB1000-Sep-21-2021-08-15-2021-09-04","Aug2","Yes","Momentum Design-Utility Broom UB1000-Sep-21","Active","Account.045","2021-09-27","Mid-Market","2022-01-02","2022-02-10","2021-11-30","Dec-21","Anderson School District",3,0,3,99,0,14.97,0,2,13764,402,190000,4.99,4.99,431,450,427,459
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","GoBar Cranberry Vegan","2021-10-02","Ohana Technologies","2020-10-02","Anderson School District Sales Agreement","Consulting","2021-10-02","Approved","2020-08-14","2020-09-09","Momentum Design-Backhoe Attachment R1-Jul-20-2020-03-09-2020-03-22","Mar","Yes","Momentum Design-Backhoe Attachment R1-Jul-20","Active","Account.045","2021-09-27","Mid-Market","2020-09-02","2020-10-06","2020-09-08","Aug-20","Anderson School District",1,0,1,99,0,2.99,0,2,22396,402,190000,2.99,2.99,432,650,428,747
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","Alpine Energy Drink - Green Tea","2021-12-26","Ohana Technologies","2021-01-01","Anderson School District Sales Agreement","Consulting","2021-12-26","Approved","2020-08-19","2020-12-05","Momentum Design-Hammer H500-Jul-20-2020-03-18-2020-04-04","Mar","Yes","Momentum Design-Hammer H500-Jul-20","Expired","Account.045","2021-09-27","Mid-Market","2020-12-03","2021-01-13","2020-09-09","Nov-20","Anderson School District",4,0,4,99,0,8.2,0,2,18605,535,190000,2.05,2.05,561,560,556,620
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","Alpine Energy Drink - Tart Cherry","2022-10-15","Ohana Technologies","2021-11-01","Anderson School District Sales Agreement","Consulting","2022-10-15","Upcoming Renewal","2021-09-21","2021-10-13","Momentum Design-Backhoe Attachment R2-Nov-20-2020-10-25-2020-11-18","Oct","Yes","Momentum Design-Backhoe Attachment R2-Nov-20","Active","Account.045","2021-09-27","Mid-Market","2021-10-03","2021-11-07","2021-10-05","Sep-21","Anderson School District",2,0,2,99,0,4.1,0,2,39626,535,190000,2.05,2.05,562,1367,556,1321
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Cranberry/Sunflower","2023-01-23","Ohana Technologies","2022-02-01","Anderson School District Sales Agreement","Consulting","2023-01-23","Upcoming Renewal","2022-01-05","2022-01-04","Momentum Design-Trencher T36-Apr-21-2020-02-18-2020-03-07","Feb","Yes","Momentum Design-Trencher T36-Apr-21","Active","Account.045","2021-09-27","Mid-Market","2022-01-02","2022-02-15","2022-01-29","Dec-21","Anderson School District",3,0,3,99,0,8.97,0,2,19115,535,190000,2.99,2.99,562,600,557,637
"GoBar","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Tart Cherry/Pistachio","2022-03-14","Ohana Technologies","2021-04-01","Anderson School District Sales Agreement","Consulting","2022-03-14","Upcoming Renewal","2020-04-27","2021-03-07","Momentum Design-Compactor 9500-Oct-21-2021-10-09-2021-11-03","Oct2","Yes","Momentum Design-Compactor 9500-Oct-21","Expired","Account.045","2021-09-27","Mid-Market","2021-03-05","2021-04-15","2020-05-22","Feb-21","Anderson School District",2,0,2,99,0,5.98,0,2,27612,535,190000,2.99,2.99,563,867,557,920
"BigfootBar","Paul Morrison","0015e00000HchIAAAZ","GoBar Mixed Berry","2022-08-05","Ohana Technologies","2021-09-01","Anderson School District Sales Agreement","Consulting","2022-08-05","Approved","2021-07-04","2021-08-06","Momentum Design-Ripper 34-Oct-21-2021-09-30-2021-10-26","Sep2","Yes","Momentum Design-Ripper 34-Oct-21","Expired","Account.045","2021-09-27","Mid-Market","2021-08-02","2021-09-06","2021-07-29","Jul-21","Anderson School District",9,0,8,99,0,23.92,0,2,12621,535,190000,2.99,2.99,563,405,558,421
"GoBar","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Tart Cherry/Pistachio","2022-07-05","Ohana Technologies","2021-08-01","Anderson School District Sales Agreement","Consulting","2022-07-05","Approved","2021-06-17","2021-07-13","Momentum Design-Compactor 9500-Dec-21-2021-09-01-2021-09-19","Sep2","Yes","Momentum Design-Compactor 9500-Dec-21","Active","Account.045","2021-09-27","Mid-Market","2021-07-03","2021-08-15","2021-07-13","Jun-21","Anderson School District",2,0,2,99,0,5.98,0,2,26812,535,190000,2.99,2.99,564,867,558,894
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","Alpine Energy Drink - Green Tea","2021-03-12","Ohana Technologies","2020-03-31","Anderson School District Sales Agreement","Consulting","2021-03-12","Pending Approval","2020-03-29","2020-03-10","Momentum Design-Hammer H500-Jan-20-2020-01-27-2020-02-24","Jan","Yes","Momentum Design-Hammer H500-Jan-20","Active","Account.045","2021-09-27","Mid-Market","2020-03-04","2020-04-02","2020-04-19","Feb-20","Anderson School District",4,0,4,99,0,8.2,0,2,18793,535,190000,2.05,2.05,564,560,558,626
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","YetiBar Cranberry/Bison Paleo","2022-10-29","Ohana Technologies","2021-11-01","Anderson School District Sales Agreement","Consulting","2022-10-29","Pending Approval","2021-09-15","2021-10-09","Momentum Design-Pulverizer P10-Sep-21-2021-08-14-2021-08-30","Aug2","Yes","Momentum Design-Pulverizer P10-Sep-21","Active","Account.045","2021-09-27","Mid-Market","2021-10-03","2021-11-04","2021-10-01","Sep-21","Anderson School District",4,0,4,99,0,19.96,0,2,18317,535,190000,4.99,4.99,565,600,559,611
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Cranberry/Pistachio","2022-05-20","Ohana Technologies","2021-06-01","Anderson School District Sales Agreement","Consulting","2022-05-20","Upcoming Renewal","2021-04-08","2021-05-11","Momentum Design-Sweeper S1000-Jan-21-2020-12-09-2020-12-19","Dec","Yes","Momentum Design-Sweeper S1000-Jan-21","Active","Account.045","2021-09-27","Mid-Market","2021-05-03","2021-06-14","2021-04-20","Apr-21","Anderson School District",3,0,3,99,0,8.97,0,2,26589,535,190000,2.99,2.99,566,750,560,886
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","GoBar Veggie Vegan","2022-08-31","Ohana Technologies","2021-09-01","Anderson School District Sales Agreement","Consulting","2022-08-31","Upcoming Renewal","2021-08-27","2021-08-02","Momentum Design-Trencher T60-Sep-21-2021-09-04-2021-09-22","Sep2","Yes","Momentum Design-Trencher T60-Sep-21","Active","Account.045","2021-09-27","Mid-Market","2021-08-02","2021-09-06","2021-09-10","Jul-21","Anderson School District",2,0,2,99,0,5.98,0,2,21005,535,190000,2.99,2.99,566,600,560,700
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Cranberry/Sunflower","2022-01-13","Ohana Technologies","2021-02-01","Anderson School District Sales Agreement","Consulting","2022-01-13","Pending Approval","2020-11-15","2021-01-12","Momentum Design-Trencher T36-Dec-20-2020-12-18-2020-12-28","Dec","Yes","Momentum Design-Trencher T36-Dec-20","Expired","Account.045","2021-09-27","Mid-Market","2021-01-02","2021-02-09","2020-12-13","Dec-20","Anderson School District",3,0,3,99,0,8.97,0,2,20129,535,190000,2.99,2.99,566,600,560,671
"GoBar","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Tart Cherry/Pistachio","2022-09-12","Ohana Technologies","2021-10-02","Anderson School District Sales Agreement","Consulting","2022-09-12","Upcoming Renewal","2021-07-27","2021-09-12","Momentum Design-Compactor 9500-Jan-21-2020-12-22-2021-01-06","Dec","Yes","Momentum Design-Compactor 9500-Jan-21","Expired","Account.045","2021-09-27","Mid-Market","2021-09-02","2021-10-14","2021-08-26","Aug-21","Anderson School District",2,0,2,99,0,5.98,0,2,27360,535,190000,2.99,2.99,566,867,561,912
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Tart Cherry/Sunflower","2022-04-20","Ohana Technologies","2021-05-02","Anderson School District Sales Agreement","Consulting","2022-04-20","Pending Approval","2021-04-27","2020-04-02","Momentum Design-Hammer H700-Nov-20-2020-09-07-2020-09-24","Sep","Yes","Momentum Design-Hammer H700-Nov-20","Expired","Account.045","2021-09-27","Mid-Market","2020-04-02","2021-05-02","2021-05-26","Mar-20","Anderson School District",3,0,3,99,0,8.97,0,2,20369,535,190000,2.99,2.99,567,575,561,679
"BigfootBar","Paul Morrison","0015e00000HchIAAAZ","YetiBar Tart Cherry/Bison Paleo","2022-04-21","Ohana Technologies","2021-05-02","Anderson School District Sales Agreement","Consulting","2022-04-21","Approved","2021-02-04","2020-04-12","Momentum Design-Ripper 19-Nov-20-2020-10-21-2020-11-18","Oct","Yes","Momentum Design-Ripper 19-Nov-20","Active","Account.045","2021-09-27","Mid-Market","2020-04-02","2021-05-05","2021-02-17","Mar-20","Anderson School District",15,1,14,99,0,69.86,0,2,11880,535,190000,4.99,4.99,567,400,561,396
"YetiBar","Paul Morrison","0015e00000HchIAAAZ","YetiBar Blueberry/Bison Paleo","2022-02-10","Ohana Technologies","2021-03-04","Anderson School District Sales Agreement","Consulting","2022-02-10","Approved","2020-12-06","2021-02-03","Momentum Design-Utility Broom UB1000-Aug-20-2020-04-30-2020-05-25","Apr","Yes","Momentum Design-Utility Broom UB1000-Aug-20","Active","Account.045","2021-09-27","Mid-Market","2021-02-02","2021-03-04","2020-12-18","Jan-21","Anderson School District",4,0,4,99,0,19.96,0,2,20894,535,190000,4.99,4.99,568,600,562,696
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","Alpine Energy Drink - Green Tea","2021-12-20","Ohana Technologies","2021-01-01","Anderson School District Sales Agreement","Consulting","2021-12-20","Upcoming Renewal","2020-11-14","2020-12-04","Momentum Design-Hammer H500-May-20-2020-03-25-2020-04-09","Mar","Yes","Momentum Design-Hammer H500-May-20","Expired","Account.045","2021-09-27","Mid-Market","2020-12-03","2021-01-06","2020-11-30","Nov-20","Anderson School District",4,0,4,99,0,8.2,0,2,16356,535,190000,2.05,2.05,568,560,563,545
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","GoBar Cranberry Vegan","2021-11-26","Ohana Technologies","2020-12-02","Anderson School District Sales Agreement","Consulting","2021-11-26","Upcoming Renewal","2020-11-29","2020-11-05","Momentum Design-Backhoe Attachment R1-Jan-21-2021-01-18-2021-02-03","Jan2","Yes","Momentum Design-Backhoe Attachment R1-Jan-21","Expired","Account.045","2021-09-27","Mid-Market","2020-11-02","2020-12-13","2020-12-17","Oct-20","Anderson School District",2,0,2,99,0,5.98,0,2,42746,535,190000,2.99,2.99,569,1300,563,1425
"BigfootBar","Paul Morrison","0015e00000HchIAAAZ","GoBar Mixed Berry","2021-07-17","Ohana Technologies","2020-08-01","Anderson School District Sales Agreement","Consulting","2021-07-17","Approved","2020-06-01","2020-07-09","Momentum Design-Ripper 34-Jun-20-2020-06-24-2020-07-16","Jun","Yes","Momentum Design-Ripper 34-Jun-20","Active","Account.045","2021-09-27","Mid-Market","2020-07-03","2020-08-02","2020-06-12","Jun-20","Anderson School District",9,0,8,99,0,23.92,0,2,12285,535,190000,2.99,2.99,570,405,565,410
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","GoBar Cranberry Vegan","2022-09-09","Ohana Technologies","2021-10-02","Anderson School District Sales Agreement","Consulting","2022-09-09","Upcoming Renewal","2021-08-02","2021-09-09","Momentum Design-Backhoe Attachment R1-May-21-2021-05-10-2021-05-29","May2","Yes","Momentum Design-Backhoe Attachment R1-May-21","Expired","Account.045","2021-09-27","Mid-Market","2021-09-02","2021-10-14","2021-08-30","Aug-21","Anderson School District",2,0,2,99,0,5.98,0,2,45950,535,190000,2.99,2.99,571,1300,566,1532
"YetiBar","Paul Morrison","0015e00000HchIAAAZ","GoBar Apple Vegan","2022-11-04","Ohana Technologies","2021-12-02","Anderson School District Sales Agreement","Consulting","2022-11-04","Approved","2021-11-16","2021-11-06","Momentum Design-Pickup Broom PB200-Sep-20-2020-06-24-2020-07-09","Jun","Yes","Momentum Design-Pickup Broom PB200-Sep-20","Active","Account.045","2021-09-27","Mid-Market","2021-11-02","2021-12-15","2021-12-02","Oct-21","Anderson School District",3,0,3,99,0,8.97,0,2,24775,535,190000,2.99,2.99,572,750,566,826
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Cranberry/Sunflower","2022-01-11","Ohana Technologies","2021-02-01","Anderson School District Sales Agreement","Consulting","2022-01-11","Upcoming Renewal","2020-11-08","2021-01-09","Momentum Design-Trencher T36-May-20-2020-05-16-2020-06-01","May","Yes","Momentum Design-Trencher T36-May-20","Expired","Account.045","2021-09-27","Mid-Market","2021-01-02","2021-02-09","2020-11-23","Dec-20","Anderson School District",3,0,3,99,0,8.97,0,2,19079,535,190000,2.99,2.99,573,600,567,636
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","YetiBar Blueberry/Chicken Paleo","2022-07-25","Ohana Technologies","2021-08-01","Anderson School District Sales Agreement","Consulting","2022-07-25","Upcoming Renewal","2021-06-20","2021-07-05","Momentum Design-Pulverizer P20-Dec-20-2020-12-07-2021-01-05","Dec","Yes","Momentum Design-Pulverizer P20-Dec-20","Active","Account.045","2021-09-27","Mid-Market","2021-07-03","2021-08-07","2021-07-04","Jun-21","Anderson School District",3,0,3,99,0,14.97,0,2,15386,535,190000,4.99,4.99,573,475,568,513
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","YetiBar Blueberry/Chicken Paleo","2021-02-07","Ohana Technologies","2020-03-03","Anderson School District Sales Agreement","Consulting","2021-02-07","Approved","2020-02-28","2020-02-06","Momentum Design-Pulverizer P20-Feb-20-2020-02-01-2020-02-24","Feb","Yes","Momentum Design-Pulverizer P20-Feb-20","Expired","Account.045","2021-09-27","Mid-Market","2020-02-02","2020-03-07","2020-03-27","Jan-20","Anderson School District",3,0,3,99,0,14.97,0,2,13671,535,190000,4.99,4.99,573,475,568,456
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","Alpine Energy Drink - Green Tea","2022-04-30","Ohana Technologies","2021-05-02","Anderson School District Sales Agreement","Consulting","2022-04-30","Upcoming Renewal","2021-01-27","2020-04-04","Momentum Design-Hammer H500-Nov-21-2021-11-22-2021-12-17","Nov2","Yes","Momentum Design-Hammer H500-Nov-21","Active","Account.045","2021-09-27","Mid-Market","2020-04-02","2021-05-09","2021-02-08","Mar-20","Anderson School District",4,0,4,99,0,8.2,0,2,16318,535,190000,2.05,2.05,574,560,568,544
"YetiBar","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Blueberry/Pistachio","2021-06-19","Ohana Technologies","2020-07-02","Anderson School District Sales Agreement","Consulting","2021-06-19","Pending Approval","2020-06-01","2020-06-10","Momentum Design-Pickup Broom PB100-Jul-21-2021-04-30-2021-05-16","Apr2","Yes","Momentum Design-Pickup Broom PB100-Jul-21","Active","Account.045","2021-09-27","Mid-Market","2020-06-02","2020-07-11","2020-07-01","May-20","Anderson School District",3,0,3,99,0,8.97,0,2,22037,535,190000,2.99,2.99,575,690,569,735
"BigfootBar","Paul Morrison","0015e00000HchIAAAZ","GoBar Mixed Berry","2022-05-11","Ohana Technologies","2021-06-01","Anderson School District Sales Agreement","Consulting","2022-05-11","Upcoming Renewal","2021-04-23","2021-05-12","Momentum Design-Ripper 34-Mar-20-2021-01-31-2021-02-12","Jan2","Yes","Momentum Design-Ripper 34-Mar-20","Active","Account.045","2021-09-27","Mid-Market","2021-05-03","2021-06-10","2021-05-16","Apr-21","Anderson School District",10,0,10,99,0,29.9,0,2,14505,535,190000,2.99,2.99,575,450,569,484
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Tart Cherry/Sunflower","2021-12-28","Ohana Technologies","2021-01-01","Anderson School District Sales Agreement","Consulting","2021-12-28","Pending Approval","2020-11-30","2020-12-13","Momentum Design-Hammer H700-Oct-21-2021-09-18-2021-10-13","Sep2","Yes","Momentum Design-Hammer H700-Oct-21","Expired","Account.045","2021-09-27","Mid-Market","2020-12-03","2021-01-04","2020-12-23","Nov-20","Anderson School District",3,0,3,99,0,8.97,0,2,18767,535,190000,2.99,2.99,575,575,570,626
"YetiBar","Paul Morrison","0015e00000HchIAAAZ","BigfootBar Blueberry/Pistachio","2022-03-30","Ohana Technologies","2021-04-01","Anderson School District Sales Agreement","Consulting","2022-03-30","Upcoming Renewal","2021-01-18","2021-03-13","Momentum Design-Pickup Broom PB100-Sep-20-2020-08-30-2020-09-11","Aug","Yes","Momentum Design-Pickup Broom PB100-Sep-20","Active","Account.045","2021-09-27","Mid-Market","2021-03-05","2021-04-03","2021-02-15","Feb-21","Anderson School District",3,0,3,99,0,8.97,0,2,21945,669,190000,2.99,2.99,701,690,694,732
"Alpine Energy","Paul Morrison","0015e00000HchIAAAZ","YetiBar Cranberry/Chicken Paleo","2021-05-20","Ohana Technologies","2020-06-01","Anderson School District Sales Agreement","Consulting","2021-05-20","Pending Approval","2020-03-30","2020-05-11","Momentum Design-Trencher T48-Jan-21-2021-01-19-2021-01-30","Jan2","Yes","Momentum Design-Trencher T48-Jan-21","Active","Account.045","2021-09-27","Mid-Market","2020-05-03","2020-06-15","2020-04-26","Apr-20","Anderson School District",3,0,3,99,0,14.97,0,2,22484,669,190000,4.99,4.99,702,640,695,749
"YetiBar","Paul Morrison","0015e00000HchIAAAZ","GoBar Apple Vegan","2022-04-13","Ohana Technologies","2021-05-02","Anderson School District Sales Agreement","Consulting","2022-04-13","Upcoming Renewal","2021-03-08","2020-04-03","Momentum Design-Pickup Broom PB200-Jul-20-2020-05-09-2020-06-03","May","Yes","Momentum Design-Pickup Broom PB200-Jul-20","Active","Account.045","2021-09-27","Mid-Market","2020-04-02","2021-05-06","2021-03-30","Mar-20","Anderson School District",3,0,3,99,0,8.97,0,2,22445,669,190000,2.99,2.99,703,750,696,748
"BigfootBar","Paul Morrison","0015e00000HchIAAAZ","YetiBar Tart Cherry/Bison Paleo","2022-03-18","Ohana Technologies","2021-04-01","Anderson School District Sales Agreement","Consulting","2022-03-18","Upcoming Renewal","2020-09-09","2021-03-08","Momentum Design-Ripper 19-Jun-21-2021-05-28-2021-06-09","May2","Yes","Momentum Design-Ripper 19-Jun-21","Expired","Account.045","2021-09-27","Mid-Market","2021-03-05","2021-04-02","2020-09-30","Feb-21","Anderson School District",19,1,19,99,0,94.81,1,2,16678,669,190000,4.99,4.99,704,507,697,556
