"Case_Id","LeadingCause","CaseNumber","Variance"
"500B000000337JAIAY","from the baseline",16679,80.39
"500B000000337JEIAY","Origin is Email and Field_Service__c is false",16683,-0.732
"500B000000337JEIAY","Product_Family_KB__c is Cell Phones and Type_of_Support__c is Free",16683,0.562
"500B000000337JFIAY","of other factors",16684,3.648
"500B000000337JHIAY","of other factors",16686,-3.253
"500B000000337JJIAY","Origin is Email and Field_Service__c is false",16688,-0.732
"500B000000337JKIAY","Field_Service__c is false",16689,-0.8320000000000001
"500B000000337JLIAY","from the baseline",16690,80.39
"500B000000337JSIAY","of other factors",16697,1.551
"500B000000337DbIAI","from the baseline",16339,80.39
"500B000000337DdIAI","from the baseline",16341,80.39
"500B000000337DeIAI","from the baseline",16342,80.39
"500B000000337DfIAI","from the baseline",16343,80.39
"500B000000337DiIAI","Product_Family_KB__c is Cell Phones and Priority is Medium",16346,1.0490000000000002
"500B000000337DkIAI","Product_Family_KB__c is Video Games and Reason is Feature Question",16348,-1.4269999999999998
"500B000000337DmIAI","Origin is Chat and Reason is Feature Question",16350,-1.6269999999999998
"500B000000337DoIAI","from the baseline",16352,80.39
"500B000000337DpIAI","Product_Family_KB__c is Headphones and Priority is Medium",16353,-1.083
"500B000000337DrIAI","Field_Service__c is false",16355,-0.8320000000000001
"500B000000337DsIAI","Product_Family_KB__c is Video Games",16356,-1.016
"500B000000337JaIAI","Product_Family_KB__c is Cameras and Priority is Medium",16705,1.097
"500B000000337JbIAI","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",16706,1.035
"500B000000337JdIAI","Product_Family_KB__c is DVD Players and Priority is High",16708,-1.712
"500B000000337JfIAI","from the baseline",16710,80.39
"500B000000337JgIAI","Product_Family_KB__c is Home Audio and Priority is High",16711,1.474
"500B000000337JiIAI","Product_Family_KB__c is Video Games and MilestoneStatus__c is Closed - Compliant",16713,-0.9059999999999999
"500B000000337JkIAI","Origin is Email and Field_Service__c is true",16715,0.8959999999999999
"500B000000337JnIAI","Product_Family_KB__c is DVD Players and Priority is Medium",16718,1.945
"500B000000337JsIAI","Field_Service__c is false",16723,-0.8320000000000001
"500B000000337JsIAI","Origin is Email and Field_Service__c is false",16723,-0.732
"500B000000337DvIAI","Product_Family_KB__c is Cameras and Reason is Feature Question",16359,1.245
"500B000000337DxIAI","Product_Family_KB__c is Home Audio and Reason is Feature Question",16361,1.1079999999999999
"500B000000337DyIAI","Product_Family_KB__c is Home Audio and Reason is Feature Question",16362,1.1079999999999999
"500B000000337DzIAI","Field_Service__c is false",16363,-0.8320000000000001
"500B000000337E0IAI","from the baseline",16364,80.39
"500B000000337E3IAI","Product_Family_KB__c is Cameras and Reason is Feature Question",16367,1.245
"500B000000337E3IAI","from the baseline",16367,80.39
"500B000000337E4IAI","Product_Family_KB__c is Headphones and Reason is Feature Question",16368,1.709
"500B000000337E6IAI","Product_Family_KB__c is Cables and Offer_Voucher__c is false",16370,-1.063
"500B000000337E8IAI","Origin is Chat and Offer_Voucher__c is false",16372,-0.634
"500B000000337E9IAI","from the baseline",16373,80.39
"500B000000337EDIAY","Origin is Chat and Field_Service__c is true",16377,0.8079999999999999
"500B000000337VfIAI","Product_Family_KB__c is DVD Players and Priority is High",17454,-1.712
"500B000000337VgIAI","Product_Family_KB__c is DVD Players and Priority is Medium",17455,1.945
"500B000000337VhIAI","Origin is Phone and IsEscalated is true",17456,-2.3169999999999997
"500B000000337VhIAI","Product_Family_KB__c is Headphones and Priority is High",17456,1.834
"500B000000337ViIAI","Origin is Phone",17457,-1.555
"500B000000337ViIAI","Origin is Phone and Offer_Voucher__c is false",17457,1.53
"500B000000337VlIAI","of other factors",17460,-2.842
"500B000000337VoIAI","Origin is Phone and IsEscalated is true",17463,-2.3169999999999997
"500B000000337VoIAI","of other factors",17463,-1.74
"500B000000337VpIAI","Origin is Phone and Offer_Voucher__c is false",17464,1.53
"500B000000337VqIAI","Origin is Phone and Offer_Voucher__c is false",17465,1.53
"500B000000337VrIAI","Origin is Phone and IsEscalated is true",17466,-2.3169999999999997
"500B000000337VrIAI","of other factors",17466,-5.857
"500B000000337VtIAI","Origin is Phone",17468,-1.555
"500B000000337VvIAI","from the baseline",17470,80.39
"500B000000337VzIAI","from the baseline",17474,80.39
"500B000000337XgIAI","of other factors",17579,-9.11
"500B000000337XgIAI","from the baseline",17579,80.39
"500B000000337XjIAI","from the baseline",17582,80.39
"500B000000337XmIAI","Origin is Phone and Offer_Voucher__c is false",17585,1.53
"500B000000337XoIAI","Origin is Phone",17587,-1.555
"500B000000337XqIAI","Origin is Phone and IsEscalated is true",17589,-2.3169999999999997
"500B000000337XqIAI","from the baseline",17589,80.39
"500B000000337XtIAI","Product_Family_KB__c is Computers and Priority is Low",17592,2.516
"500B000000337XwIAI","Origin is Phone",17595,-1.555
"500B000000337XyIAI","Origin is Phone and Offer_Voucher__c is false",17597,1.53
"500B000000337XyIAI","from the baseline",17597,80.39
"500B000000337Y0IAI","Origin is Phone and Field_Service__c is true",17599,-3.017
"500B000000337Y0IAI","of other factors",17599,-6.143
"500B000000337Y2IAI","Origin is Phone and IsEscalated is true",17601,-2.3169999999999997
"500B000000337Y2IAI","from the baseline",17601,80.39
"500B000000337Y7IAI","of other factors",17606,-2.541
"500B000000337Y9IAI","Origin is Phone and IsEscalated is true",17608,-2.3169999999999997
"500B000000337Y9IAI","of other factors",17608,2.593
"500B000000337YCIAY","from the baseline",17611,80.39
"500B000000337YFIAY","Origin is Phone and Field_Service__c is true",17614,-3.017
"500B000000337YGIAY","Product_Family_KB__c is Tablets and Priority is Low",17615,2.0909999999999997
"500B000000337YGIAY","of other factors",17615,-0.599
"500B000000337YHIAY","of other factors",17616,-7.646
"500B000000337YJIAY","Origin is Phone",17618,-1.555
"500B000000337YOIAY","of other factors",17623,-0.67
"500B000000337YTIAY","from the baseline",17628,80.39
"500B000000337YUIAY","of other factors",17629,-2.889
"500B000000337YVIAY","Origin is Phone",17630,-1.555
"500B000000337YWIAY","Origin is Phone and Offer_Voucher__c is false",17631,1.53
"500B000000337YWIAY","Origin is Phone and Field_Service__c is false",17631,1.47
"500B000000337YXIAY","Origin is Phone and Offer_Voucher__c is false",17632,1.53
"500B000000337YeIAI","Origin is Phone",17639,-1.555
"500B000000337YeIAI","from the baseline",17639,80.39
"500B000000337YiIAI","of other factors",17643,-6.376
"500B000000337YkIAI","Origin is Phone and IsEscalated is true",17645,-2.3169999999999997
"500B000000337YmIAI","Origin is Phone and Offer_Voucher__c is false",17647,1.53
"500B000000337YoIAI","Origin is Phone and Offer_Voucher__c is false",17649,1.53
"500B000000337YsIAI","of other factors",17653,0.294
"500B000000337W2IAI","of other factors",17477,-2.847
"500B000000337W3IAI","of other factors",17478,-5.199
"500B000000337W4IAI","of other factors",17479,-4.124
"500B000000337W5IAI","Origin is Phone and IsEscalated is true",17480,-2.3169999999999997
"500B000000337W7IAI","Origin is Phone",17482,-1.555
"500B000000337W8IAI","Product_Family_KB__c is Headphones and Priority is High",17483,1.834
"500B000000337W9IAI","Product_Family_KB__c is Headphones and Priority is High",17484,1.834
"500B000000337WAIAY","Origin is Phone",17485,-1.555
"500B000000337WFIAY","Origin is Phone and Offer_Voucher__c is false",17490,1.53
"500B000000337WGIAY","Origin is Phone and IsEscalated is true",17491,-2.3169999999999997
"500B000000337WHIAY","Origin is Phone and IsEscalated is true",17492,-2.3169999999999997
"500B000000337WHIAY","Origin is Phone and Offer_Voucher__c is false",17492,1.53
"500B000000337WHIAY","from the baseline",17492,80.39
"500B000000337WLIAY","Origin is Phone",17496,-1.555
"500B000000337WMIAY","Origin is Phone and Offer_Voucher__c is false",17497,1.53
"500B000000337WMIAY","of other factors",17497,-2.766
"500B000000337WMIAY","from the baseline",17497,80.39
"500B000000337WPIAY","of other factors",17500,-2.285
"500B000000337WPIAY","from the baseline",17500,80.39
"500B000000337WQIAY","Origin is Phone",17501,-1.555
"500B000000337WSIAY","Origin is Phone and Offer_Voucher__c is false",17503,1.53
"500B000000337WUIAY","Product_Family_KB__c is DVD Players and Priority is Medium",17505,1.945
"500B000000337WVIAY","Origin is Phone and Field_Service__c is true",17506,-3.017
"500B000000337WVIAY","Origin is Phone and IsEscalated is true",17506,-2.3169999999999997
"500B000000337WVIAY","Product_Family_KB__c is Headphones and Priority is High",17506,1.834
"500B000000337WWIAY","Origin is Phone and IsEscalated is true",17507,-2.3169999999999997
"500B000000337WXIAY","Origin is Phone and Field_Service__c is true",17508,-3.017
"500B000000337WaIAI","Origin is Phone and Offer_Voucher__c is true",17511,-3.135
"500B000000337WeIAI","Origin is Phone and Offer_Voucher__c is false",17515,1.53
"500B000000337WlIAI","of other factors",17522,-3.406
"500B000000337WlIAI","from the baseline",17522,80.39
"500B000000337WnIAI","Origin is Phone and IsEscalated is true",17524,-2.3169999999999997
"500B000000337WpIAI","Origin is Phone and IsEscalated is true",17526,-2.3169999999999997
"500B000000337WpIAI","from the baseline",17526,80.39
"500B000000337WrIAI","from the baseline",17528,80.39
"500B000000337WtIAI","of other factors",17530,-1.012
"500B000000337WvIAI","Origin is Phone",17532,-1.555
"500B000000337YuIAI","from the baseline",17655,80.39
"500B000000337YwIAI","from the baseline",17657,80.39
"500B000000337Z0IAI","from the baseline",17661,80.39
"500B000000337Z1IAI","of other factors",17662,0.306
"500B000000337Z1IAI","from the baseline",17662,80.39
"500B000000337Z4IAI","Product_Family_KB__c is Headphones and Priority is High",17665,1.834
"500B000000337Z6IAI","Origin is Phone and Offer_Voucher__c is false",17667,1.53
"500B000000337Z6IAI","of other factors",17667,-3.1839999999999997
"500B000000337Z6IAI","from the baseline",17667,80.39
"500B000000337Z7IAI","from the baseline",17668,80.39
"500B000000337WwIAI","Origin is Phone and Offer_Voucher__c is false",17533,1.53
"500B000000337WwIAI","from the baseline",17533,80.39
"500B000000337WzIAI","Origin is Phone and Field_Service__c is true",17536,-3.017
"500B000000337X1IAI","from the baseline",17538,80.39
"500B000000337X2IAI","from the baseline",17539,80.39
"500B000000337X3IAI","of other factors",17540,-3.9810000000000003
"500B000000337X4IAI","from the baseline",17541,80.39
"500B000000337X5IAI","Origin is Phone and Offer_Voucher__c is true",17542,-3.135
"500B000000337X5IAI","from the baseline",17542,80.39
"500B000000337X6IAI","Origin is Phone and IsEscalated is true",17543,-2.3169999999999997
"500B000000337X9IAI","of other factors",17546,-2.051
"500B000000337XEIAY","of other factors",17551,-5.287999999999999
"500B000000337XGIAY","Origin is Phone",17553,-1.555
"500B000000337XHIAY","Origin is Phone",17554,-1.555
"500B000000337XIIAY","from the baseline",17555,80.39
"500B000000337XLIAY","Origin is Phone and IsEscalated is true",17558,-2.3169999999999997
"500B000000337XPIAY","Origin is Phone",17562,-1.555
"500B000000337XSIAY","Origin is Phone and Field_Service__c is false",17565,1.47
"500B000000337XSIAY","from the baseline",17565,80.39
"500B000000337XVIAY","Origin is Phone",17568,-1.555
"500B000000337XVIAY","of other factors",17568,-5.245
"500B000000337XWIAY","Origin is Phone",17569,-1.555
"500B000000337XWIAY","Origin is Phone and Field_Service__c is false",17569,1.47
"500B000000337XYIAY","Origin is Phone and Offer_Voucher__c is false",17571,1.53
"500B000000337XcIAI","Origin is Phone and Offer_Voucher__c is false",17575,1.53
"500B000000337XeIAI","Origin is Phone and Field_Service__c is true",17577,-3.017
"500B000000337XeIAI","from the baseline",17577,80.39
"500B000000337TrIAI","Product_Family_KB__c is Home Audio and Priority is Medium",17342,-1.392
"500B000000337TsIAI","from the baseline",17343,80.39
"500B000000337TuIAI","Origin is Facebook and Field_Service__c is true",17345,0.95
"500B000000337TuIAI","from the baseline",17345,80.39
"500B000000337TyIAI","Origin is Facebook and Offer_Voucher__c is true",17349,0.9159999999999999
"500B000000337TzIAI","of other factors",17350,-2.106
"500B000000337U0IAI","from the baseline",17351,80.39
"500B000000337U1IAI","Origin is Facebook and Reason is Late Delivery",17352,-1.052
"500B000000337U2IAI","Origin is Facebook and Field_Service__c is true",17353,0.95
"500B000000337U6IAI","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",17357,1.035
"500B000000337UCIAY","Field_Service__c is false",17363,-0.8320000000000001
"500B000000337UDIAY","Product_Family_KB__c is Cables and Offer_Voucher__c is false",17364,-1.063
"500B000000337UDIAY","of other factors",17364,-2.54
"500B000000337UFIAY","of other factors",17366,4.665
"500B000000337UFIAY","from the baseline",17366,80.39
"500B000000337UGIAY","Product_Family_KB__c is Cell Phones and Priority is Medium",17367,1.0490000000000002
"500B000000337ULIAY","from the baseline",17372,80.39
"500B000000337UMIAY","Field_Service__c is false",17373,-0.8320000000000001
"500B000000337UNIAY","Product_Family_KB__c is Cables and Offer_Voucher__c is false",17374,-1.063
"500B000000337UOIAY","of other factors",17375,0.255
"500B000000337URIAY","Origin is Facebook and Field_Service__c is true",17378,0.95
"500B000000337URIAY","Field_Service__c is true",17378,0.883
"500B000000337URIAY","from the baseline",17378,80.39
"500B000000337UTIAY","from the baseline",17380,80.39
"500B000000337UUIAY","from the baseline",17381,80.39
"500B000000337UVIAY","Product_Family_KB__c is Video Games and Status is Closed",17382,-1.025
"500B000000337UVIAY","Product_Family_KB__c is Video Games",17382,-1.016
"500B000000337UWIAY","of other factors",17383,3.468
"500B000000337UXIAY","from the baseline",17384,80.39
"500B000000337UYIAY","of other factors",17385,-1.786
"500B000000337UZIAY","of other factors",17386,-1.78
"500B000000337UiIAI","Origin is Phone and Field_Service__c is false",17395,1.47
"500B000000337UjIAI","Origin is Phone and Offer_Voucher__c is true",17396,-3.135
"500B000000337UlIAI","from the baseline",17398,80.39
"500B000000337UqIAI","Product_Family_KB__c is Headphones and Priority is High",17403,1.834
"500B000000337UtIAI","Origin is Phone and Offer_Voucher__c is true",17406,-3.135
"500B000000337UuIAI","Origin is Phone and Field_Service__c is true",17407,-3.017
"500B000000337UxIAI","Origin is Phone",17410,-1.555
"500B000000337UzIAI","Origin is Phone and Field_Service__c is true",17412,-3.017
"500B000000337V1IAI","Origin is Phone and Field_Service__c is false",17414,1.47
"500B000000337V2IAI","from the baseline",17415,80.39
"500B000000337V3IAI","Origin is Phone",17416,-1.555
"500B000000337V5IAI","Origin is Phone and Field_Service__c is true",17418,-3.017
"500B000000337V5IAI","from the baseline",17418,80.39
"500B000000337VAIAY","Origin is Phone and IsEscalated is true",17423,-2.3169999999999997
"500B000000337VBIAY","of other factors",17424,2.401
"500B000000337VCIAY","from the baseline",17425,80.39
"500B000000337VEIAY","Origin is Phone",17427,-1.555
"500B000000337VEIAY","from the baseline",17427,80.39
"500B000000337VGIAY","from the baseline",17429,80.39
